actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
65,PT05M43.00S,2022-02-02T03:19:31.0Z,1,REGULAR,3pt,Jump Shot,[],101108,67.36202365308804,56.372549019607845,1610612756,23,16,2022-02-02T03:20:08Z,650000,32.0,254.0,1,right,MISS C. Paul 25' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M42.00S,2022-02-02T03:19:32.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,23,16,2022-02-02T03:20:08Z,660000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,
67,PT05M42.00S,2022-02-02T03:19:48.9Z,1,REGULAR,substitution,out,[],202681,,,1610612756,23,16,2022-02-02T03:20:08Z,670000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M42.00S,2022-02-02T03:19:48.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612756,23,16,2022-02-02T03:20:08Z,680000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2022-02-02T03:19:48.9Z,1,REGULAR,substitution,in,[],201988,,,1610612756,23,16,2022-02-02T03:20:08Z,690000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2022-02-02T03:19:48.9Z,1,REGULAR,substitution,in,[],201933,,,1610612756,23,16,2022-02-02T03:20:08Z,700000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2022-02-02T03:20:17.6Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612756,23,16,2022-02-02T03:20:23Z,710000,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 201988]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,1.0,Mills,201988.0,,,
73,PT05M37.00S,2022-02-02T03:20:17.6Z,1,REGULAR,steal,,[],201988,,,1610612751,23,16,2022-02-02T03:20:20Z,720000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M30.00S,2022-02-02T03:20:24.3Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,23,16,2022-02-02T03:20:28Z,730000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 203109]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,2.0,Crowder,203109.0,,,
75,PT05M30.00S,2022-02-02T03:20:24.3Z,1,REGULAR,steal,,[],203109,,,1610612756,23,16,2022-02-02T03:20:25Z,740000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2022-02-02T03:20:33.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,74.98357424441524,77.45098039215686,1610612756,25,16,2022-02-02T03:28:55Z,750000,137.0,183.0,1,right,D. Booker 22' pullup Jump Shot (11 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,22.85,Made,11.0,,,,,,,,,,,,,,,,,,
77,PT05M00.00S,2022-02-02T03:20:53.2Z,1,REGULAR,3pt,Jump Shot,[],201933,32.013797634691194,33.088235294117645,1610612751,25,16,2022-02-02T03:20:59Z,760000,85.0,248.0,1,left,MISS B. Griffin 26' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M57.00S,2022-02-02T03:20:56.2Z,1,REGULAR,rebound,offensive,[],201935,,,1610612751,25,16,2022-02-02T03:20:59Z,770000,,,0,,J. Harden REBOUND (Off:1 Def:0),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,,,,
79,PT04M55.00S,2022-02-02T03:20:58.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,23.078186596583443,9.803921568627452,1610612751,25,16,2022-02-02T03:21:07Z,780000,201.0,164.0,1,left,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M55.00S,2022-02-02T03:20:58.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,16,2022-02-02T03:21:07Z,790000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,
81,PT04M55.00S,2022-02-02T03:21:07.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203109,,,1610612751,25,16,2022-02-02T03:21:23Z,800000,,,0,,J. Crowder loose ball personal FOUL (2 PF) (Griffin 2 FT),"[203109, 201933]",1610612756.0,PHX,loose ball,,,Crowder,J. Crowder,,,,,,,,,,,,,,,203592.0,2.0,0.0,Griffin,201933.0,,,,,,
83,PT04M55.00S,2022-02-02T03:21:39.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201933,,,1610612751,25,16,2022-02-02T03:21:39Z,820000,,,0,,MISS B. Griffin Free Throw 1 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2022-02-02T03:21:39.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,25,16,2022-02-02T03:21:39Z,830000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,
85,PT04M55.00S,2022-02-02T03:21:40.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612751,25,16,2022-02-02T03:22:04Z,840000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M55.00S,2022-02-02T03:21:40.5Z,1,REGULAR,substitution,out,[],203109,,,1610612751,25,16,2022-02-02T03:22:04Z,850000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M55.00S,2022-02-02T03:21:40.5Z,1,REGULAR,substitution,out,[],1630556,,,1610612751,25,16,2022-02-02T03:22:04Z,860000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M55.00S,2022-02-02T03:21:40.5Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,25,16,2022-02-02T03:22:04Z,870000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M55.00S,2022-02-02T03:21:40.5Z,1,REGULAR,substitution,in,[],201580,,,1610612751,25,16,2022-02-02T03:22:04Z,880000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M55.00S,2022-02-02T03:21:40.5Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,25,16,2022-02-02T03:22:04Z,890000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M55.00S,2022-02-02T03:22:06.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201933,,,1610612751,25,17,2022-02-02T03:22:06Z,900000,,,0,,B. Griffin Free Throw 2 of 2 (1 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
92,PT04M37.00S,2022-02-02T03:22:24.1Z,1,REGULAR,turnover,lost ball,[],201580,,,1610612756,25,17,2022-02-02T03:22:32Z,910000,,,0,,J. McGee lost ball TURNOVER (1 TO),"[201580, 1628971]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,1.0,Brown,1628971.0,,,
93,PT04M37.00S,2022-02-02T03:22:24.1Z,1,REGULAR,steal,,[],1628971,,,1610612751,25,17,2022-02-02T03:22:30Z,920000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M26.00S,2022-02-02T03:22:35.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201933,8.015768725361367,48.46813725490196,1610612751,25,19,2022-02-02T03:22:43Z,930000,8.0,23.0,1,left,B. Griffin cutting DUNK (3 PTS) (J. Harden 4 AST),"[201933, 201935]",1610612751.0,BKN,cutting,,,Griffin,B. Griffin,,,,,2.41,Made,3.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,,
96,PT04M09.00S,2022-02-02T03:22:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,94.56307490144546,96.56862745098039,1610612756,25,19,2022-02-02T03:22:56Z,950000,233.0,-1.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2022-02-02T03:22:55.2Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,25,19,2022-02-02T03:22:56Z,960000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
