actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
177,PT11M13.00S,2021-12-20T01:39:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.149145860709593,57.84313725490197,1610612766,39,17,2021-12-20T01:39:55Z,1720000,-39.0,34.0,1,left,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 201580]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,5.16,Missed,,,,,,,,,,,,,,,,,McGee,201580.0,
178,PT11M13.00S,2021-12-20T01:39:40.4Z,2,REGULAR,block,,[],201580,,,1610612766,39,17,2021-12-20T01:39:42Z,1730000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M11.00S,2021-12-20T01:39:42.4Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,39,17,2021-12-20T01:39:43Z,1740000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,
180,PT10M56.00S,2021-12-20T01:39:59.0Z,2,REGULAR,turnover,lost ball,[],203901,,,1610612756,39,17,2021-12-20T01:40:03Z,1750000,,,0,,E. Payton lost ball TURNOVER (2 TO),"[203901, 1629667]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,2.0,,,,,,,,,McDaniels,1629667.0,,,
181,PT10M56.00S,2021-12-20T01:39:59.0Z,2,REGULAR,steal,,[],1629667,,,1610612766,39,17,2021-12-20T01:40:02Z,1760000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M56.00S,2021-12-20T01:40:03.8Z,2,REGULAR,foul,personal,[],203901,,,1610612766,39,17,2021-12-20T01:40:13Z,1770000,,,0,,E. Payton take personal FOUL (2 PF),"[203901, 1629667]",1610612756.0,PHX,take,,,Payton,E. Payton,,,,,,,,,,,201638.0,,,,,,2.0,0.0,McDaniels,1629667.0,,,,,
184,PT10M39.00S,2021-12-20T01:40:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,9.017739816031538,57.84313725490197,1610612766,39,17,2021-12-20T01:40:30Z,1790000,-39.0,32.0,1,left,MISS G. Hayward cutting Layup - blocked,"[202330, 1629661]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,5.08,Missed,,,,,,,,,,,,,,,,,Johnson,1629661.0,
212,PT10M39.00S,2021-12-20T01:40:26.3Z,2,REGULAR,block,,[],1629661,,,1610612766,39,17,2021-12-20T01:44:18Z,1795000,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M37.00S,2021-12-20T01:40:28.3Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,39,17,2021-12-20T01:40:30Z,1800000,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,184.0,2.0,1.0,1.0,,,,,,,,,
186,PT10M35.00S,2021-12-20T01:40:32.9Z,2,REGULAR,foul,offensive,[],1629661,,,1610612756,39,17,2021-12-20T01:42:43Z,1810000,,,0,,C. Johnson charge offensive FOUL (1 PF),"[1629661, 202397]",1610612756.0,PHX,charge,,,Johnson,C. Johnson,,,,,,,,,,,1662.0,,,,,,1.0,0.0,Smith,202397.0,,,,,
188,PT10M35.00S,2021-12-20T01:40:32.9Z,2,REGULAR,turnover,offensive foul,[],1629661,,,1610612756,39,17,2021-12-20T01:40:32Z,1830000,,,0,,C. Johnson offensive foul TURNOVER (1 TO),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,,
189,PT10M23.00S,2021-12-20T01:41:00.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,17.95335085413929,21.323529411764707,1610612766,39,17,2021-12-20T01:43:19Z,1840000,143.0,116.0,1,left,MISS K. Oubre Jr. 18' step back Shot,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,18.46,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M22.00S,2021-12-20T01:41:01.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,39,17,2021-12-20T01:41:06Z,1850000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,,,,
191,PT10M22.00S,2021-12-20T01:41:07.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,39,17,2021-12-20T01:41:07Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M07.00S,2021-12-20T01:41:28.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,92.19776609724047,4.166666666666666,1610612756,39,17,2021-12-20T01:41:34Z,1870000,-229.0,21.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
193,PT10M04.00S,2021-12-20T01:41:31.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,39,17,2021-12-20T01:41:34Z,1880000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,
194,PT09M57.00S,2021-12-20T01:41:40.6Z,2,REGULAR,turnover,out-of-bounds,[],202397,,,1610612766,39,17,2021-12-20T01:41:47Z,1890000,,,0,,I. Smith step out-of-bounds TURNOVER (1 TO),[202397],1610612766.0,CHA,step,,,Smith,I. Smith,,,,,,,,,,,201638.0,1.0,,,,,,,,,,,,,
195,PT09M57.00S,2021-12-20T01:41:47.4Z,2,REGULAR,substitution,out,[],203901,,,1610612756,39,17,2021-12-20T01:42:01Z,1900000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M57.00S,2021-12-20T01:41:47.4Z,2,REGULAR,substitution,in,[],101108,,,1610612756,39,17,2021-12-20T01:42:01Z,1910000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M38.00S,2021-12-20T01:42:31.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,92.59198423127464,4.6568627450980395,1610612756,39,17,2021-12-20T01:42:35Z,1920000,-227.0,17.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M37.00S,2021-12-20T01:42:32.9Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,39,17,2021-12-20T01:42:35Z,1930000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,197.0,3.0,3.0,0.0,,,,,,,,,
199,PT09M30.00S,2021-12-20T01:42:40.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,26.62614980289093,16.911764705882355,1610612766,39,17,2021-12-20T01:42:44Z,1940000,165.0,198.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
200,PT09M26.00S,2021-12-20T01:42:44.2Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,39,17,2021-12-20T01:42:44Z,1950000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,199.0,5.0,3.0,2.0,,,,,,,,,
201,PT09M20.00S,2021-12-20T01:42:50.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,11.383048620236531,47.549019607843135,1610612766,39,19,2021-12-20T01:42:53Z,1960000,12.0,55.0,1,left,I. Smith driving floating Jump Shot (2 PTS),[202397],1610612766.0,CHA,driving floating,,,Smith,I. Smith,,,,,5.59,Made,2.0,,,,,,,,,,,,,,,,,,
202,PT09M06.00S,2021-12-20T01:43:04.6Z,2,REGULAR,2pt,Jump Shot,[],1626166,87.07293035479631,33.088235294117645,1610612756,41,19,2021-12-20T01:43:07Z,1970000,-85.0,69.0,1,right,C. Payne 10' driving floating Jump Shot (7 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,10.92,Made,7.0,,,,,,,,,,,,,,,,,,
203,PT09M00.00S,2021-12-20T01:43:10.9Z,2,REGULAR,turnover,lost ball,[],202397,,,1610612766,41,19,2021-12-20T01:43:14Z,1980000,,,0,,I. Smith lost ball TURNOVER (2 TO),"[202397, 1626166]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,2.0,,,,,,,,,Payne,1626166.0,,,
204,PT09M00.00S,2021-12-20T01:43:10.9Z,2,REGULAR,steal,,[],1626166,,,1610612756,41,19,2021-12-20T01:43:13Z,1990000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M00.00S,2021-12-20T01:43:18.2Z,2,REGULAR,foul,personal,[],203486,,,1610612756,41,19,2021-12-20T01:43:27Z,2000000,,,0,,M. Plumlee take personal FOUL (2 PF),"[203486, 1626166]",1610612766.0,CHA,take,,,Plumlee,M. Plumlee,,,,,,,,,,,1662.0,,,,,,2.0,0.0,Payne,1626166.0,,,,,
207,PT09M00.00S,2021-12-20T01:43:26.8Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,41,19,2021-12-20T01:43:32Z,2020000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M00.00S,2021-12-20T01:43:26.8Z,2,REGULAR,substitution,out,[],1626162,,,1610612756,41,19,2021-12-20T01:43:32Z,2030000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M00.00S,2021-12-20T01:43:26.8Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,41,19,2021-12-20T01:43:32Z,2040000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M00.00S,2021-12-20T01:43:26.8Z,2,REGULAR,substitution,in,[],1626179,,,1610612756,41,19,2021-12-20T01:43:32Z,2050000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M52.00S,2021-12-20T01:44:01.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,41,19,2021-12-20T01:44:01Z,2060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M49.00S,2021-12-20T01:44:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629013,91.80354796320631,58.57843137254902,1610612756,43,19,2021-12-20T01:44:25Z,2070000,43.0,25.0,1,right,L. Shamet cutting Layup (5 PTS) (C. Paul 5 AST),"[1629013, 101108]",1610612756.0,PHX,cutting,,,Shamet,L. Shamet,,,,,4.94,Made,5.0,C. Paul,101108.0,5.0,,,,,,,,,,,,,,,
215,PT08M42.00S,2021-12-20T01:44:26.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202397,12.171484888304862,51.71568627450981,1610612766,43,19,2021-12-20T01:44:29Z,2090000,-9.0,62.0,1,left,MISS I. Smith 6' driving Layup,[202397],1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M40.00S,2021-12-20T01:44:28.4Z,2,REGULAR,rebound,offensive,[],202397,,,1610612766,43,19,2021-12-20T01:44:29Z,2100000,,,0,,I. Smith REBOUND (Off:1 Def:0),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,215.0,1.0,0.0,1.0,,,,,,,,,
217,PT08M40.00S,2021-12-20T01:44:28.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202397,6.783837056504599,46.32352941176471,1610612766,43,19,2021-12-20T01:44:33Z,2110000,18.0,11.0,1,left,MISS I. Smith tip Layup,[202397],1610612766.0,CHA,tip,,,Smith,I. Smith,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,,
218,PT08M38.00S,2021-12-20T01:44:30.3Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,43,19,2021-12-20T01:44:30Z,2120000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,217.0,3.0,2.0,1.0,,,,,,,,,
219,PT08M34.00S,2021-12-20T01:44:34.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,70.25295663600527,24.019607843137255,1610612756,46,19,2021-12-20T01:44:38Z,2130000,-130.0,227.0,1,right,D. Booker 26' 3PT running (7 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,26.16,Made,7.0,C. Paul,101108.0,6.0,,,,,,,,,,,,,,,
221,PT08M23.00S,2021-12-20T01:44:45.4Z,2,REGULAR,turnover,bad pass,[],1626179,,,1610612766,46,19,2021-12-20T01:44:48Z,2150000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 101108]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,1.0,,,,,,,,,Paul,101108.0,,,
222,PT08M23.00S,2021-12-20T01:44:45.4Z,2,REGULAR,steal,,[],101108,,,1610612756,46,19,2021-12-20T01:44:47Z,2160000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M19.00S,2021-12-20T01:44:52.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201580,90.48948751642575,49.754901960784316,1610612756,48,19,2021-12-20T01:44:59Z,2170000,-1.0,37.0,1,right,J. McGee running DUNK (4 PTS) (C. Paul 7 AST),"[201580, 101108]",1610612756.0,PHX,running,,,McGee,J. McGee,,,,,3.69,Made,4.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,,
225,PT08M19.00S,2021-12-20T01:44:55.4Z,2,REGULAR,foul,personal,['1freethrow'],202397,,,1610612756,48,19,2021-12-20T01:45:28Z,2190000,,,0,,I. Smith shooting personal FOUL (1 PF) (McGee 1 FT),"[202397, 201580]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,,,,,,,1662.0,,,,,,1.0,0.0,McGee,201580.0,,,,,
227,PT08M19.00S,2021-12-20T01:45:07.7Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,48,19,2021-12-20T01:45:26Z,2210000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M19.00S,2021-12-20T01:45:07.7Z,2,REGULAR,substitution,out,[],1629667,,,1610612756,48,19,2021-12-20T01:45:26Z,2220000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M19.00S,2021-12-20T01:45:07.7Z,2,REGULAR,substitution,out,[],202397,,,1610612756,48,19,2021-12-20T01:45:26Z,2230000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M19.00S,2021-12-20T01:45:07.7Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,48,19,2021-12-20T01:45:26Z,2240000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M19.00S,2021-12-20T01:45:07.7Z,2,REGULAR,substitution,in,[],1630163,,,1610612756,48,19,2021-12-20T01:45:26Z,2250000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M19.00S,2021-12-20T01:45:07.7Z,2,REGULAR,substitution,in,[],1628970,,,1610612756,48,19,2021-12-20T01:45:26Z,2260000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M19.00S,2021-12-20T01:45:38.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201580,,,1610612756,48,19,2021-12-20T01:45:40Z,2270000,,,0,,MISS J. McGee Free Throw 1 of 1,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
234,PT08M16.00S,2021-12-20T01:45:41.6Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,19,2021-12-20T01:45:40Z,2280000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,
235,PT08M12.00S,2021-12-20T01:45:44.1Z,2,REGULAR,3pt,Jump Shot,[],202330,13.091327201051248,95.58823529411765,1610612766,48,19,2021-12-20T01:45:50Z,2290000,-228.0,71.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,,
236,PT08M09.00S,2021-12-20T01:45:49.4Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,48,19,2021-12-20T01:45:49Z,2300000,,,0,,M. Plumlee REBOUND (Off:3 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,235.0,6.0,3.0,3.0,,,,,,,,,
237,PT08M09.00S,2021-12-20T01:45:51.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,48,19,2021-12-20T01:45:51Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M06.00S,2021-12-20T01:46:00.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,10.463206307490145,3.431372549019608,1610612766,48,19,2021-12-20T01:46:06Z,2320000,233.0,46.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
239,PT08M03.00S,2021-12-20T01:46:03.7Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,48,19,2021-12-20T01:46:06Z,2330000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,238.0,3.0,3.0,0.0,,,,,,,,,
240,PT07M38.00S,2021-12-20T01:46:28.8Z,2,REGULAR,3pt,Jump Shot,[],101108,66.70499342969777,36.27450980392157,1610612756,48,19,2021-12-20T01:46:31Z,2340000,-69.0,260.0,1,right,MISS C. Paul 26' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
241,PT07M36.00S,2021-12-20T01:46:30.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,48,19,2021-12-20T01:46:30Z,2350000,,,0,,L. Ball REBOUND (Off:3 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,240.0,5.0,2.0,3.0,,,,,,,,,
242,PT07M30.00S,2021-12-20T01:46:37.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,27.94021024967148,79.41176470588235,1610612766,48,22,2021-12-20T01:46:40Z,2360000,-147.0,210.0,1,left,L. Ball 25' 3PT  (3 PTS) (M. Plumlee 2 AST),"[1630163, 203486]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.65,Made,3.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,,
244,PT07M21.00S,2021-12-20T01:46:49.2Z,2,REGULAR,foul,personal,[],203486,,,1610612756,48,22,2021-12-20T01:51:01Z,2380000,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 101108]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,1662.0,,,,,,3.0,0.0,Paul,101108.0,,,,,
246,PT07M21.00S,2021-12-20T01:47:10.1Z,2,REGULAR,substitution,out,[],201580,,,1610612756,48,22,2021-12-20T01:47:21Z,2400000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M21.00S,2021-12-20T01:47:10.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,48,22,2021-12-20T01:47:21Z,2410000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M21.00S,2021-12-20T01:47:10.1Z,2,REGULAR,substitution,out,[],203486,,,1610612756,48,22,2021-12-20T01:47:21Z,2420000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M21.00S,2021-12-20T01:47:10.1Z,2,REGULAR,substitution,in,[],203109,,,1610612756,48,22,2021-12-20T01:47:21Z,2430000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M21.00S,2021-12-20T01:47:10.1Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,48,22,2021-12-20T01:47:21Z,2440000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M21.00S,2021-12-20T01:47:10.1Z,2,REGULAR,substitution,in,[],1629667,,,1610612756,48,22,2021-12-20T01:47:21Z,2450000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M06.00S,2021-12-20T01:48:28.0Z,2,REGULAR,jumpball,recovered,[],1629667,,,1610612756,48,22,2021-12-20T01:48:28Z,2460000,,,0,,Jump Ball M. Bridges vs. D. Ayton: Tip to J. McDaniels,"[1629667, 1628970, 1629028]",1610612766.0,CHA,heldball,J. McDaniels,1629667.0,McDaniels,J. McDaniels,Bridges,1628970.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,
255,PT07M06.00S,2021-12-20T01:48:28.0Z,2,REGULAR,turnover,lost ball,[],1629028,,,1610612756,48,22,2021-12-20T01:48:28Z,2490000,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1628970]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,1.0,,,,,,,,,Bridges,1628970.0,,,
256,PT07M06.00S,2021-12-20T01:48:28.0Z,2,REGULAR,steal,,[],1628970,,,1610612766,48,22,2021-12-20T01:48:28Z,2500000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M00.00S,2021-12-20T01:48:34.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,31.488173455978973,59.068627450980394,1610612766,48,22,2021-12-20T01:50:35Z,2510000,-45.0,243.0,1,left,MISS M. Bridges 24' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
258,PT06M57.00S,2021-12-20T01:48:37.2Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,48,22,2021-12-20T01:48:38Z,2520000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,
259,PT06M50.00S,2021-12-20T01:48:43.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],101108,67.36202365308804,49.50980392156863,1610612756,51,22,2021-12-20T01:48:48Z,2530000,-2.0,254.0,1,right,C. Paul 25' 3PT running pullup (3 PTS) (D. Booker 2 AST),"[101108, 1626164]",1610612756.0,PHX,running pullup,,,Paul,C. Paul,,,,,25.43,Made,3.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,,
260,PT06M36.00S,2021-12-20T01:49:01.2Z,2,REGULAR,foul,personal,['2freethrow'],101108,,,1610612766,51,22,2021-12-20T01:51:53Z,2540000,,,0,,C. Paul shooting personal FOUL (1 PF) (Ball 2 FT),"[101108, 1630163]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,201638.0,,,,,,1.0,0.0,Ball,1630163.0,,,,,
262,PT06M36.00S,2021-12-20T01:49:13.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,51,22,2021-12-20T01:49:13Z,2560000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M36.00S,2021-12-20T01:52:16.8Z,2,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,51,23,2021-12-20T01:52:16Z,2570000,,,0,,L. Ball Free Throw 1 of 2 (4 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
265,PT06M36.00S,2021-12-20T01:52:34.9Z,2,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,51,24,2021-12-20T01:52:34Z,2580000,,,0,,L. Ball Free Throw 2 of 2 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
266,PT06M26.00S,2021-12-20T01:52:49.0Z,2,REGULAR,turnover,bad pass,[],203109,,,1610612756,51,24,2021-12-20T01:52:54Z,2590000,,,0,,J. Crowder bad pass TURNOVER (1 TO),"[203109, 1630163]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,1.0,,,,,,,,,Ball,1630163.0,,,
267,PT06M26.00S,2021-12-20T01:52:49.0Z,2,REGULAR,steal,,[],1630163,,,1610612766,51,24,2021-12-20T01:52:50Z,2600000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
