actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
91,PT04M42.00S,2021-10-28T02:23:23.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,83.39356110381078,61.029411764705884,1610612756,20,16,2021-10-28T02:23:26Z,880000,55.0,104.0,1,right,MISS M. Bridges 11' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,11.73,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2021-10-28T02:23:26.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,20,16,2021-10-28T02:23:26Z,890000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,
93,PT04M28.00S,2021-10-28T02:23:37.7Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612758,20,16,2021-10-28T02:24:28Z,900000,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1629028]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,1.0,Ayton,1629028.0,,,,,,,,,,,
94,PT04M28.00S,2021-10-28T02:23:37.7Z,1,REGULAR,steal,,[],1629028,,,1610612756,20,16,2021-10-28T02:23:41Z,910000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M13.00S,2021-10-28T02:23:55.3Z,1,REGULAR,foul,personal,[],1630558,,,1610612756,20,16,2021-10-28T02:24:00Z,920000,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1626164]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2715.0,1.0,0.0,Booker,1626164.0,,,,,,
97,PT04M05.00S,2021-10-28T02:24:19.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629028,76.08409986859395,51.248468137254896,1610612756,22,16,2021-10-28T02:24:26Z,940000,6.0,172.0,1,right,D. Ayton 17' Jump Shot (8 PTS) (E. Payton 1 AST),"[1629028, 203901]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,17.24,Made,8.0,,,,,,,,,,,,,E. Payton,203901.0,1.0,,,
99,PT03M55.00S,2021-10-28T02:24:30.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,30.17411300919842,25.735294117647058,1610612758,22,16,2021-10-28T02:24:32Z,960000,121.0,231.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M53.00S,2021-10-28T02:24:32.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,22,16,2021-10-28T02:24:32Z,970000,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,99.0,5.0,4.0,1.0,,,,,,,,,,,,,,
101,PT03M42.00S,2021-10-28T02:24:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,85.75886990801577,39.950980392156865,1610612756,24,16,2021-10-28T02:24:46Z,980000,-50.0,81.0,1,right,D. Booker 9' turnaround fadeaway Jump Shot (7 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,9.56,Made,7.0,,,,,,,,,,,,,,,,,,
102,PT03M39.00S,2021-10-28T02:24:50.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,24,16,2021-10-28T02:24:50Z,990000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M28.00S,2021-10-28T02:28:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,6.1268068331143235,52.69607843137255,1610612758,24,16,2021-10-28T02:28:07Z,1000000,-13.0,5.0,1,left,MISS D. Mitchell driving bank Shot,[1630558],1610612758.0,SAC,driving bank,,,Mitchell,D. Mitchell,,,,,1.44,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M26.00S,2021-10-28T02:28:05.4Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,24,16,2021-10-28T02:28:07Z,1010000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,103.0,6.0,5.0,1.0,,,,,,,,,,,,,,
105,PT03M12.00S,2021-10-28T02:28:18.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,87.46714848883047,48.77450980392157,1610612756,24,16,2021-10-28T02:28:22Z,1020000,-6.0,65.0,1,right,MISS D. Ayton 6' Hook,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,6.56,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M10.00S,2021-10-28T02:28:20.8Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,24,16,2021-10-28T02:28:22Z,1030000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT02M56.00S,2021-10-28T02:28:36.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,24,16,2021-10-28T02:28:36Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M56.00S,2021-10-28T02:28:40.1Z,1,REGULAR,substitution,out,[],1629028,,,1610612758,24,16,2021-10-28T02:28:46Z,1050000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M56.00S,2021-10-28T02:28:40.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612758,24,16,2021-10-28T02:28:46Z,1060000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M56.00S,2021-10-28T02:28:40.1Z,1,REGULAR,substitution,in,[],1629013,,,1610612758,24,16,2021-10-28T02:28:46Z,1070000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M56.00S,2021-10-28T02:28:40.1Z,1,REGULAR,substitution,in,[],201580,,,1610612758,24,16,2021-10-28T02:28:46Z,1080000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M46.00S,2021-10-28T02:29:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,6.1268068331143235,49.754901960784316,1610612758,24,18,2021-10-28T02:29:19Z,1090000,1.0,5.0,1,left,A. Len driving bank Jump Shot (2 PTS) (H. Barnes 1 AST),"[203458, 203084]",1610612758.0,SAC,driving bank,,,Len,A. Len,,,,,0.52,Made,2.0,,,,,,,,,,,,,H. Barnes,203084.0,1.0,,,
114,PT02M33.00S,2021-10-28T02:29:22.6Z,1,REGULAR,foul,personal,['2freethrow'],203458,,,1610612756,24,18,2021-10-28T02:29:32Z,1110000,,,0,,A. Len shooting personal FOUL (2 PF) (Payton 2 FT),"[203458, 203901]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Payton,203901.0,,,,,,
116,PT02M33.00S,2021-10-28T02:29:55.5Z,1,REGULAR,freethrow,1 of 2,[],203901,,,1610612756,25,18,2021-10-28T02:29:55Z,1130000,,,0,,E. Payton Free Throw 1 of 2 (1 PTS),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
117,PT02M33.00S,2021-10-28T02:29:56.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612756,25,18,2021-10-28T02:30:29Z,1140000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M33.00S,2021-10-28T02:29:56.1Z,1,REGULAR,substitution,out,[],203458,,,1610612756,25,18,2021-10-28T02:30:29Z,1150000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M33.00S,2021-10-28T02:29:56.1Z,1,REGULAR,substitution,out,[],203084,,,1610612756,25,18,2021-10-28T02:30:29Z,1160000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M33.00S,2021-10-28T02:29:56.1Z,1,REGULAR,substitution,in,[],203090,,,1610612756,25,18,2021-10-28T02:30:29Z,1170000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M33.00S,2021-10-28T02:29:56.1Z,1,REGULAR,substitution,in,[],1630169,,,1610612756,25,18,2021-10-28T02:30:29Z,1180000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M33.00S,2021-10-28T02:29:56.1Z,1,REGULAR,substitution,in,[],1626158,,,1610612756,25,18,2021-10-28T02:30:29Z,1190000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M33.00S,2021-10-28T02:29:55.5Z,1,REGULAR,freethrow,2 of 2,[],203901,,,1610612756,25,18,2021-10-28T02:30:32Z,1200000,,,0,,MISS E. Payton Free Throw 2 of 2,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2021-10-28T02:30:00.5Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,25,18,2021-10-28T02:30:32Z,1210000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M14.00S,2021-10-28T02:30:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630558,32.013797634691194,63.48039215686274,1610612758,25,18,2021-10-28T02:30:49Z,1220000,-67.0,248.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2021-10-28T02:30:48.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,25,18,2021-10-28T02:30:49Z,1230000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT01M56.00S,2021-10-28T02:31:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.64323258869908,43.13725490196079,1610612756,25,18,2021-10-28T02:31:08Z,1240000,-34.0,7.0,1,right,MISS D. Booker driving Layup - blocked,"[1626164, 1627741]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,3.51,Missed,,,,,,,,,,,,,,,,,Hield,1627741.0,
128,PT01M56.00S,2021-10-28T02:31:03.4Z,1,REGULAR,block,,[],1627741,,,1610612756,25,18,2021-10-28T02:31:05Z,1250000,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M56.00S,2021-10-28T02:31:03.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,25,18,2021-10-28T02:31:08Z,1260000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,
130,PT01M56.00S,2021-10-28T02:31:11.4Z,1,REGULAR,substitution,out,[],1626164,,,1610612758,25,18,2021-10-28T02:31:15Z,1270000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M56.00S,2021-10-28T02:31:11.4Z,1,REGULAR,substitution,in,[],203109,,,1610612758,25,18,2021-10-28T02:31:15Z,1280000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M33.00S,2021-10-28T02:31:40.7Z,1,REGULAR,3pt,Jump Shot,[],203090,6.783837056504599,3.9215686274509802,1610612758,25,18,2021-10-28T02:31:45Z,1290000,230.0,11.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M32.00S,2021-10-28T02:31:41.7Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,25,18,2021-10-28T02:31:45Z,1300000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT01M20.00S,2021-10-28T02:31:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203109,94.1688567674113,49.26470588235294,1610612756,25,18,2021-10-28T02:31:58Z,1310000,-4.0,2.0,1,right,MISS J. Crowder cutting Layup,[203109],1610612756.0,PHX,cutting,,,Crowder,J. Crowder,,,,,0.44,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M19.00S,2021-10-28T02:31:55.8Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,25,18,2021-10-28T02:31:55Z,1320000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,,,,,
136,PT01M09.00S,2021-10-28T02:32:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203901,93.11760840998686,47.549019607843135,1610612756,27,18,2021-10-28T02:32:08Z,1330000,-12.0,12.0,1,right,E. Payton driving Layup (3 PTS),[203901],1610612756.0,PHX,driving,,,Payton,E. Payton,,,,,1.73,Made,3.0,,,,,,,,,,,,,,,,,,
137,PT00M59.10S,2021-10-28T02:32:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,18.347568988173457,58.333333333333336,1610612758,27,20,2021-10-28T02:32:41Z,1340000,-42.0,120.0,1,left,R. Holmes 12' Jump Shot (4 PTS) (D. Mitchell 1 AST),"[1626158, 1630558]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,12.7,Made,4.0,,,,,,,,,,,,,D. Mitchell,1630558.0,1.0,,,
139,PT00M48.60S,2021-10-28T02:32:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203109,93.64323258869908,49.01960784313725,1610612756,29,20,2021-10-28T02:32:38Z,1360000,-5.0,7.0,1,right,J. Crowder cutting Layup (2 PTS) (E. Payton 2 AST),"[203109, 203901]",1610612756.0,PHX,cutting,,,Crowder,J. Crowder,,,,,0.88,Made,2.0,,,,,,,,,,,,,E. Payton,203901.0,2.0,,,
141,PT00M38.40S,2021-10-28T02:32:40.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,29.6484888304862,27.941176470588236,1610612758,29,20,2021-10-28T02:32:44Z,1380000,110.0,226.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M36.10S,2021-10-28T02:32:43.1Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,29,20,2021-10-28T02:32:44Z,1390000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,141.0,4.0,3.0,1.0,,,,,,,,,,,,,,
143,PT00M24.90S,2021-10-28T02:32:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,88.91261498028909,51.225490196078425,1610612756,29,20,2021-10-28T02:32:57Z,1400000,6.0,52.0,1,right,MISS E. Payton driving floating Shot,[203901],1610612756.0,PHX,driving floating,,,Payton,E. Payton,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M24.40S,2021-10-28T02:32:54.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,29,20,2021-10-28T02:32:57Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,
145,PT00M24.40S,2021-10-28T02:32:59.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,29,20,2021-10-28T02:32:59Z,1420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M13.70S,2021-10-28T02:33:36.8Z,1,REGULAR,turnover,bad pass,[],201580,,,1610612756,29,20,2021-10-28T02:33:39Z,1430000,,,0,,J. McGee bad pass TURNOVER (1 TO),"[201580, 1630169]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,,,,
147,PT00M13.70S,2021-10-28T02:33:36.8Z,1,REGULAR,steal,,[],1630169,,,1610612758,29,20,2021-10-28T02:33:38Z,1440000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M10.10S,2021-10-28T02:33:40.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,24.655059132720105,87.74509803921569,1610612758,29,23,2021-10-28T02:33:45Z,1450000,-189.0,179.0,1,left,B. Hield 26' 3PT running (3 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,26.03,Made,3.0,,,,,,,,,,,,,T. Haliburton,1630169.0,1.0,,,
150,PT00M00.00S,2021-10-28T02:33:53.8Z,1,REGULAR,3pt,Jump Shot,[],203109,69.46452036793693,12.5,1610612756,29,23,2021-10-28T02:34:07Z,1470000,-188.0,235.0,1,right,MISS J. Crowder 30' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,30.02,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2021-10-28T02:33:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,29,23,2021-10-28T02:33:56Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2021-10-28T02:33:58.7Z,1,REGULAR,period,end,[],0,,,1610612756,29,23,2021-10-28T02:33:58Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-10-28T02:36:07.7Z,2,REGULAR,substitution,out,['startperiod'],203901,,,1610612756,29,23,2021-10-28T02:37:05Z,1500000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-10-28T02:36:07.7Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612756,29,23,2021-10-28T02:37:05Z,1510000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-10-28T02:36:07.7Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,29,23,2021-10-28T02:37:05Z,1520000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-28T02:36:07.7Z,2,REGULAR,substitution,in,['startperiod'],1629056,,,1610612756,29,23,2021-10-28T02:37:35Z,1535000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-10-28T02:36:56.4Z,2,REGULAR,period,start,[],0,,,1610612758,29,23,2021-10-28T02:37:05Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-28T02:37:04.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,29,23,2021-10-28T02:38:22Z,1545000,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M43.00S,2021-10-28T02:37:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,7.966491458607096,50.73529411764706,1610612758,29,23,2021-10-28T02:37:24Z,1550000,-4.0,22.0,1,left,MISS R. Holmes Layup,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,,
159,PT11M41.00S,2021-10-28T02:37:13.9Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,29,23,2021-10-28T02:37:24Z,1560000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
160,PT11M36.00S,2021-10-28T02:37:18.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,70.90998685939553,73.0392156862745,1610612756,32,23,2021-10-28T02:37:28Z,1570000,115.0,221.0,1,right,L. Shamet 24' 3PT  (3 PTS) (C. Paul 3 AST),"[1629013, 101108]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,24.91,Made,3.0,,,,,,,,,,,,,C. Paul,101108.0,3.0,,,
163,PT11M20.00S,2021-10-28T02:37:35.3Z,2,REGULAR,2pt,Jump Shot,[],1627741,7.30946123521682,68.87254901960785,1610612758,32,23,2021-10-28T02:37:40Z,1590000,-94.0,16.0,1,left,MISS B. Hield 9' Jump Shot,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,,
164,PT11M17.00S,2021-10-28T02:37:38.3Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612758,32,23,2021-10-28T02:37:40Z,1600000,,,0,,R. Holmes REBOUND (Off:3 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,163.0,6.0,3.0,3.0,,,,,,,,,,,,,,
165,PT11M07.00S,2021-10-28T02:37:48.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203090,12.302890932982917,73.2843137254902,1610612758,32,23,2021-10-28T02:37:53Z,1610000,-116.0,63.0,1,left,MISS M. Harkless 13' pullup Shot,[203090],1610612758.0,SAC,pullup,,,Harkless,M. Harkless,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M04.00S,2021-10-28T02:37:51.3Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,32,23,2021-10-28T02:37:53Z,1620000,,,0,,J. McGee REBOUND (Off:1 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,165.0,5.0,4.0,1.0,,,,,,,,,,,,,,
167,PT10M58.00S,2021-10-28T02:37:57.6Z,2,REGULAR,3pt,Jump Shot,[],203109,69.33311432325887,28.186274509803923,1610612756,32,23,2021-10-28T02:38:01Z,1630000,-109.0,236.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M55.00S,2021-10-28T02:38:00.6Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,32,23,2021-10-28T02:38:01Z,1640000,,,0,,R. Holmes REBOUND (Off:3 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,167.0,7.0,4.0,3.0,,,,,,,,,,,,,,
169,PT10M49.00S,2021-10-28T02:38:06.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,6.915243101182654,48.529411764705884,1610612758,32,25,2021-10-28T02:38:11Z,1650000,7.0,13.0,1,left,R. Holmes cutting DUNK (6 PTS) (B. Hield 1 AST),"[1626158, 1627741]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,1.45,Made,6.0,,,,,,,,,,,,,B. Hield,1627741.0,1.0,,,
172,PT10M26.00S,2021-10-28T02:38:29.3Z,2,REGULAR,3pt,Jump Shot,[],1629661,66.5735873850197,52.69607843137255,1610612756,32,25,2021-10-28T02:38:33Z,1670000,13.0,262.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
173,PT10M23.00S,2021-10-28T02:38:32.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,32,25,2021-10-28T02:38:33Z,1680000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,
174,PT10M19.00S,2021-10-28T02:38:36.0Z,2,REGULAR,turnover,bad pass,[],1627741,,,1610612758,32,25,2021-10-28T02:38:39Z,1690000,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 203109]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,2.0,Crowder,203109.0,,,,,,,,,,,
175,PT10M19.00S,2021-10-28T02:38:36.0Z,2,REGULAR,steal,,[],203109,,,1610612756,32,25,2021-10-28T02:39:25Z,1700000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M17.00S,2021-10-28T02:38:41.3Z,2,REGULAR,turnover,out-of-bounds,[],201580,,,1610612756,32,25,2021-10-28T02:38:48Z,1710000,,,0,,J. McGee bad pass out-of-bounds TURNOVER (2 TO),[201580],1610612756.0,PHX,bad pass,,,McGee,J. McGee,,,,,,,,,,,,2.0,,,1627529.0,,,,,,,,,,
177,PT10M01.00S,2021-10-28T02:39:17.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629056,7.046649145860711,69.6078431372549,1610612758,32,25,2021-10-28T02:39:22Z,1720000,-98.0,14.0,1,left,MISS T. Davis 9' driving floating Shot,[1629056],1610612758.0,SAC,driving floating,,,Davis,T. Davis,,,,,9.9,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M58.00S,2021-10-28T02:39:20.8Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,32,25,2021-10-28T02:39:22Z,1730000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
