actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
345,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],1626166,,,1610612743,30,20,2021-11-22T02:09:11Z,1049814,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],1629661,,,1610612743,30,20,2021-11-22T02:09:11Z,1049907,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],201580,,,1610612743,30,20,2021-11-22T02:09:11Z,1049953,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,30,20,2021-11-22T02:09:11Z,1049976,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],203085,,,1610612743,30,20,2021-11-22T02:09:11Z,1049988,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],1628408,,,1610612743,30,20,2021-11-22T02:09:11Z,1049994,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT04M05.00S,2021-11-22T01:25:28.4Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,30,20,2021-11-22T02:09:11Z,1049997,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2021-11-22T01:26:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,90.5880420499343,47.05882352941176,1610612743,30,22,2021-11-22T01:27:01Z,1050000,-15.0,36.0,1,right,A. Gordon cutting Layup (9 PTS) (P. Dozier 1 AST),"[203932, 1628408]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,,,,,Made,9.0,3.89,,,,,P. Dozier,1628408.0,1.0,,,,,,
107,PT03M31.00S,2021-11-22T01:27:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,7.145203679369246,4.901960784313729,1610612756,33,22,2021-11-22T01:27:23Z,1070000,225.0,15.0,1,left,C. Johnson 3PT  (3 PTS) (C. Payne 1 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Made,3.0,22.6,,,,,C. Payne,1626166.0,1.0,,,,,,
109,PT03M31.00S,2021-11-22T01:27:23.6Z,1,REGULAR,foul,personal,['1freethrow'],1630538,,,1610612756,33,22,2021-11-22T01:27:51Z,1090000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Johnson 1 FT),"[1630538, 1629661]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,1628159.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,,
111,PT03M31.00S,2021-11-22T01:27:51.1Z,1,REGULAR,freethrow,1 of 1,[],1629661,,,1610612756,33,22,2021-11-22T01:27:53Z,1110000,,,0,,MISS C. Johnson Free Throw 1 of 1,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
112,PT03M29.00S,2021-11-22T01:27:53.1Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,33,22,2021-11-22T01:27:53Z,1120000,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
113,PT03M12.00S,2021-11-22T01:28:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630267,74.95072273324573,14.460784313725497,1610612743,33,25,2021-11-22T01:28:16Z,1130000,-178.0,183.0,1,right,F. Campazzo 25' 3PT step back (3 PTS),[1630267],1610612743.0,DEN,step back,,,Campazzo,F. Campazzo,,,,,,,,,,Made,3.0,25.51,,,,,,,,,,,,,
114,PT02M57.00S,2021-11-22T01:28:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,8.065045992115643,46.32352941176471,1610612756,35,25,2021-11-22T01:28:26Z,1140000,18.0,23.0,1,left,J. McGee cutting Layup (2 PTS) (D. Booker 3 AST),"[201580, 1626164]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,,,,,,Made,2.0,2.97,,,,,D. Booker,1626164.0,3.0,,,,,,
116,PT02M43.00S,2021-11-22T01:28:37.6Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,35,25,2021-11-22T01:28:41Z,1160000,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1629013]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,1.0,Shamet,1629013.0,,,
117,PT02M43.00S,2021-11-22T01:28:37.6Z,1,REGULAR,steal,,[],1629013,,,1610612756,35,25,2021-11-22T01:28:39Z,1170000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M38.00S,2021-11-22T01:28:42.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,7.802233902759525,54.411764705882355,1610612756,37,25,2021-11-22T01:28:46Z,1180000,-22.0,21.0,1,left,C. Johnson running DUNK (5 PTS) (D. Booker 4 AST),"[1629661, 1626164]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,,,,,,Made,5.0,3.03,,,,,D. Booker,1626164.0,4.0,,,,,,
120,PT02M22.00S,2021-11-22T01:28:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203085,87.30289093298292,50.98039215686275,1610612743,37,27,2021-11-22T01:29:05Z,1200000,5.0,67.0,1,right,A. Rivers 6' driving floating Jump Shot (2 PTS),[203085],1610612743.0,DEN,driving floating,,,Rivers,A. Rivers,,,,,,,,,,Made,2.0,6.71,,,,,,,,,,,,,
122,PT02M14.00S,2021-11-22T01:29:14.1Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612756,37,27,2021-11-22T01:29:21Z,1220000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Shamet 2 FT),"[203932, 1629013]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,1627541.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,,
124,PT02M14.00S,2021-11-22T01:29:38.0Z,1,REGULAR,freethrow,1 of 2,[],1629013,,,1610612756,38,27,2021-11-22T01:29:38Z,1240000,,,0,,L. Shamet Free Throw 1 of 2 (1 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
125,PT02M14.00S,2021-11-22T01:29:39.3Z,1,REGULAR,substitution,out,[],203932,,,1610612756,38,27,2021-11-22T01:29:44Z,1250000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M14.00S,2021-11-22T01:29:39.3Z,1,REGULAR,substitution,in,[],201145,,,1610612756,38,27,2021-11-22T01:29:44Z,1260000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2021-11-22T01:29:58.9Z,1,REGULAR,freethrow,2 of 2,[],1629013,,,1610612756,39,27,2021-11-22T01:29:58Z,1270000,,,0,,L. Shamet Free Throw 2 of 2 (2 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
128,PT01M58.00S,2021-11-22T01:30:18.5Z,1,REGULAR,2pt,Jump Shot,[],1630538,75.47634691195795,42.40196078431373,1610612743,39,27,2021-11-22T01:34:51Z,1280000,-38.0,178.0,1,right,MISS B. Hyland 18' pullup Shot,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,,,,,,Missed,,18.2,,,,,,,,,,,,,
129,PT01M57.00S,2021-11-22T01:30:19.5Z,1,REGULAR,rebound,offensive,[],1630538,,,1610612743,39,27,2021-11-22T01:30:23Z,1290000,,,0,,B. Hyland REBOUND (Off:1 Def:0),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,
130,PT01M54.00S,2021-11-22T01:30:22.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630538,85.72601839684626,50.73529411764706,1610612743,39,27,2021-11-22T01:35:37Z,1300000,4.0,82.0,1,right,MISS B. Hyland 8' floating Shot,[1630538],1610612743.0,DEN,floating,,,Hyland,B. Hyland,,,,,,,,,,Missed,,8.18,,,,,,,,,,,,,
131,PT01M52.00S,2021-11-22T01:30:24.5Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,39,27,2021-11-22T01:30:28Z,1310000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,
133,PT01M45.00S,2021-11-22T01:31:00.8Z,1,REGULAR,foul,technical,['1freethrow'],203085,,,1610612756,39,27,2021-11-22T01:31:10Z,1330000,,,0,,A. Rivers defensive-3-second technical FOUL (1 Tech),[203085],1610612743.0,DEN,defensive-3-second,,,Rivers,A. Rivers,,,,,1627541.0,0.0,1.0,,,,,,,,,,,,,,,,,,
134,PT01M45.00S,2021-11-22T01:31:11.1Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,40,27,2021-11-22T01:31:11Z,1340000,,,0,,D. Booker technical Free Throw 1 of 1 (9 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
135,PT01M45.00S,2021-11-22T01:31:12.4Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,40,27,2021-11-22T01:31:18Z,1350000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M45.00S,2021-11-22T01:31:12.4Z,1,REGULAR,substitution,in,[],1628969,,,1610612756,40,27,2021-11-22T01:31:18Z,1360000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT01M45.00S,2021-11-22T01:31:19.3Z,1,REGULAR,substitution,out,[],1630538,,,1610612756,40,27,2021-11-22T01:42:08Z,1365000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT01M45.00S,2021-11-22T01:31:19.3Z,1,REGULAR,substitution,in,[],203115,,,1610612756,40,27,2021-11-22T01:42:08Z,1367500,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M37.00S,2021-11-22T01:31:26.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,10.693166885676746,51.470588235294116,1610612756,42,27,2021-11-22T01:32:05Z,1370000,-7.0,48.0,1,left,J. McGee cutting DUNK (4 PTS) (C. Johnson 1 AST),"[201580, 1629661]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,,,,,,Made,4.0,4.86,,,,,C. Johnson,1629661.0,1.0,,,,,,
139,PT01M25.00S,2021-11-22T01:31:40.3Z,1,REGULAR,foul,personal,['2freethrow'],201580,,,1610612743,42,27,2021-11-22T01:31:48Z,1390000,,,0,,J. McGee shooting personal FOUL (1 PF) (Green 2 FT),"[201580, 201145]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,1628159.0,1.0,0.0,Green,201145.0,,,,,,,,,,,,,,,,
141,PT01M25.00S,2021-11-22T01:32:10.0Z,1,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,42,27,2021-11-22T01:32:10Z,1410000,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Missed,,,,,,,,,,,,,,,
142,PT01M25.00S,2021-11-22T01:32:10.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,42,27,2021-11-22T01:32:10Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,
143,PT01M25.00S,2021-11-22T01:32:26.8Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,42,28,2021-11-22T01:32:26Z,1430000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
144,PT01M12.00S,2021-11-22T01:32:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,15.55519053876479,47.79411764705882,1610612756,42,28,2021-11-22T01:32:54Z,1440000,11.0,94.0,1,left,MISS C. Payne 9' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,,,,,,Missed,,9.43,,,,,,,,,,,,,
145,PT01M07.00S,2021-11-22T01:32:46.6Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,42,28,2021-11-22T01:32:46Z,1450000,,,0,,P. Dozier REBOUND (Off:0 Def:2),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,
146,PT00M55.30S,2021-11-22T01:32:58.5Z,1,REGULAR,2pt,Jump Shot,[],1628408,82.30946123521682,27.696078431372555,1610612743,42,28,2021-11-22T01:38:04Z,1460000,-112.0,114.0,1,right,MISS P. Dozier 15' step back Shot,[1628408],1610612743.0,DEN,step back,,,Dozier,P. Dozier,,,,,,,,,,Missed,,15.93,,,,,,,,,,,,,
147,PT00M51.60S,2021-11-22T01:33:02.2Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,42,28,2021-11-22T01:33:02Z,1470000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,
148,PT00M47.30S,2021-11-22T01:33:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,12.795663600525614,4.166666666666657,1610612756,45,28,2021-11-22T01:33:10Z,1480000,229.0,68.0,1,left,M. Bridges 3PT running (3 PTS) (L. Shamet 1 AST),"[1628969, 1629013]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,,,Made,3.0,23.9,,,,,L. Shamet,1629013.0,1.0,,,,,,
150,PT00M34.30S,2021-11-22T01:33:23.2Z,1,REGULAR,3pt,Jump Shot,[],203085,73.242444152431,16.42156862745098,1610612743,45,28,2021-11-22T01:33:29Z,1500000,-168.0,199.0,1,right,MISS A. Rivers 26' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,Missed,,26.04,,,,,,,,,,,,,
151,PT00M30.40S,2021-11-22T01:33:27.1Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,45,28,2021-11-22T01:33:28Z,1510000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,
152,PT00M12.00S,2021-11-22T01:33:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,14.635348226018394,96.81372549019608,1610612756,48,28,2021-11-22T01:33:48Z,1520000,-234.0,85.0,1,left,C. Johnson 24' 3PT  (8 PTS) (C. Payne 2 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Made,8.0,24.91,,,,,C. Payne,1626166.0,2.0,,,,,,
154,PT00M02.80S,2021-11-22T01:33:58.0Z,1,REGULAR,3pt,Jump Shot,[],203115,66.93495400788436,52.450980392156865,1610612743,48,28,2021-11-22T01:34:09Z,1540000,12.0,258.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,Missed,,25.86,,,,,,,,,,,,,
155,PT00M02.80S,2021-11-22T01:33:58.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,48,28,2021-11-22T01:34:09Z,1550000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,
156,PT00M00.00S,2021-11-22T01:34:24.4Z,1,REGULAR,period,end,[],0,,,1610612756,48,28,2021-11-22T01:34:24Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2021-11-22T01:36:15.1Z,1,REGULAR,memo,,[],0,,,1610612756,48,28,2021-11-22T01:36:15Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suns - Season High Points in 1st Qtr, 48 (prev. 36 11/4 vs HOU, 11/12 @ MEM)",,
160,PT12M00.00S,2021-11-22T01:36:47.5Z,2,REGULAR,period,start,[],0,,,1610612743,48,28,2021-11-22T01:36:47Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M38.00S,2021-11-22T01:37:11.3Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612743,48,28,2021-11-22T01:37:24Z,1610000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Dozier 2 FT),"[1629661, 1628408]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,1627541.0,1.0,0.0,Dozier,1628408.0,,,,,,,,,,,,,,,,
163,PT11M38.00S,2021-11-22T01:37:36.6Z,2,REGULAR,freethrow,1 of 2,[],1628408,,,1610612743,48,29,2021-11-22T01:37:36Z,1630000,,,0,,P. Dozier Free Throw 1 of 2 (1 PTS),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
164,PT11M38.00S,2021-11-22T01:37:49.5Z,2,REGULAR,freethrow,2 of 2,[],1628408,,,1610612743,48,29,2021-11-22T01:37:49Z,1640000,,,0,,MISS P. Dozier Free Throw 2 of 2,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,Missed,,,,,,,,,,,,,,,
165,PT11M36.00S,2021-11-22T01:37:50.3Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,48,29,2021-11-22T01:37:50Z,1650000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,
166,PT11M15.00S,2021-11-22T01:38:10.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,11.350197109067011,49.50980392156863,1610612756,50,29,2021-11-22T01:38:17Z,1660000,2.0,54.0,1,left,J. McGee Hook (6 PTS) (M. Bridges 2 AST),"[201580, 1628969]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,Made,6.0,5.43,,,,,M. Bridges,1628969.0,2.0,,,,,,
168,PT10M56.00S,2021-11-22T01:38:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630267,70.74572930354796,76.9607843137255,1610612743,50,32,2021-11-22T01:38:33Z,1680000,135.0,222.0,1,right,F. Campazzo 26' 3PT  (6 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,Made,6.0,26.01,,,,,,,,,,,,,
169,PT10M41.00S,2021-11-22T01:38:44.5Z,2,REGULAR,3pt,Jump Shot,[],1629013,11.087385019710908,4.166666666666657,1610612756,50,32,2021-11-22T01:38:51Z,1690000,229.0,52.0,1,left,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Missed,,23.5,,,,,,,,,,,,,
170,PT10M38.00S,2021-11-22T01:38:47.5Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,50,32,2021-11-22T01:38:51Z,1700000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,
171,PT10M25.00S,2021-11-22T01:39:00.9Z,2,REGULAR,3pt,Jump Shot,[],201145,74.68791064388962,87.00980392156862,1610612743,50,35,2021-11-22T01:39:05Z,1710000,185.0,185.0,1,right,J. Green 26' 3PT  (6 PTS) (A. Rivers 1 AST),"[201145, 203085]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,6.0,26.19,,,,,A. Rivers,203085.0,1.0,,,,,,
173,PT10M11.00S,2021-11-22T01:39:13.9Z,2,REGULAR,3pt,Jump Shot,[],1626166,32.90078843626807,65.19607843137254,1610612756,53,35,2021-11-22T01:39:17Z,1730000,-76.0,257.0,1,left,C. Payne 26' 3PT  (3 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,Made,3.0,26.78,,,,,,,,,,,,,
174,PT09M56.00S,2021-11-22T01:39:29.4Z,2,REGULAR,3pt,Jump Shot,[],203115,90.19382391590013,95.83333333333333,1610612743,53,35,2021-11-22T01:39:36Z,1740000,229.0,40.0,1,right,MISS W. Barton step back 3PT,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,,,,,,Missed,,23.26,,,,,,,,,,,,,
175,PT09M54.00S,2021-11-22T01:39:31.4Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,53,35,2021-11-22T01:39:33Z,1750000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,
176,PT09M45.00S,2021-11-22T01:39:40.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,10.82457293035479,36.76470588235294,1610612756,55,35,2021-11-22T01:39:44Z,1760000,66.0,49.0,1,left,J. McGee 8' driving Hook (8 PTS),[201580],1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,,,,,,Made,8.0,8.25,,,,,,,,,,,,,
177,PT09M45.00S,2021-11-22T01:39:45.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,55,35,2021-11-22T01:39:45Z,1770000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M26.00S,2021-11-22T01:42:55.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201145,88.61695137976346,46.81372549019608,1610612743,55,37,2021-11-22T01:42:59Z,1780000,-16.0,55.0,1,right,J. Green driving Hook (8 PTS),[201145],1610612743.0,DEN,driving,,,Green,J. Green,,,,,,,,,,Made,8.0,5.68,,,,,,,,,,,,,
181,PT09M12.00S,2021-11-22T01:43:14.7Z,2,REGULAR,foul,offensive,[],201580,,,1610612756,55,37,2021-11-22T01:46:31Z,1790000,,,0,,J. McGee offensive FOUL (2 PF),"[201580, 1628408]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,1628159.0,2.0,0.0,Dozier,1628408.0,,,,,,,,,,,,,,,,
183,PT09M12.00S,2021-11-22T01:43:14.7Z,2,REGULAR,turnover,offensive foul,[],201580,,,1610612756,55,37,2021-11-22T01:46:31Z,1810000,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1628159.0,,,,,,,,,,,,,,,1.0,,,,,
184,PT08M54.00S,2021-11-22T01:43:46.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201145,87.0400788436268,30.14705882352942,1610612743,55,39,2021-11-22T01:43:52Z,1820000,-99.0,69.0,1,right,J. Green 12' turnaround fadeaway Jump Shot (10 PTS),[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,,,,,,Made,10.0,12.11,,,,,,,,,,,,,
185,PT08M41.00S,2021-11-22T01:44:01.7Z,2,REGULAR,foul,personal,[],1630267,,,1610612756,55,39,2021-11-22T01:44:07Z,1830000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 201580]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1628159.0,1.0,0.0,McGee,201580.0,,,,,,,,,,,,,,,,
187,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,out,[],201580,,,1610612756,55,39,2021-11-22T01:44:54Z,1850000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,out,[],1628969,,,1610612756,55,39,2021-11-22T01:44:54Z,1870000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,out,[],201145,,,1610612756,55,39,2021-11-22T01:44:54Z,1880000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,out,[],1628408,,,1610612756,55,39,2021-11-22T01:44:54Z,1890000,,,0,,SUB out: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,out,[],203115,,,1610612756,55,39,2021-11-22T01:44:54Z,1900000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,55,39,2021-11-22T01:44:54Z,1910000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M41.00S,2021-11-22T01:44:08.2Z,2,REGULAR,substitution,in,[],101108,,,1610612756,55,39,2021-11-22T01:44:54Z,1920000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
