actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
94,PT04M26.00S,2022-01-09T02:25:17.4Z,1,REGULAR,substitution,in,[],1629130,,,1610612756,16,21,2022-01-09T02:25:34Z,920000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M14.00S,2022-01-09T02:26:06.1Z,1,REGULAR,foul,offensive,[],201580,,,1610612756,16,21,2022-01-09T02:26:12Z,930000,,,0,,J. McGee charge offensive FOUL (1 PF),"[201580, 1629130]",1610612756.0,PHX,charge,,,McGee,J. McGee,,,,,1626300.0,,,,,,,,,,,,,,1.0,0.0,Robinson,1629130.0,,,
97,PT04M14.00S,2022-01-09T02:26:06.1Z,1,REGULAR,turnover,offensive foul,[],201580,,,1610612756,16,21,2022-01-09T02:26:06Z,950000,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1626300.0,1.0,,,,,,,,,,,,,,,,,,,
98,PT03M50.00S,2022-01-09T02:26:41.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200768,6.389618922470433,43.872549019607845,1610612748,16,21,2022-01-09T02:26:49Z,960000,31.0,8.0,1,left,MISS K. Lowry driving floating bank Shot,[200768],1610612748.0,MIA,driving floating bank,,,Lowry,K. Lowry,,,,,,,3.15,Missed,,,,,,,,,,,,,,,,,
99,PT03M48.00S,2022-01-09T02:26:43.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,16,21,2022-01-09T02:26:45Z,970000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
100,PT03M43.00S,2022-01-09T02:26:49.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,16,21,2022-01-09T02:26:49Z,980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M35.00S,2022-01-09T02:27:09.5Z,1,REGULAR,3pt,Jump Shot,[],1626164,95.0886990801577,95.34313725490196,1610612756,19,21,2022-01-09T02:27:12Z,990000,227.0,-6.0,1,right,D. Booker 3PT  (8 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,22.68,Made,,,,,,,8.0,C. Payne,1626166.0,1.0,,,,,,,
103,PT03M22.00S,2022-01-09T02:27:22.9Z,1,REGULAR,3pt,Jump Shot,[],200782,6.389618922470433,96.32352941176471,1610612748,19,21,2022-01-09T02:27:26Z,1010000,-232.0,8.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,,
104,PT03M19.00S,2022-01-09T02:27:25.6Z,1,REGULAR,rebound,offensive,[],1629735,,,1610612748,19,21,2022-01-09T02:27:25Z,1020000,,,0,,C. Silva REBOUND (Off:1 Def:0),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,
105,PT03M17.00S,2022-01-09T02:27:27.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,27.020367936925098,21.07843137254902,1610612748,19,24,2022-01-09T03:09:32Z,1030000,145.0,201.0,1,left,D. Robinson 24' 3PT pullup (3 PTS) (C. Silva 1 AST),"[1629130, 1629735]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,24.8,Made,,,,,,,3.0,C. Silva,1629735.0,1.0,,,,,,,
107,PT03M05.00S,2022-01-09T02:27:42.4Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612756,19,24,2022-01-09T02:31:12Z,1055000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Booker 2 FT),"[200782, 1626164]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,1626300.0,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,
109,PT03M05.00S,2022-01-09T02:28:03.9Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,20,24,2022-01-09T02:31:47Z,1071250,,,0,,D. Booker Free Throw 1 of 2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
114,PT03M05.00S,2022-01-09T02:28:03.9Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,21,24,2022-01-09T02:31:47Z,1075625,,,0,,D. Booker Free Throw 2 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,
110,PT03M05.00S,2022-01-09T02:28:06.8Z,1,REGULAR,substitution,out,[],1628969,,,1610612748,21,24,2022-01-09T02:31:47Z,1080000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M05.00S,2022-01-09T02:28:06.8Z,1,REGULAR,substitution,out,[],200782,,,1610612748,21,24,2022-01-09T02:31:47Z,1090000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M05.00S,2022-01-09T02:28:06.8Z,1,REGULAR,substitution,in,[],1630188,,,1610612748,21,24,2022-01-09T02:31:47Z,1100000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M05.00S,2022-01-09T02:28:06.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,21,24,2022-01-09T02:31:47Z,1110000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M49.00S,2022-01-09T02:28:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.652431011826544,43.13725490196079,1610612748,21,24,2022-01-09T02:32:38Z,1115000,34.0,10.0,1,left,MISS T. Herro driving finger roll Layup,[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,,,3.57,Missed,,,,,,,,,,,,,,,,,
116,PT02M47.00S,2022-01-09T02:28:44.2Z,1,REGULAR,rebound,offensive,[],1629735,,,1610612748,21,24,2022-01-09T02:30:34Z,1117500,,,0,,C. Silva REBOUND (Off:2 Def:0),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,115.0,2.0,0.0,2.0,,,,,,,,,,,,,
117,PT02M47.00S,2022-01-09T02:28:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612748,21,24,2022-01-09T02:31:41Z,1150000,,,0,,J. Smith shooting personal FOUL (1 PF) (Silva 2 FT),"[1630188, 1629735]",1610612756.0,PHX,shooting,,,Smith,J. Smith,,,,,1626300.0,,,,,,,,,,,,,,1.0,0.0,Silva,1629735.0,,,
119,PT02M47.00S,2022-01-09T02:28:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,24,2022-01-09T02:28:53Z,1170000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M47.00S,2022-01-09T02:31:45.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629735,,,1610612748,21,24,2022-01-09T02:31:45Z,1180000,,,0,,MISS C. Silva Free Throw 1 of 2,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,Missed,,,,,,,,,,,,,,,,,
121,PT02M47.00S,2022-01-09T02:31:45.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,21,24,2022-01-09T02:31:45Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,
122,PT02M47.00S,2022-01-09T02:31:57.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629735,,,1610612748,21,25,2022-01-09T02:31:57Z,1200000,,,0,,C. Silva Free Throw 2 of 2 (1 PTS),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
123,PT02M22.00S,2022-01-09T02:32:23.0Z,1,REGULAR,2pt,Jump Shot,[],201580,94.82588699080158,31.372549019607842,1610612756,21,25,2022-01-09T03:09:41Z,1210000,-93.0,-4.0,1,right,MISS J. McGee 9' turnaround fadeaway Shot,[201580],1610612756.0,PHX,turnaround fadeaway,,,McGee,J. McGee,,,,,,,9.32,Missed,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2022-01-09T02:32:26.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,21,25,2022-01-09T03:09:41Z,1220000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,
125,PT02M09.00S,2022-01-09T02:32:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629735,6.1268068331143235,52.94117647058824,1610612748,21,27,2022-01-09T02:32:39Z,1230000,-15.0,5.0,1,left,C. Silva alley-oop Layup (3 PTS) (T. Herro 1 AST),"[1629735, 1629639]",1610612748.0,MIA,alley-oop,,,Silva,C. Silva,,,,,,,1.56,Made,,,,,,,3.0,T. Herro,1629639.0,1.0,,,,,,,
127,PT01M51.00S,2022-01-09T02:32:53.2Z,1,REGULAR,3pt,Jump Shot,[],1630188,91.93495400788436,1.715686274509804,1610612756,21,27,2022-01-09T02:32:57Z,1250000,-241.0,23.0,1,right,MISS J. Smith 24' 3PT,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,24.25,Missed,,,,,,,,,,,,,,,,,
128,PT01M49.00S,2022-01-09T02:32:55.2Z,1,REGULAR,rebound,defensive,[],1629735,,,1610612748,21,27,2022-01-09T02:37:03Z,1260000,,,0,,C. Silva REBOUND (Off:2 Def:1),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,127.0,3.0,1.0,2.0,,,,,,,,,,,,,
131,PT01M40.00S,2022-01-09T02:33:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,10.068988173455978,39.950980392156865,1610612748,21,27,2022-01-09T02:36:59Z,1290000,50.0,42.0,1,left,MISS T. Herro 6' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,6.55,Missed,,,,,,,,,,,,,,,,,
133,PT01M38.00S,2022-01-09T02:33:06.7Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,21,27,2022-01-09T02:33:08Z,1310000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,
134,PT01M26.00S,2022-01-09T02:33:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.94809461235218,41.66666666666667,1610612756,21,27,2022-01-09T02:33:22Z,1320000,-42.0,117.0,1,right,MISS D. Booker 12' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,,,12.44,Missed,,,,,,,,,,,,,,,,,
135,PT01M23.00S,2022-01-09T02:33:22.2Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,21,27,2022-01-09T02:33:22Z,1330000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,
136,PT01M13.00S,2022-01-09T02:33:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629639,25.443495400788436,85.29411764705883,1610612748,21,30,2022-01-09T02:33:36Z,1340000,-176.0,187.0,1,left,T. Herro 25' 3PT pullup (3 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,25.69,Made,,,,,,,3.0,,,,,,,,,,
137,PT00M53.30S,2022-01-09T02:33:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,86.41590013140605,41.66666666666667,1610612756,23,30,2022-01-09T02:33:55Z,1350000,-42.0,75.0,1,right,C. Payne 8' driving floating Jump Shot (2 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,,,8.6,Made,,,,,,,2.0,,,,,,,,,,
138,PT00M43.10S,2022-01-09T02:34:05.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,29.122864651773984,27.696078431372552,1610612748,23,33,2022-01-09T02:34:08Z,1360000,112.0,221.0,1,left,D. Robinson 24' 3PT  (6 PTS) (C. Martin 1 AST),"[1629130, 1628997]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,24.78,Made,,,,,,,6.0,C. Martin,1628997.0,1.0,,,,,,,
140,PT00M31.60S,2022-01-09T02:34:20.2Z,1,REGULAR,3pt,Jump Shot,[],1626166,67.7562417871222,29.411764705882355,1610612756,26,33,2022-01-09T02:34:23Z,1380000,-103.0,251.0,1,right,C. Payne 27' 3PT  (5 PTS) (D. Booker 1 AST),"[1626166, 1626164]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,27.09,Made,,,,,,,5.0,D. Booker,1626164.0,1.0,,,,,,,
142,PT00M07.30S,2022-01-09T02:34:48.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,26,33,2022-01-09T02:35:10Z,1400000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
143,PT00M07.30S,2022-01-09T02:34:58.1Z,1,REGULAR,substitution,out,[],200768,,,1610612756,26,33,2022-01-09T02:35:02Z,1410000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M07.30S,2022-01-09T02:34:58.1Z,1,REGULAR,substitution,in,[],1629657,,,1610612756,26,33,2022-01-09T02:35:02Z,1420000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M07.30S,2022-01-09T02:35:19.0Z,1,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612756,26,33,2022-01-09T02:35:39Z,1430000,,,0,,T. Herro away-from-play personal FOUL (1 PF) (Booker 1 FT),"[1629639, 1626164]",1610612748.0,MIA,away-from-play,,,Herro,T. Herro,,,,,1662.0,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,
147,PT00M07.30S,2022-01-09T02:35:40.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626164,,,1610612756,27,33,2022-01-09T02:35:40Z,1450000,,,0,,D. Booker away-from-play Free Throw 1 of 1 (11 PTS),[1626164],1610612756.0,PHX,away-from-play,,,Booker,D. Booker,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
148,PT00M07.30S,2022-01-09T02:35:46.0Z,1,REGULAR,substitution,out,[],1629657,,,1610612748,27,33,2022-01-09T02:35:54Z,1460000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M07.30S,2022-01-09T02:35:46.0Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,27,33,2022-01-09T02:35:54Z,1470000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M00.90S,2022-01-09T02:36:05.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,77.08607095926413,70.09803921568627,1610612756,29,33,2022-01-09T02:36:10Z,1480000,100.0,163.0,1,right,D. Booker 19' pullup Jump Shot (13 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,19.14,Made,,,,,,,13.0,,,,,,,,,,
151,PT00M00.00S,2022-01-09T02:36:10.7Z,1,REGULAR,period,end,[],0,,,1610612748,29,33,2022-01-09T02:36:10Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2022-01-09T02:36:07.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612748,29,33,2022-01-09T02:39:33Z,1495000,,,0,,,[],,,support,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,out,['startperiod'],201580,,,1610612748,29,33,2022-01-09T02:38:46Z,1500000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612748,29,33,2022-01-09T02:38:46Z,1510000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,out,['startperiod'],1630188,,,1610612748,29,33,2022-01-09T02:38:46Z,1520000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,out,['startperiod'],1629312,,,1610612748,29,33,2022-01-09T02:38:46Z,1530000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,in,['startperiod'],203109,,,1610612748,29,33,2022-01-09T02:38:46Z,1540000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,in,['startperiod'],1629028,,,1610612748,29,33,2022-01-09T02:38:46Z,1550000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612748,29,33,2022-01-09T02:38:46Z,1560000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-09T02:38:11.8Z,2,REGULAR,substitution,in,['startperiod'],1629657,,,1610612748,29,33,2022-01-09T02:38:46Z,1570000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-09T02:38:51.1Z,2,REGULAR,period,start,[],0,,,1610612748,29,33,2022-01-09T02:38:51Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M52.00S,2022-01-09T02:39:01.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,29,33,2022-01-09T02:39:01Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M36.00S,2022-01-09T02:39:23.0Z,2,REGULAR,3pt,Jump Shot,[],1629130,24.78646517739816,87.74509803921569,1610612748,29,33,2022-01-09T02:40:10Z,1600000,-189.0,180.0,1,left,MISS D. Robinson 26' step back 3PT,[1629130],1610612748.0,MIA,step back,,,Robinson,D. Robinson,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,,
164,PT11M33.00S,2022-01-09T02:39:26.0Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,29,33,2022-01-09T02:39:32Z,1610000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,
165,PT11M26.00S,2022-01-09T02:39:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,92.06636005256242,44.36274509803921,1610612756,29,33,2022-01-09T02:39:35Z,1620000,-28.0,22.0,1,right,MISS J. Crowder driving floating Shot,[203109],1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,,,3.58,Missed,,,,,,,,,,,,,,,,,
166,PT11M24.00S,2022-01-09T02:39:34.8Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,29,33,2022-01-09T02:39:34Z,1630000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,
167,PT11M20.00S,2022-01-09T02:39:39.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,71.17279894875165,74.50980392156863,1610612756,32,33,2022-01-09T02:39:42Z,1640000,123.0,218.0,1,right,C. Johnson 25' 3PT  (3 PTS) (C. Payne 2 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,25.05,Made,,,,,,,3.0,C. Payne,1626166.0,2.0,,,,,,,
169,PT11M06.00S,2022-01-09T02:39:53.3Z,2,REGULAR,3pt,Jump Shot,[],1629657,29.911300919842315,72.05882352941177,1610612748,32,33,2022-01-09T02:39:56Z,1660000,-110.0,229.0,1,left,MISS K. Guy 25' 3PT,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,,
170,PT11M03.00S,2022-01-09T02:39:56.3Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,32,33,2022-01-09T02:39:56Z,1670000,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,169.0,3.0,2.0,1.0,,,,,,,,,,,,,
171,PT10M55.00S,2022-01-09T02:40:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,93.77463863337714,53.67647058823529,1610612756,32,33,2022-01-09T02:40:08Z,1680000,18.0,6.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,,,1.94,Missed,,,,,,,,,,,,,,,,,
172,PT10M54.00S,2022-01-09T02:40:05.5Z,2,REGULAR,rebound,offensive,[],1626166,,,1610612756,32,33,2022-01-09T02:40:05Z,1690000,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,171.0,1.0,0.0,1.0,,,,,,,,,,,,,
173,PT10M43.00S,2022-01-09T02:40:16.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,94.03745072273325,95.09803921568627,1610612756,32,33,2022-01-09T02:40:20Z,1700000,225.0,4.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,22.55,Missed,,,,,,,,,,,,,,,,,
174,PT10M38.00S,2022-01-09T02:40:21.5Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,32,33,2022-01-09T02:43:11Z,1710000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,173.0,3.0,3.0,0.0,,,,,,,,,,,,,
175,PT10M34.00S,2022-01-09T02:40:24.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,28.465834428383708,22.54901960784314,1610612748,32,33,2022-01-09T02:43:09Z,1720000,137.0,215.0,1,left,MISS T. Herro 25' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
176,PT10M30.00S,2022-01-09T02:40:28.9Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,32,33,2022-01-09T02:40:29Z,1730000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,
177,PT10M23.00S,2022-01-09T02:40:36.1Z,2,REGULAR,turnover,lost ball,[],101108,,,1610612756,32,33,2022-01-09T02:40:41Z,1740000,,,0,,C. Paul lost ball TURNOVER (2 TO),"[101108, 1628997]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,2.0,,,,,,,Martin,1628997.0,,,,,,,,,,,
178,PT10M23.00S,2022-01-09T02:40:36.1Z,2,REGULAR,steal,,[],1628997,,,1610612748,32,33,2022-01-09T02:40:37Z,1750000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M21.00S,2022-01-09T02:40:40.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629639,7.966491458607096,49.50980392156863,1610612748,32,33,2022-01-09T02:40:57Z,1760000,2.0,22.0,1,left,MISS T. Herro running Layup - blocked,"[1629639, 1629028]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,,,2.25,Missed,,,,,,,,,,,,,,,Ayton,1629028.0,
180,PT10M21.00S,2022-01-09T02:40:40.3Z,2,REGULAR,block,,[],1629028,,,1610612748,32,33,2022-01-09T02:40:42Z,1770000,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M20.00S,2022-01-09T02:40:41.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,32,33,2022-01-09T02:40:57Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,
210,PT10M20.00S,2022-01-09T02:40:43.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,32,33,2022-01-09T02:44:36Z,1785000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M20.00S,2022-01-09T02:40:47.4Z,2,REGULAR,substitution,out,[],1629735,,,1610612748,32,33,2022-01-09T02:40:52Z,1790000,,,0,,SUB out: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M20.00S,2022-01-09T02:40:47.4Z,2,REGULAR,substitution,in,[],1630209,,,1610612748,32,33,2022-01-09T02:40:52Z,1800000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
