actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-11T02:11:40.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-11T02:11:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT12M00.00S,2021-11-11T02:11:41.4Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612757,0,0,2021-11-11T02:15:53Z,23750,,,0,,Jump Ball J. Nurkic vs. J. McGee: Tip to D. Lillard,"[203081, 203994, 201580]",1610612757.0,POR,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Nurkic,203994.0,McGee,201580.0,,,,,,,,,,,,,,,,,,,,,
7,PT12M00.00S,2021-11-11T02:11:42.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,0,0,2021-11-11T02:15:53Z,25000,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2021-11-11T02:12:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,6.783837056504599,46.07843137254902,1610612757,0,2,2021-11-11T02:12:32Z,70000,20.0,11.0,1,left,R. Covington driving bank Jump Shot (2 PTS) (D. Lillard 1 AST),"[203496, 203081]",1610612757.0,POR,driving bank,,,Covington,R. Covington,,,,,2.26,Made,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,,
10,PT11M12.00S,2021-11-11T02:12:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,83.39356110381078,51.470588235294116,1610612756,0,2,2021-11-11T02:12:56Z,90000,7.0,104.0,1,right,MISS J. McGee 10' floating Shot,[201580],1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,10.39,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2021-11-11T02:12:50.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,0,2,2021-11-11T02:13:00Z,100000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M03.00S,2021-11-11T02:12:59.8Z,1,REGULAR,2pt,Jump Shot,[],203081,22.421156373193167,25.735294117647058,1610612757,0,4,2021-11-11T02:18:25Z,110000,121.0,158.0,1,left,D. Lillard 19' pullup Jump Shot (2 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,19.94,Made,2.0,,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2021-11-11T02:13:09.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,94.69448094612353,50.98039215686274,1610612756,2,4,2021-11-11T02:13:14Z,120000,5.0,-3.0,1,right,M. Bridges cutting DUNK (2 PTS) (J. McGee 1 AST),"[1628969, 201580]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,0.55,Made,2.0,J. McGee,201580.0,1.0,,,,,,,,,,,,,,,
15,PT10M40.00S,2021-11-11T02:13:22.9Z,1,REGULAR,3pt,Jump Shot,[],203468,23.73521681997372,86.27450980392157,1610612757,2,4,2021-11-11T02:13:27Z,140000,-181.0,171.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2021-11-11T02:13:26.9Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,2,4,2021-11-11T02:13:27Z,150000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
