actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
19,PT10M33.00S,2022-03-14T01:12:37.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628370,5.601182654402102,50.245098039215684,1610612747,2,6,2022-03-14T01:12:41Z,190000,-1.0,0.0,1,left,M. Monk running DUNK (2 PTS) (L. James 1 AST),"[1628370, 2544]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,0.12,Made,2.0,,,,,,,,L. James,2544.0,1.0,,,,,,,,
21,PT10M19.00S,2022-03-14T01:12:51.9Z,1,REGULAR,2pt,Jump Shot,[],1629028,92.19776609724047,28.186274509803923,1610612756,2,6,2022-03-14T01:12:54Z,210000,-109.0,21.0,1,right,MISS D. Ayton 11' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,11.11,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2022-03-14T01:12:52.9Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,2,6,2022-03-14T01:12:54Z,220000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M15.00S,2022-03-14T01:13:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,10.988830486202366,50.245098039215684,1610612747,2,6,2022-03-14T01:13:08Z,230000,-1.0,51.0,1,left,MISS L. James driving Layup - blocked,"[2544, 203109]",1610612747.0,LAL,driving,,,James,L. James,,,,,5.08,Missed,,,,,,,,,,,,Crowder,203109.0,,,,,,
24,PT10M15.00S,2022-03-14T01:13:00.3Z,1,REGULAR,block,,[],203109,,,1610612747,2,6,2022-03-14T01:13:02Z,240000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M14.00S,2022-03-14T01:13:01.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,2,6,2022-03-14T01:13:08Z,250000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,
26,PT10M14.00S,2022-03-14T01:13:11.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,2,6,2022-03-14T01:13:11Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M58.00S,2022-03-14T01:13:27.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628370,14.799605781865965,68.87254901960785,1610612747,2,6,2022-03-14T01:13:29Z,270000,-94.0,87.0,1,left,MISS M. Monk 12' driving floating Shot,[1628370],1610612747.0,LAL,driving floating,,,Monk,M. Monk,,,,,12.81,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2022-03-14T01:13:29.0Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,2,6,2022-03-14T01:13:29Z,280000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT09M52.00S,2022-03-14T01:13:32.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628969,81.15965834428384,50.98039215686274,1610612756,4,6,2022-03-14T01:13:41Z,290000,5.0,125.0,1,right,M. Bridges 12' running pullup Jump Shot (2 PTS) (C. Payne 1 AST),"[1628969, 1626166]",1610612756.0,PHX,running pullup,,,Bridges,M. Bridges,,,,,12.47,Made,2.0,,,,,,,,C. Payne,1626166.0,1.0,,,,,,,,
31,PT09M37.00S,2022-03-14T01:13:47.6Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,4,6,2022-03-14T01:13:50Z,310000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628969]",1610612747.0,LAL,,,,James,L. James,,,,,,,,1.0,Bridges,1628969.0,,,,,,,,,,,,,,,
32,PT09M37.00S,2022-03-14T01:13:47.6Z,1,REGULAR,steal,,[],1628969,,,1610612756,4,6,2022-03-14T01:13:49Z,320000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M32.00S,2022-03-14T01:13:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,93.9060446780552,49.01960784313725,1610612756,4,6,2022-03-14T01:13:58Z,330000,-5.0,5.0,1,right,MISS D. Booker running Layup - blocked,"[1626164, 2544]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,0.69,Missed,,,,,,,,,,,,James,2544.0,,,,,,
34,PT09M32.00S,2022-03-14T01:13:52.6Z,1,REGULAR,block,,[],2544,,,1610612756,4,6,2022-03-14T01:13:54Z,340000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M29.00S,2022-03-14T01:13:55.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,4,6,2022-03-14T01:13:58Z,350000,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,
36,PT09M29.00S,2022-03-14T01:13:56.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628969,91.93495400788436,48.529411764705884,1610612756,4,6,2022-03-14T01:17:13Z,360000,-7.0,23.0,1,right,MISS M. Bridges Jump Shot,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M29.00S,2022-03-14T01:13:56.0Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,4,6,2022-03-14T01:14:01Z,370000,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,,
38,PT09M24.00S,2022-03-14T01:13:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629028,92.19776609724047,49.26470588235294,1610612756,6,6,2022-03-14T01:18:22Z,380000,-4.0,21.0,1,right,D. Ayton tip Layup (4 PTS),[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,2.11,Made,4.0,,,,,,,,,,,,,,,,,,
39,PT09M17.00S,2022-03-14T01:14:07.0Z,1,REGULAR,3pt,Jump Shot,[],201566,23.47240473061761,88.97058823529412,1610612747,6,6,2022-03-14T01:14:12Z,390000,-195.0,168.0,1,left,MISS R. Westbrook 25' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M16.00S,2022-03-14T01:14:08.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,6,2022-03-14T01:14:10Z,400000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,
41,PT09M11.00S,2022-03-14T01:14:13.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,74.45795006570303,83.82352941176471,1610612756,6,6,2022-03-14T01:14:17Z,410000,169.0,188.0,1,right,MISS M. Bridges 25' running 3PT,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M08.00S,2022-03-14T01:14:16.7Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,6,6,2022-03-14T01:14:17Z,420000,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT09M03.00S,2022-03-14T01:14:21.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201566,14.273981603153747,23.284313725490197,1610612747,6,6,2022-03-14T01:14:27Z,430000,134.0,82.0,1,left,MISS R. Westbrook 15' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,15.66,Missed,,,,,,,,,,,,,,,,,,,
44,PT09M00.00S,2022-03-14T01:14:24.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,6,6,2022-03-14T01:14:28Z,440000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,
45,PT08M53.00S,2022-03-14T01:14:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,89.43823915900131,51.225490196078425,1610612756,6,6,2022-03-14T01:14:35Z,450000,6.0,47.0,1,right,MISS C. Payne driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M52.00S,2022-03-14T01:14:32.3Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,6,6,2022-03-14T01:14:32Z,460000,,,0,,D. Ayton REBOUND (Off:2 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,45.0,3.0,1.0,2.0,,,,,,,,,,,
47,PT08M51.00S,2022-03-14T01:14:33.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,86.02168199737189,39.950980392156865,1610612756,8,6,2022-03-14T01:19:40Z,470000,-50.0,79.0,1,right,D. Ayton 9' turnaround Hook (6 PTS),[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,9.35,Made,6.0,,,,,,,,,,,,,,,,,,
48,PT08M51.00S,2022-03-14T01:14:39.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,8,6,2022-03-14T01:14:39Z,480000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M29.00S,2022-03-14T01:18:29.0Z,1,REGULAR,3pt,Jump Shot,[],2544,29.911300919842315,82.59803921568627,1610612747,8,6,2022-03-14T01:18:32Z,490000,-163.0,229.0,1,left,MISS L. James 28' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M27.00S,2022-03-14T01:18:31.0Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,8,6,2022-03-14T01:18:32Z,500000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT08M13.00S,2022-03-14T01:18:45.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,94.1688567674113,48.529411764705884,1610612756,10,6,2022-03-14T01:18:52Z,510000,-7.0,2.0,1,right,D. Ayton alley-oop DUNK (8 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,0.77,Made,8.0,,,,,,,,D. Booker,1626164.0,1.0,,,,,,,,
54,PT08M02.00S,2022-03-14T01:18:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,21.50131406044678,90.68627450980392,1610612747,10,6,2022-03-14T01:18:59Z,530000,-203.0,150.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
55,PT08M00.00S,2022-03-14T01:18:57.9Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,10,6,2022-03-14T01:18:59Z,540000,,,0,,D. Ayton REBOUND (Off:2 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,54.0,4.0,2.0,2.0,,,,,,,,,,,
56,PT07M55.00S,2022-03-14T01:19:03.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,68.9388961892247,25.0,1610612756,13,6,2022-03-14T01:19:07Z,550000,-125.0,239.0,1,right,D. Booker 27' 3PT running pullup (3 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,27.02,Made,3.0,,,,,,,,C. Payne,1626166.0,2.0,,,,,,,,
58,PT07M41.00S,2022-03-14T01:19:16.9Z,1,REGULAR,3pt,Jump Shot,[],1626169,6.783837056504599,96.56862745098039,1610612747,13,6,2022-03-14T01:19:20Z,570000,-233.0,11.0,1,left,MISS S. Johnson 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M39.00S,2022-03-14T01:19:18.9Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,13,6,2022-03-14T01:19:20Z,580000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT07M33.00S,2022-03-14T01:19:25.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,71.96123521681997,15.686274509803921,1610612756,16,6,2022-03-14T01:19:55Z,590000,-172.0,211.0,1,right,D. Booker 27' 3PT  (6 PTS) (C. Payne 3 AST),"[1626164, 1626166]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,27.2,Made,6.0,,,,,,,,C. Payne,1626166.0,3.0,,,,,,,,
62,PT07M32.00S,2022-03-14T01:19:32.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,16,6,2022-03-14T01:19:32Z,610000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M18.00S,2022-03-14T01:23:05.6Z,1,REGULAR,2pt,Jump Shot,[],2544,27.94021024967148,42.64705882352941,1610612747,16,8,2022-03-14T01:23:09Z,620000,37.0,210.0,1,left,L. James 21' step back Jump Shot (4 PTS) (S. Johnson 1 AST),"[2544, 1626169]",1610612747.0,LAL,step back,,,James,L. James,,,,,21.33,Made,4.0,,,,,,,,S. Johnson,1626169.0,1.0,,,,,,,,
65,PT06M58.00S,2022-03-14T01:23:25.4Z,1,REGULAR,3pt,Jump Shot,[],1626164,74.19513797634691,83.57843137254902,1610612756,16,8,2022-03-14T01:23:28Z,640000,168.0,190.0,1,right,MISS D. Booker 25' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2022-03-14T01:23:26.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,16,8,2022-03-14T01:23:28Z,650000,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,
67,PT06M49.00S,2022-03-14T01:23:37.8Z,1,REGULAR,turnover,traveling,[],2544,,,1610612747,16,8,2022-03-14T01:23:40Z,660000,,,0,,L. James traveling TURNOVER (2 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,2.0,,,,,,,,,,,,1146.0,,,,,
68,PT06M39.00S,2022-03-14T01:23:58.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,82.34231274638634,29.901960784313726,1610612756,16,8,2022-03-14T01:24:01Z,670000,-100.0,113.0,1,right,MISS M. Bridges 15' turnaround fadeaway Shot,[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,15.16,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2022-03-14T01:24:00.6Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,16,8,2022-03-14T01:24:01Z,680000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,
70,PT06M31.00S,2022-03-14T01:24:06.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628370,4.5499342969776615,46.32352941176471,1610612747,16,8,2022-03-14T01:25:31Z,690000,18.0,-10.0,1,left,MISS M. Monk driving Layup,[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M31.00S,2022-03-14T01:24:06.1Z,1,REGULAR,rebound,offensive,[],1628370,,,1610612747,16,8,2022-03-14T01:24:58Z,700000,,,0,,M. Monk REBOUND (Off:1 Def:0),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,70.0,1.0,0.0,1.0,,,,,,,,,,,
72,PT06M30.00S,2022-03-14T01:24:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628370,6.1268068331143235,53.431372549019606,1610612747,16,10,2022-03-14T01:24:11Z,710000,-17.0,5.0,1,left,M. Monk putback Layup (4 PTS),[1628370],1610612747.0,LAL,putback,,,Monk,M. Monk,,,,,1.79,Made,4.0,,,,,,,,,,,,,,,,,,
73,PT06M30.00S,2022-03-14T01:24:10.7Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612747,16,10,2022-03-14T01:24:17Z,720000,,,0,,D. Booker shooting personal FOUL (1 PF) (Monk 1 FT),"[1626164, 1628370]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Monk,1628370.0,
75,PT06M30.00S,2022-03-14T01:24:29.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628370,,,1610612747,16,11,2022-03-14T01:24:29Z,740000,,,0,,M. Monk Free Throw 1 of 1 (5 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
76,PT06M11.00S,2022-03-14T01:24:51.1Z,1,REGULAR,3pt,Jump Shot,[],1626164,67.62483574244416,80.14705882352942,1610612756,19,11,2022-03-14T01:25:12Z,750000,151.0,252.0,1,right,D. Booker 29' 3PT pullup (9 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,29.35,Made,9.0,,,,,,,,,,,,,,,,,,
77,PT06M11.00S,2022-03-14T01:24:54.5Z,1,REGULAR,foul,personal,['1freethrow'],1626169,,,1610612756,19,11,2022-03-14T01:25:08Z,760000,,,0,,S. Johnson shooting personal FOUL (1 PF) (Booker 1 FT),"[1626169, 1626164]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Booker,1626164.0,
88,PT06M11.00S,2022-03-14T01:25:08.6Z,1,REGULAR,substitution,out,[],201566,,,1610612756,19,11,2022-03-14T01:26:12Z,775000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M11.00S,2022-03-14T01:25:08.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612756,19,11,2022-03-14T01:26:12Z,777500,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M11.00S,2022-03-14T01:25:22.7Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,20,11,2022-03-14T01:25:22Z,780000,,,0,,D. Booker Free Throw 1 of 1 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
80,PT05M58.00S,2022-03-14T01:25:36.8Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,20,11,2022-03-14T01:25:39Z,790000,,,0,,L. James bad pass TURNOVER (3 TO),"[2544, 203109]",1610612747.0,LAL,,,,James,L. James,,,,,,,,3.0,Crowder,203109.0,,,,,,,,,,,,,,,
81,PT05M58.00S,2022-03-14T01:25:36.8Z,1,REGULAR,steal,,[],203109,,,1610612756,20,11,2022-03-14T01:25:38Z,800000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M54.00S,2022-03-14T01:25:40.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,94.82588699080158,51.71568627450981,1610612756,22,11,2022-03-14T01:27:13Z,810000,9.0,-4.0,1,right,M. Bridges running reverse Layup (4 PTS) (C. Payne 4 AST),"[1628969, 1626166]",1610612756.0,PHX,running reverse,,,Bridges,M. Bridges,,,,,0.94,Made,4.0,,,,,,,,C. Payne,1626166.0,4.0,,,,,,,,
84,PT05M43.00S,2022-03-14T01:25:51.3Z,1,REGULAR,3pt,Jump Shot,[],2544,32.40801576872536,33.57843137254902,1610612747,22,11,2022-03-14T01:25:55Z,830000,82.0,252.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
