actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-17T01:10:37.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-17T01:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-17T01:10:41.2Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2022-11-17T01:10:41Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. N. Vucevic: Tip to C. McCollum,"[203468, 202685, 202696]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M31.00S,2022-11-17T01:11:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.886333771353483,49.754901960784316,1610612740,0,0,2022-11-17T01:11:16Z,70000,False,1.0,31.0,1,left,MISS H. Jones driving finger roll Layup,[1630529],1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2022-11-17T01:11:08.4Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,0,0,2022-11-17T01:11:08Z,80000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2022-11-17T01:11:11.3Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612740,0,0,2022-11-17T01:11:20Z,90000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630245, 202685]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,
11,PT11M31.00S,2022-11-17T01:11:33.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,1,0,2022-11-17T01:11:33Z,110000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M31.00S,2022-11-17T01:11:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,2,0,2022-11-17T01:11:51Z,120000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (2 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M12.00S,2022-11-17T01:12:11.0Z,1,REGULAR,2pt,Jump Shot,[],201942,93.38042049934296,76.7156862745098,1610612741,2,2,2022-11-17T01:12:15Z,130000,False,134.0,10.0,1,right,D. DeRozan 13' fadeaway Jump Shot (2 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,13.4,Made,,,,,,,,,,2.0,,,,,,,,
14,PT11M04.00S,2022-11-17T01:12:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,23.340998685939553,11.029411764705882,1610612740,5,2,2022-11-17T01:12:27Z,140000,False,195.0,167.0,1,left,T. Murphy III 25' 3PT  (3 PTS) (B. Ingram 1 AST),"[1630530, 1627742]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,,,,,,,3.0,B. Ingram,1627742.0,1.0,,,,,
16,PT10M48.00S,2022-11-17T01:12:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.32917214191852,54.65686274509803,1610612741,5,4,2022-11-17T01:12:40Z,160000,False,23.0,20.0,1,right,A. Dosunmu driving Layup (2 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,,,2.0,,,,,,,,
