actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-11T01:10:29.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-11T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-11T01:10:31.6Z,1,REGULAR,jumpball,recovered,[],1629627,,,1610612740,0,0,2022-11-11T01:10:31Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Eubanks: Tip to Z. Williamson,"[1629627, 202685, 1629234]",1610612740.0,NOP,startperiod,Z. Williamson,1629627.0,Williamson,Z. Williamson,Valanciunas,202685.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-11-11T01:10:47.2Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612740,0,0,2022-11-11T01:10:55Z,70000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Williamson 2 FT),"[1629234, 1629627]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
9,PT11M45.00S,2022-11-11T01:11:08.7Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,0,0,2022-11-11T01:11:28Z,90000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
10,PT11M45.00S,2022-11-11T01:11:08.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,0,0,2022-11-11T01:11:28Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
11,PT11M45.00S,2022-11-11T01:11:08.7Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,0,0,2022-11-11T01:11:28Z,110000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
12,PT11M42.00S,2022-11-11T01:11:11.7Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,0,0,2022-11-11T01:11:28Z,120000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M27.00S,2022-11-11T01:11:40.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,30.116622864651777,71.34650735294117,1610612757,0,0,2022-11-11T01:12:18Z,130000,False,-107.0,231.0,1,left,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.41,,,,,,,,,
14,PT11M22.00S,2022-11-11T01:11:45.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2022-11-11T01:11:46Z,140000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M13.00S,2022-11-11T01:11:53.7Z,1,REGULAR,3pt,Jump Shot,[],1627742,71.04139290407359,79.65686274509804,1610612740,3,0,2022-11-11T01:11:57Z,150000,False,148.0,220.0,1,right,B. Ingram 26' 3PT  (3 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,,,,26.51,3.0,C. McCollum,203468.0,1.0,,,,,
