actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-31T01:40:25.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-31T01:40:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-31T01:40:28.6Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2022-12-31T01:40:28Z,40000,False,,,0,,Jump Ball J. Embiid vs. J. Valanciunas: Tip to J. Harden,"[201935, 203954, 202685]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-12-31T01:40:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612755,0,0,2022-12-31T01:40:56Z,70000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Harris 2 FT),"[1630530, 202699]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
9,PT11M47.00S,2022-12-31T01:41:03.1Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,0,1,2022-12-31T01:41:03Z,90000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M47.00S,2022-12-31T01:41:18.3Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,0,2,2022-12-31T01:41:18Z,100000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M26.00S,2022-12-31T01:41:41.0Z,1,REGULAR,2pt,Jump Shot,[],202685,90.09526938239159,74.26470588235294,1610612740,0,2,2022-12-31T01:41:45Z,110000,False,121.0,41.0,1,right,MISS J. Valanciunas 12' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,,,Missed,,12.79,,,,,,,,,,,,
12,PT11M23.00S,2022-12-31T01:41:44.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,2,2022-12-31T01:41:45Z,120000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M15.00S,2022-12-31T01:41:51.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,5.206964520367937,50.0,1610612755,0,4,2022-12-31T01:41:57Z,130000,False,0.0,-4.0,1,left,J. Embiid driving DUNK (2 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.36,,,,,J. Harden,201935.0,1.0,,,,,
14,PT11M01.00S,2022-12-31T01:42:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.24901445466492,44.6078431372549,1610612740,0,4,2022-12-31T01:42:09Z,140000,False,-27.0,11.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.92,,,,,,,,,,,,
15,PT10M59.00S,2022-12-31T01:42:06.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,0,4,2022-12-31T01:50:10Z,150000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M56.00S,2022-12-31T01:42:11.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,5.075558475689881,49.754901960784316,1610612755,0,6,2022-12-31T01:42:16Z,160000,False,1.0,-5.0,1,left,T. Harris cutting DUNK (4 PTS) (J. Harden 2 AST),"[202699, 201935]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.49,,,,,J. Harden,201935.0,2.0,,,,,
18,PT10M36.00S,2022-12-31T01:42:33.0Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612740,0,6,2022-12-31T01:42:40Z,180000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[203954, 202685]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1151.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
20,PT10M36.00S,2022-12-31T01:43:02.5Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,1,6,2022-12-31T01:43:02Z,200000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
