actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M34.00S,2023-04-08T00:13:38.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630530,,,1610612740,4,0,2023-04-08T00:13:38Z,180000,False,,,0,,T. Murphy III Free Throw 2 of 2 (2 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
19,PT10M24.00S,2023-04-08T00:13:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629656,29.6484888304862,27.696078431372552,1610612752,4,0,2023-04-08T00:13:54Z,190000,False,112.0,226.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2023-04-08T00:13:52.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,4,0,2023-04-08T00:13:54Z,200000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M16.00S,2023-04-08T00:13:57.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627742,81.8166885676741,57.84313725490197,1610612740,6,0,2023-04-08T00:14:26Z,210000,False,39.0,118.0,1,right,B. Ingram 12' running pullup Jump Shot (2 PTS),[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.47,Made,,,,,,,2.0,,,,,,,,,,,
22,PT09M59.00S,2023-04-08T00:14:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630193,30.831143232588698,71.07843137254902,1610612752,6,3,2023-04-08T00:14:40Z,220000,False,-105.0,237.0,1,left,I. Quickley 25' 3PT pullup (3 PTS) (I. Hartenstein 1 AST),"[1630193, 1628392]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.97,Made,,,,,,,3.0,I. Hartenstein,1628392.0,1.0,,,,,,,,
24,PT09M44.00S,2023-04-08T00:14:31.1Z,1,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612740,6,3,2023-04-08T00:14:59Z,240000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630193, 1627742]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,,1.0,0.0,Ingram,1627742.0,,
26,PT09M44.00S,2023-04-08T00:14:58.3Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,7,3,2023-04-08T00:14:58Z,260000,False,,,0,,B. Ingram Free Throw 1 of 2 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
27,PT09M44.00S,2023-04-08T00:14:59.3Z,1,REGULAR,substitution,out,[],1628392,,,1610612740,7,3,2023-04-08T00:15:07Z,270000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M44.00S,2023-04-08T00:14:59.3Z,1,REGULAR,substitution,in,[],1630579,,,1610612740,7,3,2023-04-08T00:15:07Z,280000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M44.00S,2023-04-08T00:15:22.7Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,8,3,2023-04-08T00:15:22Z,290000,False,,,0,,B. Ingram Free Throw 2 of 2 (4 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
30,PT09M36.00S,2023-04-08T00:15:31.4Z,1,REGULAR,2pt,Jump Shot,[],1630193,10.200394218134035,19.852941176470587,1610612752,8,5,2023-04-08T00:15:35Z,300000,False,151.0,43.0,1,left,I. Quickley 15' pullup Jump Shot (5 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,15.68,Made,,,,,,,5.0,,,,,,,,,,,
31,PT09M19.00S,2023-04-08T00:15:48.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,87.07293035479631,43.38235294117647,1610612740,8,5,2023-04-08T00:15:53Z,310000,False,-33.0,69.0,1,right,MISS J. Valanciunas 7' driving Hook,[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2023-04-08T00:15:50.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,8,5,2023-04-08T00:15:53Z,320000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M11.00S,2023-04-08T00:15:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,15.193823915900131,5.88235294117647,1610612752,8,5,2023-04-08T00:16:01Z,330000,False,221.0,90.0,1,left,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right,23.84,Missed,,,,,,,,,,,,,,,,,,
34,PT09M08.00S,2023-04-08T00:15:59.4Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,8,5,2023-04-08T00:15:59Z,340000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT09M06.00S,2023-04-08T00:16:01.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,32.670827858081466,38.970588235294116,1610612752,8,5,2023-04-08T00:16:04Z,350000,False,55.0,255.0,1,left,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2023-04-08T00:16:03.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,8,5,2023-04-08T00:16:04Z,360000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,
37,PT09M00.00S,2023-04-08T00:16:07.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,70.51576872536137,78.67647058823529,1610612740,8,5,2023-04-08T00:16:55Z,370000,False,143.0,225.0,1,right,MISS C. McCollum 26' running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2023-04-08T00:16:11.0Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,8,5,2023-04-08T00:16:12Z,380000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M51.00S,2023-04-08T00:16:19.2Z,1,REGULAR,foul,offensive,[],1630579,,,1610612752,8,5,2023-04-08T00:16:29Z,390000,False,,,0,,J. Sims off-the-ball offensive FOUL (1 PF),"[1630579, 1630530]",1610612752.0,NYK,off-the-ball,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1662.0,,1.0,0.0,Murphy III,1630530.0,,
41,PT08M51.00S,2023-04-08T00:16:19.2Z,1,REGULAR,turnover,offensive foul,[],1630579,,,1610612752,8,5,2023-04-08T00:16:29Z,410000,False,,,0,,J. Sims offensive foul TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1662.0,1.0,,,,,,
42,PT08M42.00S,2023-04-08T00:16:40.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630529,92.9862023653088,50.49019607843137,1610612740,10,5,2023-04-08T00:16:57Z,420000,False,2.0,13.0,1,right,H. Jones driving DUNK (4 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,4.0,,,,,,,,,,,
131,PT08M26.00S,2023-04-08T00:16:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,14.799605781865965,60.29411764705882,1610612752,10,5,2023-04-08T00:35:21Z,425000,False,-51.0,87.0,1,left,MISS R. Barrett 10' driving Layup - blocked,"[1629628, 1630529]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,10.08,Missed,Jones,1630529.0,,,,,,,,,,,,,,,,
132,PT08M26.00S,2023-04-08T00:16:49.1Z,1,REGULAR,block,,[],1630529,,,1610612752,10,5,2023-04-08T00:35:11Z,427500,False,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT08M25.00S,2023-04-08T00:16:50.1Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,10,5,2023-04-08T00:35:21Z,428750,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,131.0,2.0,0.0,2.0,,,,,,,,,,,,
43,PT08M24.00S,2023-04-08T00:16:58.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,30.042706964520367,80.63725490196079,1610612752,10,5,2023-04-08T00:35:11Z,430000,False,-153.0,230.0,1,left,MISS Q. Grimes 27' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
44,PT08M22.00S,2023-04-08T00:17:00.2Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612752,10,5,2023-04-08T00:21:45Z,440000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,
78,PT08M20.00S,2023-04-08T00:17:02.7Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612752,10,5,2023-04-08T00:22:11Z,455000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1630530]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,Murphy III,1630530.0
79,PT08M20.00S,2023-04-08T00:17:02.7Z,1,REGULAR,steal,,[],1630530,,,1610612740,10,5,2023-04-08T00:22:05Z,462500,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2023-04-08T00:17:07.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,91.40932982917214,45.09803921568628,1610612740,12,5,2023-04-08T00:22:05Z,470000,False,-25.0,28.0,1,right,T. Murphy III running finger roll Layup (4 PTS),[1630530],1610612740.0,NOP,running finger roll,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,4.0,,,,,,,,,,,
48,PT08M17.00S,2023-04-08T00:17:13.3Z,1,REGULAR,foul,personal,['1freethrow'],1630167,,,1610612740,12,5,2023-04-08T00:17:21Z,480000,False,,,0,,O. Toppin shooting personal FOUL (2 PF) (Murphy III 1 FT),"[1630167, 1630530]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Murphy III,1630530.0,,
50,PT08M17.00S,2023-04-08T00:17:34.7Z,1,REGULAR,substitution,out,[],1630167,,,1610612740,12,5,2023-04-08T00:17:43Z,500000,False,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M17.00S,2023-04-08T00:17:34.7Z,1,REGULAR,substitution,in,[],1628404,,,1610612740,12,5,2023-04-08T00:17:43Z,510000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M17.00S,2023-04-08T00:18:08.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630530,,,1610612740,13,5,2023-04-08T00:22:05Z,520000,False,,,0,,T. Murphy III Free Throw 1 of 1 (5 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
53,PT08M05.00S,2023-04-08T00:18:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,9.149145860709593,57.84313725490197,1610612752,13,7,2023-04-08T00:18:25Z,530000,False,-39.0,34.0,1,left,R. Barrett driving Layup (2 PTS) (J. Hart 1 AST),"[1629628, 1628404]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.16,Made,,,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,,,
55,PT07M58.00S,2023-04-08T00:18:31.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612740,13,7,2023-04-08T00:18:37Z,550000,False,,,0,,R. Barrett personal FOUL (1 PF) (McCollum 2 FT),"[1629628, 203468]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1662.0,,1.0,0.0,McCollum,203468.0,,
57,PT07M58.00S,2023-04-08T00:18:57.9Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,14,7,2023-04-08T00:19:51Z,570000,False,,,0,,C. McCollum Free Throw 1 of 2 (1 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
58,PT07M58.00S,2023-04-08T00:18:57.9Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,14,7,2023-04-08T00:19:51Z,580000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M55.00S,2023-04-08T00:19:00.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,14,7,2023-04-08T00:19:51Z,590000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,
60,PT07M45.00S,2023-04-08T00:19:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,32.013797634691194,43.13725490196079,1610612752,14,7,2023-04-08T00:19:55Z,600000,False,34.0,248.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
61,PT07M42.00S,2023-04-08T00:19:28.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,14,7,2023-04-08T00:19:28Z,610000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,
62,PT07M35.00S,2023-04-08T00:19:35.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.27792378449409,58.57843137254902,1610612740,14,7,2023-04-08T00:23:19Z,620000,False,43.0,29.0,1,right,MISS C. McCollum driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
63,PT07M33.00S,2023-04-08T00:19:37.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,14,7,2023-04-08T00:19:58Z,630000,False,,,0,,J. Sims REBOUND (Off:2 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,
64,PT07M29.00S,2023-04-08T00:19:43.7Z,1,REGULAR,foul,personal,[],1630529,,,1610612752,14,7,2023-04-08T00:19:51Z,640000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1628404]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202007.0,,1.0,0.0,Hart,1628404.0,,
66,PT07M22.00S,2023-04-08T00:20:11.0Z,1,REGULAR,3pt,Jump Shot,[],1629656,13.87976346911958,96.56862745098039,1610612752,14,10,2023-04-08T00:20:16Z,660000,False,-233.0,78.0,1,left,Q. Grimes 24' 3PT  (3 PTS) (R. Barrett 1 AST),"[1629656, 1629628]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,24.55,Made,,,,,,,3.0,R. Barrett,1629628.0,1.0,,,,,,,,
68,PT07M09.00S,2023-04-08T00:20:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.553876478318,35.78431372549019,1610612740,16,10,2023-04-08T00:20:30Z,680000,False,-71.0,121.0,1,right,B. Ingram 14' pullup Jump Shot (6 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,14.03,Made,,,,,,,6.0,,,,,,,,,,,
69,PT06M56.00S,2023-04-08T00:20:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630579,16.770696452036795,49.01960784313725,1610612752,16,12,2023-04-08T00:24:22Z,690000,False,5.0,105.0,1,left,J. Sims 10' floating Jump Shot (2 PTS) (I. Quickley 1 AST),"[1630579, 1630193]",1610612752.0,NYK,floating,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,10.52,Made,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,,,
71,PT06M39.00S,2023-04-08T00:20:53.1Z,1,REGULAR,3pt,Jump Shot,[],1627742,90.88370565045992,96.07843137254902,1610612740,16,12,2023-04-08T00:20:57Z,710000,False,230.0,33.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2023-04-08T00:20:56.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,16,12,2023-04-08T00:20:57Z,720000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,
73,PT06M31.00S,2023-04-08T00:21:01.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,7.835085413929041,53.431372549019606,1610612752,16,12,2023-04-08T00:25:02Z,730000,False,-17.0,21.0,1,left,MISS J. Hart running Layup,[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2023-04-08T00:21:04.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,16,12,2023-04-08T00:25:02Z,740000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,
75,PT06M22.00S,2023-04-08T00:21:13.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612740,16,12,2023-04-08T00:21:28Z,750000,False,,,0,,I. Quickley personal FOUL (2 PF) (Murphy III 2 FT),"[1630193, 1630530]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Murphy III,1630530.0,,
77,PT06M22.00S,2023-04-08T00:21:37.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,16,12,2023-04-08T00:21:37Z,770000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M22.00S,2023-04-08T00:24:22.1Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,17,12,2023-04-08T00:24:22Z,780000,False,,,0,,T. Murphy III Free Throw 1 of 2 (6 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
81,PT06M22.00S,2023-04-08T00:24:36.0Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,18,12,2023-04-08T00:24:36Z,790000,False,,,0,,T. Murphy III Free Throw 2 of 2 (7 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
82,PT06M02.00S,2023-04-08T00:25:00.2Z,1,REGULAR,3pt,Jump Shot,[],1628404,31.488173455978973,30.637254901960787,1610612752,18,12,2023-04-08T00:25:07Z,800000,False,97.0,243.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
