actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
89,PT04M26.00S,2023-01-07T01:01:10.8Z,1,REGULAR,3pt,Jump Shot,[],203933,32.802233902759525,39.21568627450981,1610612751,18,11,2023-01-07T01:04:45Z,860000,False,54.0,256.0,1,left,MISS T. Warren 26' pullup 3PT,[203933],1610612751.0,BKN,pullup,,,Warren,T. Warren,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.14,,,,,,,,,,,,
90,PT04M26.00S,2023-01-07T01:01:10.8Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,18,11,2023-01-07T01:01:30Z,870000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,89.0,1.0,0.0,1.0,,,,,,
91,PT04M20.00S,2023-01-07T01:01:17.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202681,28.86005256241787,27.696078431372552,1610612751,18,14,2023-01-07T01:01:33Z,880000,False,112.0,219.0,1,left,K. Irving 24' 3PT  (5 PTS) (B. Simmons 2 AST),"[202681, 1627732]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,24.56,,,,,,,,,,B. Simmons,1627732.0,2.0
93,PT04M04.00S,2023-01-07T01:01:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630631,68.67608409986859,66.42156862745098,1610612740,18,14,2023-01-07T01:05:29Z,900000,False,82.0,242.0,1,right,MISS J. Alvarado 25' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.55,,,,,,,,,,,,
94,PT04M01.00S,2023-01-07T01:01:35.3Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,18,14,2023-01-07T01:01:37Z,910000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,
96,PT03M54.00S,2023-01-07T01:01:47.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612751,18,14,2023-01-07T01:02:04Z,930000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M54.00S,2023-01-07T01:01:47.6Z,1,REGULAR,substitution,out,[],202685,,,1610612751,18,14,2023-01-07T01:02:04Z,940000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M54.00S,2023-01-07T01:01:47.6Z,1,REGULAR,substitution,out,[],1630530,,,1610612751,18,14,2023-01-07T01:02:04Z,950000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M54.00S,2023-01-07T01:01:47.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612751,18,14,2023-01-07T01:02:04Z,960000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M54.00S,2023-01-07T01:01:47.6Z,1,REGULAR,substitution,in,[],1630700,,,1610612751,18,14,2023-01-07T01:02:04Z,970000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M54.00S,2023-01-07T01:01:47.6Z,1,REGULAR,substitution,in,[],1630230,,,1610612751,18,14,2023-01-07T01:02:04Z,980000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M51.00S,2023-01-07T01:02:09.9Z,1,REGULAR,2pt,Jump Shot,[],201142,12.959921156373195,68.13725490196079,1610612751,18,14,2023-01-07T01:06:28Z,990000,False,-91.0,69.0,1,left,MISS K. Durant 11' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.41,,,,,,,,,,,,
103,PT03M48.00S,2023-01-07T01:02:12.2Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,18,14,2023-01-07T01:02:12Z,1000000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,
104,PT03M41.00S,2023-01-07T01:02:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630230,93.77463863337714,3.1862745098039214,1610612740,21,14,2023-01-07T01:02:53Z,1010000,False,-234.0,6.0,1,right,N. Marshall 3PT  (7 PTS) (D. Daniels 1 AST),"[1630230, 1630700]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,,,Made,7.0,23.42,,,,,,,,,,D. Daniels,1630700.0,1.0
108,PT03M24.00S,2023-01-07T01:02:36.2Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,21,14,2023-01-07T01:02:57Z,1030000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1630230]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,Marshall,1630230.0,,,
109,PT03M24.00S,2023-01-07T01:02:36.2Z,1,REGULAR,steal,,[],1630230,,,1610612740,21,14,2023-01-07T01:02:38Z,1040000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
110,PT03M18.00S,2023-01-07T01:02:41.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,95.0886990801577,95.58823529411765,1610612740,24,14,2023-01-07T01:02:59Z,1050000,False,228.0,-6.0,1,right,N. Marshall 3PT  (10 PTS) (J. Alvarado 1 AST),"[1630230, 1630631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,Made,10.0,22.8,,,,,,,,,,J. Alvarado,1630631.0,1.0
112,PT03M17.00S,2023-01-07T01:02:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,24,14,2023-01-07T01:02:50Z,1070000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M17.00S,2023-01-07T01:05:38.6Z,1,REGULAR,substitution,out,[],1627732,,,1610612751,24,14,2023-01-07T01:05:59Z,1080000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2023-01-07T01:05:38.6Z,1,REGULAR,substitution,out,[],202681,,,1610612751,24,14,2023-01-07T01:05:59Z,1090000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M17.00S,2023-01-07T01:05:38.6Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,24,14,2023-01-07T01:05:59Z,1100000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M17.00S,2023-01-07T01:05:38.6Z,1,REGULAR,substitution,in,[],1629139,,,1610612751,24,14,2023-01-07T01:05:59Z,1110000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M01.00S,2023-01-07T01:06:23.7Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,24,14,2023-01-07T01:06:30Z,1120000,False,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1630700]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,2.0,Daniels,1630700.0,,,
118,PT03M01.00S,2023-01-07T01:06:23.7Z,1,REGULAR,steal,,[],1630700,,,1610612740,24,14,2023-01-07T01:06:39Z,1130000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
119,PT02M56.00S,2023-01-07T01:06:28.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,91.98423127463863,88.99356617647058,1610612740,24,14,2023-01-07T01:06:37Z,1140000,False,195.0,23.0,1,right,MISS C. McCollum 19' Jump Shot,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right,,,,,,Missed,,19.63,,,,,,,,,,,,
120,PT02M52.00S,2023-01-07T01:06:32.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,24,14,2023-01-07T01:06:37Z,1150000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,,,,,,,,119.0,2.0,2.0,0.0,,,,,,
121,PT02M31.00S,2023-01-07T01:06:56.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,24,14,2023-01-07T01:07:03Z,1160000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Left Center,1626302.0,,,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2023-01-07T01:07:22.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,78.0059132720105,14.460784313725492,1610612740,24,14,2023-01-07T01:07:27Z,1170000,False,-178.0,154.0,1,right,MISS C. McCollum 23' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,23.53,,,,,,,,,,,,
123,PT02M13.00S,2023-01-07T01:07:25.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,24,14,2023-01-07T01:07:27Z,1180000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,122.0,3.0,3.0,0.0,,,,,,
124,PT02M06.00S,2023-01-07T01:07:32.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,9.411957950065702,48.03921568627451,1610612751,24,16,2023-01-07T01:07:36Z,1190000,False,10.0,36.0,1,left,K. Durant driving DUNK (6 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,3.73,,,,,,,,,,,,
125,PT01M51.00S,2023-01-07T01:07:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.64980289093299,49.01960784313725,1610612740,24,16,2023-01-07T01:07:54Z,1200000,False,-5.0,54.0,1,right,MISS C. McCollum driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.44,,,,,,,,,,,,
127,PT01M48.00S,2023-01-07T01:07:50.0Z,1,REGULAR,rebound,defensive,[],203933,,,1610612751,24,16,2023-01-07T01:07:54Z,1220000,False,,,0,,T. Warren REBOUND (Off:0 Def:1),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,
128,PT01M46.00S,2023-01-07T01:07:52.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629139,5.338370565045992,2.2058823529411766,1610612751,24,19,2023-01-07T01:08:00Z,1230000,False,239.0,-2.0,1,left,Y. Watanabe 3PT  (3 PTS) (S. Curry 1 AST),"[1629139, 203552]",1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.9,,,,,,,,,,S. Curry,203552.0,1.0
130,PT01M23.00S,2023-01-07T01:08:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,91.5407358738502,54.41176470588235,1610612740,26,19,2023-01-07T01:08:20Z,1250000,False,22.0,27.0,1,right,J. Alvarado driving finger roll Layup (5 PTS),[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,3.49,,,,,,,,,,,,
131,PT01M08.00S,2023-01-07T01:08:32.7Z,1,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612751,26,19,2023-01-07T01:08:43Z,1260000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Durant 2 FT),"[1626204, 201142]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,1155.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
133,PT01M08.00S,2023-01-07T01:09:06.5Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,26,20,2023-01-07T01:09:06Z,1280000,False,,,0,,K. Durant Free Throw 1 of 2 (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
134,PT01M08.00S,2023-01-07T01:09:07.5Z,1,REGULAR,substitution,out,[],203468,,,1610612751,26,20,2023-01-07T01:09:11Z,1290000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M08.00S,2023-01-07T01:09:07.5Z,1,REGULAR,substitution,in,[],1629637,,,1610612751,26,20,2023-01-07T01:09:11Z,1300000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M08.00S,2023-01-07T01:09:28.8Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,26,21,2023-01-07T01:09:28Z,1310000,False,,,0,,K. Durant Free Throw 2 of 2 (8 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
137,PT00M57.90S,2023-01-07T01:09:41.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629637,89.17542706964521,50.0,1610612740,26,21,2023-01-07T01:09:44Z,1320000,False,0.0,49.0,1,right,MISS J. Hayes Hook,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.93,,,,,,,,,,,,
138,PT00M56.00S,2023-01-07T01:09:43.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,26,21,2023-01-07T01:09:43Z,1330000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,137.0,3.0,2.0,1.0,,,,,,
139,PT00M41.90S,2023-01-07T01:09:57.2Z,1,REGULAR,3pt,Jump Shot,[],203552,9.806176084099869,3.1862745098039214,1610612751,26,24,2023-01-07T01:10:02Z,1340000,False,234.0,40.0,1,left,S. Curry 3PT  (3 PTS) (N. Claxton 1 AST),"[203552, 1629651]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.74,,,,,,,,,,N. Claxton,1629651.0,1.0
142,PT00M22.40S,2023-01-07T01:10:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,91.67214191852825,53.67647058823529,1610612740,26,24,2023-01-07T01:11:39Z,1370000,False,18.0,26.0,1,right,MISS J. Hayes driving floating Shot,[1629637],1610612740.0,NOP,driving floating,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.17,,,,,,,,,,,,
143,PT00M22.40S,2023-01-07T01:10:32.0Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,26,24,2023-01-07T01:11:39Z,1380000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,142.0,1.0,0.0,1.0,,,,,,
144,PT00M22.40S,2023-01-07T01:10:35.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,28,24,2023-01-07T01:11:30Z,1390000,False,0.0,0.0,1,right,J. Hayes tip Layup (2 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
145,PT00M01.70S,2023-01-07T01:10:56.2Z,1,REGULAR,3pt,Jump Shot,[],201142,30.17411300919842,23.52941176470588,1610612751,28,27,2023-01-07T01:15:25Z,1400000,False,132.0,231.0,1,left,K. Durant 26' 3PT pullup (11 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,26.63,,,,,,,,,,,,
148,PT00M00.00S,2023-01-07T01:11:44.4Z,1,REGULAR,period,end,[],0,,,1610612740,28,27,2023-01-07T01:11:44Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,out,['startperiod'],203933,,,1610612740,28,27,2023-01-07T01:14:07Z,1440000,False,,,0,,SUB out: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612740,28,27,2023-01-07T01:14:07Z,1450000,False,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,out,['startperiod'],1629139,,,1610612740,28,27,2023-01-07T01:14:07Z,1460000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,out,['startperiod'],1629651,,,1610612740,28,27,2023-01-07T01:14:07Z,1470000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,in,['startperiod'],1627732,,,1610612740,28,27,2023-01-07T01:14:07Z,1480000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612740,28,27,2023-01-07T01:14:07Z,1490000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,in,['startperiod'],1626220,,,1610612740,28,27,2023-01-07T01:14:07Z,1500000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-01-07T01:11:55.9Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612740,28,27,2023-01-07T01:14:07Z,1510000,False,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-07T01:14:41.6Z,2,REGULAR,period,start,[],0,,,1610612740,28,27,2023-01-07T01:14:41Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M38.00S,2023-01-07T01:15:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,89.96386333771353,54.41176470588235,1610612740,28,27,2023-01-07T01:15:07Z,1530000,False,22.0,42.0,1,right,MISS N. Marshall driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.73,,,,,,,,,,,,
159,PT11M36.00S,2023-01-07T01:15:05.1Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,28,27,2023-01-07T01:15:07Z,1540000,False,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,
160,PT11M13.00S,2023-01-07T01:15:27.6Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612751,28,27,2023-01-07T01:15:53Z,1550000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1630230]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,1.0,Marshall,1630230.0,,,
161,PT11M13.00S,2023-01-07T01:15:27.6Z,2,REGULAR,steal,,[],1630230,,,1610612740,28,27,2023-01-07T01:15:31Z,1560000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
162,PT11M12.00S,2023-01-07T01:15:38.4Z,2,REGULAR,foul,personal,['1freethrow'],203552,,,1610612740,28,27,2023-01-07T01:15:52Z,1570000,False,,,0,,S. Curry transition take personal FOUL (1 PF) (Marshall 1 FT),"[203552, 1630230]",1610612751.0,BKN,transition take,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,204059.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
164,PT11M12.00S,2023-01-07T01:16:01.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630230,,,1610612740,29,27,2023-01-07T01:16:01Z,1590000,False,,,0,,N. Marshall transition take Free Throw 1 of 1 (11 PTS),[1630230],1610612740.0,NOP,transition take,,,Marshall,N. Marshall,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
165,PT11M12.00S,2023-01-07T01:16:02.6Z,2,REGULAR,substitution,out,[],1630700,,,1610612751,29,27,2023-01-07T01:16:06Z,1600000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M12.00S,2023-01-07T01:16:02.6Z,2,REGULAR,substitution,in,[],1628984,,,1610612751,29,27,2023-01-07T01:16:06Z,1610000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M03.00S,2023-01-07T01:16:24.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,70.64717477003943,77.20588235294117,1610612740,32,27,2023-01-07T01:16:31Z,1620000,False,136.0,223.0,1,right,J. Alvarado 26' 3PT  (8 PTS) (J. Hayes 1 AST),"[1630631, 1629637]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,26.15,,,,,,,,,,J. Hayes,1629637.0,1.0
169,PT10M56.00S,2023-01-07T01:16:33.8Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612751,32,27,2023-01-07T01:16:44Z,1640000,False,,,0,,D. Graham shooting personal FOUL (1 PF) (Harris 2 FT),"[1628984, 203925]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Harris,203925.0,,,,,,,,,,,,,,,
171,PT10M56.00S,2023-01-07T01:16:58.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203925,,,1610612751,32,28,2023-01-07T01:17:22Z,1660000,False,,,0,,J. Harris Free Throw 1 of 2 (1 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
172,PT10M56.00S,2023-01-07T01:16:58.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203925,,,1610612751,32,28,2023-01-07T01:17:22Z,1670000,False,,,0,,MISS J. Harris Free Throw 2 of 2,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
173,PT10M53.00S,2023-01-07T01:17:01.1Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,32,28,2023-01-07T01:17:22Z,1680000,False,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,172.0,2.0,1.0,1.0,,,,,,
174,PT10M44.00S,2023-01-07T01:17:30.8Z,2,REGULAR,3pt,Jump Shot,[],1630631,71.43561103810775,19.362745098039216,1610612740,32,28,2023-01-07T01:17:36Z,1690000,False,-153.0,216.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.48,,,,,,,,,,,,
175,PT10M41.00S,2023-01-07T01:17:33.6Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,32,28,2023-01-07T01:17:33Z,1700000,False,,,0,,J. Hayes REBOUND (Off:2 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,174.0,3.0,1.0,2.0,,,,,,
176,PT10M38.00S,2023-01-07T01:17:36.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,76.82325886990802,7.352941176470589,1610612740,35,28,2023-01-07T01:17:40Z,1710000,False,-213.0,165.0,1,right,J. Alvarado 26' 3PT  (11 PTS) (J. Hayes 2 AST),"[1630631, 1629637]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,26.98,,,,,,,,,,J. Hayes,1629637.0,2.0
