actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT10M38.00S,2023-03-09T01:16:45.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,29,24,2023-03-09T01:17:03Z,1690000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Marshall,N. Marshall,,,,,171.0,1.0,1.0,0.0,,,,,,,,,
173,PT10M24.00S,2023-03-09T01:16:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,89.96386333771353,36.27450980392157,1610612740,29,24,2023-03-09T01:18:02Z,1700000,False,-69.0,42.0,1,right,MISS J. Richardson 8' turnaround fadeaway Shot,[1626196],1610612740.0,NOP,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,,Richardson,J. Richardson,,,8.03,Missed,,,,,,,,,,,,,
174,PT10M22.00S,2023-03-09T01:17:01.8Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,29,24,2023-03-09T01:17:09Z,1710000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ntilikina,F. Ntilikina,,,,,173.0,1.0,1.0,0.0,,,,,,,,,
175,PT10M15.00S,2023-03-09T01:17:09.4Z,2,REGULAR,2pt,Jump Shot,[],1626174,25.443495400788436,48.03921568627451,1610612742,29,24,2023-03-09T01:17:15Z,1720000,False,10.0,187.0,1,left,MISS C. Wood 18' pullup Shot,[1626174],1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Center,,,,Wood,C. Wood,,,18.7,Missed,,,,,,,,,,,,,
176,PT10M10.00S,2023-03-09T01:17:14.4Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,29,24,2023-03-09T01:17:15Z,1730000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,McCollum,C. McCollum,,,,,175.0,1.0,1.0,0.0,,,,,,,,,
177,PT10M04.00S,2023-03-09T01:17:20.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.14651773981603,40.68627450980392,1610612740,29,24,2023-03-09T01:18:48Z,1740000,False,-47.0,31.0,1,right,MISS C. McCollum driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCollum,C. McCollum,,,5.58,Missed,,,,,,,,,,,,,
178,PT09M59.00S,2023-03-09T01:17:25.1Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,29,24,2023-03-09T01:20:25Z,1750000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:2),[1628373],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ntilikina,F. Ntilikina,,,,,177.0,2.0,2.0,0.0,,,,,,,,,
179,PT09M58.00S,2023-03-09T01:17:26.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,23.47240473061761,87.5,1610612742,29,24,2023-03-09T01:19:27Z,1760000,False,-188.0,168.0,1,left,MISS T. Hardaway Jr. 25' running pullup 3PT,[203501],1610612742.0,DAL,running pullup,,,,,,Above the Break 3,24+ Left Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,25.18,Missed,,,,,,,,,,,,,
180,PT09M58.00S,2023-03-09T01:17:26.1Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,29,24,2023-03-09T01:17:35Z,1770000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Daniels,D. Daniels,,,,,179.0,3.0,3.0,0.0,,,,,,,,,
181,PT09M37.00S,2023-03-09T01:17:47.7Z,2,REGULAR,3pt,Jump Shot,[],1630230,68.01905387647832,64.2156862745098,1610612740,32,24,2023-03-09T01:17:57Z,1780000,False,71.0,248.0,1,right,N. Marshall 25' 3PT bank (3 PTS) (J. Hayes 1 AST),"[1630230, 1629637]",1610612740.0,NOP,bank,,,,,,Above the Break 3,24+ Center,,,,Marshall,N. Marshall,,,25.81,Made,,,,,3.0,J. Hayes,1629637.0,1.0,,,,,
183,PT09M18.00S,2023-03-09T01:18:09.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,7.046649145860711,49.754901960784316,1610612742,32,26,2023-03-09T01:20:10Z,1800000,False,1.0,14.0,1,left,C. Wood DUNK (2 PTS) (J. Holiday 1 AST),"[1626174, 203200]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,1.38,Made,,,,,2.0,J. Holiday,203200.0,1.0,,,,,
185,PT09M18.00S,2023-03-09T01:18:12.7Z,2,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612742,32,26,2023-03-09T01:18:26Z,1820000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Wood 1 FT),"[1630700, 1626174]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,1628953.0,2.0,0.0,Daniels,D. Daniels,Wood,1626174.0,,,,,,,,,,,,,,,
187,PT09M18.00S,2023-03-09T01:18:19.5Z,2,REGULAR,substitution,out,[],203200,,,1610612742,32,26,2023-03-09T01:18:39Z,1840000,False,,,0,,SUB out: J. Holiday,[203200],1610612742.0,DAL,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
188,PT09M18.00S,2023-03-09T01:18:19.5Z,2,REGULAR,substitution,in,[],1630182,,,1610612742,32,26,2023-03-09T01:18:39Z,1850000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
189,PT09M18.00S,2023-03-09T01:18:38.3Z,2,REGULAR,freethrow,1 of 1,[],1626174,,,1610612742,32,26,2023-03-09T01:19:13Z,1860000,False,,,0,,MISS C. Wood Free Throw 1 of 1,[1626174],1610612742.0,DAL,,,,,,,,,,,,Wood,C. Wood,,,,Missed,,,,,,,,,,,,,
190,PT09M15.00S,2023-03-09T01:18:41.3Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,32,26,2023-03-09T01:19:13Z,1870000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,189.0,2.0,2.0,0.0,,,,,,,,,
191,PT09M04.00S,2023-03-09T01:18:55.2Z,2,REGULAR,foul,personal,[],1628373,,,1610612740,32,26,2023-03-09T01:19:18Z,1880000,False,,,0,,F. Ntilikina personal FOUL (2 PF),"[1628373, 1630230]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,1162.0,2.0,0.0,Ntilikina,F. Ntilikina,Marshall,1630230.0,,,,,,,,,,,,,,,
193,PT08M55.00S,2023-03-09T01:19:19.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,92.85479632063075,51.225490196078425,1610612740,34,26,2023-03-09T01:19:28Z,1900000,False,6.0,15.0,1,right,J. Hayes cutting DUNK (4 PTS) (N. Marshall 1 AST),"[1629637, 1630230]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,1.59,Made,,,,,4.0,N. Marshall,1630230.0,1.0,,,,,
195,PT08M37.00S,2023-03-09T01:19:36.9Z,2,REGULAR,3pt,Jump Shot,[],202681,30.962549277266753,64.95098039215686,1610612742,34,26,2023-03-09T01:19:54Z,1920000,False,-75.0,239.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Irving,K. Irving,,,25.0,Missed,,,,,,,,,,,,,
196,PT08M34.00S,2023-03-09T01:19:39.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,34,26,2023-03-09T01:19:54Z,1930000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,McCollum,C. McCollum,,,,,195.0,2.0,2.0,0.0,,,,,,,,,
197,PT08M27.00S,2023-03-09T01:19:47.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626196,92.46057818659659,50.49019607843137,1610612740,34,26,2023-03-09T01:20:05Z,1940000,False,2.0,18.0,1,right,MISS J. Richardson cutting DUNK,[1626196],1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,,,,Richardson,J. Richardson,,,1.86,Missed,,,,,,,,,,,,,
198,PT08M25.00S,2023-03-09T01:19:49.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,34,26,2023-03-09T01:20:05Z,1950000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,197.0,2.0,2.0,0.0,,,,,,,,,
199,PT08M14.00S,2023-03-09T01:20:00.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,18.347568988173457,59.55882352941176,1610612742,34,26,2023-03-09T01:20:18Z,1960000,False,-48.0,120.0,1,left,MISS F. Ntilikina 12' pullup Shot,[1628373],1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Ntilikina,F. Ntilikina,,,12.92,Missed,,,,,,,,,,,,,
200,PT08M11.00S,2023-03-09T01:20:03.3Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,34,26,2023-03-09T01:20:18Z,1970000,False,,,0,,D. Daniels REBOUND (Off:0 Def:4),[1630700],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Daniels,D. Daniels,,,,,199.0,4.0,4.0,0.0,,,,,,,,,
201,PT08M08.00S,2023-03-09T01:20:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,90.75229960578186,50.49019607843137,1610612740,34,26,2023-03-09T01:25:47Z,1980000,False,2.0,34.0,1,right,MISS J. Richardson running Layup,[1626196],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,,,,Richardson,J. Richardson,,,3.45,Missed,,,,,,,,,,,,,
202,PT08M07.00S,2023-03-09T01:20:08.8Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,34,26,2023-03-09T01:24:39Z,1990000,False,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,,,201.0,2.0,1.0,1.0,,,,,,,,,
203,PT08M07.00S,2023-03-09T01:20:13.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,36,26,2023-03-09T01:25:24Z,2000000,False,0.0,0.0,1,right,J. Hayes tip Layup (6 PTS),[1629637],1610612740.0,NOP,tip,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,0.0,Made,,,,,6.0,,,,,,,,
204,PT08M07.00S,2023-03-09T01:20:20.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,36,26,2023-03-09T01:20:20Z,2010000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M07.00S,2023-03-09T01:22:51.0Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,36,26,2023-03-09T01:23:11Z,2020000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,
206,PT08M07.00S,2023-03-09T01:22:51.0Z,2,REGULAR,substitution,in,[],202722,,,1610612742,36,26,2023-03-09T01:23:11Z,2030000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,
207,PT07M47.00S,2023-03-09T01:23:51.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,4.5499342969776615,57.59803921568627,1610612742,36,28,2023-03-09T01:26:33Z,2040000,False,-38.0,-10.0,1,left,K. Irving fadeaway Jump Shot (2 PTS),[202681],1610612742.0,DAL,fadeaway,,,,,,Restricted Area,0-8 Center,,,,Irving,K. Irving,,,3.92,Made,,,,,2.0,,,,,,,,
208,PT07M33.00S,2023-03-09T01:24:05.8Z,2,REGULAR,3pt,Jump Shot,[],1626196,91.40932982917214,96.56862745098039,1610612740,39,28,2023-03-09T01:24:10Z,2050000,False,233.0,28.0,1,right,J. Richardson 3PT  (3 PTS) (D. Daniels 3 AST),"[1626196, 1630700]",1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Richardson,J. Richardson,,,23.45,Made,,,,,3.0,D. Daniels,1630700.0,3.0,,,,,
210,PT07M16.00S,2023-03-09T01:24:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,10.463206307490145,48.03921568627451,1610612742,39,30,2023-03-09T01:27:18Z,2070000,False,10.0,46.0,1,left,C. Wood pullup Jump Shot (4 PTS) (T. Hardaway Jr. 2 AST),"[1626174, 203501]",1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wood,C. Wood,,,4.69,Made,,,,,4.0,T. Hardaway Jr.,203501.0,2.0,,,,,
212,PT06M56.00S,2023-03-09T01:24:42.8Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612740,39,30,2023-03-09T01:24:47Z,2090000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 203501]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Marshall,N. Marshall,,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,
213,PT06M56.00S,2023-03-09T01:24:42.8Z,2,REGULAR,steal,,[],203501,,,1610612742,39,30,2023-03-09T01:24:45Z,2100000,False,,,0,,T. Hardaway Jr. STEAL (2 STL),[203501],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
214,PT06M52.00S,2023-03-09T01:24:51.2Z,2,REGULAR,turnover,double dribble,[],1630182,,,1610612742,39,30,2023-03-09T01:25:01Z,2110000,False,,,0,,J. Green double dribble TURNOVER (2 TO),[1630182],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,1162.0,,,Green,J. Green,,,,,,,,,,,,,2.0,,,,
215,PT06M52.00S,2023-03-09T01:24:55.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,39,30,2023-03-09T01:24:59Z,2120000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,
216,PT06M52.00S,2023-03-09T01:24:55.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,39,30,2023-03-09T01:24:59Z,2130000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
217,PT06M52.00S,2023-03-09T01:25:03.0Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,39,30,2023-03-09T01:25:06Z,2140000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
218,PT06M52.00S,2023-03-09T01:25:03.0Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,39,30,2023-03-09T01:25:06Z,2150000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,
219,PT06M38.00S,2023-03-09T01:25:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627742,92.9862023653088,46.81372549019608,1610612740,39,30,2023-03-09T01:25:32Z,2160000,False,-16.0,13.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Ingram,B. Ingram,,,2.08,Missed,,,,,,,,,,,,,
220,PT06M36.00S,2023-03-09T01:25:30.9Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,39,30,2023-03-09T01:25:32Z,2170000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Irving,K. Irving,,,,,219.0,2.0,2.0,0.0,,,,,,,,,
221,PT06M31.00S,2023-03-09T01:25:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,7.966491458607096,49.26470588235294,1610612742,39,32,2023-03-09T01:28:45Z,2180000,False,4.0,22.0,1,left,C. Wood driving Layup (6 PTS) (K. Irving 2 AST),"[1626174, 202681]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,2.27,Made,,,,,6.0,K. Irving,202681.0,2.0,,,,,
222,PT06M18.00S,2023-03-09T01:25:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612740,39,32,2023-03-09T01:26:00Z,2190000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Hayes 2 FT),"[1630182, 1629637]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,1627541.0,2.0,0.0,Green,J. Green,Hayes,1629637.0,,,,,,,,,,,,,,,
224,PT06M18.00S,2023-03-09T01:26:17.3Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,40,32,2023-03-09T01:26:17Z,2210000,False,,,0,,J. Hayes Free Throw 1 of 2 (7 PTS),[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,Made,,,,,7.0,,,,,,,,
225,PT06M18.00S,2023-03-09T01:26:18.8Z,2,REGULAR,substitution,out,[],202681,,,1610612740,40,32,2023-03-09T01:26:25Z,2220000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,
226,PT06M18.00S,2023-03-09T01:26:18.8Z,2,REGULAR,substitution,in,[],1629029,,,1610612740,40,32,2023-03-09T01:26:25Z,2230000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,
227,PT06M18.00S,2023-03-09T01:26:28.3Z,2,REGULAR,substitution,out,[],203468,,,1610612740,40,32,2023-03-09T01:26:30Z,2240000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
228,PT06M18.00S,2023-03-09T01:26:28.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,40,32,2023-03-09T01:26:30Z,2250000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,
229,PT06M18.00S,2023-03-09T01:26:41.0Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,41,32,2023-03-09T01:26:41Z,2260000,False,,,0,,J. Hayes Free Throw 2 of 2 (8 PTS),[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,Made,,,,,8.0,,,,,,,,
274,PT06M10.00S,2023-03-09T01:26:18.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,7.802233902759525,51.470588235294116,1610612742,41,32,2023-03-09T01:34:09Z,2275000,False,-7.0,21.0,1,left,MISS C. Wood alley-oop DUNK,[1626174],1610612742.0,DAL,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,2.21,Missed,,,,,,,,,,,,,
275,PT06M09.00S,2023-03-09T01:26:19.0Z,2,REGULAR,rebound,offensive,[],1626174,,,1610612742,41,32,2023-03-09T01:34:09Z,2282500,False,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,274.0,3.0,2.0,1.0,,,,,,,,,
232,PT06M07.00S,2023-03-09T01:26:59.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626174,12.220762155059132,29.231770833333332,1610612742,41,34,2023-03-09T01:34:09Z,2290000,False,104.0,62.0,1,left,C. Wood 12' turnaround fadeaway Jump Shot (8 PTS),[1626174],1610612742.0,DAL,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,,Wood,C. Wood,,,12.11,Made,,,,,8.0,,,,,,,,
233,PT06M07.00S,2023-03-09T01:27:08.0Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612742,41,34,2023-03-09T01:27:24Z,2300000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Wood 1 FT),"[1629637, 1626174]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Hayes,J. Hayes,Wood,1626174.0,,,,,,,,,,,,,,,
235,PT06M07.00S,2023-03-09T01:27:15.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,41,34,2023-03-09T01:27:21Z,2320000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
236,PT06M07.00S,2023-03-09T01:27:15.7Z,2,REGULAR,substitution,in,[],203200,,,1610612742,41,34,2023-03-09T01:27:21Z,2330000,False,,,0,,SUB in: J. Holiday,[203200],1610612742.0,DAL,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
237,PT06M07.00S,2023-03-09T01:27:31.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626174,,,1610612742,41,35,2023-03-09T01:34:09Z,2340000,False,,,0,,C. Wood Free Throw 1 of 1 (9 PTS),[1626174],1610612742.0,DAL,,,,,,,,,,,,Wood,C. Wood,,,,Made,,,,,9.0,,,,,,,,
238,PT05M52.00S,2023-03-09T01:27:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,94.03745072273325,56.86274509803921,1610612740,41,35,2023-03-09T01:28:03Z,2350000,False,34.0,4.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Ingram,B. Ingram,,,3.45,Missed,,,,,,,,,,,,,
239,PT05M52.00S,2023-03-09T01:27:48.2Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,41,35,2023-03-09T01:28:03Z,2360000,False,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,238.0,4.0,3.0,1.0,,,,,,,,,
240,PT05M40.00S,2023-03-09T01:27:59.9Z,2,REGULAR,3pt,Jump Shot,[],1629029,27.020367936925098,80.88235294117648,1610612742,41,35,2023-03-09T01:31:50Z,2370000,False,-154.0,201.0,1,left,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Doncic,L. Doncic,,,25.39,Missed,,,,,,,,,,,,,
241,PT05M40.00S,2023-03-09T01:27:59.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,41,35,2023-03-09T01:28:06Z,2380000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,240.0,,,,,,,,,,,,
243,PT05M23.00S,2023-03-09T01:28:28.9Z,2,REGULAR,2pt,Jump Shot,[],1627742,75.1149802890933,37.745098039215684,1610612740,43,35,2023-03-09T01:28:40Z,2400000,False,-61.0,181.0,1,right,B. Ingram 19' pullup Jump Shot (10 PTS),[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Ingram,B. Ingram,,,19.15,Made,,,,,10.0,,,,,,,,
244,PT05M01.00S,2023-03-09T01:28:50.7Z,2,REGULAR,3pt,Jump Shot,[],1629029,3.892904073587385,95.34313725490196,1610612742,43,35,2023-03-09T01:28:57Z,2410000,False,-227.0,-16.0,1,left,MISS L. Doncic 3PT,[1629029],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Doncic,L. Doncic,,,22.73,Missed,,,,,,,,,,,,,
245,PT04M58.00S,2023-03-09T01:28:53.7Z,2,REGULAR,rebound,offensive,[],202722,,,1610612742,43,35,2023-03-09T01:28:57Z,2420000,False,,,0,,D. Bertans REBOUND (Off:1 Def:0),[202722],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Bertans,D. Bertans,,,,,244.0,1.0,0.0,1.0,,,,,,,,,
246,PT04M56.00S,2023-03-09T01:28:56.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203200,25.57490144546649,15.196078431372548,1610612742,43,35,2023-03-09T01:29:05Z,2430000,False,174.0,188.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Holiday,J. Holiday,,,25.61,Missed,,,,,,,,,,,,,
247,PT04M49.00S,2023-03-09T01:29:03.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,43,35,2023-03-09T01:29:05Z,2440000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Ingram,B. Ingram,,,,,246.0,4.0,4.0,0.0,,,,,,,,,
248,PT04M49.00S,2023-03-09T01:29:06.8Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612740,43,35,2023-03-09T01:29:16Z,2450000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Ingram 2 FT),"[203200, 1627742]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,1628953.0,1.0,0.0,Holiday,J. Holiday,Ingram,1627742.0,,,,,,,,,,,,,,,
250,PT04M49.00S,2023-03-09T01:29:34.3Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,44,35,2023-03-09T01:29:34Z,2470000,False,,,0,,B. Ingram Free Throw 1 of 2 (11 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,Made,,,,,11.0,,,,,,,,
251,PT04M49.00S,2023-03-09T01:29:35.4Z,2,REGULAR,substitution,out,[],203501,,,1610612740,44,35,2023-03-09T01:29:41Z,2480000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
252,PT04M49.00S,2023-03-09T01:29:35.4Z,2,REGULAR,substitution,in,[],202681,,,1610612740,44,35,2023-03-09T01:29:41Z,2490000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,
