actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-11T03:10:44.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-11T03:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-11T03:10:46.5Z,1,REGULAR,jumpball,recovered,[],1627742,,,1610612740,0,0,2023-02-11T03:10:46Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. J. Allen: Tip to B. Ingram,"[1627742, 202685, 1628386]",1610612740.0,NOP,startperiod,B. Ingram,1627742.0,Ingram,B. Ingram,Valanciunas,202685.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-02-11T03:11:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,90.48948751642575,54.65686274509803,1610612740,2,0,2023-02-11T03:11:08Z,70000,False,23.0,37.0,1,right,B. Ingram driving DUNK (2 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,4.36,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2023-02-11T03:11:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,10.726018396846255,46.32352941176471,1610612739,2,2,2023-02-11T03:11:44Z,80000,False,18.0,48.0,1,left,D. Mitchell cutting finger roll Layup (2 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,cutting finger roll,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,2.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,,
10,PT11M15.00S,2023-02-11T03:11:27.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,71.43561103810775,79.65686274509804,1610612740,5,2,2023-02-11T03:12:06Z,100000,False,148.0,216.0,1,right,T. Murphy III 26' 3PT  (3 PTS) (C. McCollum 1 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,26.2,Made,3.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
12,PT10M55.00S,2023-02-11T03:11:48.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,11.383048620236531,53.67647058823529,1610612739,5,4,2023-02-11T03:14:00Z,120000,False,-18.0,55.0,1,left,J. Allen Hook (2 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
14,PT10M37.00S,2023-02-11T03:12:06.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.62089356110381,49.50980392156863,1610612740,7,4,2023-02-11T03:13:14Z,140000,False,-2.0,36.0,1,right,J. Valanciunas Hook (2 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.58,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
16,PT10M24.00S,2023-02-11T03:12:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.360709592641262,42.8921568627451,1610612739,7,4,2023-02-11T03:15:12Z,160000,False,36.0,26.0,1,left,MISS E. Mobley alley-oop Layup,[1630596],1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,4.41,Missed,,,,,,,,,,,,,,,,,,
17,PT10M22.00S,2023-02-11T03:12:23.8Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,7,4,2023-02-11T03:15:12Z,170000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M20.00S,2023-02-11T03:12:29.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630596,5.590000152587891,50.0,1610612739,7,6,2023-02-11T03:15:31Z,180000,False,0.0,0.0,1,left,E. Mobley putback DUNK (2 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
