actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
173,PT12M00.00S,2022-12-29T01:41:00.5Z,2,REGULAR,substitution,out,['startperiod'],1629627,,,1610612740,24,28,2022-12-29T01:41:22Z,1730000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-12-29T01:41:00.5Z,2,REGULAR,substitution,out,['startperiod'],1627854,,,1610612740,24,28,2022-12-29T01:41:22Z,1740000,False,,,0,,SUB out: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-12-29T01:41:00.5Z,2,REGULAR,substitution,out,['startperiod'],1629675,,,1610612740,24,28,2022-12-29T01:41:22Z,1750000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-12-29T01:41:00.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,24,28,2022-12-29T01:41:22Z,1760000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-12-29T01:41:00.5Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612740,24,28,2022-12-29T01:41:22Z,1770000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-12-29T01:41:00.5Z,2,REGULAR,substitution,in,['startperiod'],1630162,,,1610612740,24,28,2022-12-29T01:41:22Z,1780000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-12-29T01:41:37.9Z,2,REGULAR,period,start,[],0,,,1610612740,24,28,2022-12-29T01:41:37Z,1790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M47.00S,2022-12-29T01:41:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,5.075558475689881,53.431372549019606,1610612740,26,28,2022-12-29T01:41:57Z,1800000,False,-17.0,-5.0,1,left,J. Alvarado reverse Layup (2 PTS) (J. Valanciunas 2 AST),"[1630631, 202685]",1610612740.0,NOP,reverse,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,,,,,2.0,,,,,J. Valanciunas,202685.0,2.0,,
182,PT11M29.00S,2022-12-29T01:42:07.2Z,2,REGULAR,2pt,Jump Shot,[],1630162,79.31997371879106,70.09803921568627,1610612750,26,28,2022-12-29T01:42:11Z,1820000,False,100.0,142.0,1,right,MISS A. Edwards 17' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,17.39,Missed,,,,,,,,,,,,,,,,,,
183,PT11M26.00S,2022-12-29T01:42:10.2Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,26,28,2022-12-29T01:42:11Z,1830000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Right Center,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,
184,PT11M19.00S,2022-12-29T01:42:23.1Z,2,REGULAR,foul,personal,[],1629669,,,1610612740,26,28,2022-12-29T01:42:29Z,1840000,False,,,0,,J. Nowell personal FOUL (2 PF),"[1629669, 1630631]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,2.0,0.0,Alvarado,1630631.0,,,,,
186,PT11M19.00S,2022-12-29T01:42:28.3Z,2,REGULAR,substitution,out,[],1630183,,,1610612740,26,28,2022-12-29T01:42:40Z,1860000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M19.00S,2022-12-29T01:42:28.3Z,2,REGULAR,substitution,out,[],1629669,,,1610612740,26,28,2022-12-29T01:42:40Z,1870000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M19.00S,2022-12-29T01:42:28.3Z,2,REGULAR,substitution,in,[],1629675,,,1610612740,26,28,2022-12-29T01:42:40Z,1880000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M19.00S,2022-12-29T01:42:28.3Z,2,REGULAR,substitution,in,[],1627854,,,1610612740,26,28,2022-12-29T01:42:40Z,1890000,False,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M03.00S,2022-12-29T01:43:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,19.004599211563733,47.30392156862745,1610612740,26,28,2022-12-29T01:44:37Z,1900000,False,13.0,126.0,1,left,MISS J. Valanciunas 12' floating Shot,[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,12.68,Missed,,,,,,,,,,,,,,,,,,
191,PT11M01.00S,2022-12-29T01:43:02.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,26,28,2022-12-29T01:43:03Z,1910000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,
192,PT10M54.00S,2022-12-29T01:43:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.11760840998686,47.05882352941176,1610612750,26,30,2022-12-29T01:43:17Z,1920000,False,-15.0,12.0,1,right,A. Edwards driving Layup (6 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,6.0,,,,,,,,,
193,PT10M43.00S,2022-12-29T01:43:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,17.821944809461236,39.950980392156865,1610612740,28,30,2022-12-29T01:44:15Z,1930000,False,50.0,115.0,1,left,J. Alvarado 12' floating Jump Shot (4 PTS) (D. Graham 1 AST),"[1630631, 1628984]",1610612740.0,NOP,floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,12.55,Made,,,,,,,,,4.0,,,,,D. Graham,1628984.0,1.0,,
195,PT10M43.00S,2022-12-29T01:43:26.6Z,2,REGULAR,foul,personal,['1freethrow'],1627854,,,1610612740,28,30,2022-12-29T01:43:39Z,1950000,False,,,0,,B. Forbes shooting personal FOUL (1 PF) (Alvarado 1 FT),"[1627854, 1630631]",1610612750.0,MIN,shooting,,,Forbes,B. Forbes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203591.0,,,,,1.0,0.0,Alvarado,1630631.0,,,,,
197,PT10M43.00S,2022-12-29T01:43:50.5Z,2,REGULAR,freethrow,1 of 1,[],1630631,,,1610612740,29,30,2022-12-29T01:43:50Z,1970000,False,,,0,,J. Alvarado Free Throw 1 of 1 (5 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
198,PT10M29.00S,2022-12-29T01:44:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,85.75886990801577,65.68627450980392,1610612750,29,30,2022-12-29T01:44:18Z,1980000,False,78.0,81.0,1,right,MISS A. Edwards 11' Jump Shot,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,11.3,Missed,,,,,,,,,,,,,,,,,,
199,PT10M29.00S,2022-12-29T01:44:06.4Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,29,30,2022-12-29T01:44:18Z,1990000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT10M19.00S,2022-12-29T01:44:16.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,11.383048620236531,41.17647058823529,1610612740,31,30,2022-12-29T01:44:22Z,2000000,False,44.0,55.0,1,left,J. Valanciunas 7' turnaround Jump Shot (8 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.01,Made,,,,,,,,,8.0,,,,,N. Marshall,1630230.0,1.0,,
202,PT09M57.00S,2022-12-29T01:44:43.4Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612750,31,30,2022-12-29T01:44:50Z,2020000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Edwards 2 FT),"[1629637, 1630162]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,1.0,0.0,Edwards,1630162.0,,,,,
204,PT09M57.00S,2022-12-29T01:45:07.0Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,31,31,2022-12-29T01:45:07Z,2040000,False,,,0,,A. Edwards Free Throw 1 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
205,PT09M57.00S,2022-12-29T01:45:25.6Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,31,32,2022-12-29T01:45:25Z,2050000,False,,,0,,A. Edwards Free Throw 2 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
207,PT09M42.00S,2022-12-29T01:45:59.8Z,2,REGULAR,foul,personal,[],203085,,,1610612740,31,32,2022-12-29T01:46:16Z,2070000,False,,,0,,A. Rivers personal FOUL (1 PF),"[203085, 1630230]",1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Mid-Range,8-16 Right,,,,,,,201246.0,,,,,1.0,0.0,Marshall,1630230.0,,,,,
209,PT09M29.00S,2022-12-29T01:46:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,19.267411300919843,38.48039215686275,1610612740,31,32,2022-12-29T01:46:33Z,2090000,False,58.0,129.0,1,left,MISS J. Alvarado 14' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,14.09,Missed,,,,,,,,,,,,,,,,,,
210,PT09M28.00S,2022-12-29T01:46:28.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,31,32,2022-12-29T01:46:33Z,2100000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,209.0,,,,,,,,,,,,,,,,,
212,PT09M09.00S,2022-12-29T01:46:56.8Z,2,REGULAR,3pt,Jump Shot,[],203085,94.30026281208936,2.696078431372549,1610612750,31,32,2022-12-29T01:47:01Z,2120000,False,-237.0,1.0,1,right,MISS A. Rivers 3PT,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
213,PT09M05.00S,2022-12-29T01:47:00.8Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,31,32,2022-12-29T01:47:01Z,2130000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,212.0,1.0,1.0,0.0,,,,,,,,,,,,,,
214,PT08M59.00S,2022-12-29T01:47:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,8.492115637319317,62.745098039215684,1610612740,31,32,2022-12-29T01:47:10Z,2140000,False,-64.0,27.0,1,left,MISS N. Marshall 6' driving floating bank Shot,[1630230],1610612740.0,NOP,driving floating bank,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
215,PT08M57.00S,2022-12-29T01:47:08.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,31,32,2022-12-29T01:47:10Z,2150000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,214.0,3.0,3.0,0.0,,,,,,,,,,,,,,
216,PT08M52.00S,2022-12-29T01:47:13.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,78.79434954007884,10.049019607843137,1610612750,31,35,2022-12-29T01:47:19Z,2160000,False,-200.0,147.0,1,right,A. Edwards 24' 3PT  (11 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.79,Made,,,,,,,,,11.0,,,,,R. Gobert,203497.0,1.0,,
218,PT08M33.00S,2022-12-29T01:47:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.674770039421814,39.950980392156865,1610612740,31,35,2022-12-29T01:47:39Z,2180000,False,50.0,38.0,1,left,MISS J. Alvarado 6' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
219,PT08M31.00S,2022-12-29T01:47:34.1Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,31,35,2022-12-29T01:47:39Z,2190000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,218.0,3.0,2.0,1.0,,,,,,,,,,,,,,
220,PT08M27.00S,2022-12-29T01:47:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.77463863337714,51.470588235294116,1610612750,31,37,2022-12-29T01:47:45Z,2200000,False,7.0,6.0,1,right,A. Edwards driving Layup (13 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,13.0,,,,,,,,,
221,PT08M27.00S,2022-12-29T01:47:45.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,31,37,2022-12-29T01:47:45Z,2210000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M27.00S,2022-12-29T01:49:51.0Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,31,37,2022-12-29T01:50:02Z,2220000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M27.00S,2022-12-29T01:49:51.0Z,2,REGULAR,substitution,in,[],203468,,,1610612740,31,37,2022-12-29T01:50:02Z,2230000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M09.00S,2022-12-29T01:50:47.7Z,2,REGULAR,3pt,Jump Shot,[],203468,32.276609724047304,49.01960784313725,1610612740,34,37,2022-12-29T01:50:58Z,2240000,False,5.0,251.0,1,left,C. McCollum 25' 3PT pullup (7 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.09,Made,,,,,,,,,7.0,,,,,,,,,
225,PT07M55.00S,2022-12-29T01:51:02.8Z,2,REGULAR,turnover,bad pass,[],203497,,,1610612750,34,37,2022-12-29T01:51:09Z,2250000,False,,,0,,R. Gobert bad pass TURNOVER (1 TO),"[203497, 203468]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,McCollum,203468.0,,,,,,,,,,
226,PT07M55.00S,2022-12-29T01:51:02.8Z,2,REGULAR,steal,,[],203468,,,1610612740,34,37,2022-12-29T01:51:04Z,2260000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
227,PT07M51.00S,2022-12-29T01:51:06.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,20.71287779237845,89.2156862745098,1610612740,34,37,2022-12-29T01:52:43Z,2270000,False,-196.0,142.0,1,left,MISS C. McCollum 24' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.22,Missed,,,,,,,,,,,,,,,,,,
228,PT07M48.00S,2022-12-29T01:51:09.4Z,2,REGULAR,rebound,defensive,[],1627854,,,1610612750,34,37,2022-12-29T01:52:43Z,2280000,False,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Left Center,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,
229,PT07M44.00S,2022-12-29T01:51:13.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,80.89684625492772,5.88235294117647,1610612750,34,37,2022-12-29T01:51:22Z,2290000,False,-221.0,127.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
230,PT07M41.00S,2022-12-29T01:51:16.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,34,37,2022-12-29T01:51:22Z,2300000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,229.0,5.0,3.0,2.0,,,,,,,,,,,,,,
231,PT07M25.00S,2022-12-29T01:51:32.0Z,2,REGULAR,2pt,Jump Shot,[],202685,10.726018396846255,69.85294117647058,1610612740,34,37,2022-12-29T01:51:36Z,2310000,False,-99.0,48.0,1,left,MISS J. Valanciunas 11' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,11.04,Missed,,,,,,,,,,,,,,,,,,
232,PT07M23.00S,2022-12-29T01:51:34.0Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,34,37,2022-12-29T01:51:36Z,2320000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,,
233,PT07M12.00S,2022-12-29T01:51:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,6.389618922470433,55.63725490196079,1610612740,34,37,2022-12-29T01:51:52Z,2330000,False,-28.0,8.0,1,left,MISS J. Valanciunas driving Layup - blocked,"[202685, 203497]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
234,PT07M12.00S,2022-12-29T01:51:45.4Z,2,REGULAR,block,,[],203497,,,1610612740,34,37,2022-12-29T01:51:48Z,2340000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT07M09.00S,2022-12-29T01:51:48.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,34,37,2022-12-29T01:51:52Z,2350000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,
236,PT07M07.00S,2022-12-29T01:51:50.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627854,94.56307490144546,4.901960784313726,1610612750,34,37,2022-12-29T01:51:55Z,2360000,False,-225.0,-1.0,1,right,MISS B. Forbes 3PT,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
237,PT07M03.00S,2022-12-29T01:51:54.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,34,37,2022-12-29T01:51:55Z,2370000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
238,PT06M55.00S,2022-12-29T01:52:01.4Z,2,REGULAR,3pt,Jump Shot,[],1630631,31.225361366622867,67.40196078431373,1610612740,34,37,2022-12-29T01:52:05Z,2380000,False,-87.0,241.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
239,PT06M53.00S,2022-12-29T01:52:03.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,34,37,2022-12-29T01:52:05Z,2390000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,,,
240,PT06M38.00S,2022-12-29T01:52:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,94.03745072273325,46.32352941176471,1610612750,34,39,2022-12-29T01:52:30Z,2400000,False,-18.0,4.0,1,right,A. Rivers driving Layup (2 PTS),[203085],1610612750.0,MIN,driving,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,2.0,,,,,,,,,
241,PT06M38.00S,2022-12-29T01:52:26.0Z,2,REGULAR,foul,personal,['1freethrow'],1630631,,,1610612750,34,39,2022-12-29T01:52:47Z,2410000,False,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Rivers 1 FT),"[1630631, 203085]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,2.0,0.0,Rivers,203085.0,,,,,
244,PT06M38.00S,2022-12-29T01:52:35.3Z,2,REGULAR,substitution,out,[],1627854,,,1610612750,34,39,2022-12-29T01:52:46Z,2440000,False,,,0,,SUB out: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M38.00S,2022-12-29T01:52:35.3Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,34,39,2022-12-29T01:52:46Z,2450000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M38.00S,2022-12-29T01:52:35.3Z,2,REGULAR,substitution,in,[],1629627,,,1610612750,34,39,2022-12-29T01:52:46Z,2460000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M38.00S,2022-12-29T01:52:35.3Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,34,39,2022-12-29T01:52:46Z,2470000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M38.00S,2022-12-29T01:52:35.3Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,34,39,2022-12-29T01:52:46Z,2480000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M38.00S,2022-12-29T01:52:35.3Z,2,REGULAR,substitution,out,[],202685,,,1610612750,34,39,2022-12-29T01:53:00Z,2485000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M38.00S,2022-12-29T01:53:00.0Z,2,REGULAR,freethrow,1 of 1,[],203085,,,1610612750,34,39,2022-12-29T01:53:21Z,2490000,False,,,0,,MISS A. Rivers Free Throw 1 of 1,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
251,PT06M37.00S,2022-12-29T01:53:01.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,34,39,2022-12-29T01:53:21Z,2500000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,249.0,4.0,3.0,1.0,,,,,,,,,,,,,,
252,PT06M37.00S,2022-12-29T01:53:06.6Z,2,REGULAR,foul,personal,[],1629637,,,1610612750,34,39,2022-12-29T01:53:11Z,2510000,False,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 203497]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,2.0,0.0,Gobert,203497.0,,,,,
254,PT06M37.00S,2022-12-29T01:53:13.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612750,34,39,2022-12-29T01:53:16Z,2530000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M37.00S,2022-12-29T01:53:13.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612750,34,39,2022-12-29T01:53:16Z,2540000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M32.00S,2022-12-29T01:53:28.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,77.61169513797634,8.088235294117647,1610612750,34,39,2022-12-29T01:53:34Z,2550000,False,-210.0,158.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
