shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
10:32,15,PT10M32.00S,2022-12-08T01:11:47.2Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,0,5,2022-12-08T01:11:52Z,150000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630165]",3,1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Hayes,1630165.0,,,,,,,,,,
10:32,16,PT10M32.00S,2022-12-08T01:11:47.2Z,1,REGULAR,steal,,[],1630165,,,1610612765,0,5,2022-12-08T01:11:49Z,160000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
10:29,17,PT10M29.00S,2022-12-08T01:11:50.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630165,4.944152431011826,49.50980392156863,1610612765,0,7,2022-12-08T01:11:56Z,170000,False,2.0,-6.0,1,left,K. Hayes running DUNK (4 PTS),[1630165],7,1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,4.0,,,,,,,,,,,,,
10:17,18,PT10M17.00S,2022-12-08T01:12:02.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,93.64323258869908,48.77450980392157,1610612740,2,7,2022-12-08T01:12:07Z,180000,False,-6.0,7.0,1,right,T. Murphy III driving DUNK (2 PTS) (J. Valanciunas 1 AST),"[1630530, 202685]",25,1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,2.0,,,,J. Valanciunas,202685.0,1.0,,,,,,,
09:54,20,PT09M54.00S,2022-12-08T01:12:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,12.565703022339028,50.0,1610612765,2,7,2022-12-08T01:13:04Z,200000,False,0.0,66.0,1,left,MISS J. Ivey 6' driving floating Shot,[1631093],23,1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
09:52,21,PT09M52.00S,2022-12-08T01:12:27.0Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,2,7,2022-12-08T01:12:34Z,210000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],11,1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:45,22,PT09M45.00S,2022-12-08T01:12:38.2Z,1,REGULAR,turnover,traveling,[],202685,,,1610612740,2,7,2022-12-08T01:12:43Z,220000,False,,,0,,J. Valanciunas traveling TURNOVER (1 TO),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,202026.0,,,,,,
09:30,23,PT09M30.00S,2022-12-08T01:13:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,6.915243101182654,51.225490196078425,1610612765,2,7,2022-12-08T01:13:10Z,230000,False,-6.0,13.0,1,left,MISS M. Bagley III cutting Layup,[1628963],35,1610612765.0,DET,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
09:28,24,PT09M28.00S,2022-12-08T01:13:09.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,7,2022-12-08T01:13:10Z,240000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
09:20,25,PT09M20.00S,2022-12-08T01:13:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,94.69448094612353,96.32352941176471,1610612740,5,7,2022-12-08T01:13:21Z,250000,False,232.0,-3.0,1,right,T. Murphy III 3PT  (5 PTS) (C. McCollum 1 AST),"[1630530, 203468]",25,1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.16,Made,,,,,5.0,,,,C. McCollum,203468.0,1.0,,,,,,,
09:01,27,PT09M01.00S,2022-12-08T01:13:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630165,23.73521681997372,83.33333333333334,1610612765,5,7,2022-12-08T01:13:50Z,270000,False,-167.0,171.0,1,left,MISS K. Hayes 3PT,[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,23.85,Missed,,,,,,,,,,,,,,,,,,
08:59,28,PT08M59.00S,2022-12-08T01:13:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,5,7,2022-12-08T01:13:55Z,280000,False,,,0,,TEAM defensive REBOUND,[],,1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,27.0,,,,,,,,,,,,,,,,,
08:59,29,PT08M59.00S,2022-12-08T01:13:41.6Z,1,REGULAR,foul,personal,[],1630191,,,1610612740,5,7,2022-12-08T01:13:58Z,290000,False,,,0,,I. Stewart loose ball personal FOUL (1 PF),"[1630191, 1630530]",28,1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202056.0,1.0,0.0,Murphy III,1630530.0,,
08:49,31,PT08M49.00S,2022-12-08T01:14:07.7Z,1,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,5,7,2022-12-08T01:14:14Z,310000,False,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (2 TO),[202685],17,1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,202026.0,,,,,,
08:37,32,PT08M37.00S,2022-12-08T01:14:24.7Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,5,7,2022-12-08T01:14:32Z,320000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1630700]",23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,
08:37,33,PT08M37.00S,2022-12-08T01:14:24.7Z,1,REGULAR,steal,,[],1630700,,,1610612740,5,7,2022-12-08T01:14:32Z,330000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],11,1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
08:34,34,PT08M34.00S,2022-12-08T01:14:31.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,92.9862023653088,51.9607843137255,1610612740,7,7,2022-12-08T01:16:09Z,340000,False,10.0,13.0,1,right,D. Daniels running Jump Shot (2 PTS) (Z. Williamson 1 AST),"[1630700, 1629627]",11,1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,2.0,,,,Z. Williamson,1629627.0,1.0,,,,,,,
08:34,36,PT08M34.00S,2022-12-08T01:14:34.1Z,1,REGULAR,foul,personal,['1freethrow'],1631093,,,1610612740,7,7,2022-12-08T01:14:49Z,360000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Daniels 1 FT),"[1631093, 1630700]",23,1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202056.0,1.0,0.0,Daniels,1630700.0,,
08:34,38,PT08M34.00S,2022-12-08T01:14:58.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630700,,,1610612740,8,7,2022-12-08T01:15:20Z,380000,False,,,0,,D. Daniels Free Throw 1 of 1 (3 PTS),[1630700],11,1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
08:19,39,PT08M19.00S,2022-12-08T01:15:16.5Z,1,REGULAR,2pt,Jump Shot,[],202711,21.632720105124836,53.92156862745098,1610612765,8,7,2022-12-08T01:15:20Z,390000,False,-20.0,151.0,1,left,MISS B. Bogdanovic 15' driving floating Shot,[202711],44,1610612765.0,DET,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Center,15.21,Missed,,,,,,,,,,,,,,,,,,
08:16,40,PT08M16.00S,2022-12-08T01:15:19.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,8,7,2022-12-08T01:15:20Z,400000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,
08:11,41,PT08M11.00S,2022-12-08T01:15:24.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202685,92.85479632063075,47.30392156862745,1610612740,8,7,2022-12-08T02:11:27Z,410000,False,-13.0,15.0,1,right,MISS J. Valanciunas running reverse Layup,[202685],17,1610612740.0,NOP,running reverse,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
08:09,42,PT08M09.00S,2022-12-08T01:15:26.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,8,7,2022-12-08T01:15:32Z,420000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
08:05,43,PT08M05.00S,2022-12-08T01:15:31.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630191,6.258212877792378,38.72549019607843,1610612765,8,7,2022-12-08T01:17:09Z,430000,False,56.0,6.0,1,left,MISS I. Stewart running Layup,[1630191],28,1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,,,,,,,,,,,,,,
08:05,44,PT08M05.00S,2022-12-08T01:15:31.0Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,8,7,2022-12-08T01:15:38Z,440000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,
08:00,45,PT08M00.00S,2022-12-08T01:15:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,6.389618922470433,46.32352941176471,1610612765,8,9,2022-12-08T01:15:42Z,450000,False,18.0,8.0,1,left,J. Ivey Layup (2 PTS),[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,2.0,,,,,,,,,,,,,
07:42,47,PT07M42.00S,2022-12-08T01:16:17.7Z,1,REGULAR,3pt,Jump Shot,[],202685,70.12155059132719,70.34313725490196,1610612740,8,9,2022-12-08T01:16:22Z,470000,False,102.0,228.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
07:38,48,PT07M38.00S,2022-12-08T01:16:21.7Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,8,9,2022-12-08T01:16:22Z,480000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:31,49,PT07M31.00S,2022-12-08T01:16:28.2Z,1,REGULAR,3pt,Jump Shot,[],202711,26.757555847568987,12.5,1610612765,8,9,2022-12-08T01:16:32Z,490000,False,188.0,199.0,1,left,MISS B. Bogdanovic 27' 3PT,[202711],44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,27.34,Missed,,,,,,,,,,,,,,,,,,
07:28,50,PT07M28.00S,2022-12-08T01:16:31.2Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,9,2022-12-08T01:16:32Z,500000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:20,51,PT07M20.00S,2022-12-08T01:16:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.30026281208936,53.67647058823529,1610612740,8,9,2022-12-08T01:16:43Z,510000,False,18.0,1.0,1,right,MISS Z. Williamson driving Layup,[1629627],1,1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
07:16,52,PT07M16.00S,2022-12-08T01:16:42.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,8,9,2022-12-08T01:16:42Z,520000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
07:14,53,PT07M14.00S,2022-12-08T01:16:45.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,5.732588699080158,47.549019607843135,1610612765,8,11,2022-12-08T01:18:24Z,530000,False,12.0,1.0,1,left,J. Ivey running Layup (4 PTS) (K. Hayes 1 AST),"[1631093, 1630165]",23,1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,4.0,,,,K. Hayes,1630165.0,1.0,,,,,,,
06:55,55,PT06M55.00S,2022-12-08T01:17:05.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.25558475689881,36.76470588235294,1610612740,10,11,2022-12-08T01:17:10Z,550000,False,-66.0,58.0,1,right,C. McCollum 8' pullup bank Jump Shot (2 PTS),[203468],3,1610612740.0,NOP,pullup bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,8.79,Made,,,,,2.0,,,,,,,,,,,,,
06:38,56,PT06M38.00S,2022-12-08T01:17:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630191,30.56833114323259,30.392156862745097,1610612765,10,11,2022-12-08T01:17:26Z,560000,False,98.0,235.0,1,left,MISS I. Stewart 25' 3PT,[1630191],28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
06:35,57,PT06M35.00S,2022-12-08T01:17:23.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,11,2022-12-08T01:17:26Z,570000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,56.0,4.0,4.0,0.0,,,,,,,,,,,,,,
06:30,58,PT06M30.00S,2022-12-08T01:17:28.8Z,1,REGULAR,3pt,Jump Shot,[],1630530,75.1149802890933,85.7843137254902,1610612740,10,11,2022-12-08T01:17:53Z,580000,False,179.0,181.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],25,1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
06:27,59,PT06M27.00S,2022-12-08T01:17:31.8Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,10,11,2022-12-08T01:17:53Z,590000,False,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,
06:23,60,PT06M23.00S,2022-12-08T01:17:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,10,11,2022-12-08T01:17:44Z,600000,False,,,0,,DET Timeout,[],,1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:13,61,PT06M13.00S,2022-12-08T01:20:47.6Z,1,REGULAR,3pt,Jump Shot,[],202711,7.703679369250986,3.9215686274509802,1610612765,10,11,2022-12-08T01:20:53Z,610000,False,230.0,20.0,1,left,MISS B. Bogdanovic 3PT,[202711],44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
06:10,62,PT06M10.00S,2022-12-08T01:20:50.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,10,11,2022-12-08T01:20:53Z,620000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
05:59,63,PT05M59.00S,2022-12-08T01:21:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.38042049934296,46.81372549019608,1610612740,12,11,2022-12-08T01:21:10Z,630000,False,-16.0,10.0,1,right,Z. Williamson driving Layup (2 PTS),[1629627],1,1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,,,,,,,,,,,,,
05:59,64,PT05M59.00S,2022-12-08T01:21:07.2Z,1,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612740,12,11,2022-12-08T01:21:14Z,640000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Williamson 1 FT),"[1628963, 1629627]",35,1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,1.0,0.0,Williamson,1629627.0,,
05:59,66,PT05M59.00S,2022-12-08T01:21:29.1Z,1,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,13,11,2022-12-08T01:21:29Z,660000,False,,,0,,Z. Williamson Free Throw 1 of 1 (3 PTS),[1629627],1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
05:46,67,PT05M46.00S,2022-12-08T01:21:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,5.338370565045992,49.26470588235294,1610612765,13,13,2022-12-08T01:21:49Z,670000,False,4.0,-2.0,1,left,I. Stewart cutting DUNK (2 PTS) (K. Hayes 2 AST),"[1630191, 1630165]",28,1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,2.0,,,,K. Hayes,1630165.0,2.0,,,,,,,
05:28,69,PT05M28.00S,2022-12-08T01:22:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.64323258869908,46.32352941176471,1610612740,15,13,2022-12-08T01:22:09Z,690000,False,-18.0,7.0,1,right,Z. Williamson driving Layup (5 PTS),[1629627],1,1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,5.0,,,,,,,,,,,,,
05:19,70,PT05M19.00S,2022-12-08T01:22:10.3Z,1,REGULAR,3pt,Jump Shot,[],1630191,30.17411300919842,27.941176470588236,1610612765,15,16,2022-12-08T01:22:16Z,700000,False,110.0,231.0,1,left,I. Stewart 25' 3PT  (5 PTS) (K. Hayes 3 AST),"[1630191, 1630165]",28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,5.0,,,,K. Hayes,1630165.0,3.0,,,,,,,
04:54,72,PT04M54.00S,2022-12-08T01:22:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.64323258869908,45.588235294117645,1610612740,17,16,2022-12-08T01:22:42Z,720000,False,-22.0,7.0,1,right,C. McCollum driving Layup (4 PTS),[203468],3,1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,4.0,,,,,,,,,,,,,
04:42,73,PT04M42.00S,2022-12-08T01:22:54.1Z,1,REGULAR,foul,personal,[],1629627,,,1610612765,17,16,2022-12-08T01:23:03Z,730000,False,,,0,,Z. Williamson personal FOUL (1 PF),"[1629627, 1628963]",1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1148.0,1.0,0.0,Bagley III,1628963.0,,
04:42,75,PT04M42.00S,2022-12-08T01:23:00.3Z,1,REGULAR,substitution,out,[],1629627,,,1610612765,17,16,2022-12-08T01:23:18Z,750000,False,,,0,,SUB out: Z. Williamson,[1629627],1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
04:42,76,PT04M42.00S,2022-12-08T01:23:00.3Z,1,REGULAR,substitution,out,[],202685,,,1610612765,17,16,2022-12-08T01:23:18Z,760000,False,,,0,,SUB out: J. Valanciunas,[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
04:42,77,PT04M42.00S,2022-12-08T01:23:00.3Z,1,REGULAR,substitution,out,[],1628963,,,1610612765,17,16,2022-12-08T01:23:18Z,770000,False,,,0,,SUB out: M. Bagley III,[1628963],35,1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
04:42,78,PT04M42.00S,2022-12-08T01:23:00.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,17,16,2022-12-08T01:23:18Z,780000,False,,,0,,SUB out: J. Ivey,[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
