actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
22,PT10M15.00S,2022-11-05T00:43:46.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,2,2022-11-05T00:44:19Z,220000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M13.00S,2022-11-05T00:43:51.7Z,1,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612740,2,2,2022-11-05T00:46:48Z,230000,,,0,,M. Moody shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630541, 1627742]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Ingram,1627742.0,,,,,
25,PT10M13.00S,2022-11-05T00:44:23.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627742,,,1610612740,2,2,2022-11-05T00:45:08Z,250000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT10M13.00S,2022-11-05T00:44:23.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,2,2,2022-11-05T00:45:08Z,260000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
31,PT10M13.00S,2022-11-05T00:44:23.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627742,,,1610612740,3,2,2022-11-05T00:45:08Z,265000,,,0,,B. Ingram Free Throw 2 of 2 (1 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
27,PT09M59.00S,2022-11-05T00:44:54.7Z,1,REGULAR,2pt,Jump Shot,[],1629673,22.552562417871222,29.166666666666668,1610612744,3,4,2022-11-05T00:45:55Z,270000,104.0,159.0,1,left,J. Poole 19' pullup Jump Shot (2 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,19.05,Made,,,,,2.0,K. Looney,1626172.0,1.0,,,,,,,,,,
29,PT09M47.00S,2022-11-05T00:45:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,86.81011826544021,52.94117647058824,1610612740,5,4,2022-11-05T00:46:42Z,290000,15.0,71.0,1,right,J. Valanciunas 7' turnaround Jump Shot (4 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,4.0,C. McCollum,203468.0,1.0,,,,,,,,,,
33,PT09M31.00S,2022-11-05T00:45:21.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,29.6484888304862,18.627450980392158,1610612744,5,7,2022-11-05T00:47:20Z,310000,157.0,226.0,1,left,J. Poole 27' 3PT  (5 PTS) (K. Looney 2 AST),"[1629673, 1626172]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,27.53,Made,,,,,5.0,K. Looney,1626172.0,2.0,,,,,,,,,,
35,PT09M16.00S,2022-11-05T00:45:36.4Z,1,REGULAR,3pt,Jump Shot,[],203468,75.24638633377135,88.72549019607843,1610612740,5,7,2022-11-05T00:45:41Z,330000,194.0,180.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
36,PT09M14.00S,2022-11-05T00:45:38.4Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,5,7,2022-11-05T00:45:41Z,340000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M57.00S,2022-11-05T00:45:56.3Z,1,REGULAR,2pt,Jump Shot,[],1630541,4.28712220762155,81.37254901960785,1610612744,5,7,2022-11-05T00:46:02Z,350000,-157.0,-12.0,1,left,MISS M. Moody 15' pullup Shot,[1630541],1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Mid-Range,8-16 Left,15.74,Missed,,,,,,,,,,,,,,,,,,
38,PT08M54.00S,2022-11-05T00:45:59.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,5,7,2022-11-05T00:46:02Z,360000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M53.00S,2022-11-05T00:46:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,10.200394218134035,46.81372549019608,1610612744,5,7,2022-11-05T00:46:05Z,370000,16.0,43.0,1,left,MISS K. Looney putback Layup - blocked,"[1626172, 1627742]",1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,Ingram,1627742.0,,,
40,PT08M53.00S,2022-11-05T00:46:00.7Z,1,REGULAR,block,,[],1627742,,,1610612744,5,7,2022-11-05T00:46:03Z,380000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M53.00S,2022-11-05T00:46:00.7Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,5,7,2022-11-05T00:46:05Z,390000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M45.00S,2022-11-05T00:46:08.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202685,66.44218134034165,44.85294117647059,1610612740,5,7,2022-11-05T00:46:17Z,400000,-26.0,263.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2022-11-05T00:46:13.6Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,5,7,2022-11-05T00:46:17Z,410000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M20.00S,2022-11-05T00:46:33.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630237,11.514454664914586,51.225490196078425,1610612744,5,9,2022-11-05T00:46:37Z,420000,-6.0,56.0,1,left,A. Lamb Hook (2 PTS) (M. Moody 1 AST),"[1630237, 1630541]",1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),0-8 Center,5.6,Made,,,,,2.0,M. Moody,1630541.0,1.0,,,,,,,,,,
46,PT08M03.00S,2022-11-05T00:46:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.07950065703022,57.35294117647059,1610612740,5,9,2022-11-05T00:49:42Z,440000,37.0,116.0,1,right,MISS C. McCollum 12' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.17,Missed,,,,,,,,,,,,,,,,,,
47,PT08M00.00S,2022-11-05T00:46:52.8Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,5,9,2022-11-05T00:47:04Z,450000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,46.0,3.0,2.0,1.0,,,,,,,,,,,,,,
49,PT07M57.00S,2022-11-05T00:47:13.2Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,5,9,2022-11-05T00:47:18Z,470000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1630237]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Lamb,1630237.0
50,PT07M57.00S,2022-11-05T00:47:13.2Z,1,REGULAR,steal,,[],1630237,,,1610612744,5,9,2022-11-05T00:47:15Z,480000,,,0,,A. Lamb STEAL (1 STL),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
51,PT07M52.00S,2022-11-05T00:47:18.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630541,5.469776609724048,49.754901960784316,1610612744,5,11,2022-11-05T00:47:23Z,490000,1.0,-1.0,1,left,M. Moody cutting DUNK (2 PTS) (J. Poole 1 AST),"[1630541, 1629673]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,
53,PT07M52.00S,2022-11-05T00:47:24.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,5,11,2022-11-05T00:47:24Z,510000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M38.00S,2022-11-05T00:50:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.72339027595268,44.11764705882353,1610612740,7,11,2022-11-05T00:51:17Z,520000,-29.0,16.0,1,right,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,2.0,,,,,,,,,,,,,
55,PT07M27.00S,2022-11-05T00:50:38.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,20.97568988173456,90.68627450980392,1610612744,7,11,2022-11-05T00:50:45Z,530000,-203.0,145.0,1,left,MISS J. Poole 24' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
56,PT07M24.00S,2022-11-05T00:50:41.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,7,11,2022-11-05T00:50:45Z,540000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M08.00S,2022-11-05T00:50:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,94.30026281208936,48.28431372549019,1610612740,9,11,2022-11-05T00:51:12Z,550000,-9.0,1.0,1,right,B. Ingram driving DUNK (3 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,3.0,,,,,,,,,,,,,
58,PT06M52.00S,2022-11-05T00:51:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.258212877792378,45.09803921568628,1610612744,9,11,2022-11-05T00:52:27Z,560000,25.0,6.0,1,left,MISS J. Poole driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2022-11-05T00:51:16.8Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,9,11,2022-11-05T00:51:22Z,570000,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,58.0,4.0,3.0,1.0,,,,,,,,,,,,,,
60,PT06M45.00S,2022-11-05T00:51:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,93.51182654402102,45.09803921568628,1610612740,11,11,2022-11-05T00:51:32Z,580000,-25.0,8.0,1,right,Z. Williamson reverse Layup (4 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,4.0,C. McCollum,203468.0,2.0,,,,,,,,,,
62,PT06M19.00S,2022-11-05T00:51:51.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,11,11,2022-11-05T00:51:57Z,600000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,,,,,,,,
63,PT06M07.00S,2022-11-05T00:52:15.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,91.40932982917214,72.54901960784314,1610612740,13,11,2022-11-05T00:52:21Z,610000,113.0,28.0,1,right,B. Ingram 11' Jump Shot (5 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,11.62,Made,,,,,5.0,H. Jones,1630529.0,1.0,,,,,,,,,,
65,PT05M44.00S,2022-11-05T00:52:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630228,31.09395532194481,34.31372549019608,1610612744,13,11,2022-11-05T00:52:42Z,630000,78.0,240.0,1,left,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
66,PT05M41.00S,2022-11-05T00:52:41.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,13,11,2022-11-05T00:52:42Z,640000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT05M35.00S,2022-11-05T00:52:48.6Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",203468,92.59198423127464,55.63725490196079,1610612740,13,11,2022-11-05T00:53:38Z,650000,28.0,17.0,1,right,MISS C. McCollum driving Hook,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
68,PT05M33.00S,2022-11-05T00:52:50.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,13,11,2022-11-05T00:52:52Z,660000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,67.0,2.0,1.0,1.0,,,,,,,,,,,,,,
69,PT05M29.00S,2022-11-05T00:52:54.5Z,1,REGULAR,foul,personal,['3freethrow'],1630529,,,1610612744,13,11,2022-11-05T00:53:09Z,670000,,,0,,H. Jones shooting personal FOUL (1 PF) (Poole 3 FT),"[1630529, 1629673]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2715.0,1.0,0.0,Poole,1629673.0,,,,,
71,PT05M29.00S,2022-11-05T00:53:23.7Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1629673,,,1610612744,13,12,2022-11-05T00:53:23Z,690000,,,0,,J. Poole Free Throw 1 of 3 (6 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
72,PT05M29.00S,2022-11-05T00:53:49.2Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1629673,,,1610612744,13,13,2022-11-05T00:53:49Z,700000,,,0,,J. Poole Free Throw 2 of 3 (7 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
73,PT05M29.00S,2022-11-05T00:53:50.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612744,13,13,2022-11-05T00:54:01Z,710000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2022-11-05T00:53:50.0Z,1,REGULAR,substitution,out,[],1630529,,,1610612744,13,13,2022-11-05T00:54:01Z,720000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2022-11-05T00:53:50.0Z,1,REGULAR,substitution,in,[],1630530,,,1610612744,13,13,2022-11-05T00:54:01Z,730000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2022-11-05T00:53:50.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612744,13,13,2022-11-05T00:54:01Z,740000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2022-11-05T00:54:14.1Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1629673,,,1610612744,13,14,2022-11-05T00:54:14Z,750000,,,0,,J. Poole Free Throw 3 of 3 (8 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
78,PT05M11.00S,2022-11-05T00:54:36.5Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612740,13,14,2022-11-05T00:54:44Z,760000,,,0,,K. Looney shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1626172, 202685]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,1.0,0.0,Valanciunas,202685.0,,,,,
80,PT05M11.00S,2022-11-05T00:55:02.5Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,14,14,2022-11-05T00:55:02Z,780000,,,0,,J. Valanciunas Free Throw 1 of 2 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
81,PT05M11.00S,2022-11-05T00:55:03.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612740,14,14,2022-11-05T00:55:15Z,790000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M11.00S,2022-11-05T00:55:03.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612740,14,14,2022-11-05T00:55:15Z,800000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2022-11-05T00:55:03.3Z,1,REGULAR,substitution,in,[],1630164,,,1610612740,14,14,2022-11-05T00:55:15Z,810000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2022-11-05T00:55:03.3Z,1,REGULAR,substitution,in,[],1629660,,,1610612740,14,14,2022-11-05T00:55:15Z,820000,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M11.00S,2022-11-05T00:55:26.1Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,15,14,2022-11-05T00:55:26Z,830000,,,0,,J. Valanciunas Free Throw 2 of 2 (6 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
86,PT05M01.00S,2022-11-05T00:55:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612744,15,14,2022-11-05T00:56:05Z,840000,,,0,,N. Marshall shooting personal FOUL (1 PF) (Wiseman 2 FT),"[1630230, 1630164]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627529.0,1.0,0.0,Wiseman,1630164.0,,,,,
88,PT05M01.00S,2022-11-05T00:56:07.0Z,1,REGULAR,freethrow,1 of 2,[],1630164,,,1610612744,15,15,2022-11-05T00:56:07Z,860000,,,0,,J. Wiseman Free Throw 1 of 2 (1 PTS),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
89,PT05M01.00S,2022-11-05T00:56:21.1Z,1,REGULAR,freethrow,2 of 2,[],1630164,,,1610612744,15,16,2022-11-05T00:56:21Z,870000,,,0,,J. Wiseman Free Throw 2 of 2 (2 PTS),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
