shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-10T01:40:22.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-10T01:40:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-10T01:40:25.3Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-12-10T01:40:25Z,40000,False,,,0,,Jump Ball D. Ayton vs. J. Valanciunas: Tip to C. Paul,"[101108, 1629028, 202685]",3,1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
11:35,8,PT11M35.00S,2022-12-10T01:41:03.9Z,1,REGULAR,3pt,Jump Shot,[],1628969,68.80749014454665,69.85294117647058,1610612756,0,0,2022-12-10T01:41:09Z,80000,False,99.0,241.0,1,right,MISS M. Bridges 26' 3PT,[1628969],25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
11:32,9,PT11M32.00S,2022-12-10T01:41:06.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2022-12-10T01:41:09Z,90000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:13,10,PT11M13.00S,2022-12-10T01:41:26.1Z,1,REGULAR,3pt,Jump Shot,[],203468,32.40801576872536,29.166666666666668,1610612740,0,0,2022-12-10T01:41:34Z,100000,False,104.0,252.0,1,left,MISS C. McCollum 27' 3PT,[203468],3,1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
11:10,11,PT11M10.00S,2022-12-10T01:41:29.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,0,0,2022-12-10T01:41:34Z,110000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],22,1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:06,12,PT11M06.00S,2022-12-10T01:41:33.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628470,92.06636005256242,3.6764705882352944,1610612756,0,3,2022-12-10T01:42:07Z,120000,False,-232.0,22.0,1,right,T. Craig 3PT running (3 PTS) (M. Bridges 1 AST),"[1628470, 1628969]",0,1610612756.0,PHX,running,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.27,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
10:51,14,PT10M51.00S,2022-12-10T01:41:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,7.835085413929041,56.61764705882353,1610612740,0,3,2022-12-10T01:42:33Z,140000,False,-33.0,21.0,1,left,MISS J. Valanciunas floating Shot,[202685],17,1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,,,
10:46,15,PT10M46.00S,2022-12-10T01:41:52.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,0,3,2022-12-10T01:41:52Z,150000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10:46,16,PT10M46.00S,2022-12-10T01:41:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,0,3,2022-12-10T01:41:52Z,160000,False,0.0,0.0,1,left,MISS J. Valanciunas tip Layup,[202685],17,1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
