actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
179,PT08M41.00S,2022-10-26T00:06:29.5Z,2,REGULAR,3pt,Jump Shot,[],1628984,66.17936925098554,47.30392156862745,1610612740,50,37,2022-10-26T00:06:36Z,1770000,-13.0,265.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
180,PT08M36.00S,2022-10-26T00:06:34.5Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,50,37,2022-10-26T00:06:36Z,1780000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,
181,PT08M30.00S,2022-10-26T00:06:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,5.995400788436268,52.20588235294118,1610612742,50,39,2022-10-26T00:06:44Z,1790000,-11.0,4.0,1,left,J. Green running Layup (2 PTS) (F. Campazzo 1 AST),"[1630182, 1630267]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.17,Made,2.0,,,,,,,,,,F. Campazzo,1630267.0,1.0,,,,,
183,PT08M17.00S,2022-10-26T00:06:54.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630700,87.33574244415243,50.0,1610612740,52,39,2022-10-26T00:07:02Z,1810000,0.0,67.0,1,right,D. Daniels 6' turnaround Hook (2 PTS),[1630700],1610612740.0,NOP,turnaround,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,2.0,,,,,,,,,,,,,,,,,
184,PT07M58.00S,2022-10-26T00:07:11.4Z,2,REGULAR,3pt,Jump Shot,[],1630182,5.206964520367937,95.83333333333334,1610612742,52,39,2022-10-26T00:07:16Z,1820000,-229.0,-4.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
185,PT07M55.00S,2022-10-26T00:07:14.4Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,52,39,2022-10-26T00:07:16Z,1830000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Left Corner 3,24+ Left,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,
186,PT07M40.00S,2022-10-26T00:07:29.4Z,2,REGULAR,2pt,Jump Shot,[],1628984,77.61169513797634,53.67647058823529,1610612740,52,39,2022-10-26T00:08:25Z,1840000,18.0,158.0,1,right,MISS D. Graham 15' Jump Shot,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Center,15.91,Missed,,,,,,,,,,,,,,,,,,
187,PT07M35.00S,2022-10-26T00:07:34.4Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,52,39,2022-10-26T00:07:36Z,1850000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Center,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,
188,PT07M31.00S,2022-10-26T00:07:50.4Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612742,52,39,2022-10-26T00:08:05Z,1860000,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[1626204, 203915]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,2003.0,2.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,
190,PT07M31.00S,2022-10-26T00:08:06.8Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,52,40,2022-10-26T00:08:06Z,1880000,,,0,,S. Dinwiddie Free Throw 1 of 2 (5 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
191,PT07M31.00S,2022-10-26T00:08:07.8Z,2,REGULAR,substitution,out,[],1626204,,,1610612742,52,40,2022-10-26T00:08:14Z,1890000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M31.00S,2022-10-26T00:08:07.8Z,2,REGULAR,substitution,out,[],1630267,,,1610612742,52,40,2022-10-26T00:08:14Z,1900000,,,0,,SUB out: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M31.00S,2022-10-26T00:08:07.8Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,52,40,2022-10-26T00:08:14Z,1910000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M31.00S,2022-10-26T00:08:07.8Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,52,40,2022-10-26T00:08:14Z,1920000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M31.00S,2022-10-26T00:08:07.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,52,40,2022-10-26T00:08:14Z,1930000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M31.00S,2022-10-26T00:08:07.8Z,2,REGULAR,substitution,in,[],203493,,,1610612742,52,40,2022-10-26T00:08:14Z,1940000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M31.00S,2022-10-26T00:08:27.2Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,52,41,2022-10-26T00:08:27Z,1950000,,,0,,S. Dinwiddie Free Throw 2 of 2 (6 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
198,PT07M08.00S,2022-10-26T00:08:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,94.03745072273325,51.470588235294116,1610612740,54,41,2022-10-26T00:08:57Z,1960000,7.0,4.0,1,right,D. Daniels cutting Layup (4 PTS) (D. Graham 2 AST),"[1630700, 1628984]",1610612740.0,NOP,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.82,Made,4.0,,,,,,,,,,D. Graham,1628984.0,2.0,,,,,
200,PT06M50.00S,2022-10-26T00:09:14.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203915,6.1268068331143235,45.588235294117645,1610612742,54,43,2022-10-26T00:09:36Z,1980000,22.0,5.0,1,left,S. Dinwiddie driving Layup (8 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.27,Made,8.0,,,,,,,,,,,,,,,,,
201,PT06M50.00S,2022-10-26T00:09:22.3Z,2,REGULAR,violation,defensive goaltending,[],1629637,,,1610612742,54,43,2022-10-26T00:09:36Z,1990000,,,0,,J. Hayes defensive goaltending VIOLATION,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,
202,PT06M33.00S,2022-10-26T00:10:00.9Z,2,REGULAR,foul,personal,[],203493,,,1610612740,54,43,2022-10-26T00:10:10Z,2000000,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 1630631]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,,101283.0,2.0,0.0,Alvarado,1630631.0,,,,,,,,,,,,
204,PT06M33.00S,2022-10-26T00:10:12.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,54,43,2022-10-26T00:10:12Z,2020000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M33.00S,2022-10-26T00:12:25.8Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,54,43,2022-10-26T00:12:50Z,2030000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M33.00S,2022-10-26T00:12:25.8Z,2,REGULAR,substitution,in,[],203468,,,1610612740,54,43,2022-10-26T00:12:50Z,2040000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M23.00S,2022-10-26T00:13:37.3Z,2,REGULAR,3pt,Jump Shot,[],1630700,79.58278580814718,90.93137254901961,1610612740,57,43,2022-10-26T00:13:43Z,2050000,205.0,139.0,1,right,D. Daniels 24' 3PT step back (7 PTS),[1630700],1610612740.0,NOP,step back,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,24.77,Made,7.0,,,,,,,,,,,,,,,,,
208,PT06M03.00S,2022-10-26T00:13:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,14.14257555847569,50.245098039215684,1610612742,57,43,2022-10-26T00:14:06Z,2060000,-1.0,80.0,1,left,MISS S. Dinwiddie 8' driving Layup - blocked,"[203915, 203468]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,8.04,Missed,,,,,,,,,,,,,,McCollum,203468.0,,,
209,PT06M03.00S,2022-10-26T00:13:59.3Z,2,REGULAR,block,,[],203468,,,1610612742,57,43,2022-10-26T00:14:02Z,2070000,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
210,PT06M03.00S,2022-10-26T00:13:59.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,57,43,2022-10-26T00:14:06Z,2080000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,208.0,,,,,,,,,,,
212,PT05M50.00S,2022-10-26T00:14:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,83.52496714848883,51.225490196078425,1610612740,57,43,2022-10-26T00:14:21Z,2100000,6.0,102.0,1,right,MISS C. McCollum 10' floating Shot,[203468],1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,10.26,Missed,,,,,,,,,,,,,,,,,,
213,PT05M47.00S,2022-10-26T00:14:18.0Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,57,43,2022-10-26T00:14:18Z,2110000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,212.0,2.0,2.0,0.0,,,,,,,,
214,PT05M36.00S,2022-10-26T00:14:36.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612742,57,43,2022-10-26T00:14:43Z,2120000,,,0,,N. Marshall personal FOUL (2 PF) (Wood 2 FT),"[1630230, 1626174]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,101283.0,2.0,0.0,Wood,1626174.0,,,,,,,,,,,,
216,PT05M36.00S,2022-10-26T00:15:11.2Z,2,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,57,44,2022-10-26T00:15:52Z,2140000,,,0,,C. Wood Free Throw 1 of 2 (10 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
217,PT05M36.00S,2022-10-26T00:15:12.1Z,2,REGULAR,substitution,out,[],1628984,,,1610612742,57,44,2022-10-26T00:15:25Z,2150000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M36.00S,2022-10-26T00:15:12.1Z,2,REGULAR,substitution,out,[],1629637,,,1610612742,57,44,2022-10-26T00:15:25Z,2160000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M36.00S,2022-10-26T00:15:12.1Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,57,44,2022-10-26T00:15:25Z,2170000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M36.00S,2022-10-26T00:15:12.1Z,2,REGULAR,substitution,in,[],202685,,,1610612742,57,44,2022-10-26T00:15:25Z,2180000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M36.00S,2022-10-26T00:15:12.1Z,2,REGULAR,substitution,in,[],1630530,,,1610612742,57,44,2022-10-26T00:15:25Z,2190000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M36.00S,2022-10-26T00:15:12.1Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,57,44,2022-10-26T00:15:25Z,2200000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M36.00S,2022-10-26T00:15:11.2Z,2,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,57,44,2022-10-26T00:15:52Z,2210000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
224,PT05M34.00S,2022-10-26T00:15:13.2Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,57,44,2022-10-26T00:15:52Z,2220000,,,0,,J. Valanciunas REBOUND (Off:0 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,223.0,5.0,5.0,0.0,,,,,,,,
225,PT05M15.00S,2022-10-26T00:16:02.3Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612740,57,44,2022-10-26T00:16:07Z,2230000,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 203493]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Bullock,203493.0
226,PT05M15.00S,2022-10-26T00:16:02.3Z,2,REGULAR,steal,,[],203493,,,1610612742,57,44,2022-10-26T00:16:04Z,2240000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT05M07.00S,2022-10-26T00:16:10.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,27.677398160315374,75.0,1610612742,57,47,2022-10-26T00:16:18Z,2250000,-125.0,208.0,1,left,C. Wood 24' 3PT  (13 PTS) (S. Dinwiddie 2 AST),"[1626174, 203915]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,24.24,Made,13.0,,,,,,,,,,S. Dinwiddie,203915.0,2.0,,,,,
229,PT04M52.00S,2022-10-26T00:16:25.4Z,2,REGULAR,3pt,Jump Shot,[],203468,68.67608409986859,26.715686274509803,1610612740,57,47,2022-10-26T00:16:31Z,2270000,-116.0,242.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
230,PT04M48.00S,2022-10-26T00:16:29.4Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,57,47,2022-10-26T00:16:31Z,2280000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,
243,PT04M39.00S,2022-10-26T00:16:31.7Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612742,57,47,2022-10-26T00:18:08Z,2285000,,,0,,L. Doncic lost ball TURNOVER (2 TO),"[1629029, 1630700]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Daniels,1630700.0
244,PT04M39.00S,2022-10-26T00:16:31.7Z,2,REGULAR,steal,,[],1630700,,,1610612740,57,47,2022-10-26T00:18:08Z,2287500,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT04M36.00S,2022-10-26T00:16:45.7Z,2,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,57,47,2022-10-26T00:17:09Z,2320000,,,0,,T. Murphy III lost ball out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,lost ball,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,1198.0,,,,,,,,,,,,,,1.0,,
235,PT04M36.00S,2022-10-26T00:16:57.2Z,2,REGULAR,substitution,out,[],1626174,,,1610612742,57,47,2022-10-26T00:16:59Z,2330000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M36.00S,2022-10-26T00:16:57.2Z,2,REGULAR,substitution,in,[],201580,,,1610612742,57,47,2022-10-26T00:16:59Z,2340000,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M23.00S,2022-10-26T00:17:10.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201580,6.258212877792378,50.98039215686274,1610612742,57,49,2022-10-26T00:17:20Z,2350000,-5.0,6.0,1,left,J. McGee alley-oop DUNK (6 PTS) (S. Dinwiddie 3 AST),"[201580, 203915]",1610612742.0,DAL,alley-oop,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,0.8,Made,6.0,,,,,,,,,,S. Dinwiddie,203915.0,3.0,,,,,
239,PT04M02.00S,2022-10-26T00:17:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,88.64980289093299,50.0,1610612740,59,49,2022-10-26T00:18:44Z,2370000,0.0,54.0,1,right,N. Marshall driving Layup (6 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,6.0,,,,,,,,,,,,,,,,,
240,PT04M02.00S,2022-10-26T00:17:45.5Z,2,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612740,59,49,2022-10-26T00:17:53Z,2380000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Marshall 1 FT),"[1629029, 1630230]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,101283.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,
242,PT04M02.00S,2022-10-26T00:18:07.2Z,2,REGULAR,freethrow,1 of 1,[],1630230,,,1610612740,60,49,2022-10-26T00:18:07Z,2400000,,,0,,N. Marshall Free Throw 1 of 1 (7 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
245,PT03M45.00S,2022-10-26T00:18:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,8.754927726675426,63.23529411764706,1610612742,60,51,2022-10-26T00:18:38Z,2410000,-66.0,30.0,1,left,L. Doncic 7' driving floating bank Jump Shot (16 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.26,Made,16.0,,,,,,,,,,,,,,,,,
246,PT03M36.00S,2022-10-26T00:18:33.8Z,2,REGULAR,2pt,Jump Shot,[],203468,93.11760840998686,25.49019607843137,1610612740,60,51,2022-10-26T00:18:43Z,2420000,-123.0,12.0,1,right,MISS C. McCollum 12' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,12.31,Missed,,,,,,,,,,,,,,,,,,
247,PT03M36.00S,2022-10-26T00:18:33.8Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612740,60,51,2022-10-26T00:18:43Z,2430000,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,246.0,2.0,1.0,1.0,,,,,,,,
248,PT03M29.00S,2022-10-26T00:18:41.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,94.40999984741211,50.0,1610612740,62,51,2022-10-26T00:18:41Z,2440000,0.0,0.0,1,right,D. Daniels tip Layup (9 PTS),[1630700],1610612740.0,NOP,tip,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
249,PT03M27.00S,2022-10-26T00:18:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,5.469776609724048,53.18627450980392,1610612742,62,53,2022-10-26T00:20:01Z,2450000,-16.0,-1.0,1,left,S. Dinwiddie driving Layup (10 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,1.59,Made,10.0,,,,,,,,,,,,,,,,,
250,PT03M27.00S,2022-10-26T00:18:54.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630700,,,1610612742,62,53,2022-10-26T00:19:12Z,2460000,,,0,,D. Daniels shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1630700, 203915]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,101283.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,
252,PT03M27.00S,2022-10-26T00:19:13.5Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,62,54,2022-10-26T00:19:13Z,2480000,,,0,,S. Dinwiddie Free Throw 1 of 1 (11 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
253,PT03M15.00S,2022-10-26T00:19:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,87.20433639947439,53.92156862745098,1610612740,64,54,2022-10-26T00:21:06Z,2490000,20.0,68.0,1,right,J. Valanciunas 7' floating Jump Shot (11 PTS) (C. McCollum 7 AST),"[202685, 203468]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,11.0,,,,,,,,,,C. McCollum,203468.0,7.0,,,,,
255,PT03M04.00S,2022-10-26T00:19:46.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612742,64,54,2022-10-26T00:19:54Z,2510000,,,0,,J. Valanciunas personal FOUL (1 PF) (McGee 2 FT),"[202685, 201580]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,1198.0,1.0,0.0,McGee,201580.0,,,,,,,,,,,,
257,PT03M04.00S,2022-10-26T00:20:11.6Z,2,REGULAR,freethrow,1 of 2,[],201580,,,1610612742,64,54,2022-10-26T00:20:11Z,2530000,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT03M04.00S,2022-10-26T00:20:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,64,54,2022-10-26T00:20:11Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,
259,PT03M04.00S,2022-10-26T00:20:28.6Z,2,REGULAR,freethrow,2 of 2,[],201580,,,1610612742,64,55,2022-10-26T00:20:28Z,2550000,,,0,,J. McGee Free Throw 2 of 2 (7 PTS),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
260,PT02M50.00S,2022-10-26T00:20:45.3Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,64,55,2022-10-26T00:20:51Z,2560000,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 201580]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,McGee,201580.0
261,PT02M50.00S,2022-10-26T00:20:45.3Z,2,REGULAR,steal,,[],201580,,,1610612742,64,55,2022-10-26T00:25:03Z,2570000,,,0,,J. McGee STEAL (1 STL),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
262,PT02M45.00S,2022-10-26T00:20:50.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,4.681340341655716,45.34313725490196,1610612742,64,55,2022-10-26T00:20:56Z,2580000,23.0,-8.0,1,left,MISS R. Bullock running Layup - blocked,"[203493, 1630700]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,Daniels,1630700.0,,,
263,PT02M45.00S,2022-10-26T00:20:50.0Z,2,REGULAR,block,,[],1630700,,,1610612742,64,55,2022-10-26T00:20:52Z,2590000,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
264,PT02M42.00S,2022-10-26T00:20:53.0Z,2,REGULAR,rebound,offensive,[],1629029,,,1610612742,64,55,2022-10-26T00:20:56Z,2600000,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,
