shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-11T20:40:50.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T20:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-11T20:41:15.1Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-12-11T20:41:15Z,40000,False,,,0,,Jump Ball D. Ayton vs. J. Valanciunas: Tip to C. Paul,"[101108, 1629028, 202685]",3,1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
11:46,7,PT11M46.00S,2022-12-11T20:41:25.1Z,1,REGULAR,2pt,Jump Shot,[],1628969,82.21090670170827,74.26470588235294,1610612756,0,2,2022-12-11T20:41:29Z,70000,False,121.0,115.0,1,right,M. Bridges 16' pullup Jump Shot (2 PTS) (C. Paul 1 AST),"[1628969, 101108]",25,1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,16.69,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
11:30,9,PT11M30.00S,2022-12-11T20:41:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.915243101182654,54.90196078431373,1610612740,2,2,2022-12-11T20:41:44Z,90000,False,-25.0,13.0,1,left,Z. Williamson cutting Layup (2 PTS) (D. Daniels 1 AST),"[1629627, 1630700]",1,1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,,,,
11:13,11,PT11M13.00S,2022-12-11T20:41:58.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,91.27792378449409,95.58823529411765,1610612756,2,2,2022-12-11T20:42:04Z,110000,False,228.0,29.0,1,right,MISS M. Bridges 3PT,[1628969],25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
11:09,12,PT11M09.00S,2022-12-11T20:42:02.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,2,2022-12-11T20:42:04Z,120000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],17,1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
11:05,13,PT11M05.00S,2022-12-11T20:42:06.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,28.86005256241787,27.450980392156865,1610612740,2,2,2022-12-11T20:42:33Z,130000,False,113.0,219.0,1,left,MISS C. McCollum 24' running pullup 3PT,[203468],3,1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.61,Missed,,,,,,,,,,,,,,,,,,
11:01,14,PT11M01.00S,2022-12-11T20:42:10.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,2,2,2022-12-11T20:42:11Z,140000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],22,1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
10:50,15,PT10M50.00S,2022-12-11T20:42:22.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,92.46057818659659,58.08823529411765,1610612756,2,4,2022-12-11T20:42:26Z,150000,False,40.0,18.0,1,right,D. Ayton turnaround Hook (2 PTS) (C. Paul 2 AST),"[1629028, 101108]",22,1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,2.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
10:31,18,PT10M31.00S,2022-12-11T20:42:57.3Z,1,REGULAR,turnover,bad pass,[],1629627,,,1610612740,2,4,2022-12-11T20:43:00Z,180000,False,,,0,,Z. Williamson bad pass TURNOVER (1 TO),"[1629627, 1628969]",1,1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,,,
10:31,19,PT10M31.00S,2022-12-11T20:42:57.3Z,1,REGULAR,steal,,[],1628969,,,1610612756,2,4,2022-12-11T20:42:59Z,190000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
10:17,20,PT10M17.00S,2022-12-11T20:43:11.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203967,91.5407358738502,3.1862745098039214,1610612756,2,4,2022-12-11T20:43:17Z,200000,False,-234.0,27.0,1,right,MISS D. Saric 3PT,[203967],20,1610612756.0,PHX,,,,Saric,D. Saric,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
10:14,21,PT10M14.00S,2022-12-11T20:43:14.0Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,2,4,2022-12-11T20:43:17Z,210000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],22,1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,
10:09,22,PT10M09.00S,2022-12-11T20:43:25.4Z,1,REGULAR,foul,personal,[],1630700,,,1610612756,2,4,2022-12-11T20:43:32Z,220000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1629028]",11,1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1155.0,1.0,0.0,Ayton,1629028.0,,
