actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT05M12.00S,2023-03-12T23:26:13.2Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612757,25,15,2023-03-12T23:26:27Z,910000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Grant 2 FT),"[202685, 203924]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,202037.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
93,PT05M12.00S,2023-03-12T23:26:37.8Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,25,15,2023-03-12T23:26:37Z,930000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
94,PT05M12.00S,2023-03-12T23:26:37.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,25,15,2023-03-12T23:26:37Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,
95,PT05M12.00S,2023-03-12T23:26:39.3Z,1,REGULAR,substitution,out,[],202685,,,1610612757,25,15,2023-03-12T23:26:45Z,950000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M12.00S,2023-03-12T23:26:39.3Z,1,REGULAR,substitution,in,[],1626204,,,1610612757,25,15,2023-03-12T23:26:45Z,960000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M12.00S,2023-03-12T23:27:06.4Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,25,16,2023-03-12T23:27:06Z,970000,False,,,0,,J. Grant Free Throw 2 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
98,PT05M03.00S,2023-03-12T23:27:14.5Z,1,REGULAR,3pt,Jump Shot,[],1626196,89.43823915900131,95.09803921568627,1610612740,28,16,2023-03-12T23:27:18Z,980000,False,225.0,47.0,1,right,J. Richardson 3PT  (3 PTS) (C. McCollum 5 AST),"[1626196, 203468]",1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,,,,,,,23.03,Made,3.0,C. McCollum,203468.0,5.0,,,,,,,,
100,PT04M45.00S,2023-03-12T23:27:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629642,25.969119579500656,16.911764705882355,1610612757,28,16,2023-03-12T23:27:36Z,1000000,False,165.0,192.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,,,,,,,25.31,Missed,,,,,,,,,,,,
101,PT04M43.00S,2023-03-12T23:27:33.5Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,28,16,2023-03-12T23:27:36Z,1010000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,
102,PT04M37.00S,2023-03-12T23:27:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,71.43561103810775,19.11764705882353,1610612740,31,16,2023-03-12T23:34:12Z,1020000,False,-154.0,216.0,1,right,C. McCollum 26' 3PT running pullup (11 PTS) (H. Jones 2 AST),"[203468, 1630529]",1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,26.55,Made,11.0,H. Jones,1630529.0,2.0,,,,,,,,
104,PT04M36.00S,2023-03-12T23:27:47.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,31,16,2023-03-12T23:27:47Z,1040000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M36.00S,2023-03-12T23:30:04.5Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,31,16,2023-03-12T23:30:18Z,1050000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M36.00S,2023-03-12T23:30:04.5Z,1,REGULAR,substitution,in,[],1630570,,,1610612757,31,16,2023-03-12T23:30:18Z,1060000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M26.00S,2023-03-12T23:30:47.1Z,1,REGULAR,turnover,bad pass,[],1627853,,,1610612757,31,16,2023-03-12T23:30:50Z,1070000,False,,,0,,R. Arcidiacono bad pass TURNOVER (1 TO),"[1627853, 1630529]",1610612757.0,POR,,,,Arcidiacono,R. Arcidiacono,,,,,Above the Break 3,24+ Right Center,,,,,,1.0,,,,,,,,,,,Jones,1630529.0,,
111,PT04M26.00S,2023-03-12T23:30:47.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,31,16,2023-03-12T23:30:49Z,1080000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
112,PT04M22.00S,2023-03-12T23:30:51.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,86.5473061760841,2.941176470588235,1610612740,31,16,2023-03-12T23:35:29Z,1090000,False,-235.0,74.0,1,right,MISS C. McCollum 24' running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,,,,,24.67,Missed,,,,,,,,,,,,
113,PT04M19.00S,2023-03-12T23:30:54.2Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,31,16,2023-03-12T23:31:00Z,1100000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,
114,PT04M15.00S,2023-03-12T23:30:58.2Z,1,REGULAR,turnover,lost ball,[],1631101,,,1610612757,31,16,2023-03-12T23:31:03Z,1110000,False,,,0,,S. Sharpe lost ball TURNOVER (1 TO),"[1631101, 1626196]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,Richardson,1626196.0,,
115,PT04M15.00S,2023-03-12T23:30:58.2Z,1,REGULAR,steal,,[],1626196,,,1610612740,31,16,2023-03-12T23:32:35Z,1120000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
116,PT04M00.00S,2023-03-12T23:31:13.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,86.41590013140605,54.65686274509803,1610612740,31,16,2023-03-12T23:31:19Z,1130000,False,23.0,75.0,1,right,MISS C. McCollum 7' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.87,Missed,,,,,,,,,,,,
117,PT03M59.00S,2023-03-12T23:31:14.1Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,31,16,2023-03-12T23:31:19Z,1140000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,
118,PT03M59.00S,2023-03-12T23:31:26.7Z,1,REGULAR,foul,personal,[],1626204,,,1610612757,31,16,2023-03-12T23:31:57Z,1150000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1630570]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Left Center,204059.0,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
120,PT03M47.00S,2023-03-12T23:31:47.5Z,1,REGULAR,2pt,Jump Shot,[],203924,22.552562417871222,63.23529411764706,1610612757,31,16,2023-03-12T23:38:10Z,1170000,False,-66.0,159.0,1,left,MISS J. Grant 17' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left Center,,,,,,,17.27,Missed,,,,,,,,,,,,
121,PT03M42.00S,2023-03-12T23:31:53.1Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,31,16,2023-03-12T23:31:53Z,1180000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,120.0,2.0,2.0,0.0,,,,
122,PT03M39.00S,2023-03-12T23:31:56.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,90.88370565045992,50.245098039215684,1610612740,33,16,2023-03-12T23:38:39Z,1190000,False,1.0,33.0,1,right,H. Jones running Layup (5 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,3.32,Made,5.0,,,,,,,,,,,
123,PT03M26.00S,2023-03-12T23:32:07.5Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612757,33,16,2023-03-12T23:32:11Z,1200000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1626196]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,1.0,,,,,,,,,,,Richardson,1626196.0,,
124,PT03M26.00S,2023-03-12T23:32:07.5Z,1,REGULAR,steal,,[],1626196,,,1610612740,33,16,2023-03-12T23:32:09Z,1210000,False,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
125,PT03M23.00S,2023-03-12T23:32:14.3Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,33,16,2023-03-12T23:32:18Z,1220000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,204059.0,,,,,1.0,,,,,,,,,,,,,,
126,PT03M23.00S,2023-03-12T23:32:17.5Z,1,REGULAR,substitution,out,[],203468,,,1610612757,33,16,2023-03-12T23:32:21Z,1230000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M23.00S,2023-03-12T23:32:17.5Z,1,REGULAR,substitution,in,[],1630530,,,1610612757,33,16,2023-03-12T23:32:21Z,1240000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M09.00S,2023-03-12T23:33:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612757,33,16,2023-03-12T23:34:15Z,1250000,False,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Grant 2 FT),"[1626204, 203924]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,1151.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
131,PT03M09.00S,2023-03-12T23:35:02.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203924,,,1610612757,33,17,2023-03-12T23:35:02Z,1280000,False,,,0,,J. Grant Free Throw 1 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
132,PT03M09.00S,2023-03-12T23:35:04.6Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,33,17,2023-03-12T23:35:13Z,1290000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M09.00S,2023-03-12T23:35:04.6Z,1,REGULAR,substitution,in,[],1629629,,,1610612757,33,17,2023-03-12T23:35:13Z,1300000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M09.00S,2023-03-12T23:35:20.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203924,,,1610612757,33,18,2023-03-12T23:35:20Z,1310000,False,,,0,,J. Grant Free Throw 2 of 2 (5 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
135,PT03M09.00S,2023-03-12T23:35:25.8Z,1,REGULAR,substitution,out,[],203924,,,1610612740,33,18,2023-03-12T23:35:29Z,1320000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M09.00S,2023-03-12T23:35:25.8Z,1,REGULAR,substitution,in,[],1629680,,,1610612740,33,18,2023-03-12T23:35:29Z,1330000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M46.00S,2023-03-12T23:35:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,86.5473061760841,43.38235294117647,1610612740,33,18,2023-03-12T23:43:07Z,1340000,False,-33.0,74.0,1,right,MISS D. Daniels 8' driving floating Shot,[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.11,Missed,,,,,,,,,,,,
138,PT02M45.00S,2023-03-12T23:35:58.6Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612757,33,18,2023-03-12T23:36:07Z,1350000,False,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,
139,PT02M36.00S,2023-03-12T23:36:07.8Z,1,REGULAR,3pt,Jump Shot,[],1629629,25.18068331143233,81.37254901960785,1610612757,33,18,2023-03-12T23:43:45Z,1360000,False,-157.0,184.0,1,left,MISS C. Reddish 24' pullup 3PT,[1629629],1610612757.0,POR,pullup,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,,,,,,,24.2,Missed,,,,,,,,,,,,
140,PT02M32.00S,2023-03-12T23:36:11.8Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,33,18,2023-03-12T23:36:12Z,1370000,False,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,139.0,3.0,3.0,0.0,,,,
141,PT02M29.00S,2023-03-12T23:36:14.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,67.09921156373193,75.49019607843137,1610612740,36,18,2023-03-12T23:44:15Z,1380000,False,127.0,257.0,1,right,T. Murphy III 28' 3PT running (12 PTS) (H. Jones 3 AST),"[1630530, 1630529]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,28.67,Made,12.0,H. Jones,1630529.0,3.0,,,,,,,,
143,PT02M11.00S,2023-03-12T23:36:35.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612757,36,18,2023-03-12T23:36:50Z,1400000,False,,,0,,L. Nance Jr. personal FOUL (3 PF) (Reddish 2 FT),"[1626204, 1629629]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,202037.0,3.0,0.0,Reddish,1629629.0,,,,,,,,,,,,,,,
145,PT02M11.00S,2023-03-12T23:36:56.7Z,1,REGULAR,freethrow,1 of 2,[],1629629,,,1610612757,36,19,2023-03-12T23:37:22Z,1420000,False,,,0,,C. Reddish Free Throw 1 of 2 (5 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
146,PT02M11.00S,2023-03-12T23:36:58.1Z,1,REGULAR,substitution,out,[],1626204,,,1610612757,36,19,2023-03-12T23:37:03Z,1430000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M11.00S,2023-03-12T23:36:58.1Z,1,REGULAR,substitution,in,[],1629637,,,1610612757,36,19,2023-03-12T23:37:03Z,1440000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M11.00S,2023-03-12T23:36:56.7Z,1,REGULAR,freethrow,2 of 2,[],1629629,,,1610612757,36,19,2023-03-12T23:37:22Z,1450000,False,,,0,,MISS C. Reddish Free Throw 2 of 2,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
149,PT02M08.00S,2023-03-12T23:36:59.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,36,19,2023-03-12T23:37:22Z,1460000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,
150,PT01M58.00S,2023-03-12T23:37:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,76.69185282522996,91.17647058823529,1610612740,39,19,2023-03-12T23:37:36Z,1470000,False,206.0,167.0,1,right,T. Murphy III 26' 3PT  (15 PTS) (J. Hayes 1 AST),"[1630530, 1629637]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,26.49,Made,15.0,J. Hayes,1629637.0,1.0,,,,,,,,
152,PT01M35.00S,2023-03-12T23:37:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627853,10.068988173455978,49.01960784313725,1610612757,39,21,2023-03-12T23:46:14Z,1490000,False,5.0,42.0,1,left,R. Arcidiacono cutting Layup (2 PTS) (N. Little 1 AST),"[1627853, 1629642]",1610612757.0,POR,cutting,,,Arcidiacono,R. Arcidiacono,,,,,Restricted Area,0-8 Center,,,,,,,4.24,Made,2.0,N. Little,1629642.0,1.0,,,,,,,,
154,PT01M24.00S,2023-03-12T23:38:08.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629642,,,1610612740,39,21,2023-03-12T23:38:19Z,1510000,False,,,0,,N. Little shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629642, 1629637]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,Restricted Area,0-8 Center,202037.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,
156,PT01M24.00S,2023-03-12T23:38:33.3Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,39,21,2023-03-12T23:38:33Z,1530000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
157,PT01M24.00S,2023-03-12T23:38:33.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,39,21,2023-03-12T23:38:33Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,
158,PT01M24.00S,2023-03-12T23:38:34.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,39,21,2023-03-12T23:38:38Z,1550000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M24.00S,2023-03-12T23:38:34.7Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,39,21,2023-03-12T23:38:38Z,1560000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M24.00S,2023-03-12T23:38:52.1Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,40,21,2023-03-12T23:38:52Z,1570000,False,,,0,,J. Hayes Free Throw 2 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
161,PT01M13.00S,2023-03-12T23:39:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,5.338370565045992,47.05882352941176,1610612757,40,23,2023-03-12T23:39:14Z,1580000,False,15.0,-2.0,1,left,T. Watford driving finger roll Layup (2 PTS) (C. Reddish 2 AST),"[1630570, 1629629]",1610612757.0,POR,driving finger roll,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,1.49,Made,2.0,C. Reddish,1629629.0,2.0,,,,,,,,
162,PT01M13.00S,2023-03-12T23:39:20.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629637,,,1610612757,40,23,2023-03-12T23:39:30Z,1590000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Watford 1 FT),"[1629637, 1630570]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
165,PT01M13.00S,2023-03-12T23:39:33.7Z,1,REGULAR,freethrow,1 of 1,[],1630570,,,1610612757,40,23,2023-03-12T23:39:33Z,1610000,False,,,0,,MISS T. Watford Free Throw 1 of 1,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
166,PT01M11.00S,2023-03-12T23:39:34.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,40,23,2023-03-12T23:39:34Z,1620000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,
167,PT01M02.00S,2023-03-12T23:39:50.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612740,40,23,2023-03-12T23:39:59Z,1630000,False,,,0,,T. Watford personal FOUL (1 PF) (Richardson 2 FT),"[1630570, 1626196]",1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Right,1151.0,1.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,,
169,PT01M02.00S,2023-03-12T23:40:16.3Z,1,REGULAR,freethrow,1 of 2,[],1626196,,,1610612740,41,23,2023-03-12T23:40:16Z,1650000,False,,,0,,J. Richardson Free Throw 1 of 2 (4 PTS),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
170,PT01M02.00S,2023-03-12T23:40:36.7Z,1,REGULAR,freethrow,2 of 2,[],1626196,,,1610612740,42,23,2023-03-12T23:40:36Z,1660000,False,,,0,,J. Richardson Free Throw 2 of 2 (5 PTS),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
171,PT00M53.60S,2023-03-12T23:40:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,11.908672798948752,50.98039215686274,1610612757,42,25,2023-03-12T23:40:52Z,1670000,False,-5.0,59.0,1,left,T. Watford driving floating Jump Shot (4 PTS),[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.96,Made,4.0,,,,,,,,,,,
172,PT00M34.60S,2023-03-12T23:41:08.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629637,87.99277266754271,58.57843137254902,1610612740,42,25,2023-03-12T23:41:22Z,1680000,False,43.0,60.0,1,right,MISS J. Hayes 7' turnaround Hook,[1629637],1610612740.0,NOP,turnaround,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.41,Missed,,,,,,,,,,,,
173,PT00M30.20S,2023-03-12T23:41:13.1Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,42,25,2023-03-12T23:41:22Z,1690000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,
174,PT00M14.60S,2023-03-12T23:41:28.7Z,1,REGULAR,3pt,Jump Shot,[],1629629,28.597240473061763,20.588235294117645,1610612757,42,25,2023-03-12T23:41:33Z,1700000,False,147.0,216.0,1,left,MISS C. Reddish 26' pullup 3PT,[1629629],1610612757.0,POR,pullup,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,,,,,26.16,Missed,,,,,,,,,,,,
175,PT00M11.50S,2023-03-12T23:41:31.8Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,42,25,2023-03-12T23:41:31Z,1710000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,174.0,2.0,2.0,0.0,,,,
176,PT00M02.10S,2023-03-12T23:41:41.3Z,1,REGULAR,turnover,lost ball,[],1630700,,,1610612740,42,25,2023-03-12T23:48:55Z,1720000,False,,,0,,D. Daniels lost ball TURNOVER (1 TO),"[1630700, 1630570]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,,,,,Watford,1630570.0,,
177,PT00M02.10S,2023-03-12T23:41:41.3Z,1,REGULAR,steal,,[],1630570,,,1610612757,42,25,2023-03-12T23:41:42Z,1730000,False,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
182,PT00M00.20S,2023-03-12T23:44:29.0Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612757,42,25,2023-03-12T23:45:22Z,1780000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M00.00S,2023-03-12T23:45:43.2Z,1,REGULAR,period,end,[],0,,,1610612757,42,25,2023-03-12T23:45:43Z,1800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
