actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-16T00:32:38.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-16T00:32:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-16T00:32:41.3Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2022-11-16T00:32:41Z,40000,False,,,0,,Jump Ball S. Adams vs. J. Valanciunas: Tip to J. Morant,"[1629630, 203500, 202685]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-11-16T00:32:53.0Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612763,0,0,2022-11-16T00:33:08Z,70000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Adams 2 FT),"[1630529, 203500]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Adams,203500.0,,,,,,,,,,,,,,,
9,PT11M47.00S,2022-11-16T00:33:17.0Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,0,0,2022-11-16T00:33:42Z,90000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
10,PT11M47.00S,2022-11-16T00:33:17.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,0,0,2022-11-16T00:33:42Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
11,PT11M47.00S,2022-11-16T00:33:17.0Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,0,0,2022-11-16T00:33:42Z,110000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
12,PT11M44.00S,2022-11-16T00:33:20.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2022-11-16T00:33:42Z,120000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M22.00S,2022-11-16T00:34:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.703679369250986,49.754901960784316,1610612740,2,0,2022-11-16T00:34:07Z,130000,False,1.0,20.0,1,left,H. Jones driving finger roll Layup (2 PTS) (C. McCollum 1 AST),"[1630529, 203468]",1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.99,2.0,C. McCollum,203468.0,1.0,,,,,
15,PT11M14.00S,2022-11-16T00:34:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.28449408672799,43.872549019607845,1610612763,2,2,2022-11-16T00:35:01Z,150000,False,-31.0,76.0,1,right,J. Morant 8' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,8.23,2.0,,,,,,,,
16,PT11M02.00S,2022-11-16T00:34:21.1Z,1,REGULAR,3pt,Jump Shot,[],1630529,25.706307490144546,12.5,1610612740,5,2,2022-11-16T00:34:29Z,160000,False,188.0,189.0,1,left,H. Jones 26' 3PT pullup bank (5 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,pullup bank,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,,,,26.63,5.0,J. Valanciunas,202685.0,1.0,,,,,
