actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-27T01:10:24.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-27T01:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-12-27T01:10:29.1Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2022-12-27T01:10:29Z,40000,False,,,0,,Jump Ball J. Hayes vs. M. Turner: Tip to C. McCollum,"[203468, 1629637, 1626167]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Hayes,1629637.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-12-27T01:10:46.5Z,1,REGULAR,2pt,Jump Shot,[],202685,77.87450722733246,49.26470588235294,1610612740,2,0,2022-12-27T01:10:52Z,70000,False,-4.0,155.0,1,right,J. Valanciunas 15' Jump Shot (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,15.55,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
9,PT11M14.00S,2022-12-27T01:11:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630174,4.681340341655716,94.85294117647058,1610612754,2,0,2022-12-27T01:11:14Z,90000,False,-224.0,-8.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
10,PT11M11.00S,2022-12-27T01:11:12.4Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,2,0,2022-12-27T01:11:14Z,100000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M01.00S,2022-12-27T01:11:22.6Z,1,REGULAR,3pt,Jump Shot,[],202685,67.23061760840999,39.21568627450981,1610612740,2,0,2022-12-27T01:11:28Z,110000,False,-54.0,256.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2022-12-27T01:11:25.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,2,0,2022-12-27T01:11:28Z,120000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M50.00S,2022-12-27T01:11:33.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,2,0,2022-12-27T01:11:37Z,130000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1630631]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Alvarado,1630631.0,,,,,,,
14,PT10M50.00S,2022-12-27T01:11:33.7Z,1,REGULAR,steal,,[],1630631,,,1610612740,2,0,2022-12-27T01:11:35Z,140000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2022-12-27T01:11:38.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629637,94.43166885676742,49.754901960784316,1610612740,4,0,2022-12-27T01:11:44Z,150000,False,-1.0,0.0,1,right,J. Hayes alley-oop DUNK (2 PTS) (J. Valanciunas 1 AST),"[1629637, 202685]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
