actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-13T01:40:42.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-13T01:40:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-13T01:40:45.9Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2022-11-13T01:40:46Z,40000,False,,,0,,Jump Ball A. Sengun vs. J. Valanciunas: Tip to J. Smith Jr.,"[1631095, 1630578, 202685]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-11-13T01:41:04.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,34.773324572930356,59.068627450980394,1610612745,0,0,2022-11-13T01:51:37Z,70000,False,-45.0,274.0,1,left,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-11-13T01:41:06.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,0,0,2022-11-13T01:41:18Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-11-13T01:41:30.0Z,1,REGULAR,3pt,Jump Shot,[],1630529,91.5407358738502,95.83333333333334,1610612740,0,0,2022-11-13T01:41:36Z,100000,False,229.0,27.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2022-11-13T01:41:35.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,0,2022-11-13T01:41:36Z,110000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M58.00S,2022-11-13T01:41:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,8.492115637319317,43.627450980392155,1610612745,0,2,2022-11-13T01:41:58Z,120000,False,32.0,27.0,1,left,E. Gordon driving Layup (2 PTS) (J. Smith Jr. 1 AST),"[201569, 1631095]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,
15,PT10M40.00S,2022-11-13T01:42:34.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,93.24901445466492,58.333333333333336,1610612740,0,2,2022-11-13T01:43:05Z,140000,False,42.0,11.0,1,right,MISS J. Valanciunas cutting DUNK - blocked,"[202685, 1631095]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,4.31,Missed,,,,,,,,,Smith Jr.,1631095.0,,,,,,,,
16,PT10M40.00S,2022-11-13T01:42:34.6Z,1,REGULAR,block,,[],1631095,,,1610612740,0,2,2022-11-13T01:42:40Z,150000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M30.00S,2022-11-13T01:42:44.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,0,2,2022-11-13T01:42:56Z,160000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M28.00S,2022-11-13T01:42:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,25.969119579500656,81.37254901960785,1610612745,0,2,2022-11-13T01:42:54Z,170000,False,-157.0,192.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2022-11-13T01:42:49.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,2,2022-11-13T01:42:54Z,180000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M19.00S,2022-11-13T01:42:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.75229960578186,46.568627450980394,1610612740,2,2,2022-11-13T01:43:42Z,190000,False,-17.0,34.0,1,right,Z. Williamson driving finger roll Layup (2 PTS) (C. McCollum 1 AST),"[1629627, 203468]",1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,
22,PT10M01.00S,2022-11-13T01:43:15.4Z,1,REGULAR,foul,personal,[],202685,,,1610612745,2,2,2022-11-13T01:44:07Z,210000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1630578]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203591.0,1.0,0.0,Sengun,1630578.0,,,
26,PT09M52.00S,2022-11-13T01:43:44.0Z,1,REGULAR,2pt,Jump Shot,[],1631095,26.888961892247043,44.6078431372549,1610612745,2,4,2022-11-13T01:45:02Z,250000,False,27.0,200.0,1,left,J. Smith Jr. 20' pullup Jump Shot (2 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,20.21,Made,,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,
28,PT09M32.00S,2022-11-13T01:44:05.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,93.64323258869908,75.98039215686273,1610612740,4,4,2022-11-13T01:44:13Z,270000,False,130.0,7.0,1,right,B. Ingram 13' turnaround Jump Shot (2 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,13.01,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M32.00S,2022-11-13T01:44:09.5Z,1,REGULAR,foul,personal,['1freethrow'],201569,,,1610612740,4,4,2022-11-13T01:44:21Z,280000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Ingram 1 FT),"[201569, 1627742]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203591.0,1.0,0.0,Ingram,1627742.0,,,
31,PT09M32.00S,2022-11-13T01:44:37.9Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,5,4,2022-11-13T01:44:37Z,300000,False,,,0,,B. Ingram Free Throw 1 of 1 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
