actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
80,PT05M20.00S,2022-11-29T01:21:59.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630530,5.732588699080158,49.50980392156863,1610612740,20,18,2022-11-29T01:22:16Z,800000,False,2.0,1.0,1,left,T. Murphy III driving DUNK (4 PTS),[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,0.29,Made,,,,,4.0,,,,,
81,PT05M19.00S,2022-11-29T01:22:12.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,20,18,2022-11-29T01:22:12Z,810000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2022-11-29T01:24:33.5Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,20,18,2022-11-29T01:24:43Z,820000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2022-11-29T01:24:33.5Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,20,18,2022-11-29T01:24:43Z,830000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M00.00S,2022-11-29T01:25:13.6Z,1,REGULAR,3pt,Jump Shot,[],1629652,81.15965834428384,94.36274509803921,1610612760,20,18,2022-11-29T01:25:19Z,840000,False,222.0,125.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.44,Missed,,,,,,,,,,
85,PT04M57.00S,2022-11-29T01:25:16.6Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,20,18,2022-11-29T01:38:52Z,850000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,84.0,2.0,1.0,1.0,,,,,,
187,PT04M57.00S,2022-11-29T01:25:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,90.53876478318003,48.920036764705884,1610612760,20,18,2022-11-29T01:39:16Z,855000,False,-5.0,36.0,1,right,MISS J. Robinson-Earl tip Layup,[1630526],1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,3.68,Missed,,,,,,,,,,
188,PT04M57.00S,2022-11-29T01:25:22.0Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,20,18,2022-11-29T01:39:16Z,857500,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,187.0,3.0,2.0,1.0,,,,,,
86,PT04M47.00S,2022-11-29T01:25:30.5Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,20,18,2022-11-29T01:43:50Z,860000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,202901.0,,,,,1.0,,,,,,,,,,,,,,
87,PT04M47.00S,2022-11-29T01:25:37.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612760,20,18,2022-11-29T01:25:45Z,870000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M47.00S,2022-11-29T01:25:37.0Z,1,REGULAR,substitution,out,[],1630631,,,1610612760,20,18,2022-11-29T01:25:45Z,880000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M47.00S,2022-11-29T01:25:37.0Z,1,REGULAR,substitution,in,[],1628984,,,1610612760,20,18,2022-11-29T01:25:45Z,890000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M47.00S,2022-11-29T01:25:37.0Z,1,REGULAR,substitution,in,[],1630700,,,1610612760,20,18,2022-11-29T01:25:45Z,900000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M39.00S,2022-11-29T01:26:02.4Z,1,REGULAR,foul,offensive,[],1630526,,,1610612760,20,18,2022-11-29T01:26:18Z,910000,False,,,0,,J. Robinson-Earl off-the-ball offensive FOUL (1 PF),"[1630526, 1630700]",1610612760.0,OKC,off-the-ball,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,202901.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
93,PT04M39.00S,2022-11-29T01:26:02.4Z,1,REGULAR,turnover,offensive foul,[],1630526,,,1610612760,20,18,2022-11-29T01:26:02Z,930000,False,,,0,,J. Robinson-Earl offensive foul TURNOVER (1 TO),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,202901.0,,,,,1.0,,,,,,,,,,,,,,
94,PT04M39.00S,2022-11-29T01:26:10.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612740,20,18,2022-11-29T01:26:19Z,940000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2022-11-29T01:26:10.8Z,1,REGULAR,substitution,in,[],1630544,,,1610612740,20,18,2022-11-29T01:26:19Z,950000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M39.00S,2022-11-29T01:26:23.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,20,18,2022-11-29T01:26:28Z,960000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612760.0,OKC,,,,,,,,,,,,204058.0,,,,,,,,,,,,,,,,,,,
97,PT04M30.00S,2022-11-29T01:26:34.6Z,1,REGULAR,foul,personal,[],1630544,,,1610612740,20,18,2022-11-29T01:27:01Z,970000,False,,,0,,T. Mann personal FOUL (1 PF),"[1630544, 1630530]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,204058.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
99,PT04M30.00S,2022-11-29T01:26:49.5Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,20,18,2022-11-29T01:27:03Z,990000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2022-11-29T01:26:49.5Z,1,REGULAR,substitution,out,[],1630526,,,1610612740,20,18,2022-11-29T01:27:03Z,1000000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M30.00S,2022-11-29T01:26:49.5Z,1,REGULAR,substitution,in,[],202066,,,1610612740,20,18,2022-11-29T01:27:03Z,1010000,False,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M30.00S,2022-11-29T01:26:49.5Z,1,REGULAR,substitution,in,[],1631172,,,1610612740,20,18,2022-11-29T01:27:03Z,1020000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M17.00S,2022-11-29T01:27:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626195,6.389618922470433,54.65686274509803,1610612740,20,18,2022-11-29T01:27:17Z,1030000,False,-23.0,8.0,1,left,MISS W. Hernangomez cutting Layup,[1626195],1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,2.45,Missed,,,,,,,,,,
104,PT04M14.00S,2022-11-29T01:27:16.2Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,20,18,2022-11-29T01:27:17Z,1040000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,103.0,2.0,1.0,1.0,,,,,,
105,PT04M14.00S,2022-11-29T01:27:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,22,18,2022-11-29T01:27:17Z,1050000,False,0.0,0.0,1,left,W. Hernangomez tip Layup (2 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Made,,,,,2.0,,,,,
106,PT04M04.00S,2022-11-29T01:27:26.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,67.23061760840999,34.80392156862745,1610612760,22,18,2022-11-29T01:27:34Z,1060000,False,-76.0,256.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,26.66,Missed,,,,,,,,,,
107,PT04M00.00S,2022-11-29T01:27:30.8Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,22,18,2022-11-29T01:27:34Z,1070000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT03M57.00S,2022-11-29T01:27:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.469776609724048,55.88235294117647,1610612740,22,18,2022-11-29T01:34:52Z,1080000,False,-29.0,-1.0,1,left,MISS H. Jones driving Layup - blocked,"[1630529, 1631172]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2.94,Missed,,,,,,,,,Dieng,1631172.0
109,PT03M57.00S,2022-11-29T01:27:35.4Z,1,REGULAR,block,,[],1631172,,,1610612740,22,18,2022-11-29T01:38:23Z,1090000,False,,,0,,O. Dieng BLOCK (1 BLK),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M55.00S,2022-11-29T01:27:37.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,22,18,2022-11-29T01:34:52Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,108.0,,,,,,,,,
112,PT03M47.00S,2022-11-29T01:27:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,71.96123521681997,82.84313725490196,1610612760,22,21,2022-11-29T01:27:52Z,1120000,False,164.0,211.0,1,right,L. Dort 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.74,Made,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,
114,PT03M39.00S,2022-11-29T01:27:59.4Z,1,REGULAR,foul,offensive,[],1630529,,,1610612740,22,21,2022-11-29T01:28:09Z,1140000,False,,,0,,H. Jones off-the-ball offensive FOUL (1 PF),"[1630529, 1629652]",1610612740.0,NOP,off-the-ball,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,202901.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
116,PT03M39.00S,2022-11-29T01:27:59.4Z,1,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,22,21,2022-11-29T01:27:59Z,1160000,False,,,0,,H. Jones offensive foul TURNOVER (2 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,202901.0,,,,,2.0,,,,,,,,,,,,,,
117,PT03M29.00S,2022-11-29T01:28:22.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,87.72996057818659,50.98039215686274,1610612760,22,21,2022-11-29T01:28:35Z,1170000,False,5.0,63.0,1,right,MISS L. Dort 6' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.3,Missed,,,,,,,,,,
118,PT03M26.00S,2022-11-29T01:28:25.6Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,22,21,2022-11-29T01:28:35Z,1180000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,117.0,3.0,2.0,1.0,,,,,,
119,PT03M24.00S,2022-11-29T01:28:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,31.882391590013142,42.64705882352941,1610612740,22,21,2022-11-29T01:39:00Z,1190000,False,37.0,247.0,1,left,MISS D. Graham 24' running pullup 3PT,[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,,,,,,,24.99,Missed,,,,,,,,,,
120,PT03M19.00S,2022-11-29T01:28:32.4Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,22,21,2022-11-29T01:28:39Z,1200000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Center,,,,,,,,,,,119.0,4.0,2.0,2.0,,,,,,
121,PT03M19.00S,2022-11-29T01:28:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,22,21,2022-11-29T01:28:32Z,1210000,False,0.0,0.0,1,left,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Missed,,,,,,,,,,
122,PT03M18.00S,2022-11-29T01:28:33.8Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,22,21,2022-11-29T01:28:33Z,1220000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,
123,PT03M10.00S,2022-11-29T01:28:41.6Z,1,REGULAR,2pt,Jump Shot,[],1628983,93.64323258869908,72.54901960784314,1610612760,22,21,2022-11-29T01:28:49Z,1230000,False,113.0,7.0,1,right,MISS S. Gilgeous-Alexander 11' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,11.29,Missed,,,,,,,,,,
124,PT03M06.00S,2022-11-29T01:28:45.6Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,22,21,2022-11-29T01:28:49Z,1240000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,8-16 Right,,,,,,,,,,,123.0,5.0,3.0,2.0,,,,,,
125,PT03M03.00S,2022-11-29T01:28:54.5Z,1,REGULAR,foul,personal,[],1629652,,,1610612740,22,21,2022-11-29T01:28:59Z,1250000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1626195]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,204058.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,
127,PT02M53.00S,2022-11-29T01:29:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,11.251642575558476,48.28431372549019,1610612740,24,21,2022-11-29T01:29:31Z,1270000,False,9.0,53.0,1,left,H. Jones turnaround Jump Shot (7 PTS),[1630529],1610612740.0,NOP,turnaround,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.4,Made,,,,,7.0,,,,,
128,PT02M53.00S,2022-11-29T01:29:33.0Z,1,REGULAR,foul,personal,['1freethrow'],1631172,,,1610612740,24,21,2022-11-29T01:30:05Z,1280000,False,,,0,,O. Dieng shooting personal FOUL (1 PF) (Jones 1 FT),"[1631172, 1630529]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
130,PT02M53.00S,2022-11-29T01:30:00.1Z,1,REGULAR,substitution,out,[],1629652,,,1610612740,24,21,2022-11-29T01:30:08Z,1300000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M53.00S,2022-11-29T01:30:00.1Z,1,REGULAR,substitution,in,[],1629026,,,1610612740,24,21,2022-11-29T01:30:08Z,1310000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M53.00S,2022-11-29T01:30:07.4Z,1,REGULAR,freethrow,1 of 1,[],1630529,,,1610612740,24,21,2022-11-29T01:30:09Z,1320000,False,,,0,,MISS H. Jones Free Throw 1 of 1,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
133,PT02M49.00S,2022-11-29T01:30:11.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,24,21,2022-11-29T01:30:09Z,1330000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,
134,PT02M44.00S,2022-11-29T01:30:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,91.01511169513797,45.34313725490196,1610612760,24,21,2022-11-29T01:45:11Z,1340000,False,-23.0,32.0,1,right,MISS S. Gilgeous-Alexander running finger roll Layup,[1628983],1610612760.0,OKC,running finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,3.96,Missed,,,,,,,,,,
135,PT02M41.00S,2022-11-29T01:30:15.9Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,24,21,2022-11-29T01:30:15Z,1350000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,134.0,1.0,0.0,1.0,,,,,,
136,PT02M41.00S,2022-11-29T01:30:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,94.40999984741211,50.0,1610612760,24,23,2022-11-29T01:30:15Z,1360000,False,0.0,0.0,1,right,S. Gilgeous-Alexander tip Layup (3 PTS),[1628983],1610612760.0,OKC,tip,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Made,,,,,3.0,,,,,
137,PT02M32.00S,2022-11-29T01:30:24.4Z,1,REGULAR,2pt,Jump Shot,[],202066,2.8416557161629434,77.45098039215686,1610612740,24,23,2022-11-29T01:30:29Z,1370000,False,-137.0,-26.0,1,left,MISS G. Temple 13' pullup Shot,[202066],1610612740.0,NOP,pullup,,,Temple,G. Temple,,,,,Mid-Range,8-16 Left,,,,,,,,,13.97,Missed,,,,,,,,,,
138,PT02M29.00S,2022-11-29T01:30:27.4Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,24,23,2022-11-29T01:30:29Z,1380000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,
139,PT02M26.00S,2022-11-29T01:30:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612760,24,23,2022-11-29T01:30:58Z,1390000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630700, 1628983]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
141,PT02M26.00S,2022-11-29T01:31:03.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,24,24,2022-11-29T01:31:03Z,1410000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,Made,,,,,4.0,,,,,
142,PT02M26.00S,2022-11-29T01:31:04.5Z,1,REGULAR,substitution,out,[],1630529,,,1610612760,24,24,2022-11-29T01:31:11Z,1420000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M26.00S,2022-11-29T01:31:04.5Z,1,REGULAR,substitution,in,[],1629627,,,1610612760,24,24,2022-11-29T01:31:11Z,1430000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M26.00S,2022-11-29T01:31:27.8Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,24,25,2022-11-29T01:31:27Z,1440000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,Made,,,,,5.0,,,,,
145,PT02M10.00S,2022-11-29T01:31:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612740,24,25,2022-11-29T01:31:59Z,1450000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Graham 2 FT),"[1628983, 1628984]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,204058.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,
147,PT02M10.00S,2022-11-29T01:32:10.0Z,1,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,25,25,2022-11-29T01:32:10Z,1470000,False,,,0,,D. Graham Free Throw 1 of 2 (1 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
148,PT02M10.00S,2022-11-29T01:32:27.9Z,1,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,26,25,2022-11-29T01:32:27Z,1480000,False,,,0,,D. Graham Free Throw 2 of 2 (2 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
149,PT02M00.00S,2022-11-29T01:32:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,86.15308804204993,62.745098039215684,1610612760,26,25,2022-11-29T01:32:42Z,1490000,False,64.0,78.0,1,right,MISS O. Dieng 10' driving floating Shot - blocked,"[1631172, 1626195]",1610612760.0,OKC,driving floating,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,10.05,Missed,,,,,,,,,Hernangomez,1626195.0
150,PT02M00.00S,2022-11-29T01:32:38.4Z,1,REGULAR,block,,[],1626195,,,1610612760,26,25,2022-11-29T01:32:40Z,1500000,False,,,0,,W. Hernangomez BLOCK (1 BLK),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
151,PT01M58.00S,2022-11-29T01:32:40.4Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,26,25,2022-11-29T01:32:42Z,1510000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,
152,PT01M51.00S,2022-11-29T01:32:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,7.440867279894875,44.85294117647059,1610612740,26,25,2022-11-29T01:32:51Z,1520000,False,26.0,17.0,1,left,MISS D. Daniels driving Layup,[1630700],1610612740.0,NOP,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,3.1,Missed,,,,,,,,,,
153,PT01M49.00S,2022-11-29T01:32:49.7Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,26,25,2022-11-29T01:32:49Z,1530000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,152.0,2.0,1.0,1.0,,,,,,
154,PT01M38.00S,2022-11-29T01:33:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,94.30026281208936,53.92156862745098,1610612760,26,25,2022-11-29T01:33:05Z,1540000,False,20.0,1.0,1,right,MISS K. Williams driving Layup,[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,1.96,Missed,,,,,,,,,,
155,PT01M36.00S,2022-11-29T01:33:03.2Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,26,25,2022-11-29T01:33:05Z,1550000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,154.0,6.0,4.0,2.0,,,,,,
156,PT01M28.00S,2022-11-29T01:33:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630700,8.229303547963205,95.34313725490196,1610612740,29,25,2022-11-29T01:33:15Z,1560000,False,-227.0,25.0,1,left,D. Daniels 3PT  (3 PTS) (Z. Williamson 2 AST),"[1630700, 1629627]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,22.81,Made,,,,,3.0,Z. Williamson,1629627.0,2.0,,
