actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT10M49.00S,2022-11-22T01:12:12.9Z,1,REGULAR,3pt,Jump Shot,[],1630237,7.30946123521682,2.941176470588235,1610612744,2,3,2022-11-22T01:12:25Z,160000,False,235.0,16.0,1,left,MISS A. Lamb 3PT,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Right Corner 3,24+ Right,,,,23.59,Missed,,,,,,,,,,,,,,,
17,PT10M46.00S,2022-11-22T01:12:15.9Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,2,3,2022-11-22T01:12:25Z,170000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M41.00S,2022-11-22T01:12:20.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,93.51182654402102,50.98039215686274,1610612740,2,3,2022-11-22T01:13:17Z,180000,False,5.0,8.0,1,right,MISS Z. Williamson running Layup - blocked,"[1629627, 1630228]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,0.98,Missed,,,,,,,,,,,Kuminga,1630228.0,,,
19,PT10M41.00S,2022-11-22T01:12:20.5Z,1,REGULAR,block,,[],1630228,,,1610612740,2,3,2022-11-22T01:12:23Z,190000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2022-11-22T01:12:23.5Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,2,3,2022-11-22T01:12:30Z,200000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,,
21,PT10M34.00S,2022-11-22T01:12:28.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203468,77.4802890932983,52.450980392156865,1610612740,4,3,2022-11-22T01:12:37Z,210000,False,12.0,159.0,1,right,C. McCollum 15' floating Jump Shot (2 PTS),[203468],1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,,,,15.97,Made,,,,,2.0,,,,,,,,,,
22,PT10M17.00S,2022-11-22T01:12:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,10.988830486202366,49.26470588235294,1610612744,4,3,2022-11-22T01:14:28Z,220000,False,4.0,51.0,1,left,MISS D. DiVincenzo driving floating Shot,[1628978],1610612744.0,GSW,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,5.09,Missed,,,,,,,,,,,,,,,
23,PT10M12.00S,2022-11-22T01:12:49.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,4,3,2022-11-22T01:12:57Z,230000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT10M09.00S,2022-11-22T01:12:52.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630529,92.19776609724047,4.6568627450980395,1610612740,4,3,2022-11-22T01:14:54Z,240000,False,-227.0,21.0,1,right,MISS H. Jones running 3PT,[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,22.77,Missed,,,,,,,,,,,,,,,
25,PT10M08.00S,2022-11-22T01:12:53.2Z,1,REGULAR,rebound,defensive,[],1630237,,,1610612744,4,3,2022-11-22T01:13:04Z,250000,False,,,0,,A. Lamb REBOUND (Off:0 Def:1),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Left Corner 3,24+ Left,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT10M01.00S,2022-11-22T01:13:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.722076215505915,47.549019607843135,1610612744,4,3,2022-11-22T01:13:06Z,260000,False,12.0,264.0,1,left,MISS J. Poole 26' 3PT - blocked,"[1629673, 1630529]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,26.48,Missed,,,,,,,,,,,Jones,1630529.0,,,
27,PT10M01.00S,2022-11-22T01:13:01.3Z,1,REGULAR,block,,[],1630529,,,1610612744,4,3,2022-11-22T01:13:04Z,270000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
28,PT10M01.00S,2022-11-22T01:13:01.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,4,3,2022-11-22T01:13:06Z,280000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT09M56.00S,2022-11-22T01:13:08.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,92.9862023653088,50.98039215686274,1610612740,4,3,2022-11-22T01:15:51Z,290000,False,5.0,13.0,1,right,MISS H. Jones running Layup - blocked,"[1630529, 1629673]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,1.43,Missed,,,,,,,,,,,Poole,1629673.0,,,
30,PT09M56.00S,2022-11-22T01:13:08.7Z,1,REGULAR,block,,[],1629673,,,1610612740,4,3,2022-11-22T01:13:11Z,300000,False,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M56.00S,2022-11-22T01:13:08.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,4,3,2022-11-22T01:13:15Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,29.0,,,,,,,,,,,,,,
33,PT09M54.00S,2022-11-22T01:13:29.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,93.51182654402102,75.24509803921569,1610612740,4,3,2022-11-22T01:16:39Z,330000,False,126.0,8.0,1,right,MISS B. Ingram 12' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,12.65,Missed,,,,,,,,,,,,,,,
34,PT09M51.00S,2022-11-22T01:13:32.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,3,2022-11-22T01:13:34Z,340000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,
35,PT09M38.00S,2022-11-22T01:13:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630228,33.327858081471746,48.529411764705884,1610612744,4,3,2022-11-22T01:13:49Z,350000,False,7.0,261.0,1,left,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,26.09,Missed,,,,,,,,,,,,,,,
36,PT09M34.00S,2022-11-22T01:13:49.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,4,3,2022-11-22T01:13:49Z,360000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,
37,PT09M26.00S,2022-11-22T01:13:57.1Z,1,REGULAR,2pt,Jump Shot,[],203468,82.47371879106439,72.30392156862744,1610612740,4,3,2022-11-22T01:14:02Z,370000,False,112.0,112.0,1,right,MISS C. McCollum 15' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,15.82,Missed,,,,,,,,,,,,,,,
38,PT09M23.00S,2022-11-22T01:14:00.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,3,2022-11-22T01:14:02Z,380000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,
39,PT09M04.00S,2022-11-22T01:14:19.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,25.229960578186596,82.62101715686273,1610612744,4,3,2022-11-22T01:17:34Z,390000,False,-163.0,185.0,1,left,MISS D. DiVincenzo 24' pullup 3PT,[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,24.64,Missed,,,,,,,,,,,,,,,
40,PT09M01.00S,2022-11-22T01:14:22.1Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,3,2022-11-22T01:14:28Z,400000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT08M48.00S,2022-11-22T01:14:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,92.85479632063075,50.98039215686274,1610612740,6,3,2022-11-22T01:15:01Z,420000,False,5.0,15.0,1,right,Z. Williamson cutting DUNK (2 PTS) (J. Valanciunas 1 AST),"[1629627, 202685]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.55,Made,,,,,2.0,,,,,,,,J. Valanciunas,202685.0,1.0
44,PT08M38.00S,2022-11-22T01:15:12.4Z,1,REGULAR,foul,offensive,[],1626172,,,1610612744,6,3,2022-11-22T01:15:20Z,440000,False,,,0,,K. Looney off-the-ball offensive FOUL (1 PF),"[1626172, 1630529]",1610612744.0,GSW,off-the-ball,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1151.0,1.0,0.0,Jones,1630529.0,,,,,
46,PT08M38.00S,2022-11-22T01:15:12.4Z,1,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,6,3,2022-11-22T01:15:12Z,460000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,1151.0,,,,,,,,,
47,PT08M26.00S,2022-11-22T01:15:33.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,70.12155059132719,25.49019607843137,1610612740,6,3,2022-11-22T01:15:38Z,470000,False,-123.0,228.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,25.92,Missed,,,,,,,,,,,,,,,
48,PT08M23.00S,2022-11-22T01:15:36.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,6,3,2022-11-22T01:15:38Z,480000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,
49,PT08M20.00S,2022-11-22T01:15:46.8Z,1,REGULAR,foul,offensive,[],1630228,,,1610612744,6,3,2022-11-22T01:15:58Z,490000,False,,,0,,J. Kuminga off-the-ball offensive FOUL (1 PF),"[1630228, 1627742]",1610612744.0,GSW,off-the-ball,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2004.0,1.0,0.0,Ingram,1627742.0,,,,,
51,PT08M20.00S,2022-11-22T01:15:46.8Z,1,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,6,3,2022-11-22T01:15:46Z,510000,False,,,0,,J. Kuminga offensive foul TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,2004.0,,,,,,,,,
52,PT08M09.00S,2022-11-22T01:16:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,93.64323258869908,52.450980392156865,1610612740,6,3,2022-11-22T01:16:13Z,520000,False,12.0,7.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.43,Missed,,,,,,,,,,,,,,,
53,PT08M08.00S,2022-11-22T01:16:06.7Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,6,3,2022-11-22T01:16:06Z,530000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,52.0,4.0,3.0,1.0,,,,,,,,,,,
54,PT08M08.00S,2022-11-22T01:16:10.4Z,1,REGULAR,foul,personal,['2freethrow'],1630237,,,1610612740,6,3,2022-11-22T01:16:19Z,540000,False,,,0,,A. Lamb shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630237, 202685]",1610612744.0,GSW,shooting,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628480.0,1.0,0.0,Valanciunas,202685.0,,,,,
56,PT08M08.00S,2022-11-22T01:16:40.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202685,,,1610612740,6,3,2022-11-22T01:16:40Z,560000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
57,PT08M08.00S,2022-11-22T01:16:40.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,6,3,2022-11-22T01:16:40Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,
58,PT08M08.00S,2022-11-22T01:16:56.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202685,,,1610612740,7,3,2022-11-22T01:16:56Z,580000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
59,PT07M59.00S,2022-11-22T01:17:12.3Z,1,REGULAR,foul,personal,[],1630529,,,1610612744,7,3,2022-11-22T01:17:26Z,590000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1629673]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1628480.0,1.0,0.0,Poole,1629673.0,,,,,
61,PT07M46.00S,2022-11-22T01:17:40.4Z,1,REGULAR,turnover,out-of-bounds,[],1630237,,,1610612744,7,3,2022-11-22T01:17:49Z,610000,False,,,0,,A. Lamb lost ball out-of-bounds TURNOVER (1 TO),[1630237],1610612744.0,GSW,lost ball,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,2004.0,,,,,,,,,
62,PT07M34.00S,2022-11-22T01:18:04.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,84.97043363994744,57.84313725490197,1610612740,9,3,2022-11-22T01:18:15Z,620000,False,39.0,89.0,1,right,B. Ingram 9' fadeaway Jump Shot (4 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,9.71,Made,,,,,4.0,,,,,,,,,,
64,PT07M20.00S,2022-11-22T01:18:23.3Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612744,9,3,2022-11-22T01:18:33Z,640000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Poole 2 FT),"[1627742, 1629673]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1151.0,1.0,0.0,Poole,1629673.0,,,,,
66,PT07M20.00S,2022-11-22T01:18:45.9Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,9,3,2022-11-22T01:18:45Z,660000,False,,,0,,MISS J. Poole Free Throw 1 of 2,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
67,PT07M20.00S,2022-11-22T01:18:45.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,9,3,2022-11-22T01:18:45Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,
68,PT07M20.00S,2022-11-22T01:18:58.4Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,9,4,2022-11-22T01:18:58Z,680000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
69,PT07M00.00S,2022-11-22T01:19:19.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,89.70105124835742,3.9215686274509802,1610612740,12,4,2022-11-22T01:19:24Z,690000,False,-230.0,44.0,1,right,B. Ingram 3PT  (7 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,23.46,Made,,,,,7.0,,,,,,,,H. Jones,1630529.0,1.0
71,PT06M46.00S,2022-11-22T01:19:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,6.783837056504599,52.69607843137255,1610612744,12,4,2022-11-22T01:19:36Z,710000,False,-13.0,11.0,1,left,MISS J. Kuminga driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,1.76,Missed,,,,,,,,,,,,,,,
72,PT06M44.00S,2022-11-22T01:19:34.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,4,2022-11-22T01:19:36Z,720000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,71.0,5.0,4.0,1.0,,,,,,,,,,,
74,PT06M37.00S,2022-11-22T01:19:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,4,2022-11-22T01:19:50Z,740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M37.00S,2022-11-22T01:22:14.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612740,12,4,2022-11-22T01:22:32Z,750000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M37.00S,2022-11-22T01:22:14.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612740,12,4,2022-11-22T01:22:32Z,760000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M37.00S,2022-11-22T01:22:14.8Z,1,REGULAR,substitution,in,[],1629660,,,1610612740,12,4,2022-11-22T01:22:32Z,770000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M37.00S,2022-11-22T01:22:14.8Z,1,REGULAR,substitution,in,[],203210,,,1610612740,12,4,2022-11-22T01:22:32Z,780000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M25.00S,2022-11-22T01:23:01.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,92.19776609724047,48.77450980392157,1610612740,12,4,2022-11-22T01:23:06Z,790000,False,-6.0,21.0,1,right,MISS Z. Williamson driving DUNK,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,,
80,PT06M24.00S,2022-11-22T01:23:03.0Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,12,4,2022-11-22T01:23:03Z,800000,False,,,0,,C. McCollum REBOUND (Off:2 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,79.0,2.0,0.0,2.0,,,,,,,,,,,
81,PT06M19.00S,2022-11-22T01:23:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627742,93.51182654402102,46.32352941176471,1610612740,14,4,2022-11-22T01:23:11Z,810000,False,-18.0,8.0,1,right,B. Ingram driving finger roll Layup (9 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,2.03,Made,,,,,9.0,,,,,,,,C. McCollum,203468.0,1.0
82,PT05M55.00S,2022-11-22T01:23:31.5Z,1,REGULAR,3pt,Jump Shot,[],203210,28.203022339027594,76.9607843137255,1610612744,14,4,2022-11-22T01:23:36Z,820000,False,-135.0,213.0,1,left,MISS J. Green 25' 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,25.17,Missed,,,,,,,,,,,,,,,
83,PT05M52.00S,2022-11-22T01:23:34.5Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,14,4,2022-11-22T01:23:36Z,830000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,
