actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-02T00:40:31.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-02T00:40:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-04-02T00:40:34.7Z,1,REGULAR,jumpball,recovered,[],1627742,,,1610612740,0,0,2023-04-02T00:40:34Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. I. Zubac: Tip to B. Ingram,"[1627742, 202685, 1627826]",1610612740.0,NOP,startperiod,B. Ingram,1627742.0,Ingram,B. Ingram,Valanciunas,202685.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-02T00:40:51.5Z,1,REGULAR,2pt,Jump Shot,[],202685,10.463206307490145,73.0392156862745,1610612740,0,0,2023-04-02T00:41:02Z,70000,False,-115.0,46.0,1,left,MISS J. Valanciunas 12' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,12.4,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-04-02T00:40:54.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2023-04-02T00:41:02Z,80000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-04-02T00:41:00.7Z,1,REGULAR,3pt,Jump Shot,[],1626181,68.41327201051249,71.07843137254902,1610612746,0,0,2023-04-02T00:41:06Z,90000,False,105.0,244.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2023-04-02T00:41:02.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2023-04-02T00:41:06Z,100000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-04-02T00:41:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,8.360709592641262,58.08823529411765,1610612740,0,0,2023-04-02T00:41:17Z,110000,False,-40.0,26.0,1,left,MISS H. Jones pullup Shot,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2023-04-02T00:41:15.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2023-04-02T00:41:15Z,120000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M09.00S,2023-04-02T00:41:20.8Z,1,REGULAR,3pt,Jump Shot,[],202695,67.09921156373193,46.568627450980394,1610612746,0,0,2023-04-02T00:41:29Z,130000,False,-17.0,257.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2023-04-02T00:41:25.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,0,2023-04-02T00:41:29Z,140000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
