actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
173,PT11M25.00S,2026-02-25T01:40:55.8Z,2,REGULAR,turnover,bad pass,[],1630172,,,1610612741,31,31,2026-02-25T01:41:00Z,1700000,False,,,0,,P. Williams bad pass TURNOVER (2 TO),"[1630172, 1642883]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,James,1642883.0,,,,,,,,,,,
174,PT11M25.00S,2026-02-25T01:40:55.8Z,2,REGULAR,steal,,[],1642883,,,1610612766,31,31,2026-02-25T01:40:57Z,1710000,False,,,0,,S. James STEAL (1 STL),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
175,PT11M20.00S,2026-02-25T01:41:00.4Z,2,REGULAR,turnover,lost ball,[],1642883,,,1610612766,31,31,2026-02-25T01:41:04Z,1720000,False,,,0,,S. James lost ball TURNOVER (1 TO),"[1642883, 1630200]",1610612766.0,CHA,,,,James,S. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Jones,1630200.0,,,,,,,,,,,
176,PT11M20.00S,2026-02-25T01:41:00.4Z,2,REGULAR,steal,,[],1630200,,,1610612741,31,31,2026-02-25T01:41:02Z,1730000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT11M15.00S,2026-02-25T01:41:05.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630208,94.03745072273325,52.94117647058824,1610612741,31,31,2026-02-25T01:42:29Z,1740000,False,15.0,4.0,1,right,MISS N. Richards running Layup - blocked,"[1630208, 1631217]",1610612741.0,CHI,running,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,Diabaté,1631217.0
178,PT11M15.00S,2026-02-25T01:41:05.8Z,2,REGULAR,block,,[],1631217,,,1610612741,31,31,2026-02-25T01:41:07Z,1750000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT11M12.00S,2026-02-25T01:41:08.8Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612741,31,31,2026-02-25T01:41:11Z,1760000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,177.0,,,,,,3.0,2.0,1.0,,
180,PT11M11.00S,2026-02-25T01:41:09.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642265,90.80157687253615,42.16452205882353,1610612741,31,31,2026-02-25T01:41:30Z,1770000,False,-39.0,34.0,1,right,MISS R. Dillingham driving floating Shot,[1642265],1610612741.0,CHI,driving floating,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,,,,,,,,,,,,,,,,,
181,PT11M11.00S,2026-02-25T01:41:09.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,31,31,2026-02-25T01:41:18Z,1780000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,180.0,,,,,,,,,,
183,PT10M53.00S,2026-02-25T01:41:37.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,6.652431011826544,3.1862745098039214,1610612766,31,34,2026-02-25T01:41:43Z,1800000,False,234.0,10.0,1,left,M. Bridges 3PT  (8 PTS) (S. James 1 AST),"[1628970, 1642883]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.43,Made,8.0,S. James,1642883.0,1.0,,,,,,,,,,,,,,
185,PT10M32.00S,2026-02-25T01:41:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629012,72.88107752956637,19.11764705882353,1610612741,34,34,2026-02-25T01:42:03Z,1820000,False,-154.0,202.0,1,right,C. Sexton 25' 3PT  (3 PTS) (R. Dillingham 1 AST),"[1629012, 1642265]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,25.46,Made,3.0,R. Dillingham,1642265.0,1.0,,,,,,,,,,,,,,
187,PT10M13.00S,2026-02-25T01:42:17.9Z,2,REGULAR,turnover,backcourt,[],1641706,,,1610612766,34,34,2026-02-25T01:42:23Z,1840000,False,,,0,,B. Miller backcourt TURNOVER (4 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,,,,,,,4.0,,,,201639.0,,,,,,,,,
188,PT10M13.00S,2026-02-25T01:42:27.7Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,34,34,2026-02-25T01:42:34Z,1850000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M13.00S,2026-02-25T01:42:27.7Z,2,REGULAR,substitution,out,[],1642265,,,1610612741,34,34,2026-02-25T01:42:34Z,1860000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M13.00S,2026-02-25T01:42:27.7Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,34,34,2026-02-25T01:42:34Z,1870000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M13.00S,2026-02-25T01:42:27.7Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,34,34,2026-02-25T01:42:34Z,1880000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M00.00S,2026-02-25T01:42:52.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630172,86.02168199737189,50.49019607843137,1610612741,36,34,2026-02-25T01:42:58Z,1890000,False,2.0,79.0,1,right,P. Williams 7' pullup Jump Shot (5 PTS),[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,5.0,,,,,,,,,,,,,,,,,
194,PT09M49.00S,2026-02-25T01:43:02.4Z,2,REGULAR,3pt,Jump Shot,[],1641706,10.463206307490145,4.411764705882353,1610612766,36,34,2026-02-25T01:43:08Z,1910000,False,228.0,46.0,1,left,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
195,PT09M45.00S,2026-02-25T01:43:06.4Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,36,34,2026-02-25T01:43:08Z,1920000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,,,,,,,,194.0,,,,,,1.0,1.0,0.0,,
196,PT09M31.00S,2026-02-25T01:43:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612741,36,34,2026-02-25T01:43:32Z,1930000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Giddey 2 FT),"[1626192, 1630581]",1610612766.0,CHA,shooting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,Giddey,1630581.0,,,,,
198,PT09M31.00S,2026-02-25T01:43:52.7Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,37,34,2026-02-25T01:44:18Z,1950000,False,,,0,,J. Giddey Free Throw 1 of 2 (6 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
199,PT09M31.00S,2026-02-25T01:43:54.8Z,2,REGULAR,substitution,out,[],1630208,,,1610612741,37,34,2026-02-25T01:43:57Z,1960000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M31.00S,2026-02-25T01:43:54.8Z,2,REGULAR,substitution,in,[],1627824,,,1610612741,37,34,2026-02-25T01:43:57Z,1970000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M31.00S,2026-02-25T01:43:52.7Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,37,34,2026-02-25T01:44:18Z,1980000,False,,,0,,MISS J. Giddey Free Throw 2 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT09M28.00S,2026-02-25T01:43:55.7Z,2,REGULAR,rebound,defensive,[],1642883,,,1610612766,37,34,2026-02-25T01:44:18Z,1990000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,201.0,,,,,,1.0,1.0,0.0,,
203,PT09M08.00S,2026-02-25T01:44:37.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626192,5.863994743758213,50.49019607843137,1610612766,37,36,2026-02-25T01:44:40Z,2000000,False,-2.0,3.0,1,left,P. Connaughton driving DUNK (2 PTS) (S. James 2 AST),"[1626192, 1642883]",1610612766.0,CHA,driving,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,S. James,1642883.0,2.0,,,,,,,,,,,,,,
205,PT08M50.00S,2026-02-25T01:44:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,94.30026281208936,50.245098039215684,1610612741,37,36,2026-02-25T01:45:02Z,2020000,False,1.0,1.0,1,right,MISS G. Yabusele cutting Layup,[1627824],1610612741.0,CHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,0.16,Missed,,,,,,,,,,,,,,,,,,
206,PT08M48.00S,2026-02-25T01:44:57.3Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612741,37,36,2026-02-25T01:44:57Z,2030000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,205.0,,,,,,2.0,1.0,1.0,,
208,PT08M38.00S,2026-02-25T01:45:24.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,71.30420499342969,19.11764705882353,1610612741,40,36,2026-02-25T01:45:33Z,2050000,False,-154.0,217.0,1,right,C. Sexton 26' 3PT pullup (6 PTS),[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,26.65,Made,6.0,,,,,,,,,,,,,,,,,
209,PT08M25.00S,2026-02-25T01:45:39.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,3.7614980289093296,98.0392156862745,1610612766,40,36,2026-02-25T01:45:48Z,2060000,False,-240.0,-17.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,24.08,Missed,,,,,,,,,,,,,,,,,,
210,PT08M25.00S,2026-02-25T01:45:39.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,40,36,2026-02-25T01:45:48Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,209.0,,,,,,,,,,
211,PT08M25.00S,2026-02-25T01:45:48.2Z,2,REGULAR,foul,personal,[],1631217,,,1610612741,40,36,2026-02-25T01:46:11Z,2080000,False,,,0,,M. Diabaté loose ball personal FOUL (1 PF),"[1631217, 1627824]",1610612766.0,CHA,loose ball,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,Yabusele,1627824.0,,,,,
213,PT08M08.00S,2026-02-25T01:46:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.64323258869908,49.26470588235294,1610612741,42,36,2026-02-25T01:46:54Z,2100000,False,-4.0,7.0,1,right,C. Sexton cutting Layup (8 PTS) (J. Giddey 2 AST),"[1629012, 1630581]",1610612741.0,CHI,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.82,Made,8.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
215,PT07M49.00S,2026-02-25T01:46:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,14.668199737187912,46.568627450980394,1610612766,42,36,2026-02-25T01:47:23Z,2120000,False,17.0,85.0,1,left,MISS M. Bridges 8' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,8.71,Missed,,,,,,,,,,,,,,,,,,
216,PT07M47.00S,2026-02-25T01:46:36.7Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,42,36,2026-02-25T01:46:37Z,2130000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,215.0,,,,,,2.0,2.0,0.0,,
217,PT07M28.00S,2026-02-25T01:46:55.6Z,2,REGULAR,3pt,Jump Shot,[],1641824,92.85479632063075,3.6764705882352944,1610612741,42,36,2026-02-25T01:47:00Z,2140000,False,-232.0,15.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
218,PT07M25.00S,2026-02-25T01:46:58.6Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612741,42,36,2026-02-25T01:47:00Z,2150000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:1),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,,,,,,,,217.0,,,,,,3.0,1.0,2.0,,
219,PT07M23.00S,2026-02-25T01:47:00.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,68.41327201051249,32.59803921568628,1610612741,45,36,2026-02-25T01:47:06Z,2160000,False,-87.0,244.0,1,right,P. Williams 25' 3PT  (8 PTS) (G. Yabusele 1 AST),"[1630172, 1627824]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.94,Made,8.0,G. Yabusele,1627824.0,1.0,,,,,,,,,,,,,,
221,PT07M21.00S,2026-02-25T01:47:05.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,45,36,2026-02-25T01:47:05Z,2180000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612766,45,36,2026-02-25T01:50:11Z,2190000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,out,[],1642883,,,1610612766,45,36,2026-02-25T01:50:11Z,2200000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,out,[],1626192,,,1610612766,45,36,2026-02-25T01:50:11Z,2210000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612766.0,CHA,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,out,[],1641706,,,1610612766,45,36,2026-02-25T01:50:11Z,2220000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612766,45,36,2026-02-25T01:50:11Z,2230000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612766,45,36,2026-02-25T01:50:11Z,2240000,False,,,0,,SUB in: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,45,36,2026-02-25T01:50:11Z,2250000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M21.00S,2026-02-25T01:49:48.2Z,2,REGULAR,substitution,in,[],1630182,,,1610612766,45,36,2026-02-25T01:50:11Z,2260000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M04.00S,2026-02-25T01:50:26.4Z,2,REGULAR,3pt,Jump Shot,[],1628970,25.969119579500656,13.725490196078432,1610612766,45,36,2026-02-25T01:51:25Z,2270000,False,181.0,192.0,1,left,MISS M. Bridges 26' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
231,PT07M00.00S,2026-02-25T01:50:30.4Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612766,45,36,2026-02-25T01:54:07Z,2280000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,230.0,,,,,,3.0,2.0,1.0,,
250,PT06M59.00S,2026-02-25T01:50:38.0Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612766,45,36,2026-02-25T01:54:46Z,2285000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1630171]",1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Okoro,1630171.0,,,,,,,,,,,
251,PT06M59.00S,2026-02-25T01:50:38.0Z,2,REGULAR,steal,,[],1630171,,,1610612741,45,36,2026-02-25T01:54:46Z,2287500,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT06M41.00S,2026-02-25T01:50:49.6Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612741,45,36,2026-02-25T01:50:53Z,2290000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1631217]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Diabaté,1631217.0,,,,,,,,,,,
233,PT06M41.00S,2026-02-25T01:50:49.6Z,2,REGULAR,steal,,[],1631217,,,1610612766,45,36,2026-02-25T01:50:51Z,2300000,False,,,0,,M. Diabaté STEAL (2 STL),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
234,PT06M38.00S,2026-02-25T01:50:52.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631217,5.469776609724048,51.470588235294116,1610612766,45,38,2026-02-25T01:51:00Z,2310000,False,-7.0,-1.0,1,left,M. Diabaté running DUNK (2 PTS),[1631217],1610612766.0,CHA,running,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,,,,,,,,,,,,,
236,PT06M17.00S,2026-02-25T01:51:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,92.9862023653088,48.28431372549019,1610612741,47,38,2026-02-25T01:51:38Z,2330000,False,-9.0,13.0,1,right,M. Buzelis driving finger roll Layup (12 PTS),[1641824],1610612741.0,CHI,driving finger roll,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.59,Made,12.0,,,,,,,,,,,,,,,,,
237,PT06M10.00S,2026-02-25T01:51:47.7Z,2,REGULAR,foul,personal,[],1627824,,,1610612766,47,38,2026-02-25T01:52:09Z,2340000,False,,,0,,G. Yabusele personal FOUL (2 PF),"[1627824, 1628970]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,2.0,0.0,Bridges,1628970.0,,,,,
239,PT06M10.00S,2026-02-25T01:51:59.0Z,2,REGULAR,substitution,out,[],1629012,,,1610612766,47,38,2026-02-25T01:52:02Z,2360000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M10.00S,2026-02-25T01:51:59.0Z,2,REGULAR,substitution,in,[],1642265,,,1610612766,47,38,2026-02-25T01:52:02Z,2370000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M53.00S,2026-02-25T01:52:21.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,35.27020367936925,73.55238970588235,1610612766,47,38,2026-02-25T01:52:27Z,2380000,False,-118.0,279.0,1,left,MISS M. Bridges 30' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,30.28,Missed,,,,,,,,,,,,,,,,,,
242,PT05M50.00S,2026-02-25T01:52:24.7Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612766,47,38,2026-02-25T01:52:27Z,2390000,False,,,0,,C. White REBOUND (Off:1 Def:0),[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,241.0,,,,,,1.0,0.0,1.0,,
243,PT05M49.00S,2026-02-25T01:52:27.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,3.3672798948751645,96.56862745098039,1610612766,47,41,2026-02-25T01:52:29Z,2400000,False,-233.0,-21.0,1,left,L. Ball 3PT  (8 PTS) (C. White 3 AST),"[1630163, 1629632]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,23.37,Made,8.0,C. White,1629632.0,3.0,,,,,,,,,,,,,,
245,PT05M39.00S,2026-02-25T01:52:35.9Z,2,REGULAR,3pt,Jump Shot,[],1630581,67.09921156373193,51.9607843137255,1610612741,47,41,2026-02-25T01:54:53Z,2420000,False,10.0,257.0,1,right,MISS J. Giddey 25' pullup 3PT,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
246,PT05M36.00S,2026-02-25T01:52:38.9Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612766,47,41,2026-02-25T01:52:46Z,2430000,False,,,0,,C. White REBOUND (Off:1 Def:1),[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,245.0,,,,,,2.0,1.0,1.0,,
247,PT05M30.00S,2026-02-25T01:52:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,6.521024967148489,49.754901960784316,1610612766,47,43,2026-02-25T01:52:53Z,2440000,False,1.0,9.0,1,left,M. Bridges running Layup (10 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.89,Made,10.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
249,PT05M30.00S,2026-02-25T01:52:51.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,47,43,2026-02-25T01:52:51Z,2460000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M30.00S,2026-02-25T01:55:35.4Z,2,REGULAR,substitution,out,[],1628970,,,1610612741,47,43,2026-02-25T01:55:41Z,2470000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M30.00S,2026-02-25T01:55:35.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612741,47,43,2026-02-25T01:55:41Z,2480000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M17.00S,2026-02-25T01:55:57.0Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612741,47,43,2026-02-25T01:56:04Z,2490000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1629632]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,White,1629632.0,,,,,,,,,,,
255,PT05M17.00S,2026-02-25T01:55:57.0Z,2,REGULAR,steal,,[],1629632,,,1610612766,47,43,2026-02-25T01:55:58Z,2500000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612766.0,CHA,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT05M12.00S,2026-02-25T01:56:04.3Z,2,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612766,47,43,2026-02-25T01:56:09Z,2510000,False,,,0,,C. White bad pass out-of-bounds TURNOVER (1 TO),[1629632],1610612766.0,CHA,bad pass,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,201639.0,,,,,,,,,
257,PT05M12.00S,2026-02-25T01:56:07.4Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,47,43,2026-02-25T01:56:16Z,2520000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M12.00S,2026-02-25T01:56:07.4Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,47,43,2026-02-25T01:56:16Z,2530000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
