actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
271,PT06M32.00S,2026-01-01T00:50:03.2Z,2,REGULAR,block,,[],1630245,,,1610612740,47,46,2026-01-01T00:50:11Z,2685000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
270,PT06M31.00S,2026-01-01T00:50:04.2Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612741,47,46,2026-01-01T00:51:17Z,2690000,False,,,0,,I. Okoro REBOUND (Off:1 Def:3),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,Mid-Range,16-24 Right Center,,,,,,,269.0,4.0,3.0,1.0,,,,,,,,,
272,PT06M18.00S,2026-01-01T00:50:11.1Z,2,REGULAR,3pt,Jump Shot,[],1630245,25.57490144546649,10.049019607843137,1610612741,47,46,2026-01-01T00:54:30Z,2700000,False,200.0,188.0,1,left,MISS A. Dosunmu 27' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,
273,PT06M15.00S,2026-01-01T00:50:14.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,47,46,2026-01-01T00:50:22Z,2710000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Right Center,,,,,,,272.0,4.0,4.0,0.0,,,,,,,,,
274,PT05M56.00S,2026-01-01T00:50:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.51182654402102,53.67647058823529,1610612740,47,46,2026-01-01T00:50:41Z,2720000,False,18.0,8.0,1,right,MISS D. Queen driving Layup - blocked,"[1642852, 1630188]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,Smith,1630188.0,,,,,,,
275,PT05M56.00S,2026-01-01T00:50:33.4Z,2,REGULAR,block,,[],1630188,,,1610612740,47,46,2026-01-01T00:50:35Z,2730000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
276,PT05M56.00S,2026-01-01T00:50:33.4Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612741,47,46,2026-01-01T00:57:04Z,2740000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Restricted Area,0-8 Center,,,,,,,274.0,2.0,2.0,0.0,,,,,,,,,
277,PT05M49.00S,2026-01-01T00:50:40.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630188,5.863994743758213,52.20588235294118,1610612741,49,46,2026-01-01T00:50:49Z,2750000,False,-11.0,3.0,1,left,J. Smith running Layup (9 PTS),[1630188],1610612741.0,CHI,running,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,1.13,Made,9.0,,,,,,,,,,,,,,,,
278,PT05M36.00S,2026-01-01T00:51:04.9Z,2,REGULAR,foul,offensive,[],1642847,,,1610612740,49,46,2026-01-01T00:54:07Z,2760000,False,,,0,,J. Fears charge offensive FOUL (1 PF),"[1642847, 1630171]",1610612740.0,NOP,charge,,,Fears,J. Fears,,,,,1628485.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Okoro,1630171.0
280,PT05M36.00S,2026-01-01T00:51:04.9Z,2,REGULAR,turnover,offensive foul,[],1642847,,,1610612740,49,46,2026-01-01T00:51:04Z,2780000,False,,,0,,J. Fears offensive foul TURNOVER (2 TO),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,1628485.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,,
281,PT05M36.00S,2026-01-01T00:51:11.0Z,2,REGULAR,substitution,out,[],1630171,,,1610612741,49,46,2026-01-01T00:51:15Z,2790000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M36.00S,2026-01-01T00:51:11.0Z,2,REGULAR,substitution,in,[],1631207,,,1610612741,49,46,2026-01-01T00:51:15Z,2800000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M36.00S,2026-01-01T00:51:11.0Z,2,REGULAR,substitution,out,[],1630180,,,1610612741,49,46,2026-01-01T00:51:31Z,2810000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M36.00S,2026-01-01T00:51:11.0Z,2,REGULAR,substitution,in,[],1642877,,,1610612741,49,46,2026-01-01T00:51:31Z,2820000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M28.00S,2026-01-01T00:51:24.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,10.068988173455978,47.794117647058826,1610612741,49,46,2026-01-01T00:59:32Z,2825000,False,11.0,42.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1642852]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,Queen,1642852.0,,,,,,,
308,PT05M28.00S,2026-01-01T00:51:24.9Z,2,REGULAR,block,,[],1642852,,,1610612741,49,46,2026-01-01T00:55:36Z,2827500,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
309,PT05M27.00S,2026-01-01T00:51:25.9Z,2,REGULAR,rebound,offensive,[],1630245,,,1610612741,49,46,2026-01-01T00:59:32Z,2828750,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:0),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,,,,,,,307.0,1.0,0.0,1.0,,,,,,,,,
285,PT05M22.00S,2026-01-01T00:51:38.8Z,2,REGULAR,foul,personal,['2freethrow'],1642877,,,1610612741,49,46,2026-01-01T00:51:47Z,2830000,False,,,0,,M. Peavy shooting personal FOUL (2 PF) (Huerter 2 FT),"[1642877, 1628989]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,2003.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Huerter,1628989.0
287,PT05M22.00S,2026-01-01T00:52:07.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628989,,,1610612741,50,46,2026-01-01T00:55:36Z,2850000,False,,,0,,K. Huerter Free Throw 1 of 2 (4 PTS),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
288,PT05M22.00S,2026-01-01T00:52:24.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628989,,,1610612741,51,46,2026-01-01T00:55:36Z,2860000,False,,,0,,K. Huerter Free Throw 2 of 2 (5 PTS),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
289,PT05M01.00S,2026-01-01T00:52:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,82.34231274638634,52.20588235294118,1610612740,51,48,2026-01-01T00:52:52Z,2870000,False,11.0,113.0,1,right,D. Queen 11' pullup Jump Shot (4 PTS),[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,,In The Paint (Non-RA),8-16 Center,11.4,Made,4.0,,,,,,,,,,,,,,,,
290,PT04M44.00S,2026-01-01T00:53:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630245,31.882391590013142,62.5,1610612741,54,48,2026-01-01T01:00:39Z,2880000,False,-62.0,247.0,1,left,A. Dosunmu 25' 3PT pullup (3 PTS) (D. Terry 2 AST),"[1630245, 1631207]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Center,25.5,Made,3.0,D. Terry,1631207.0,2.0,,,,,,,,,,,,,
295,PT04M22.00S,2026-01-01T00:53:25.3Z,2,REGULAR,3pt,Jump Shot,[],1630530,73.27529566360053,18.872549019607842,1610612740,54,48,2026-01-01T01:01:03Z,2900000,False,-156.0,199.0,1,right,MISS T. Murphy III 25' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,
296,PT04M22.00S,2026-01-01T00:53:25.3Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,54,48,2026-01-01T00:53:34Z,2910000,False,,,0,,Y. Missi REBOUND (Off:1 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,,,,,295.0,3.0,2.0,1.0,,,,,,,,,
297,PT04M20.00S,2026-01-01T00:53:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,94.40999984741211,50.0,1610612740,54,50,2026-01-01T00:53:31Z,2920000,False,0.0,0.0,1,right,Y. Missi putback Layup (2 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,
298,PT04M20.00S,2026-01-01T00:53:32.6Z,2,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612740,54,50,2026-01-01T00:53:41Z,2930000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Missi 1 FT),"[1630188, 1642274]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Missi,1642274.0
300,PT04M20.00S,2026-01-01T00:53:59.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1642274,,,1610612740,54,50,2026-01-01T00:54:03Z,2950000,False,,,0,,MISS Y. Missi Free Throw 1 of 1,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
301,PT04M17.00S,2026-01-01T00:54:02.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,54,50,2026-01-01T00:54:03Z,2960000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,300.0,3.0,3.0,0.0,,,,,,,,,
302,PT04M06.00S,2026-01-01T00:54:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,8.229303547963205,46.81372549019608,1610612741,54,50,2026-01-01T00:54:20Z,2970000,False,16.0,25.0,1,left,MISS P. Williams driving Layup - blocked,"[1630172, 1642274]",1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,Missi,1642274.0,,,,,,,
303,PT04M06.00S,2026-01-01T00:54:12.9Z,2,REGULAR,block,,[],1642274,,,1610612741,54,50,2026-01-01T00:54:15Z,2980000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
304,PT04M06.00S,2026-01-01T00:54:12.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,54,50,2026-01-01T00:54:20Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,302.0,,,,,,,,,,,,
306,PT04M06.00S,2026-01-01T00:54:27.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,54,50,2026-01-01T00:54:27Z,3010000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M06.00S,2026-01-01T00:56:49.8Z,2,REGULAR,substitution,out,[],1642852,,,1610612741,54,50,2026-01-01T00:57:04Z,3020000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M06.00S,2026-01-01T00:56:49.8Z,2,REGULAR,substitution,out,[],1642877,,,1610612741,54,50,2026-01-01T00:57:04Z,3030000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M06.00S,2026-01-01T00:56:49.8Z,2,REGULAR,substitution,in,[],1629627,,,1610612741,54,50,2026-01-01T00:57:04Z,3040000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M06.00S,2026-01-01T00:56:49.8Z,2,REGULAR,substitution,in,[],1630180,,,1610612741,54,50,2026-01-01T00:57:04Z,3050000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M01.00S,2026-01-01T00:57:32.3Z,2,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,54,50,2026-01-01T00:57:58Z,3060000,False,,,0,,P. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,lost ball,,,Williams,P. Williams,,,,,202026.0,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,,,,
315,PT03M54.00S,2026-01-01T00:57:48.5Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612740,54,50,2026-01-01T00:57:55Z,3070000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (Williamson 2 FT),"[1630188, 1629627]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,2003.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Williamson,1629627.0
317,PT03M54.00S,2026-01-01T00:58:17.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629627,,,1610612740,54,51,2026-01-01T00:58:17Z,3090000,False,,,0,,Z. Williamson Free Throw 1 of 2 (12 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
318,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,out,[],1631207,,,1610612740,54,51,2026-01-01T00:58:35Z,3100000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,out,[],1628989,,,1610612740,54,51,2026-01-01T00:58:35Z,3110000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,out,[],1630188,,,1610612740,54,51,2026-01-01T00:58:35Z,3120000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,out,[],1630172,,,1610612740,54,51,2026-01-01T00:58:35Z,3130000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,in,[],202696,,,1610612740,54,51,2026-01-01T00:58:35Z,3140000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,in,[],1641824,,,1610612740,54,51,2026-01-01T00:58:35Z,3150000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,in,[],1630200,,,1610612740,54,51,2026-01-01T00:58:35Z,3160000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M54.00S,2026-01-01T00:58:18.4Z,2,REGULAR,substitution,in,[],1630171,,,1610612740,54,51,2026-01-01T00:58:35Z,3170000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M54.00S,2026-01-01T00:58:45.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629627,,,1610612740,54,52,2026-01-01T00:58:45Z,3180000,False,,,0,,Z. Williamson Free Throw 2 of 2 (13 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
327,PT03M47.00S,2026-01-01T00:58:59.0Z,2,REGULAR,foul,personal,[],1630180,,,1610612741,54,52,2026-01-01T00:59:05Z,3190000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 202696]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,202026.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,0.0,Vučević,202696.0
329,PT03M33.00S,2026-01-01T00:59:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.652431011826544,52.450980392156865,1610612741,56,52,2026-01-01T00:59:37Z,3210000,False,-12.0,10.0,1,left,T. Jones driving reverse Layup (7 PTS) (A. Dosunmu 2 AST),"[1630200, 1630245]",1610612741.0,CHI,driving reverse,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,1.59,Made,7.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,
331,PT03M24.00S,2026-01-01T00:59:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.56307490144546,46.32352941176471,1610612740,56,54,2026-01-01T00:59:41Z,3230000,False,-18.0,-1.0,1,right,Z. Williamson cutting Layup (15 PTS) (J. Fears 2 AST),"[1629627, 1642847]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.85,Made,15.0,J. Fears,1642847.0,2.0,,,,,,,,,,,,,
333,PT03M10.00S,2026-01-01T00:59:49.5Z,2,REGULAR,3pt,Jump Shot,[],1641824,32.40801576872536,60.78431372549019,1610612741,56,54,2026-01-01T00:59:54Z,3250000,False,-54.0,252.0,1,left,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,
334,PT03M06.00S,2026-01-01T00:59:53.5Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,56,54,2026-01-01T00:59:54Z,3260000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Above the Break 3,24+ Center,,,,,,,333.0,5.0,2.0,3.0,,,,,,,,,
335,PT03M02.00S,2026-01-01T01:00:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,88.64980289093299,47.30392156862745,1610612740,56,56,2026-01-01T01:00:07Z,3270000,False,-13.0,54.0,1,right,Z. Williamson driving floating Jump Shot (17 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,17.0,,,,,,,,,,,,,,,,
336,PT03M02.00S,2026-01-01T01:00:02.9Z,2,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612740,56,56,2026-01-01T01:00:35Z,3280000,False,,,0,,M. Buzelis shooting personal FOUL (2 PF) (Williamson 1 FT),"[1641824, 1629627]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0
338,PT03M02.00S,2026-01-01T01:00:09.9Z,2,REGULAR,substitution,out,[],1630245,,,1610612740,56,56,2026-01-01T01:00:32Z,3300000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT03M02.00S,2026-01-01T01:00:09.9Z,2,REGULAR,substitution,in,[],1628989,,,1610612740,56,56,2026-01-01T01:00:32Z,3310000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT03M02.00S,2026-01-01T01:00:35.6Z,2,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,56,56,2026-01-01T01:00:39Z,3320000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
341,PT02M59.00S,2026-01-01T01:00:38.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,56,56,2026-01-01T01:00:51Z,3330000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,340.0,4.0,4.0,0.0,,,,,,,,,
342,PT02M41.00S,2026-01-01T01:00:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630171,7.046649145860711,4.6568627450980395,1610612741,59,56,2026-01-01T01:00:54Z,3340000,False,227.0,14.0,1,left,I. Okoro 3PT  (16 PTS) (T. Jones 5 AST),"[1630171, 1630200]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,Right Corner 3,24+ Right,22.71,Made,16.0,T. Jones,1630200.0,5.0,,,,,,,,,,,,,
344,PT02M29.00S,2026-01-01T01:01:03.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,66.44218134034165,62.00980392156863,1610612740,59,56,2026-01-01T01:01:12Z,3360000,False,60.0,263.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,26.97,Missed,,,,,,,,,,,,,,,,,
345,PT02M26.00S,2026-01-01T01:01:06.4Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612741,59,56,2026-01-01T01:01:12Z,3370000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Center,,,,,,,344.0,3.0,3.0,0.0,,,,,,,,,
346,PT02M20.00S,2026-01-01T01:01:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,15.850854139290407,51.9607843137255,1610612741,61,56,2026-01-01T01:02:16Z,3380000,False,-10.0,96.0,1,left,N. Vučević 9' floating Jump Shot (9 PTS) (T. Jones 6 AST),"[202696, 1630200]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),8-16 Center,9.7,Made,9.0,T. Jones,1630200.0,6.0,,,,,,,,,,,,,
348,PT02M02.00S,2026-01-01T01:01:30.5Z,2,REGULAR,turnover,bad pass,[],1630530,,,1610612740,61,56,2026-01-01T01:01:33Z,3400000,False,,,0,,T. Murphy III bad pass TURNOVER (4 TO),"[1630530, 1641824]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,4.0,Buzelis,1641824.0,,,,
349,PT02M02.00S,2026-01-01T01:01:30.5Z,2,REGULAR,steal,,[],1641824,,,1610612741,61,56,2026-01-01T01:01:32Z,3410000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
350,PT01M59.00S,2026-01-01T01:01:34.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,6.258212877792378,50.73529411764706,1610612741,63,56,2026-01-01T01:01:47Z,3420000,False,-4.0,6.0,1,left,M. Buzelis running DUNK (9 PTS) (T. Jones 7 AST),"[1641824, 1630200]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,,Restricted Area,0-8 Center,0.73,Made,9.0,T. Jones,1630200.0,7.0,,,,,,,,,,,,,
352,PT01M59.00S,2026-01-01T01:01:39.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,63,56,2026-01-01T01:01:39Z,3440000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT01M59.00S,2026-01-01T01:03:04.1Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,63,56,2026-01-01T01:03:11Z,3450000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT01M59.00S,2026-01-01T01:03:04.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612740,63,56,2026-01-01T01:03:11Z,3460000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT01M45.00S,2026-01-01T01:03:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.9862023653088,46.32352941176471,1610612740,63,58,2026-01-01T01:03:46Z,3470000,False,-18.0,13.0,1,right,Z. Williamson driving reverse Layup (19 PTS),[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,2.28,Made,19.0,,,,,,,,,,,,,,,,
356,PT01M45.00S,2026-01-01T01:03:43.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641824,,,1610612740,63,58,2026-01-01T01:03:47Z,3480000,False,,,0,,M. Buzelis shooting personal FOUL (3 PF) (Williamson 1 FT),"[1641824, 1629627]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Williamson,1629627.0
358,PT01M45.00S,2026-01-01T01:03:50.4Z,2,REGULAR,substitution,out,[],1642847,,,1610612740,63,58,2026-01-01T01:04:57Z,3500000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
