actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
86,PT05M51.00S,2025-11-23T01:23:07.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641824,7.046649145860711,47.05882352941176,1610612741,19,19,2025-11-23T01:23:27Z,850000,False,15.0,14.0,1,left,MISS M. Buzelis running alley-oop Layup,[1641824],1610612741.0,CHI,running alley-oop,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.01,,,,,,,,,,,,
87,PT05M49.00S,2025-11-23T01:23:09.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,19,19,2025-11-23T01:23:15Z,860000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,
88,PT05M40.00S,2025-11-23T01:23:18.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,92.9862023653088,49.754901960784316,1610612764,19,21,2025-11-23T01:26:47Z,870000,False,-1.0,13.0,1,right,A. Sarr cutting DUNK (7 PTS) (C. McCollum 2 AST),"[1642259, 203468]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.35,C. McCollum,203468.0,2.0,,,,,,,,,
90,PT05M30.00S,2025-11-23T01:23:31.9Z,1,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612741,19,21,2025-11-23T01:23:40Z,890000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Giddey 2 FT),"[1630551, 1630581]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,1626300.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
92,PT05M30.00S,2025-11-23T01:23:57.8Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,20,21,2025-11-23T01:23:57Z,910000,False,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
93,PT05M30.00S,2025-11-23T01:23:58.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,20,21,2025-11-23T01:24:07Z,920000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M30.00S,2025-11-23T01:23:58.5Z,1,REGULAR,substitution,out,[],203468,,,1610612741,20,21,2025-11-23T01:24:07Z,930000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M30.00S,2025-11-23T01:23:58.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,20,21,2025-11-23T01:24:07Z,940000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2025-11-23T01:23:58.5Z,1,REGULAR,substitution,in,[],1642267,,,1610612741,20,21,2025-11-23T01:24:07Z,950000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M30.00S,2025-11-23T01:24:16.2Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,21,21,2025-11-23T01:24:16Z,960000,False,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
98,PT05M18.00S,2025-11-23T01:24:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612764,21,21,2025-11-23T01:24:39Z,970000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Kispert 2 FT),"[1628989, 1630557]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1626300.0,1.0,0.0,Kispert,1630557.0,,,,,,,,,,,,,,,
100,PT05M18.00S,2025-11-23T01:24:55.1Z,1,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,21,22,2025-11-23T01:24:55Z,990000,False,,,0,,C. Kispert Free Throw 1 of 2 (6 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
101,PT05M18.00S,2025-11-23T01:25:10.1Z,1,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,21,23,2025-11-23T01:25:10Z,1000000,False,,,0,,C. Kispert Free Throw 2 of 2 (7 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
102,PT05M11.00S,2025-11-23T01:25:23.4Z,1,REGULAR,foul,personal,[],1641731,,,1610612741,21,23,2025-11-23T01:25:29Z,1010000,False,,,0,,B. Coulibaly personal FOUL (2 PF),"[1641731, 1641824]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,1628487.0,2.0,0.0,Buzelis,1641824.0,,,,,,,,,,,,,,,
104,PT04M56.00S,2025-11-23T01:25:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,6.1268068331143235,49.50980392156863,1610612741,23,23,2025-11-23T01:25:52Z,1030000,False,2.0,5.0,1,left,M. Buzelis cutting Layup (6 PTS) (J. Giddey 3 AST),"[1641824, 1630581]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.57,J. Giddey,1630581.0,3.0,,,,,,,,,
106,PT04M45.00S,2025-11-23T01:25:59.8Z,1,REGULAR,3pt,Jump Shot,[],1642267,65.52233902759527,42.40196078431372,1610612764,23,26,2025-11-23T01:26:04Z,1050000,False,-38.0,272.0,1,right,B. Carrington 27' 3PT  (3 PTS) (A. Sarr 3 AST),"[1642267, 1642259]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,27.42,A. Sarr,1642259.0,3.0,,,,,,,,,
108,PT04M19.00S,2025-11-23T01:26:25.9Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612741,23,26,2025-11-23T01:26:29Z,1070000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1630551]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,,,Champagnie,1630551.0
109,PT04M19.00S,2025-11-23T01:26:25.9Z,1,REGULAR,steal,,[],1630551,,,1610612764,23,26,2025-11-23T01:26:27Z,1080000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT04M15.00S,2025-11-23T01:26:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,92.32917214191852,47.30392156862745,1610612764,23,28,2025-11-23T01:26:39Z,1090000,False,-13.0,20.0,1,right,C. Kispert running DUNK (9 PTS) (J. Champagnie 1 AST),"[1630557, 1630551]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,2.38,J. Champagnie,1630551.0,1.0,,,,,,,,,
112,PT04M02.00S,2025-11-23T01:26:45.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641731,,,1610612741,23,28,2025-11-23T01:26:52Z,1110000,False,,,0,,B. Coulibaly shooting personal FOUL (3 PF) (Giddey 2 FT),"[1641731, 1630581]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,202053.0,3.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
114,PT04M02.00S,2025-11-23T01:27:12.9Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,24,28,2025-11-23T01:27:12Z,1130000,False,,,0,,J. Giddey Free Throw 1 of 2 (3 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
115,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,out,[],202696,,,1610612741,24,28,2025-11-23T01:27:35Z,1140000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,24,28,2025-11-23T01:27:35Z,1150000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,out,[],1641731,,,1610612741,24,28,2025-11-23T01:27:35Z,1160000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,out,[],1642259,,,1610612741,24,28,2025-11-23T01:27:35Z,1170000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,24,28,2025-11-23T01:27:35Z,1180000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,24,28,2025-11-23T01:27:35Z,1190000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,in,[],1641715,,,1610612741,24,28,2025-11-23T01:27:35Z,1200000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M02.00S,2025-11-23T01:27:13.7Z,1,REGULAR,substitution,in,[],1641774,,,1610612741,24,28,2025-11-23T01:27:35Z,1210000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M02.00S,2025-11-23T01:27:38.9Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,25,28,2025-11-23T01:27:38Z,1220000,False,,,0,,J. Giddey Free Throw 2 of 2 (4 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
124,PT03M49.00S,2025-11-23T01:27:55.0Z,1,REGULAR,3pt,Jump Shot,[],1641715,68.80749014454665,73.0392156862745,1610612764,25,31,2025-11-23T01:28:04Z,1230000,False,115.0,241.0,1,right,C. Whitmore 26' 3PT  (3 PTS) (B. Carrington 1 AST),"[1641715, 1642267]",1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.68,B. Carrington,1642267.0,1.0,,,,,,,,,
126,PT03M38.00S,2025-11-23T01:28:04.9Z,1,REGULAR,3pt,Jump Shot,[],1630188,29.25427069645204,27.941176470588236,1610612741,25,31,2025-11-23T01:28:11Z,1250000,False,110.0,222.0,1,left,MISS J. Smith 24' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.83,,,,,,,,,,,,
127,PT03M33.00S,2025-11-23T01:28:09.9Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612764,25,31,2025-11-23T01:28:11Z,1260000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,
128,PT03M30.00S,2025-11-23T01:28:13.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641774,92.06636005256242,48.77450980392157,1610612764,25,33,2025-11-23T01:28:19Z,1270000,False,-6.0,22.0,1,right,T. Vukcevic running DUNK (2 PTS) (C. Whitmore 1 AST),"[1641774, 1641715]",1610612764.0,WAS,running,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.29,C. Whitmore,1641715.0,1.0,,,,,,,,,
130,PT03M14.00S,2025-11-23T01:28:28.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,21.632720105124836,89.70588235294117,1610612741,25,33,2025-11-23T01:28:36Z,1290000,False,-199.0,151.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.93,,,,,,,,,,,,
131,PT03M12.00S,2025-11-23T01:28:30.9Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,25,33,2025-11-23T01:32:32Z,1300000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,
132,PT03M11.00S,2025-11-23T01:28:32.2Z,1,REGULAR,turnover,bad pass,[],1630551,,,1610612764,25,33,2025-11-23T01:28:39Z,1310000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 1630581]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Giddey,1630581.0
133,PT03M11.00S,2025-11-23T01:28:32.2Z,1,REGULAR,steal,,[],1630581,,,1610612741,25,33,2025-11-23T01:28:34Z,1320000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
134,PT03M07.00S,2025-11-23T01:28:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,5.601182654402102,48.529411764705884,1610612741,27,33,2025-11-23T01:28:42Z,1330000,False,7.0,0.0,1,left,K. Huerter alley-oop Layup (4 PTS) (J. Giddey 4 AST),"[1628989, 1630581]",1610612741.0,CHI,alley-oop,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.74,J. Giddey,1630581.0,4.0,,,,,,,,,
136,PT02M49.00S,2025-11-23T01:28:54.2Z,1,REGULAR,2pt,Jump Shot,[],1642267,75.50919842312747,49.26470588235294,1610612764,27,33,2025-11-23T01:28:58Z,1350000,False,-4.0,178.0,1,right,MISS B. Carrington 17' fadeaway Shot,[1642267],1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,,,,,,Missed,,17.77,,,,,,,,,,,,
137,PT02M47.00S,2025-11-23T01:28:56.1Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,27,33,2025-11-23T01:28:56Z,1360000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,
138,PT02M36.00S,2025-11-23T01:29:07.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641763,4.5499342969776615,49.26470588235294,1610612741,29,33,2025-11-23T01:29:11Z,1370000,False,4.0,-10.0,1,left,J. Phillips cutting DUNK (2 PTS) (J. Smith 1 AST),"[1641763, 1630188]",1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.04,J. Smith,1630188.0,1.0,,,,,,,,,
141,PT02M32.00S,2025-11-23T01:29:16.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,29,33,2025-11-23T01:29:16Z,1400000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M32.00S,2025-11-23T01:30:57.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612764,29,33,2025-11-23T01:31:54Z,1410000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M32.00S,2025-11-23T01:30:57.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612764,29,33,2025-11-23T01:31:54Z,1420000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M32.00S,2025-11-23T01:30:57.9Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,29,33,2025-11-23T01:31:54Z,1430000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M32.00S,2025-11-23T01:30:57.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612764,29,33,2025-11-23T01:31:54Z,1440000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M32.00S,2025-11-23T01:30:57.9Z,1,REGULAR,substitution,in,[],1629632,,,1610612764,29,33,2025-11-23T01:31:54Z,1450000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M32.00S,2025-11-23T01:30:57.9Z,1,REGULAR,substitution,in,[],1642273,,,1610612764,29,33,2025-11-23T01:31:54Z,1460000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M26.00S,2025-11-23T01:32:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,93.38042049934296,54.41176470588235,1610612764,29,33,2025-11-23T01:37:13Z,1470000,False,22.0,10.0,1,right,MISS K. George driving Layup,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.41,,,,,,,,,,,,
149,PT02M25.00S,2025-11-23T01:32:22.6Z,1,REGULAR,rebound,offensive,[],1641774,,,1610612764,29,33,2025-11-23T01:37:13Z,1480000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:0),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,148.0,1.0,0.0,1.0,,,,,
173,PT02M24.00S,2025-11-23T01:32:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641774,93.77463863337714,49.01960784313725,1610612764,29,33,2025-11-23T01:36:11Z,1485000,False,-5.0,6.0,1,right,MISS T. Vukcevic tip Layup,[1641774],1610612764.0,WAS,tip,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.77,,,,,,,,,,,,
174,PT02M24.00S,2025-11-23T01:32:25.6Z,1,REGULAR,rebound,offensive,[],1642273,,,1610612764,29,33,2025-11-23T01:36:11Z,1487500,False,,,0,,K. George REBOUND (Off:1 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,173.0,4.0,3.0,1.0,,,,,
150,PT02M24.00S,2025-11-23T01:32:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612764,29,33,2025-11-23T01:32:35Z,1490000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (George 2 FT),"[1630188, 1642273]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,202053.0,1.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
152,PT02M24.00S,2025-11-23T01:32:49.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642273,,,1610612764,29,34,2025-11-23T01:36:11Z,1510000,False,,,0,,K. George Free Throw 1 of 2 (3 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
153,PT02M24.00S,2025-11-23T01:33:05.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642273,,,1610612764,29,35,2025-11-23T01:36:11Z,1520000,False,,,0,,K. George Free Throw 2 of 2 (4 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
154,PT02M09.00S,2025-11-23T01:33:21.2Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,29,35,2025-11-23T01:33:27Z,1530000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1630551]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,,,Champagnie,1630551.0
155,PT02M09.00S,2025-11-23T01:33:21.2Z,1,REGULAR,steal,,[],1630551,,,1610612764,29,35,2025-11-23T01:33:25Z,1540000,False,,,0,,J. Champagnie STEAL (2 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
157,PT02M03.00S,2025-11-23T01:33:43.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641763,,,1610612764,29,35,2025-11-23T01:33:54Z,1560000,False,,,0,,J. Phillips shooting personal FOUL (1 PF) (Whitmore 2 FT),"[1641763, 1641715]",1610612741.0,CHI,shooting,,,Phillips,J. Phillips,,,,,Mid-Range,8-16 Left,1628487.0,1.0,0.0,Whitmore,1641715.0,,,,,,,,,,,,,,,
159,PT02M03.00S,2025-11-23T01:33:55.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641715,,,1610612764,29,36,2025-11-23T01:33:55Z,1580000,False,,,0,,C. Whitmore Free Throw 1 of 2 (4 PTS),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
160,PT02M03.00S,2025-11-23T01:34:10.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641715,,,1610612764,29,37,2025-11-23T01:34:10Z,1590000,False,,,0,,C. Whitmore Free Throw 2 of 2 (5 PTS),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
161,PT01M50.00S,2025-11-23T01:34:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.652431011826544,48.03921568627451,1610612741,31,37,2025-11-23T01:34:30Z,1600000,False,10.0,10.0,1,left,C. White driving finger roll Layup (7 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.4,,,,,,,,,,,,
162,PT01M38.00S,2025-11-23T01:34:43.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612764,31,37,2025-11-23T01:34:55Z,1610000,False,,,0,,T. Jones personal FOUL (1 PF) (George 2 FT),"[1630200, 1642273]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
164,PT01M38.00S,2025-11-23T01:35:02.6Z,1,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,31,38,2025-11-23T01:35:02Z,1630000,False,,,0,,K. George Free Throw 1 of 2 (5 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
165,PT01M38.00S,2025-11-23T01:35:14.6Z,1,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,31,39,2025-11-23T01:35:14Z,1640000,False,,,0,,K. George Free Throw 2 of 2 (6 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
166,PT01M26.00S,2025-11-23T01:35:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.338370565045992,49.26470588235294,1610612741,31,39,2025-11-23T01:35:46Z,1650000,False,4.0,-2.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.44,,,,,,,,,,,,
167,PT01M22.00S,2025-11-23T01:35:31.7Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,31,39,2025-11-23T01:35:31Z,1660000,False,,,0,,J. Phillips REBOUND (Off:1 Def:0),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,166.0,1.0,0.0,1.0,,,,,
168,PT01M22.00S,2025-11-23T01:35:31.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641763,5.590000152587891,50.0,1610612741,33,39,2025-11-23T01:35:31Z,1670000,False,0.0,0.0,1,left,J. Phillips putback DUNK (4 PTS),[1641763],1610612741.0,CHI,putback,,,Phillips,J. Phillips,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,0.0,,,,,,,,,,,,
169,PT01M15.00S,2025-11-23T01:35:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,80.6340341655716,60.78431372549019,1610612764,33,39,2025-11-23T01:38:31Z,1680000,False,54.0,130.0,1,right,MISS T. Vukcevic 14' pullup Shot,[1641774],1610612764.0,WAS,pullup,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,14.03,,,,,,,,,,,,
170,PT01M12.00S,2025-11-23T01:35:42.1Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,33,39,2025-11-23T01:35:48Z,1690000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,169.0,2.0,2.0,0.0,,,,,
