actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
21,PT10M20.00S,2025-10-23T00:15:47.9Z,1,REGULAR,steal,,[],1630595,,,1610612765,6,4,2025-10-23T00:15:49Z,210000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
22,PT10M15.00S,2025-10-23T00:15:53.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630595,86.81011826544021,53.431372549019606,1610612765,6,6,2025-10-23T00:16:06Z,220000,False,17.0,71.0,1,right,C. Cunningham 7' running Layup (2 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2025-10-23T00:16:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,11.12023653088042,51.470588235294116,1610612741,6,6,2025-10-23T00:16:16Z,230000,False,-7.0,52.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2025-10-23T00:16:14.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,6,6,2025-10-23T00:16:14Z,240000,False,,,0,,N. Vučević REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,23.0,1.0,0.0,1.0,,
25,PT09M56.00S,2025-10-23T00:16:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,6,6,2025-10-23T00:16:14Z,250000,False,0.0,0.0,1,left,MISS N. Vučević tip Layup,[202696],1610612741.0,CHI,tip,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
26,PT09M56.00S,2025-10-23T00:16:15.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,6,6,2025-10-23T00:16:15Z,260000,False,,,0,,N. Vučević REBOUND (Off:2 Def:0),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,25.0,2.0,0.0,2.0,,
27,PT09M56.00S,2025-10-23T00:16:17.2Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612741,6,6,2025-10-23T00:16:22Z,270000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Vučević 2 FT),"[1631105, 202696]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,2.0,0.0,Vučević,202696.0,,,,,,,,,
29,PT09M56.00S,2025-10-23T00:16:42.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202696,,,1610612741,7,6,2025-10-23T00:16:42Z,290000,False,,,0,,N. Vučević Free Throw 1 of 2 (5 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
30,PT09M56.00S,2025-10-23T00:16:49.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612741,7,6,2025-10-23T00:16:56Z,300000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M56.00S,2025-10-23T00:16:49.5Z,1,REGULAR,substitution,in,[],1630191,,,1610612741,7,6,2025-10-23T00:16:56Z,310000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M56.00S,2025-10-23T00:17:12.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202696,,,1610612741,8,6,2025-10-23T00:17:12Z,320000,False,,,0,,N. Vučević Free Throw 2 of 2 (6 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
33,PT09M39.00S,2025-10-23T00:17:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,89.17542706964521,49.26470588235294,1610612765,8,6,2025-10-23T00:17:35Z,330000,False,-4.0,49.0,1,right,MISS C. Cunningham turnaround Shot,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
34,PT09M37.00S,2025-10-23T00:17:32.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,6,2025-10-23T00:17:35Z,340000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,
35,PT09M27.00S,2025-10-23T00:17:43.1Z,1,REGULAR,2pt,Jump Shot,[],1630171,6.1268068331143235,70.09803921568627,1610612741,8,6,2025-10-23T00:17:47Z,350000,False,-100.0,5.0,1,left,MISS I. Okoro 10' driving floating Shot,[1630171],1610612741.0,CHI,driving floating,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,10.06,Missed,,,,,,,,,,,,,,,,,,
36,PT09M25.00S,2025-10-23T00:17:45.1Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,8,6,2025-10-23T00:17:47Z,360000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,
37,PT09M09.00S,2025-10-23T00:18:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,81.553876478318,65.68627450980392,1610612765,8,6,2025-10-23T00:18:11Z,370000,False,78.0,121.0,1,right,MISS C. Cunningham 14' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,14.41,Missed,,,,,,,,,,,,,,,,,,
38,PT09M06.00S,2025-10-23T00:18:03.9Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,8,6,2025-10-23T00:18:11Z,380000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,37.0,2.0,1.0,1.0,,
39,PT08M57.00S,2025-10-23T00:18:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,89.17542706964521,43.872549019607845,1610612765,8,6,2025-10-23T00:18:15Z,390000,False,-31.0,49.0,1,right,MISS T. Harris driving Layup - blocked,"[202699, 1641824]",1610612765.0,DET,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,,,,,Buzelis,1641824.0
40,PT08M57.00S,2025-10-23T00:18:12.0Z,1,REGULAR,block,,[],1641824,,,1610612765,8,6,2025-10-23T00:18:14Z,400000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M55.00S,2025-10-23T00:18:14.0Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,8,6,2025-10-23T00:18:15Z,410000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
42,PT08M49.00S,2025-10-23T00:18:23.0Z,1,REGULAR,foul,personal,[],1630191,,,1610612741,8,6,2025-10-23T00:18:32Z,420000,False,,,0,,I. Stewart personal FOUL (1 PF),"[1630191, 202696]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,,,,,,,1627529.0,1.0,0.0,Vučević,202696.0,,,,,,,,,
44,PT08M34.00S,2025-10-23T00:19:01.9Z,1,REGULAR,2pt,Jump Shot,[],1630581,22.552562417871222,20.098039215686274,1610612741,8,6,2025-10-23T00:19:06Z,440000,False,150.0,159.0,1,left,MISS J. Giddey 21' Jump Shot,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right Center,21.86,Missed,,,,,,,,,,,,,,,,,,
45,PT08M34.00S,2025-10-23T00:19:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,8,6,2025-10-23T00:19:06Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,44.0,,,,,
46,PT08M34.00S,2025-10-23T00:19:05.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,8,6,2025-10-23T00:19:52Z,460000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,,,,,,,,,
47,PT08M18.00S,2025-10-23T00:19:33.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,81.68528252299606,49.754901960784316,1610612765,8,8,2025-10-23T00:19:43Z,470000,False,-1.0,120.0,1,right,C. Cunningham 11' pullup Jump Shot (4 PTS) (I. Stewart 1 AST),"[1630595, 1630191]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,11.97,Made,4.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,,
48,PT08M09.00S,2025-10-23T00:19:44.4Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612741,8,8,2025-10-23T00:19:52Z,480000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Buzelis 2 FT),"[202699, 1641824]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,1.0,0.0,Buzelis,1641824.0,,,,,,,,,
50,PT08M09.00S,2025-10-23T00:20:15.0Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,9,8,2025-10-23T00:20:15Z,500000,False,,,0,,M. Buzelis Free Throw 1 of 2 (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
52,PT08M09.00S,2025-10-23T00:20:17.9Z,1,REGULAR,substitution,out,[],1630200,,,1610612741,9,8,2025-10-23T00:20:21Z,510000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M09.00S,2025-10-23T00:20:17.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,9,8,2025-10-23T00:20:21Z,520000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M09.00S,2025-10-23T00:20:41.9Z,1,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,10,8,2025-10-23T00:20:41Z,530000,False,,,0,,M. Buzelis Free Throw 2 of 2 (4 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2025-10-23T00:21:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,87.99277266754271,37.254901960784316,1610612765,10,10,2025-10-23T00:21:07Z,540000,False,-64.0,60.0,1,right,T. Harris 8' turnaround fadeaway Jump Shot (2 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,8.78,Made,2.0,,,,,,,,,,,,,,,,,
56,PT07M34.00S,2025-10-23T00:21:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.521024967148489,53.18627450980392,1610612741,10,10,2025-10-23T00:21:21Z,550000,False,-16.0,9.0,1,left,MISS J. Giddey cutting Layup - blocked,"[1630581, 1641709]",1610612741.0,CHI,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,Thompson,1641709.0
57,PT07M34.00S,2025-10-23T00:21:18.5Z,1,REGULAR,block,,[],1641709,,,1610612741,10,10,2025-10-23T00:21:20Z,560000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M32.00S,2025-10-23T00:21:20.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,10,10,2025-10-23T00:23:00Z,570000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,
59,PT07M30.00S,2025-10-23T00:21:24.6Z,1,REGULAR,foul,personal,[],1628989,,,1610612765,10,10,2025-10-23T00:21:33Z,580000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1641709]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203592.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,
61,PT07M21.00S,2025-10-23T00:21:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.24901445466492,50.0,1610612765,10,12,2025-10-23T00:22:07Z,600000,False,0.0,11.0,1,right,I. Stewart cutting Layup (2 PTS) (C. Cunningham 3 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,
63,PT07M21.00S,2025-10-23T00:21:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,10,12,2025-10-23T00:21:58Z,620000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M08.00S,2025-10-23T00:25:14.3Z,1,REGULAR,2pt,Jump Shot,[],1630581,8.754927726675426,30.392156862745097,1610612741,12,12,2025-10-23T00:25:37Z,630000,False,98.0,30.0,1,left,J. Giddey 10' driving floating Jump Shot (2 PTS) (N. Vučević 1 AST),"[1630581, 202696]",1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,10.24,Made,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,,,,,
66,PT06M50.00S,2025-10-23T00:25:32.5Z,1,REGULAR,3pt,Jump Shot,[],1629130,67.62483574244416,58.333333333333336,1610612765,12,12,2025-10-23T00:25:39Z,650000,False,42.0,252.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
67,PT06M50.00S,2025-10-23T00:25:32.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,12,12,2025-10-23T00:25:39Z,660000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,66.0,2.0,2.0,0.0,,
68,PT06M29.00S,2025-10-23T00:25:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.30946123521682,49.01960784313725,1610612741,12,12,2025-10-23T00:25:59Z,670000,False,5.0,16.0,1,left,MISS I. Okoro driving Layup - blocked,"[1630171, 1630191]",1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.69,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
69,PT06M29.00S,2025-10-23T00:25:53.3Z,1,REGULAR,block,,[],1630191,,,1610612741,12,12,2025-10-23T00:26:25Z,680000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2025-10-23T00:25:56.3Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612741,12,12,2025-10-23T00:25:59Z,690000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,68.0,1.0,0.0,1.0,,
71,PT06M24.00S,2025-10-23T00:25:58.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,25.443495400788436,14.460784313725492,1610612741,15,12,2025-10-23T00:26:03Z,700000,False,178.0,187.0,1,left,J. Giddey 25' 3PT  (5 PTS) (I. Okoro 2 AST),"[1630581, 1630171]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.77,Made,5.0,I. Okoro,1630171.0,2.0,,,,,,,,,,,,,,
73,PT05M58.00S,2025-10-23T00:26:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.59001314060447,50.674019607843135,1610612765,15,12,2025-10-23T00:26:32Z,720000,False,3.0,27.0,1,right,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2025-10-23T00:26:27.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,12,2025-10-23T00:26:32Z,730000,False,,,0,,N. Vučević REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,73.0,3.0,1.0,2.0,,
75,PT05M49.00S,2025-10-23T00:26:37.1Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612741,15,12,2025-10-23T00:26:45Z,740000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Giddey 2 FT),"[1630595, 1630581]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,
77,PT05M49.00S,2025-10-23T00:27:10.7Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,15,12,2025-10-23T00:27:10Z,760000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
78,PT05M49.00S,2025-10-23T00:27:10.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,15,12,2025-10-23T00:27:10Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,
79,PT05M49.00S,2025-10-23T00:27:12.1Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,15,12,2025-10-23T00:27:17Z,780000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M49.00S,2025-10-23T00:27:12.1Z,1,REGULAR,substitution,out,[],1641709,,,1610612741,15,12,2025-10-23T00:27:17Z,790000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M49.00S,2025-10-23T00:27:12.1Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,15,12,2025-10-23T00:27:17Z,800000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2025-10-23T00:27:12.1Z,1,REGULAR,substitution,in,[],1627747,,,1610612741,15,12,2025-10-23T00:27:17Z,810000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M49.00S,2025-10-23T00:27:36.9Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,16,12,2025-10-23T00:27:36Z,820000,False,,,0,,J. Giddey Free Throw 2 of 2 (6 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
84,PT05M30.00S,2025-10-23T00:27:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,90.22667542706965,56.61764705882353,1610612765,16,12,2025-10-23T00:28:00Z,830000,False,33.0,39.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2025-10-23T00:27:58.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,12,2025-10-23T00:28:00Z,840000,False,,,0,,N. Vučević REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,84.0,4.0,2.0,2.0,,
