actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
30,PT09M43.00S,2025-12-06T01:13:12.1Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612741,5,2,2025-12-06T01:13:19Z,300000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Buzelis 2 FT),"[1627783, 1641824]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1628171.0,,,,,,,,,,,,,,2.0,0.0,Buzelis,1641824.0,,
32,PT09M43.00S,2025-12-06T01:13:41.3Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,6,2,2025-12-06T01:13:41Z,320000,False,,,0,,M. Buzelis Free Throw 1 of 2 (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
33,PT09M43.00S,2025-12-06T01:13:42.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612741,6,2,2025-12-06T01:13:51Z,330000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M43.00S,2025-12-06T01:13:42.5Z,1,REGULAR,substitution,in,[],1641716,,,1610612741,6,2,2025-12-06T01:13:51Z,340000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M43.00S,2025-12-06T01:14:02.0Z,1,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,7,2,2025-12-06T01:14:02Z,350000,False,,,0,,M. Buzelis Free Throw 2 of 2 (4 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
36,PT09M27.00S,2025-12-06T01:14:18.4Z,1,REGULAR,3pt,Jump Shot,[],1629614,31.61957950065703,42.15686274509804,1610612754,7,5,2025-12-06T01:17:51Z,360000,False,39.0,245.0,1,left,A. Nembhard 24' 3PT pullup (3 PTS) (B. Mathurin 1 AST),"[1629614, 1631097]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,24.78,Made,,,,,,,3.0,B. Mathurin,1631097.0,1.0,,,,,,
38,PT09M12.00S,2025-12-06T01:14:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,90.88370565045992,50.73529411764706,1610612741,7,5,2025-12-06T01:14:39Z,380000,False,4.0,33.0,1,right,MISS J. Phillips driving Layup - blocked,"[1641763, 1631097]",1610612741.0,CHI,driving,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,3.34,Missed,,,,,Mathurin,1631097.0,,,,,,,,,,
39,PT09M12.00S,2025-12-06T01:14:33.3Z,1,REGULAR,block,,[],1631097,,,1610612741,7,5,2025-12-06T01:14:36Z,390000,False,,,0,,B. Mathurin BLOCK (1 BLK),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M11.00S,2025-12-06T01:14:34.3Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,7,5,2025-12-06T01:19:04Z,400000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT09M05.00S,2025-12-06T01:14:41.0Z,1,REGULAR,3pt,Jump Shot,[],1641716,9.674770039421814,2.941176470588235,1610612754,7,5,2025-12-06T01:17:52Z,410000,False,235.0,38.0,1,left,MISS J. Walker 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,23.84,Missed,,,,,,,,,,,,,,,,
42,PT09M01.00S,2025-12-06T01:14:45.0Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,7,5,2025-12-06T01:14:47Z,420000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,
43,PT08M54.00S,2025-12-06T01:14:50.9Z,1,REGULAR,3pt,Jump Shot,[],202696,70.25295663600527,21.323529411764707,1610612741,10,5,2025-12-06T01:14:57Z,430000,False,-143.0,227.0,1,right,N. Vučević 26' 3PT  (3 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,26.86,Made,,,,,,,3.0,J. Giddey,1630581.0,2.0,,,,,,
45,PT08M44.00S,2025-12-06T01:15:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,5.469776609724048,52.450980392156865,1610612754,10,7,2025-12-06T01:15:09Z,450000,False,-12.0,-1.0,1,left,B. Mathurin driving reverse Layup (2 PTS) (A. Nembhard 2 AST),"[1631097, 1629614]",1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,1.23,Made,,,,,,,2.0,A. Nembhard,1629614.0,2.0,,,,,,
47,PT08M44.00S,2025-12-06T01:15:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,10,7,2025-12-06T01:15:08Z,470000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M43.00S,2025-12-06T01:18:17.5Z,1,REGULAR,foul,personal,[],1629726,,,1610612741,10,7,2025-12-06T01:18:28Z,480000,False,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 1641763]",1610612754.0,IND,,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,1628171.0,,,,,,,,,,,,,,1.0,0.0,Phillips,1641763.0,,
50,PT08M30.00S,2025-12-06T01:18:40.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,92.72339027595268,49.26470588235294,1610612741,12,7,2025-12-06T01:18:46Z,500000,False,-4.0,16.0,1,right,M. Buzelis cutting DUNK (6 PTS) (J. Giddey 3 AST),"[1641824, 1630581]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,1.63,Made,,,,,,,6.0,J. Giddey,1630581.0,3.0,,,,,,
52,PT08M20.00S,2025-12-06T01:18:55.8Z,1,REGULAR,foul,personal,[],1641763,,,1610612754,12,7,2025-12-06T01:19:01Z,520000,False,,,0,,J. Phillips personal FOUL (1 PF),"[1641763, 1630643]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),0-8 Center,1628171.0,,,,,,,,,,,,,,1.0,0.0,Huff,1630643.0,,
54,PT08M15.00S,2025-12-06T01:19:18.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,30.56833114323259,24.509803921568626,1610612754,12,7,2025-12-06T01:20:19Z,540000,False,127.0,235.0,1,left,MISS A. Nembhard 26' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,26.72,Missed,,,,,,,,,,,,,,,,
55,PT08M11.00S,2025-12-06T01:19:22.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,7,2025-12-06T01:19:23Z,550000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,
57,PT08M06.00S,2025-12-06T01:19:45.3Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,12,7,2025-12-06T01:19:50Z,570000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M06.00S,2025-12-06T01:19:45.3Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,12,7,2025-12-06T01:19:50Z,580000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M05.00S,2025-12-06T01:19:52.2Z,1,REGULAR,turnover,bad pass,[],1631207,,,1610612741,12,7,2025-12-06T01:21:54Z,590000,False,,,0,,D. Terry bad pass TURNOVER (1 TO),"[1631207, 1629614]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,,,Nembhard,1629614.0
60,PT08M05.00S,2025-12-06T01:19:52.2Z,1,REGULAR,steal,,[],1629614,,,1610612754,12,7,2025-12-06T01:19:54Z,600000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
61,PT08M01.00S,2025-12-06T01:19:55.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629614,5.601182654402102,50.73529411764706,1610612754,12,9,2025-12-06T01:22:04Z,610000,False,-4.0,0.0,1,left,A. Nembhard running DUNK (5 PTS),[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,0.37,Made,,,,,,,5.0,,,,,,,,,
62,PT07M42.00S,2025-12-06T01:20:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631207,81.68528252299606,49.50980392156863,1610612741,12,9,2025-12-06T01:22:46Z,620000,False,-2.0,120.0,1,right,MISS D. Terry 11' driving floating Shot,[1631207],1610612741.0,CHI,driving floating,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Center,,,11.97,Missed,,,,,,,,,,,,,,,,
63,PT07M41.00S,2025-12-06T01:20:13.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,12,9,2025-12-06T01:20:29Z,630000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,62.0,,,,,,,,,,,,,,,
65,PT07M31.00S,2025-12-06T01:20:28.3Z,1,REGULAR,3pt,Jump Shot,[],1631097,11.777266754270697,2.941176470588235,1610612754,12,9,2025-12-06T01:20:33Z,650000,False,235.0,58.0,1,left,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,24.24,Missed,,,,,,,,,,,,,,,,
66,PT07M28.00S,2025-12-06T01:20:31.3Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,12,9,2025-12-06T01:20:33Z,660000,False,,,0,,J. Phillips REBOUND (Off:0 Def:2),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,
67,PT07M18.00S,2025-12-06T01:20:44.8Z,1,REGULAR,turnover,lost ball,[],1641824,,,1610612741,12,9,2025-12-06T01:23:47Z,670000,False,,,0,,M. Buzelis lost ball TURNOVER (1 TO),"[1641824, 1629614]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,,,,,,,Nembhard,1629614.0
68,PT07M18.00S,2025-12-06T01:20:44.8Z,1,REGULAR,steal,,[],1629614,,,1610612754,12,9,2025-12-06T03:20:46Z,680000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
69,PT07M14.00S,2025-12-06T01:20:50.5Z,1,REGULAR,turnover,out-of-bounds,[],1629726,,,1610612754,12,9,2025-12-06T01:20:57Z,690000,False,,,0,,G. Mathews step out-of-bounds TURNOVER (1 TO),[1629726],1610612754.0,IND,step,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,201638.0,1.0,,,,,,,,,,,,,,,,,,
71,PT07M00.00S,2025-12-06T01:21:17.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,96.40275952693824,94.6078431372549,1610612741,12,9,2025-12-06T01:24:41Z,700000,False,223.0,-19.0,1,right,MISS N. Vučević 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Right Corner 3,24+ Right,,,22.38,Missed,,,,,,,,,,,,,,,,
72,PT06M56.00S,2025-12-06T01:21:21.2Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,12,9,2025-12-06T01:24:41Z,710000,False,,,0,,J. Phillips REBOUND (Off:1 Def:2),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,,,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,
73,PT06M50.00S,2025-12-06T01:21:27.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630581,85.49605781865965,73.52941176470588,1610612741,12,9,2025-12-06T01:25:32Z,720000,False,118.0,84.0,1,right,MISS J. Giddey 14' pullup Shot,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,14.44,Missed,,,,,,,,,,,,,,,,
74,PT06M49.00S,2025-12-06T01:21:28.5Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,12,9,2025-12-06T01:25:32Z,730000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,
75,PT06M44.00S,2025-12-06T01:21:32.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,32.40801576872536,46.07843137254902,1610612754,12,9,2025-12-06T01:25:56Z,740000,False,20.0,252.0,1,left,MISS B. Mathurin 25' running pullup 3PT,[1631097],1610612754.0,IND,running pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,25.29,Missed,,,,,,,,,,,,,,,,
76,PT06M43.00S,2025-12-06T01:21:33.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,12,9,2025-12-06T01:25:56Z,750000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,
77,PT06M39.00S,2025-12-06T01:21:40.5Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612741,12,9,2025-12-06T01:21:50Z,760000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1631097, 1641824]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,201638.0,,,,,,,,,,,,,,1.0,0.0,Buzelis,1641824.0,,
79,PT06M39.00S,2025-12-06T01:22:12.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641824,,,1610612741,13,9,2025-12-06T01:22:12Z,780000,False,,,0,,M. Buzelis Free Throw 1 of 2 (7 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
80,PT06M39.00S,2025-12-06T01:22:16.7Z,1,REGULAR,substitution,out,[],1641763,,,1610612741,13,9,2025-12-06T01:22:22Z,790000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M39.00S,2025-12-06T01:22:16.7Z,1,REGULAR,substitution,in,[],1628975,,,1610612741,13,9,2025-12-06T01:22:22Z,800000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M39.00S,2025-12-06T01:22:34.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641824,,,1610612741,14,9,2025-12-06T01:22:34Z,810000,False,,,0,,M. Buzelis Free Throw 2 of 2 (8 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
83,PT06M23.00S,2025-12-06T01:22:50.3Z,1,REGULAR,3pt,Jump Shot,[],1641716,28.203022339027594,75.0,1610612754,14,9,2025-12-06T01:22:54Z,820000,False,-125.0,213.0,1,left,MISS J. Walker 24' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,24.66,Missed,,,,,,,,,,,,,,,,
84,PT06M20.00S,2025-12-06T01:22:53.3Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,14,9,2025-12-06T01:22:54Z,830000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,
85,PT06M15.00S,2025-12-06T01:22:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,92.19776609724047,49.754901960784316,1610612741,14,9,2025-12-06T01:23:07Z,840000,False,-1.0,21.0,1,right,MISS J. Giddey running finger roll Layup - blocked,"[1630581, 1630643]",1610612741.0,CHI,running finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,Huff,1630643.0,,,,,,,,,,
91,PT06M15.00S,2025-12-06T01:22:58.7Z,1,REGULAR,block,,[],1630643,,,1610612741,14,9,2025-12-06T01:23:38Z,845000,False,,,0,,J. Huff BLOCK (2 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
