actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-11T01:10:39.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-11T01:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-11T01:10:42.8Z,1,REGULAR,jumpball,recovered,[],1641824,,,1610612741,0,0,2026-01-11T01:10:42Z,40000,False,,,0,,Jump Ball N. Vučević vs. D. Gafford: Tip to M. Buzelis,"[1641824, 202696, 1629655]",1610612741.0,CHI,startperiod,M. Buzelis,1641824.0,Buzelis,M. Buzelis,Vučević,202696.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-01-11T01:10:51.8Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,0,0,2026-01-11T01:10:59Z,70000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1630230]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,1.0,Marshall,1630230.0,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2026-01-11T01:10:51.8Z,1,REGULAR,steal,,[],1630230,,,1610612742,0,0,2026-01-11T01:10:53Z,80000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2026-01-11T01:10:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,88.78120893561103,49.50980392156863,1610612742,0,0,2026-01-11T01:11:09Z,90000,False,-2.0,53.0,1,right,MISS N. Marshall running Layup - blocked,"[1630230, 1641824]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,5.31,Missed,Buzelis,1641824.0,,,,,,,,,,,,,
10,PT11M41.00S,2026-01-11T01:10:56.9Z,1,REGULAR,block,,[],1641824,,,1610612742,0,0,2026-01-11T01:10:59Z,100000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M38.00S,2026-01-11T01:10:59.9Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,0,0,2026-01-11T01:11:09Z,110000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M36.00S,2026-01-11T01:11:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629632,6.1268068331143235,47.549019607843135,1610612741,2,0,2026-01-11T01:11:13Z,120000,False,12.0,5.0,1,left,C. White running Layup (2 PTS) (I. Okoro 1 AST),"[1629632, 1630171]",1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,1.33,Made,,,,,,,2.0,I. Okoro,1630171.0,1.0,,,,,
14,PT11M14.00S,2026-01-11T01:11:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.72339027595268,52.94117647058824,1610612742,2,0,2026-01-11T01:11:28Z,140000,False,15.0,16.0,1,right,MISS D. Gafford Layup,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,,
15,PT11M12.00S,2026-01-11T01:11:25.7Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,2,0,2026-01-11T01:11:25Z,150000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,
16,PT11M03.00S,2026-01-11T01:11:35.0Z,1,REGULAR,3pt,Jump Shot,[],1630200,10.988830486202366,2.941176470588235,1610612741,5,0,2026-01-11T01:11:41Z,160000,False,235.0,51.0,1,left,T. Jones 24' 3PT  (3 PTS) (M. Buzelis 1 AST),"[1630200, 1641824]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,24.07,Made,,,,,,,3.0,M. Buzelis,1641824.0,1.0,,,,,
18,PT10M54.00S,2026-01-11T01:11:47.2Z,1,REGULAR,violation,kicked ball,[],1630200,,,1610612742,5,0,2026-01-11T01:11:51Z,180000,False,,,0,,T. Jones kicked ball VIOLATION,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,1628481.0,,,,
19,PT10M48.00S,2026-01-11T01:11:59.5Z,1,REGULAR,3pt,Jump Shot,[],1631108,74.45795006570303,13.23529411764706,1610612742,5,3,2026-01-11T01:12:05Z,190000,False,-184.0,188.0,1,right,M. Christie 26' 3PT  (3 PTS) (R. Nembhard 1 AST),"[1631108, 1642948]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,26.26,Made,,,,,,,3.0,R. Nembhard,1642948.0,1.0,,,,,
