actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
42,PT08M38.00S,2025-12-18T01:15:30.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,95.22010512483574,95.09803921568627,1610612741,11,15,2025-12-18T01:15:35Z,410000,False,225.0,-8.0,1,right,J. Giddey 3PT  (5 PTS) (C. White 1 AST),"[1630581, 1629632]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,22.56,Made,,,,,,,5.0,C. White,1629632.0,1.0,,,,,,,,
44,PT08M28.00S,2025-12-18T01:15:44.7Z,1,REGULAR,violation,kicked ball,[],202696,,,1610612739,11,15,2025-12-18T01:15:48Z,430000,False,,,0,,N. Vučević kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,
45,PT08M21.00S,2025-12-18T01:16:06.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629731,5.206964520367937,51.225490196078425,1610612739,11,17,2025-12-18T01:17:39Z,440000,False,-6.0,-4.0,1,left,D. Wade cutting DUNK (2 PTS) (J. Allen 2 AST),"[1629731, 1628386]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,2.0,J. Allen,1628386.0,2.0,,,,,,,,
47,PT08M06.00S,2025-12-18T01:16:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,91.98423127463863,51.40931372549019,1610612741,11,17,2025-12-18T01:18:02Z,460000,False,7.0,23.0,1,right,MISS J. Giddey driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
48,PT08M05.00S,2025-12-18T01:16:23.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,17,2025-12-18T01:18:38Z,470000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M54.00S,2025-12-18T01:16:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,5.075558475689881,4.411764705882353,1610612739,11,20,2025-12-18T01:16:38Z,480000,False,228.0,-5.0,1,left,D. Garland 3PT  (6 PTS) (D. Mitchell 2 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,,,6.0,D. Mitchell,1628378.0,2.0,,,,,,,,
51,PT07M45.00S,2025-12-18T01:16:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,93.24901445466492,53.431372549019606,1610612741,13,20,2025-12-18T01:16:46Z,500000,False,17.0,11.0,1,right,M. Buzelis driving Layup (2 PTS),[1641824],1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,2.0,,,,,,,,,,,
52,PT07M36.00S,2025-12-18T01:16:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,8.886333771353483,61.029411764705884,1610612739,13,20,2025-12-18T01:19:37Z,510000,False,-55.0,31.0,1,left,MISS D. Mitchell 6' driving floating bank Shot,[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
53,PT07M36.00S,2025-12-18T01:16:52.5Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,13,20,2025-12-18T01:19:37Z,520000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT07M30.00S,2025-12-18T01:16:58.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,73.53810775295663,81.37254901960785,1610612741,16,20,2025-12-18T01:17:05Z,530000,False,157.0,196.0,1,right,C. White 25' 3PT running (7 PTS) (J. Giddey 1 AST),"[1629632, 1630581]",1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.12,Made,,,,,,,7.0,J. Giddey,1630581.0,1.0,,,,,,,,
56,PT07M29.00S,2025-12-18T01:17:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,16,20,2025-12-18T01:17:06Z,550000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M29.00S,2025-12-18T01:19:23.6Z,1,REGULAR,substitution,out,[],1641824,,,1610612739,16,20,2025-12-18T01:19:32Z,560000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M29.00S,2025-12-18T01:19:23.6Z,1,REGULAR,substitution,out,[],202696,,,1610612739,16,20,2025-12-18T01:19:32Z,570000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M29.00S,2025-12-18T01:19:23.6Z,1,REGULAR,substitution,in,[],1628989,,,1610612739,16,20,2025-12-18T01:19:32Z,580000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M29.00S,2025-12-18T01:19:23.6Z,1,REGULAR,substitution,in,[],1628380,,,1610612739,16,20,2025-12-18T01:19:32Z,590000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M29.00S,2025-12-18T01:19:49.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,16,20,2025-12-18T01:19:58Z,600000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M29.00S,2025-12-18T01:19:49.8Z,1,REGULAR,substitution,in,[],1629631,,,1610612739,16,20,2025-12-18T01:19:58Z,610000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M06.00S,2025-12-18T01:20:47.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,33.722076215505915,46.81372549019608,1610612739,16,23,2025-12-18T01:20:54Z,630000,False,16.0,264.0,1,left,D. Garland 26' 3PT pullup (9 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.5,Made,,,,,,,9.0,,,,,,,,,,,
65,PT06M49.00S,2025-12-18T01:21:06.4Z,1,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612741,16,23,2025-12-18T01:21:11Z,640000,False,,,0,,K. Huerter bad pass out-of-bounds TURNOVER (1 TO),[1628989],1610612741.0,CHI,bad pass,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right,,,,,,,1629177.0,1.0,,,,,,,,,,,,
66,PT06M35.00S,2025-12-18T01:21:24.2Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,16,23,2025-12-18T01:21:30Z,650000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Okoro,1630171.0,,
67,PT06M35.00S,2025-12-18T01:21:24.2Z,1,REGULAR,steal,,[],1630171,,,1610612741,16,23,2025-12-18T01:22:54Z,660000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2025-12-18T01:21:28.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,94.43166885676742,49.50980392156863,1610612741,16,23,2025-12-18T01:21:36Z,670000,False,-2.0,0.0,1,right,MISS C. White running DUNK,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,0.25,Missed,,,,,,,,,,,,,,,,,,
69,PT06M29.00S,2025-12-18T01:21:30.2Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,16,23,2025-12-18T01:21:30Z,680000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M26.00S,2025-12-18T01:21:33.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,14.4053876478318,4.6568627450980395,1610612739,16,23,2025-12-18T01:23:40Z,690000,False,227.0,83.0,1,left,MISS D. Wade 24' running 3PT,[1629731],1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
71,PT06M23.00S,2025-12-18T01:21:36.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,16,23,2025-12-18T01:21:38Z,700000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M10.00S,2025-12-18T01:21:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628380,95.74572930354796,96.81372549019608,1610612741,16,23,2025-12-18T01:21:54Z,710000,False,234.0,-13.0,1,right,MISS Z. Collins 3PT,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
73,PT06M07.00S,2025-12-18T01:21:52.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,16,23,2025-12-18T01:21:54Z,720000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT06M00.00S,2025-12-18T01:22:00.0Z,1,REGULAR,3pt,Jump Shot,[],1642281,2.8416557161629434,94.85294117647058,1610612739,16,26,2025-12-18T01:22:04Z,730000,False,-224.0,-26.0,1,left,J. Tyson 3PT  (6 PTS) (D. Garland 2 AST),"[1642281, 1629636]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,22.58,Made,,,,,,,6.0,D. Garland,1629636.0,2.0,,,,,,,,
76,PT05M51.00S,2025-12-18T01:22:08.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,65.91655716162943,28.676470588235293,1610612741,16,26,2025-12-18T01:22:13Z,750000,False,-107.0,268.0,1,right,MISS C. White 28' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,28.83,Missed,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2025-12-18T01:22:11.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,16,26,2025-12-18T01:22:13Z,760000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,
78,PT05M43.00S,2025-12-18T01:22:16.3Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,16,26,2025-12-18T01:22:20Z,770000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1628380]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,Collins,1628380.0,,
79,PT05M43.00S,2025-12-18T01:22:16.3Z,1,REGULAR,steal,,[],1628380,,,1610612741,16,26,2025-12-18T01:22:17Z,780000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
80,PT05M38.00S,2025-12-18T01:22:21.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,94.56307490144546,95.83333333333334,1610612741,16,26,2025-12-18T01:25:55Z,790000,False,229.0,-1.0,1,right,MISS K. Huerter running 3PT,[1628989],1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2025-12-18T01:22:26.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,16,26,2025-12-18T01:23:36Z,800000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT05M24.00S,2025-12-18T01:22:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,5.863994743758213,52.450980392156865,1610612739,16,28,2025-12-18T01:22:41Z,810000,False,-12.0,3.0,1,left,J. Allen cutting Layup (6 PTS) (D. Wade 1 AST),"[1628386, 1629731]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,6.0,D. Wade,1629731.0,1.0,,,,,,,,
84,PT05M24.00S,2025-12-18T01:22:41.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,16,28,2025-12-18T01:22:41Z,830000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M24.00S,2025-12-18T01:24:59.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,16,28,2025-12-18T01:25:22Z,840000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M24.00S,2025-12-18T01:24:59.5Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,16,28,2025-12-18T01:25:22Z,850000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M24.00S,2025-12-18T01:24:59.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612741,16,28,2025-12-18T01:25:22Z,860000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
