actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
15,PT11M22.00S,2025-12-15T00:11:16.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,0,0,2025-12-15T00:14:10Z,159921,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT11M13.00S,2025-12-15T00:11:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,80.42049934296978,39.38419117647059,1610612740,0,2,2025-12-15T00:11:34Z,160000,False,-53.0,132.0,1,right,T. Murphy III 14' turnaround fadeaway Jump Shot (2 PTS),[1630530],1610612740.0,NOP,turnaround fadeaway,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,14.18,Made,,,,,,,2.0,,,,,,,,,,,
17,PT11M02.00S,2025-12-15T00:11:38.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,26.888961892247043,18.137254901960784,1610612741,0,2,2025-12-15T00:39:08Z,170000,False,159.0,200.0,1,left,MISS I. Okoro 25' pullup 3PT,[1630171],1610612741.0,CHI,pullup,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
18,PT10M58.00S,2025-12-15T00:11:42.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,0,2,2025-12-15T00:11:42Z,180000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M47.00S,2025-12-15T00:11:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630529,69.72733245729303,70.58823529411765,1610612740,0,2,2025-12-15T00:11:58Z,190000,False,103.0,232.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2025-12-15T00:11:56.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,2,2025-12-15T00:11:56Z,200000,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,
21,PT10M26.00S,2025-12-15T00:12:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,6.783837056504599,49.26470588235294,1610612741,2,2,2025-12-15T00:12:16Z,210000,False,4.0,11.0,1,left,M. Buzelis cutting Layup (2 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,,
23,PT10M08.00S,2025-12-15T00:12:30.7Z,1,REGULAR,2pt,Jump Shot,[],1642847,90.88370565045992,27.696078431372552,1610612740,2,4,2025-12-15T00:12:37Z,230000,False,-112.0,33.0,1,right,J. Fears 11' step back Jump Shot (2 PTS) (D. Queen 1 AST),"[1642847, 1642852]",1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Mid-Range,8-16 Left,11.63,Made,,,,,,,2.0,D. Queen,1642852.0,1.0,,,,,,,,
25,PT09M53.00S,2025-12-15T00:12:45.5Z,1,REGULAR,3pt,Jump Shot,[],1641824,5.338370565045992,95.58823529411765,1610612741,5,4,2025-12-15T00:12:50Z,250000,False,-228.0,-2.0,1,left,M. Buzelis 3PT  (5 PTS) (N. Vučević 1 AST),"[1641824, 202696]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,,,5.0,N. Vučević,202696.0,1.0,,,,,,,,
27,PT09M39.00S,2025-12-15T00:13:04.0Z,1,REGULAR,violation,kicked ball,[],202696,,,1610612740,5,4,2025-12-15T00:13:07Z,270000,False,,,0,,N. Vučević kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,1628481.0,,,,,,,
28,PT09M31.00S,2025-12-15T00:13:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630529,93.11760840998686,94.85294117647058,1610612740,5,4,2025-12-15T00:13:26Z,280000,False,224.0,12.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,22.46,Missed,,,,,,,,,,,,,,,,,,
29,PT09M27.00S,2025-12-15T00:13:24.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,5,4,2025-12-15T00:13:24Z,290000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT09M23.00S,2025-12-15T00:13:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629632,6.652431011826544,51.470588235294116,1610612741,7,4,2025-12-15T00:13:37Z,300000,False,-7.0,10.0,1,left,C. White running Layup (2 PTS),[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,2.0,,,,,,,,,,,
31,PT09M12.00S,2025-12-15T00:13:40.0Z,1,REGULAR,3pt,Jump Shot,[],1630530,94.30026281208936,98.0392156862745,1610612740,7,4,2025-12-15T00:13:46Z,310000,False,240.0,1.0,1,right,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
32,PT09M07.00S,2025-12-15T00:13:45.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,7,4,2025-12-15T00:13:45Z,320000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M02.00S,2025-12-15T00:13:49.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630581,7.178055190538765,48.03921568627451,1610612741,9,4,2025-12-15T03:57:57Z,330000,False,10.0,15.0,1,left,J. Giddey driving floating Jump Shot (2 PTS),[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,,,2.0,,,,,,,,,,,
34,PT08M51.00S,2025-12-15T00:14:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.67214191852825,49.754901960784316,1610612740,9,4,2025-12-15T01:19:05Z,340000,False,-1.0,26.0,1,right,MISS S. Bey reverse Layup,[1630180],1610612740.0,NOP,reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
36,PT08M49.00S,2025-12-15T00:14:12.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,9,4,2025-12-15T00:16:51Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,34.0,,,,,,,,,,,,,,,
38,PT08M37.00S,2025-12-15T00:14:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,18.347568988173457,93.38235294117648,1610612741,9,4,2025-12-15T00:40:37Z,380000,False,-217.0,120.0,1,left,MISS C. White 24' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2025-12-15T00:14:26.4Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,9,4,2025-12-15T00:14:26Z,390000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,
40,PT08M27.00S,2025-12-15T00:14:37.5Z,1,REGULAR,foul,personal,[],1630581,,,1610612740,9,4,2025-12-15T00:14:47Z,400000,False,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1630529]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,101284.0,1.0,0.0,Jones,1630529.0,,,
42,PT08M19.00S,2025-12-15T00:15:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630529,80.3712220762155,7.107843137254902,1610612740,9,4,2025-12-15T00:15:08Z,420000,False,-214.0,132.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
43,PT08M15.00S,2025-12-15T00:15:06.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,9,4,2025-12-15T00:15:06Z,430000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
44,PT07M57.00S,2025-12-15T00:15:24.6Z,1,REGULAR,3pt,Jump Shot,[],1641824,4.418528252299605,95.58823529411765,1610612741,9,4,2025-12-15T00:15:28Z,440000,False,-228.0,-11.0,1,left,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
45,PT07M54.00S,2025-12-15T00:15:27.6Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,9,4,2025-12-15T00:15:27Z,450000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Left Corner 3,24+ Left,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,
46,PT07M51.00S,2025-12-15T00:15:34.9Z,1,REGULAR,foul,offensive,[],1642852,,,1610612740,9,4,2025-12-15T00:15:48Z,460000,False,,,0,,D. Queen charge offensive FOUL (1 PF),"[1642852, 1629632]",1610612740.0,NOP,charge,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203593.0,1.0,0.0,White,1629632.0,,,
48,PT07M51.00S,2025-12-15T00:15:34.9Z,1,REGULAR,turnover,offensive foul,[],1642852,,,1610612740,9,4,2025-12-15T00:15:34Z,480000,False,,,0,,D. Queen offensive foul TURNOVER (1 TO),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203593.0,,,,,1.0,,
49,PT07M51.00S,2025-12-15T00:15:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,4,2025-12-15T00:15:51Z,490000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2025-12-15T00:18:26.7Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,9,4,2025-12-15T00:18:34Z,500000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M51.00S,2025-12-15T00:18:26.7Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,9,4,2025-12-15T00:18:34Z,510000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M36.00S,2025-12-15T00:18:55.5Z,1,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612741,9,4,2025-12-15T00:19:04Z,520000,False,,,0,,K. Huerter bad pass out-of-bounds TURNOVER (1 TO),[1628989],1610612741.0,CHI,bad pass,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628481.0,,,,,1.0,,
53,PT07M25.00S,2025-12-15T00:19:22.8Z,1,REGULAR,foul,technical,['1freethrow'],202696,,,1610612740,9,4,2025-12-15T00:19:32Z,530000,False,,,0,,N. Vučević defensive-3-second technical FOUL (1 Tech),[202696],1610612741.0,CHI,defensive-3-second,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,101284.0,0.0,1.0,,,,,
54,PT07M25.00S,2025-12-15T00:19:39.5Z,1,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,9,4,2025-12-15T00:19:39Z,540000,False,,,0,,MISS T. Murphy III technical Free Throw 1 of 1,[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M25.00S,2025-12-15T00:19:39.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,9,4,2025-12-15T00:19:39Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,
56,PT07M25.00S,2025-12-15T00:19:42.1Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,9,4,2025-12-15T00:19:53Z,560000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2025-12-15T00:19:42.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,9,4,2025-12-15T00:19:53Z,570000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M25.00S,2025-12-15T00:19:42.1Z,1,REGULAR,substitution,out,[],1630180,,,1610612740,9,4,2025-12-15T00:19:53Z,580000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2025-12-15T00:19:42.1Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,9,4,2025-12-15T00:19:53Z,590000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2025-12-15T00:19:42.1Z,1,REGULAR,substitution,in,[],1629673,,,1610612740,9,4,2025-12-15T00:19:53Z,600000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M25.00S,2025-12-15T00:19:42.1Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,9,4,2025-12-15T00:19:53Z,610000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M15.00S,2025-12-15T00:20:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,94.30026281208936,47.549019607843135,1610612740,9,6,2025-12-15T00:20:31Z,620000,False,-12.0,1.0,1,right,Z. Williamson driving Layup (2 PTS) (D. Queen 2 AST),"[1629627, 1642852]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,2.0,D. Queen,1642852.0,2.0,,,,,,,,
64,PT07M09.00S,2025-12-15T00:20:13.3Z,1,REGULAR,3pt,Jump Shot,[],202696,32.40801576872536,48.03921568627451,1610612741,9,6,2025-12-15T00:20:18Z,640000,False,10.0,252.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
65,PT07M05.00S,2025-12-15T00:20:17.3Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,9,6,2025-12-15T00:20:18Z,650000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,
66,PT07M00.00S,2025-12-15T00:20:25.9Z,1,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612740,9,6,2025-12-15T00:20:32Z,660000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Williamson 2 FT),"[1641824, 1629627]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203593.0,1.0,0.0,Williamson,1629627.0,,,
68,PT07M00.00S,2025-12-15T00:20:49.9Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,9,6,2025-12-15T00:20:49Z,680000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT07M00.00S,2025-12-15T00:20:49.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,9,6,2025-12-15T00:20:49Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,
70,PT07M00.00S,2025-12-15T00:20:51.2Z,1,REGULAR,substitution,out,[],1641824,,,1610612740,9,6,2025-12-15T00:20:55Z,700000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M00.00S,2025-12-15T00:20:51.2Z,1,REGULAR,substitution,in,[],1630172,,,1610612740,9,6,2025-12-15T00:20:55Z,710000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M00.00S,2025-12-15T00:21:13.4Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,9,7,2025-12-15T00:21:13Z,720000,False,,,0,,Z. Williamson Free Throw 2 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
74,PT06M45.00S,2025-12-15T00:21:57.1Z,1,REGULAR,3pt,Jump Shot,[],202696,29.6484888304862,27.696078431372552,1610612741,9,7,2025-12-15T00:22:00Z,740000,False,112.0,226.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
75,PT06M43.00S,2025-12-15T00:21:59.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,9,7,2025-12-15T00:22:00Z,750000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,
76,PT06M35.00S,2025-12-15T00:22:07.9Z,1,REGULAR,3pt,Jump Shot,[],1630631,69.59592641261499,73.52941176470588,1610612740,9,7,2025-12-15T00:22:12Z,760000,False,118.0,233.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
77,PT06M32.00S,2025-12-15T00:22:10.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,7,2025-12-15T00:22:12Z,770000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,76.0,3.0,2.0,1.0,,,,,,,,,,,,
78,PT06M23.00S,2025-12-15T00:22:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630171,27.283180026281208,17.892156862745097,1610612741,9,7,2025-12-15T00:22:25Z,780000,False,161.0,204.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
79,PT06M18.00S,2025-12-15T00:22:23.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,9,7,2025-12-15T00:22:23Z,790000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,
80,PT06M17.00S,2025-12-15T00:22:25.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,27.020367936925098,18.38235294117647,1610612741,12,7,2025-12-15T00:22:29Z,800000,False,158.0,201.0,1,left,K. Huerter 25' 3PT  (3 PTS) (J. Giddey 2 AST),"[1628989, 1630581]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,,,3.0,J. Giddey,1630581.0,2.0,,,,,,,,
82,PT06M02.00S,2025-12-15T00:22:39.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,70.38436268068331,72.54901960784314,1610612740,12,7,2025-12-15T00:22:44Z,820000,False,113.0,226.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
83,PT06M00.00S,2025-12-15T00:22:41.8Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,12,7,2025-12-15T00:22:44Z,830000,False,,,0,,I. Okoro REBOUND (Off:2 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,82.0,3.0,1.0,2.0,,,,,,,,,,,,
84,PT05M56.00S,2025-12-15T00:22:51.2Z,1,REGULAR,foul,offensive,[],1630581,,,1610612741,12,7,2025-12-15T00:22:58Z,840000,False,,,0,,J. Giddey charge offensive FOUL (2 PF),"[1630581, 1629673]",1610612741.0,CHI,charge,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,101284.0,2.0,0.0,Poole,1629673.0,,,
