actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-11T01:10:29.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-11T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-11-11T01:10:32.9Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2025-11-11T01:10:32Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. N. Vučević: Tip to S. Castle,"[1642264, 1641705, 202696]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-11-11T01:10:40.3Z,1,REGULAR,2pt,Jump Shot,[],1641705,78.13731931668858,27.941176470588236,1610612759,0,0,2025-11-11T01:10:44Z,70000,False,-110.0,153.0,1,right,MISS V. Wembanyama 18' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,18.86,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-11-11T01:10:43.9Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,0,0,2025-11-11T01:10:43Z,80000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-11-11T01:10:51.7Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612741,0,0,2025-11-11T01:10:56Z,90000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1641705]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Wembanyama,1641705.0,,,,,,,,,,,
10,PT11M33.00S,2025-11-11T01:10:51.7Z,1,REGULAR,steal,,[],1641705,,,1610612759,0,0,2025-11-11T01:10:54Z,100000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2025-11-11T01:10:58.1Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612759,0,0,2025-11-11T01:11:04Z,110000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1628989, 1641705]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,1201.0,1.0,0.0,Wembanyama,1641705.0,,,,,,
13,PT11M31.00S,2025-11-11T01:11:22.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641705,,,1610612759,0,1,2025-11-11T01:23:20Z,130000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
14,PT11M31.00S,2025-11-11T01:11:22.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641705,,,1610612759,0,2,2025-11-11T01:23:20Z,140000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
15,PT11M11.00S,2025-11-11T01:12:01.7Z,1,REGULAR,3pt,Jump Shot,[],1628989,30.831143232588698,66.66666666666666,1610612741,0,2,2025-11-11T01:12:05Z,150000,False,-83.0,237.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
