actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-24T00:11:13.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-24T00:11:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-24T00:11:16.1Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2026-03-24T00:11:16Z,40000,False,,,0,,Jump Ball A. Sengun vs. N. Richards: Tip to J. Smith Jr.,"[1631095, 1630578, 1630208]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-24T00:11:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.171484888304862,54.65686274509803,1610612745,0,2,2026-03-24T01:22:43Z,70000,False,-23.0,62.0,1,left,K. Durant 6' pullup Jump Shot (2 PTS) (A. Sengun 1 AST),"[201142, 1630578]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-24T00:11:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.1688567674113,51.470588235294116,1610612741,2,2,2026-03-24T00:11:44Z,90000,False,7.0,2.0,1,right,T. Jones driving finger roll Layup (2 PTS) (J. Giddey 1 AST),"[1630200, 1630581]",1610612741.0,CHI,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
11,PT11M18.00S,2026-03-24T00:11:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,8.09789750328515,57.59803921568627,1610612745,2,2,2026-03-24T00:13:36Z,110000,False,-38.0,24.0,1,left,MISS A. Thompson turnaround bank Shot,[1641708],1610612745.0,HOU,turnaround bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2026-03-24T00:11:56.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612741,2,2,2026-03-24T00:12:01Z,120000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M09.00S,2026-03-24T00:12:04.1Z,1,REGULAR,turnover,bad pass,[],1641824,,,1610612741,2,2,2026-03-24T00:12:08Z,130000,False,,,0,,M. Buzelis bad pass TURNOVER (1 TO),"[1641824, 1630578]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Sengun,1630578.0,,,,,,,
14,PT11M09.00S,2026-03-24T00:12:04.1Z,1,REGULAR,steal,,[],1630578,,,1610612745,2,2,2026-03-24T00:12:05Z,140000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2026-03-24T00:12:13.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,7.5722733245729295,48.77450980392157,1610612745,2,2,2026-03-24T00:12:23Z,150000,False,6.0,19.0,1,left,MISS A. Sengun driving DUNK - blocked,"[1630578, 1630208]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
23,PT10M59.00S,2026-03-24T00:12:13.7Z,1,REGULAR,block,,[],1630208,,,1610612745,2,2,2026-03-24T00:13:01Z,155000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2026-03-24T00:12:15.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,2,2,2026-03-24T00:12:23Z,160000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M52.00S,2026-03-24T00:12:20.2Z,1,REGULAR,3pt,Jump Shot,[],1641824,96.13994743758212,94.11764705882352,1610612741,5,2,2026-03-24T00:14:57Z,170000,False,221.0,-16.0,1,right,M. Buzelis 3PT  (3 PTS) (T. Jones 1 AST),"[1641824, 1630200]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,22.12,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
19,PT10M33.00S,2026-03-24T00:12:39.6Z,1,REGULAR,2pt,Jump Shot,[],201142,25.706307490144546,63.48039215686274,1610612745,5,2,2026-03-24T00:15:38Z,190000,False,-67.0,189.0,1,left,MISS K. Durant 20' step back Shot,[201142],1610612745.0,HOU,step back,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,20.08,Missed,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2026-03-24T00:12:39.6Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,5,2,2026-03-24T00:15:38Z,200000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M25.00S,2026-03-24T00:12:47.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,71.04139290407359,75.98039215686273,1610612741,8,2,2026-03-24T00:12:51Z,210000,False,130.0,220.0,1,right,J. Giddey 25' 3PT running (3 PTS) (T. Jones 2 AST),"[1630581, 1630200]",1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.52,Made,3.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
