actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
609,PT09M28.00S,2026-02-20T03:10:30.6Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612741,83,93,2026-02-20T03:13:05Z,6020000,False,,,0,,I. Okoro REBOUND (Off:2 Def:3),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,608.0,5.0,3.0,2.0,,,,,,,,,,
627,PT09M25.00S,2026-02-20T03:10:32.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,6.783837056504599,52.20588235294118,1610612741,83,93,2026-02-20T03:12:56Z,6025000,False,-11.0,11.0,1,left,MISS I. Okoro tip Layup,[1630171],1610612741.0,CHI,tip,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.58,Missed,,,,,,,,,,,,,,,
628,PT09M25.00S,2026-02-20T03:10:32.2Z,4,REGULAR,rebound,offensive,[],1630172,,,1610612741,83,93,2026-02-20T03:12:56Z,6027500,False,,,0,,P. Williams REBOUND (Off:2 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,627.0,6.0,4.0,2.0,,,,,,,,,,
610,PT09M24.00S,2026-02-20T03:10:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,6.521024967148489,49.26470588235294,1610612741,85,93,2026-02-20T03:12:56Z,6030000,False,4.0,9.0,1,left,I. Okoro Layup (16 PTS) (P. Williams 1 AST),"[1630171, 1630172]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,0.95,Made,16.0,,,,,,P. Williams,1630172.0,1.0,,,,,,
612,PT09M08.00S,2026-02-20T03:10:57.4Z,4,REGULAR,foul,offensive,[],1630567,,,1610612761,85,93,2026-02-20T03:12:25Z,6050000,False,,,0,,S. Barnes off-the-ball offensive FOUL (2 PF),"[1630567, 1630581]",1610612761.0,TOR,off-the-ball,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Giddey,1630581.0
614,PT09M08.00S,2026-02-20T03:10:57.4Z,4,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,85,93,2026-02-20T03:10:57Z,6070000,False,,,0,,S. Barnes offensive foul TURNOVER (5 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.0,,,,,,,,,,204058.0,,,,,,,,,
615,PT08M53.00S,2026-02-20T03:11:21.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627824,4.812746386333772,4.901960784313726,1610612741,88,93,2026-02-20T03:11:25Z,6080000,False,225.0,-7.0,1,left,G. Yabusele 3PT  (8 PTS) (J. Giddey 5 AST),"[1627824, 1630581]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,,,,22.56,Made,8.0,,,,,,J. Giddey,1630581.0,5.0,,,,,,
617,PT08M29.00S,2026-02-20T03:11:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,82.07950065703022,49.26470588235294,1610612761,88,95,2026-02-20T03:13:14Z,6100000,False,-4.0,116.0,1,right,I. Quickley 11' turnaround Jump Shot (14 PTS),[1630193],1610612761.0,TOR,turnaround,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,11.61,Made,14.0,,,,,,,,,,,,,,
618,PT08M06.00S,2026-02-20T03:12:08.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,9.017739816031538,53.92156862745098,1610612741,88,95,2026-02-20T03:12:13Z,6110000,False,-20.0,32.0,1,left,MISS J. Giddey driving floating Shot - blocked,"[1630581, 1630572]",1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,3.78,Missed,,,,,,,,,,Mamukelashvili,1630572.0,,,,
619,PT08M06.00S,2026-02-20T03:12:08.8Z,4,REGULAR,block,,[],1630572,,,1610612741,88,95,2026-02-20T03:12:11Z,6120000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
620,PT08M03.00S,2026-02-20T03:12:11.8Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,88,95,2026-02-20T03:12:13Z,6130000,False,,,0,,R. Barrett REBOUND (Off:1 Def:5),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,618.0,6.0,5.0,1.0,,,,,,,,,,
621,PT08M03.00S,2026-02-20T03:12:16.7Z,4,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612761,88,95,2026-02-20T03:12:33Z,6140000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630172, 1629628]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628168.0,,,,,,1.0,0.0,Barrett,1629628.0
623,PT08M03.00S,2026-02-20T03:12:38.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612761,88,95,2026-02-20T03:12:37Z,6160000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
624,PT08M03.00S,2026-02-20T03:12:38.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,88,95,2026-02-20T03:12:37Z,6170000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,
625,PT08M03.00S,2026-02-20T03:12:40.3Z,4,REGULAR,substitution,out,[],1641711,,,1610612761,88,95,2026-02-20T03:12:44Z,6180000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT08M03.00S,2026-02-20T03:12:40.3Z,4,REGULAR,substitution,in,[],1642266,,,1610612761,88,95,2026-02-20T03:12:44Z,6190000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT08M03.00S,2026-02-20T03:12:57.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612761,88,96,2026-02-20T03:12:57Z,6200000,False,,,0,,R. Barrett Free Throw 2 of 2 (11 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
630,PT07M47.00S,2026-02-20T03:13:14.6Z,4,REGULAR,2pt,Jump Shot,[],1642265,21.23850197109067,15.441176470588236,1610612741,90,96,2026-02-20T03:13:18Z,6210000,False,173.0,147.0,1,left,R. Dillingham 22' pullup Jump Shot (4 PTS),[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Right Center,,,,22.69,Made,4.0,,,,,,,,,,,,,,
631,PT07M31.00S,2026-02-20T03:13:30.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.28449408672799,48.529411764705884,1610612761,90,96,2026-02-20T03:14:55Z,6220000,False,-7.0,76.0,1,right,MISS S. Barnes 7' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.68,Missed,,,,,,,,,,,,,,,
632,PT07M30.00S,2026-02-20T03:13:31.3Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612741,90,96,2026-02-20T03:13:33Z,6230000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,631.0,3.0,2.0,1.0,,,,,,,,,,
633,PT07M21.00S,2026-02-20T03:13:41.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.521024967148489,53.92156862745098,1610612741,92,96,2026-02-20T03:13:45Z,6240000,False,-20.0,9.0,1,left,J. Giddey driving Layup (5 PTS),[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,2.15,Made,5.0,,,,,,,,,,,,,,
634,PT07M21.00S,2026-02-20T03:13:49.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,92,96,2026-02-20T03:13:49Z,6250000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,92,96,2026-02-20T03:16:55Z,6260000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,out,[],1629628,,,1610612761,92,96,2026-02-20T03:16:55Z,6270000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,out,[],1630572,,,1610612761,92,96,2026-02-20T03:16:55Z,6280000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,in,[],1642867,,,1610612761,92,96,2026-02-20T03:16:55Z,6290000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,in,[],1627742,,,1610612761,92,96,2026-02-20T03:16:55Z,6300000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,in,[],1642347,,,1610612761,92,96,2026-02-20T03:16:55Z,6310000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,out,[],1630171,,,1610612761,92,96,2026-02-20T03:17:07Z,6320000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT07M21.00S,2026-02-20T03:16:38.3Z,4,REGULAR,substitution,in,[],1629014,,,1610612761,92,96,2026-02-20T03:17:07Z,6330000,False,,,0,,SUB in: A. Simons,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT07M01.00S,2026-02-20T03:17:11.0Z,4,REGULAR,2pt,Jump Shot,[],1627742,84.57621550591328,32.35294117647059,1610612761,92,96,2026-02-20T03:18:03Z,6340000,False,-88.0,92.0,1,right,MISS B. Ingram 12' turnaround fadeaway Shot,[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,12.78,Missed,,,,,,,,,,,,,,,
644,PT06M58.00S,2026-02-20T03:17:14.0Z,4,REGULAR,rebound,defensive,[],1627824,,,1610612741,92,96,2026-02-20T03:17:20Z,6350000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:5),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,8-16 Left,,,,,,,643.0,5.0,5.0,0.0,,,,,,,,,,
645,PT06M47.00S,2026-02-20T03:17:26.2Z,4,REGULAR,turnover,lost ball,[],1642265,,,1610612741,92,96,2026-02-20T03:17:29Z,6360000,False,,,0,,R. Dillingham lost ball TURNOVER (3 TO),"[1642265, 1642347]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,3.0,Shead,1642347.0,,,,,,,,,,,,,,,,,
646,PT06M47.00S,2026-02-20T03:17:26.2Z,4,REGULAR,steal,,[],1642347,,,1610612761,92,96,2026-02-20T03:17:28Z,6370000,False,,,0,,J. Shead STEAL (2 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
647,PT06M42.00S,2026-02-20T03:17:30.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642266,95.87713534822602,3.9215686274509802,1610612761,92,99,2026-02-20T03:17:36Z,6380000,False,-230.0,-14.0,1,right,J. Walter 3PT running (14 PTS) (B. Ingram 5 AST),"[1642266, 1627742]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,,23.08,Made,14.0,,,,,,B. Ingram,1627742.0,5.0,,,,,,
649,PT06M41.00S,2026-02-20T03:17:35.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,92,99,2026-02-20T03:17:35Z,6400000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT06M41.00S,2026-02-20T03:20:06.5Z,4,REGULAR,substitution,out,[],1642265,,,1610612741,92,99,2026-02-20T03:20:28Z,6410000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT06M41.00S,2026-02-20T03:20:06.5Z,4,REGULAR,substitution,in,[],1641824,,,1610612741,92,99,2026-02-20T03:20:28Z,6420000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT06M18.00S,2026-02-20T03:20:59.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,7.178055190538765,48.529411764705884,1610612741,94,99,2026-02-20T03:21:10Z,6430000,False,7.0,15.0,1,left,P. Williams driving Layup (6 PTS) (G. Yabusele 1 AST),"[1630172, 1627824]",1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,1.67,Made,6.0,,,,,,G. Yabusele,1627824.0,1.0,,,,,,
654,PT06M00.00S,2026-02-20T03:21:16.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,89.30683311432325,57.84313725490197,1610612761,94,99,2026-02-20T03:21:26Z,6450000,False,39.0,48.0,1,right,MISS B. Ingram 6' driving floating Shot,[1627742],1610612761.0,TOR,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,6.2,Missed,,,,,,,,,,,,,,,
655,PT05M56.00S,2026-02-20T03:21:20.7Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612741,94,99,2026-02-20T03:21:26Z,6460000,False,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,654.0,4.0,3.0,1.0,,,,,,,,,,
656,PT05M35.00S,2026-02-20T03:21:43.4Z,4,REGULAR,3pt,Jump Shot,[],1630581,27.151773981603156,18.627450980392158,1610612741,94,99,2026-02-20T03:23:15Z,6470000,False,157.0,203.0,1,left,MISS J. Giddey 25' fadeaway 3PT,[1630581],1610612741.0,CHI,fadeaway,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,25.63,Missed,,,,,,,,,,,,,,,
657,PT05M35.00S,2026-02-20T03:21:43.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,94,99,2026-02-20T03:21:52Z,6480000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,656.0,,,,,,,,,,,,,
658,PT05M35.00S,2026-02-20T03:21:47.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612741,94,99,2026-02-20T03:21:59Z,6490000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628168.0,,,,,,,,,
659,PT05M35.00S,2026-02-20T03:21:48.8Z,4,REGULAR,substitution,out,[],1630581,,,1610612761,94,99,2026-02-20T03:21:58Z,6500000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT05M35.00S,2026-02-20T03:21:48.8Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,94,99,2026-02-20T03:21:58Z,6510000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT05M35.00S,2026-02-20T03:21:48.8Z,4,REGULAR,substitution,in,[],1630200,,,1610612761,94,99,2026-02-20T03:21:58Z,6520000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT05M35.00S,2026-02-20T03:21:48.8Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,94,99,2026-02-20T03:21:58Z,6530000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT05M27.00S,2026-02-20T03:22:17.6Z,4,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612761,94,99,2026-02-20T03:22:25Z,6540000,False,,,0,,P. Williams shooting personal FOUL (2 PF) (Murray-Boyles 2 FT),"[1630172, 1642867]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Murray-Boyles,1642867.0
665,PT05M27.00S,2026-02-20T03:22:54.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1642867,,,1610612761,94,100,2026-02-20T03:22:54Z,6560000,False,,,0,,C. Murray-Boyles Free Throw 1 of 2 (7 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
666,PT05M27.00S,2026-02-20T03:22:55.6Z,4,REGULAR,substitution,out,[],1627824,,,1610612761,94,100,2026-02-20T03:23:04Z,6570000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT05M27.00S,2026-02-20T03:22:55.6Z,4,REGULAR,substitution,in,[],1630188,,,1610612761,94,100,2026-02-20T03:23:04Z,6580000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT05M27.00S,2026-02-20T03:23:22.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1642867,,,1610612761,94,101,2026-02-20T03:23:22Z,6590000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (8 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
669,PT05M16.00S,2026-02-20T03:23:36.3Z,4,REGULAR,turnover,bad pass,[],1629014,,,1610612741,94,101,2026-02-20T03:23:42Z,6600000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1642266]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,1.0,Walter,1642266.0,,,,,,,,,,,,,,,,,
670,PT05M16.00S,2026-02-20T03:23:36.3Z,4,REGULAR,steal,,[],1642266,,,1610612761,94,101,2026-02-20T03:23:38Z,6610000,False,,,0,,J. Walter STEAL (3 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
671,PT05M03.00S,2026-02-20T03:23:49.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,90.62089356110381,49.754901960784316,1610612761,94,101,2026-02-20T03:28:31Z,6620000,False,-1.0,36.0,1,right,MISS S. Barnes Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,3.57,Missed,,,,,,,,,,,,,,,
672,PT05M00.00S,2026-02-20T03:23:52.3Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612741,94,101,2026-02-20T03:23:55Z,6630000,False,,,0,,J. Smith REBOUND (Off:0 Def:8),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,671.0,8.0,8.0,0.0,,,,,,,,,,
673,PT04M57.00S,2026-02-20T03:23:55.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,30.17411300919842,74.75490196078431,1610612741,94,101,2026-02-20T03:24:02Z,6640000,False,-124.0,231.0,1,left,MISS A. Simons 26' running 3PT,[1629014],1610612741.0,CHI,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,26.22,Missed,,,,,,,,,,,,,,,
674,PT04M54.00S,2026-02-20T03:23:58.5Z,4,REGULAR,rebound,defensive,[],1642266,,,1610612761,94,101,2026-02-20T03:24:02Z,6650000,False,,,0,,J. Walter REBOUND (Off:1 Def:3),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,,673.0,4.0,3.0,1.0,,,,,,,,,,
675,PT04M36.00S,2026-02-20T03:24:15.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,92.72339027595268,51.71568627450981,1610612761,94,101,2026-02-20T03:24:22Z,6660000,False,9.0,16.0,1,right,MISS J. Walter cutting Layup - blocked,"[1642266, 1630188]",1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,1.81,Missed,,,,,,,,,,Smith,1630188.0,,,,
676,PT04M36.00S,2026-02-20T03:24:15.9Z,4,REGULAR,block,,[],1630188,,,1610612761,94,101,2026-02-20T03:24:18Z,6670000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
677,PT04M34.00S,2026-02-20T03:24:17.9Z,4,REGULAR,rebound,offensive,[],1642347,,,1610612761,94,101,2026-02-20T03:24:22Z,6680000,False,,,0,,J. Shead REBOUND (Off:1 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,675.0,3.0,2.0,1.0,,,,,,,,,,
678,PT04M32.00S,2026-02-20T03:24:20.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642347,88.43626806833115,49.310661764705884,1610612761,94,103,2026-02-20T03:24:30Z,6690000,False,-3.0,56.0,1,right,J. Shead driving floating Jump Shot (4 PTS),[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,5.63,Made,4.0,,,,,,,,,,,,,,
679,PT04M19.00S,2026-02-20T03:24:37.7Z,4,REGULAR,foul,personal,[],1642347,,,1610612741,94,103,2026-02-20T03:27:35Z,6700000,False,,,0,,J. Shead personal FOUL (3 PF),"[1642347, 1629014]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,,,,,,,,,,,204058.0,,,,,,3.0,0.0,Simons,1629014.0
681,PT04M19.00S,2026-02-20T03:24:58.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,94,103,2026-02-20T03:27:41Z,6720000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT04M05.00S,2026-02-20T03:28:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.783837056504599,52.94117647058824,1610612741,94,103,2026-02-20T03:28:44Z,6740000,False,-15.0,11.0,1,left,MISS T. Jones driving Layup - blocked,"[1630200, 1630567]",1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.85,Missed,,,,,,,,,,Barnes,1630567.0,,,,
684,PT04M05.00S,2026-02-20T03:28:35.8Z,4,REGULAR,block,,[],1630567,,,1610612741,94,103,2026-02-20T03:28:38Z,6750000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
685,PT04M01.00S,2026-02-20T03:28:39.8Z,4,REGULAR,rebound,defensive,[],1642867,,,1610612761,94,103,2026-02-20T03:28:44Z,6760000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:3),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,683.0,5.0,3.0,2.0,,,,,,,,,,
686,PT03M58.00S,2026-02-20T03:28:42.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642266,94.95729303547962,4.411764705882353,1610612761,94,103,2026-02-20T03:28:51Z,6770000,False,-228.0,-5.0,1,right,MISS J. Walter running 3PT,[1642266],1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,,22.8,Missed,,,,,,,,,,,,,,,
687,PT03M53.00S,2026-02-20T03:28:47.6Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,94,103,2026-02-20T03:28:51Z,6780000,False,,,0,,M. Buzelis REBOUND (Off:2 Def:4),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,,,,,,,686.0,6.0,4.0,2.0,,,,,,,,,,
688,PT03M35.00S,2026-02-20T03:29:05.6Z,4,REGULAR,turnover,lost ball,[],1629014,,,1610612741,94,103,2026-02-20T03:29:11Z,6790000,False,,,0,,A. Simons lost ball TURNOVER (2 TO),"[1629014, 1627742]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,2.0,Ingram,1627742.0,,,,,,,,,,,,,,,,,
689,PT03M35.00S,2026-02-20T03:29:05.6Z,4,REGULAR,steal,,[],1627742,,,1610612761,94,103,2026-02-20T03:29:07Z,6800000,False,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
