actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-01T00:10:17.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-01T00:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-01T00:10:19.8Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612752,0,0,2025-11-01T00:10:19Z,40000,False,,,0,,Jump Ball M. Robinson vs. N. Vučević: Tip to K. Towns,"[1626157, 1629011, 202696]",1610612752.0,NYK,startperiod,K. Towns,1626157.0,Towns,K. Towns,Robinson,1629011.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-01T00:10:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,94.03745072273325,59.80392156862745,1610612752,0,0,2025-11-01T00:11:23Z,70000,False,49.0,4.0,1,right,MISS K. Towns driving floating bank Shot,[1626157],1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-11-01T00:10:40.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,0,0,2025-11-01T00:16:23Z,80000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
49,PT11M37.00S,2025-11-01T00:10:43.9Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,0,0,2025-11-01T00:17:24Z,85000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1630171]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Okoro,1630171.0,,,,,,,,,,,
50,PT11M37.00S,2025-11-01T00:10:43.9Z,1,REGULAR,steal,,[],1630171,,,1610612741,0,0,2025-11-01T00:16:55Z,87500,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M25.00S,2025-11-01T00:10:51.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630171,6.258212877792378,53.431372549019606,1610612741,0,0,2025-11-01T00:16:55Z,90000,False,-17.0,6.0,1,left,MISS I. Okoro driving Hook,[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2025-11-01T00:10:52.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,0,2025-11-01T00:10:58Z,100000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2025-11-01T00:11:05.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,96.27135348226018,97.79411764705883,1610612752,0,3,2025-11-01T00:11:45Z,110000,False,239.0,-17.0,1,right,K. Towns 3PT  (3 PTS) (O. Anunoby 1 AST),"[1626157, 1628384]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,23.96,Made,,,,,,,,3.0,O. Anunoby,1628384.0,1.0,,,,,,,
87,PT10M58.00S,2025-11-01T00:11:35.4Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612741,0,3,2025-11-01T00:23:40Z,135000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1627534.0,,,,,,
14,PT10M49.00S,2025-11-01T00:11:49.1Z,1,REGULAR,3pt,Jump Shot,[],1641824,21.895532194480946,10.049019607843137,1610612741,0,3,2025-11-01T00:11:55Z,140000,False,200.0,153.0,1,left,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2025-11-01T00:11:53.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,3,2025-11-01T00:11:55Z,150000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,
16,PT10M33.00S,2025-11-01T00:12:04.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.01905387647832,27.941176470588236,1610612752,0,3,2025-11-01T00:12:12Z,160000,False,-110.0,248.0,1,right,MISS K. Towns 27' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
17,PT10M29.00S,2025-11-01T00:12:07.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,3,2025-11-01T00:12:07Z,170000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M19.00S,2025-11-01T00:12:18.4Z,1,REGULAR,3pt,Jump Shot,[],1630581,23.99802890932983,85.7843137254902,1610612741,0,3,2025-11-01T00:13:24Z,180000,False,-179.0,173.0,1,left,MISS J. Giddey 24' step back 3PT,[1630581],1610612741.0,CHI,step back,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
19,PT10M17.00S,2025-11-01T00:12:20.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,3,2025-11-01T00:12:24Z,190000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M13.00S,2025-11-01T00:12:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,93.64323258869908,47.549019607843135,1610612752,0,5,2025-11-01T00:12:33Z,200000,False,-12.0,7.0,1,right,O. Anunoby running Layup (2 PTS) (K. Towns 1 AST),"[1628384, 1626157]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,2.0,K. Towns,1626157.0,1.0,,,,,,,
22,PT10M04.00S,2025-11-01T00:12:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.389618922470433,44.6078431372549,1610612741,2,5,2025-11-01T00:12:41Z,220000,False,27.0,8.0,1,left,J. Giddey driving Layup (2 PTS),[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,2.0,,,,,,,,,,
23,PT09M51.00S,2025-11-01T00:12:46.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,96.13994743758212,96.07843137254902,1610612752,2,5,2025-11-01T00:12:53Z,230000,False,230.0,-16.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2025-11-01T00:12:51.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,2,5,2025-11-01T00:12:51Z,240000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,23.0,3.0,1.0,2.0,,,,,,,,,,,,,,
25,PT09M45.00S,2025-11-01T00:12:52.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,73.01248357424441,19.11764705882353,1610612752,2,8,2025-11-01T00:13:02Z,250000,False,-154.0,201.0,1,right,J. Brunson 25' 3PT  (3 PTS) (M. Robinson 1 AST),"[1628973, 1629011]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.36,Made,,,,,,,,3.0,M. Robinson,1629011.0,1.0,,,,,,,
27,PT09M28.00S,2025-11-01T00:13:10.0Z,1,REGULAR,2pt,Jump Shot,[],202696,4.418528252299605,81.12745098039215,1610612741,4,8,2025-11-01T00:13:16Z,270000,False,-156.0,-11.0,1,left,N. Vučević 15' Jump Shot (2 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,15.6,Made,,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,
29,PT09M08.00S,2025-11-01T00:13:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,96.27135348226018,95.83333333333334,1610612752,4,11,2025-11-01T00:13:35Z,290000,False,229.0,-17.0,1,right,O. Anunoby 3PT  (5 PTS) (J. Brunson 1 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,22.99,Made,,,,,,,,5.0,J. Brunson,1628973.0,1.0,,,,,,,
31,PT09M02.00S,2025-11-01T00:13:39.3Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612741,4,11,2025-11-01T00:14:08Z,310000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1628384, 1641824]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Buzelis,1641824.0,,
33,PT09M02.00S,2025-11-01T00:14:08.7Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,4,11,2025-11-01T00:14:08Z,330000,False,,,0,,MISS M. Buzelis Free Throw 1 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M02.00S,2025-11-01T00:14:08.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,4,11,2025-11-01T00:14:08Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,
35,PT09M02.00S,2025-11-01T00:14:09.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612741,4,11,2025-11-01T00:14:14Z,350000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M02.00S,2025-11-01T00:14:09.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612741,4,11,2025-11-01T00:14:14Z,360000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
