actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-03T01:10:30.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-03T01:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-03T01:10:34.3Z,1,REGULAR,jumpball,recovered,[],1641710,,,1610612753,0,0,2026-01-03T01:10:34Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. N. Vučević: Tip to A. Black,"[1641710, 1628976, 202696]",1610612753.0,ORL,startperiod,A. Black,1641710.0,Black,A. Black,Carter Jr.,1628976.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-01-03T01:10:48.5Z,1,REGULAR,2pt,Jump Shot,[],1631094,79.45137976346912,57.107843137254896,1610612753,0,2,2026-01-03T01:11:32Z,70000,False,36.0,141.0,1,right,P. Banchero 14' Jump Shot (2 PTS) (J. Suggs 1 AST),"[1631094, 1630591]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,14.51,Made,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-01-03T01:11:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,10.200394218134035,56.127450980392155,1610612741,0,2,2026-01-03T01:14:44Z,90000,False,-31.0,43.0,1,left,MISS T. Jones driving floating Shot,[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2026-01-03T01:11:18.7Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,0,2,2026-01-03T01:14:44Z,100000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
20,PT11M14.00S,2026-01-03T01:11:21.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,5.995400788436268,49.50980392156863,1610612741,0,2,2026-01-03T01:14:57Z,105000,False,2.0,4.0,1,left,MISS J. Smith tip Layup - blocked,"[1630188, 1631094]",1610612741.0,CHI,tip,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.46,Missed,,,,,,,,,Banchero,1631094.0,,,,,,,,
21,PT11M14.00S,2026-01-03T01:11:21.0Z,1,REGULAR,block,,[],1631094,,,1610612741,0,2,2026-01-03T01:13:27Z,107500,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT11M11.00S,2026-01-03T01:11:24.0Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,0,2,2026-01-03T01:15:11Z,108750,False,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,20.0,2.0,0.0,2.0,,,,,,,,,,
12,PT10M59.00S,2026-01-03T01:11:50.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630188,24.78646517739816,15.686274509803921,1610612741,0,2,2026-01-03T01:13:27Z,120000,False,172.0,180.0,1,left,MISS J. Smith 24' step back 3PT,[1630188],1610612741.0,CHI,step back,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2026-01-03T01:11:53.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,2,2026-01-03T01:11:56Z,130000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
