actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-27T01:12:36.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-27T01:12:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-27T01:12:39.0Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612741,0,0,2026-02-27T01:12:39Z,40000,False,,,0,,Jump Ball M. Buzelis vs. T. Camara: Tip to J. Giddey,"[1630581, 1641824, 1641739]",1610612741.0,CHI,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Buzelis,1641824.0,Camara,1641739.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-02-27T01:12:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,6.521024967148489,51.470588235294116,1610612741,2,0,2026-02-27T01:12:56Z,70000,False,-7.0,9.0,1,left,M. Buzelis cutting Layup (2 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2026-02-27T01:13:07.6Z,1,REGULAR,turnover,lost ball,[],1630703,,,1610612757,2,0,2026-02-27T01:13:12Z,90000,False,,,0,,S. Henderson lost ball TURNOVER (1 TO),"[1630703, 1629012]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Sexton,1629012.0,,,,,,,,,,,
10,PT11M28.00S,2026-02-27T01:13:07.6Z,1,REGULAR,steal,,[],1629012,,,1610612741,2,0,2026-02-27T01:13:10Z,100000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2026-02-27T01:13:26.0Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,2,0,2026-02-27T01:13:29Z,110000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 201950]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Holiday,201950.0,,,,,,,,,,,
12,PT11M09.00S,2026-02-27T01:13:26.0Z,1,REGULAR,steal,,[],201950,,,1610612757,2,0,2026-02-27T01:13:27Z,120000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2026-02-27T01:13:34.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,92.85479632063075,47.30392156862745,1610612757,2,0,2026-02-27T01:13:38Z,130000,False,-13.0,15.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 1627824]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,Yabusele,1627824.0,,,,,,,,,
21,PT11M01.00S,2026-02-27T01:13:34.5Z,1,REGULAR,block,,[],1627824,,,1610612757,2,0,2026-02-27T01:14:29Z,135000,False,,,0,,G. Yabusele BLOCK (1 BLK),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2026-02-27T01:13:35.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,2,0,2026-02-27T01:13:38Z,140000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M54.00S,2026-02-27T01:13:41.9Z,1,REGULAR,3pt,Jump Shot,[],1630171,9.411957950065702,3.431372549019608,1610612741,2,0,2026-02-27T01:16:42Z,150000,False,233.0,36.0,1,left,MISS I. Okoro step back bank 3PT,[1630171],1610612741.0,CHI,step back bank,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
