actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-30T01:10:29.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-30T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-30T01:10:32.7Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612750,0,0,2025-12-30T01:10:32Z,40000,False,,,0,,Jump Ball R. Gobert vs. N. Vučević: Tip to J. Randle,"[203944, 203497, 202696]",1610612750.0,MIN,startperiod,J. Randle,203944.0,Randle,J. Randle,Gobert,203497.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-30T01:10:46.1Z,1,REGULAR,2pt,Jump Shot,[],1630183,14.668199737187912,18.137254901960784,1610612750,0,0,2025-12-30T01:10:57Z,70000,False,159.0,85.0,1,left,MISS J. McDaniels 18' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right,18.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-12-30T01:10:49.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,0,0,2025-12-30T01:10:51Z,80000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-12-30T01:11:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,82.9993429697766,44.85294117647059,1610612741,0,0,2025-12-30T01:11:08Z,90000,False,-26.0,107.0,1,right,MISS N. Vučević 11' driving floating Shot - blocked,"[202696, 203497]",1610612741.0,CHI,driving floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
10,PT11M26.00S,2025-12-30T01:11:02.4Z,1,REGULAR,block,,[],203497,,,1610612741,0,0,2025-12-30T01:11:04Z,100000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M23.00S,2025-12-30T01:11:05.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2025-12-30T01:11:08Z,110000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M15.00S,2025-12-30T01:11:13.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,8.492115637319317,3.431372549019608,1610612750,0,3,2025-12-30T01:11:17Z,120000,False,233.0,27.0,1,left,D. DiVincenzo 3PT step back (3 PTS) (J. Randle 1 AST),"[1628978, 203944]",1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.44,Made,,,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,
14,PT10M58.00S,2025-12-30T01:11:29.9Z,1,REGULAR,3pt,Jump Shot,[],1630171,75.1149802890933,14.215686274509803,1610612741,0,3,2025-12-30T01:11:34Z,140000,False,-179.0,181.0,1,right,MISS I. Okoro 25' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
15,PT10M55.00S,2025-12-30T01:11:32.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,3,2025-12-30T01:11:34Z,150000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
