actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
47,PT07M37.00S,2026-01-30T01:16:01.3Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,11,16,2026-01-30T01:16:02Z,460000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,46.0,2.0,1.0,1.0,,
48,PT07M28.00S,2026-01-30T01:16:10.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,8.886333771353483,95.34313725490196,1610612741,14,16,2026-01-30T01:16:13Z,470000,False,-227.0,31.0,1,left,I. Okoro 3PT  (8 PTS) (C. White 2 AST),"[1630171, 1629632]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,22.88,Made,8.0,C. White,1629632.0,2.0,,,,,,,,,,,,,,
50,PT07M12.00S,2026-01-30T01:16:25.3Z,1,REGULAR,3pt,Jump Shot,[],1642857,73.40670170827858,12.745098039215685,1610612748,14,16,2026-01-30T01:16:29Z,490000,False,-186.0,197.0,1,right,MISS K. Jakučionis 27' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2026-01-30T01:16:27.3Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,14,16,2026-01-30T01:16:29Z,500000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,
52,PT06M54.00S,2026-01-30T01:16:43.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,27.808804204993432,82.1078431372549,1610612741,14,16,2026-01-30T01:16:48Z,510000,False,-161.0,209.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
53,PT06M50.00S,2026-01-30T01:16:47.9Z,1,REGULAR,rebound,defensive,[],1642857,,,1610612748,14,16,2026-01-30T01:16:48Z,520000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,
54,PT06M49.00S,2026-01-30T01:16:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,92.46057818659659,52.94117647058824,1610612748,14,18,2026-01-30T01:16:56Z,530000,False,15.0,18.0,1,right,P. Larsson running finger roll Layup (4 PTS) (K. Jakučionis 3 AST),"[1641796, 1642857]",1610612748.0,MIA,running finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,2.36,Made,4.0,K. Jakučionis,1642857.0,3.0,,,,,,,,,,,,,,
56,PT06M45.00S,2026-01-30T01:16:59.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,14,18,2026-01-30T01:16:59Z,550000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M45.00S,2026-01-30T01:19:21.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,14,18,2026-01-30T01:19:40Z,560000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2026-01-30T01:19:21.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612741,14,18,2026-01-30T01:19:40Z,570000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M45.00S,2026-01-30T01:19:21.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,14,18,2026-01-30T01:19:40Z,580000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2026-01-30T01:19:21.8Z,1,REGULAR,substitution,in,[],1642276,,,1610612741,14,18,2026-01-30T01:19:40Z,590000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2026-01-30T01:20:12.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,6.1268068331143235,52.69607843137255,1610612741,16,18,2026-01-30T01:20:16Z,600000,False,-13.0,5.0,1,left,N. Vučević turnaround Hook (2 PTS) (M. Buzelis 3 AST),"[202696, 1641824]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,1.44,Made,2.0,M. Buzelis,1641824.0,3.0,,,,,,,,,,,,,,
63,PT06M15.00S,2026-01-30T01:20:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,84.70762155059133,50.49019607843137,1610612748,16,18,2026-01-30T01:20:33Z,620000,False,2.0,91.0,1,right,MISS P. Larsson 9' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,9.12,Missed,,,,,,,,,,,,,,,,,,
64,PT06M12.00S,2026-01-30T01:20:32.2Z,1,REGULAR,rebound,offensive,[],1642857,,,1610612748,16,18,2026-01-30T01:33:54Z,630000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,63.0,2.0,1.0,1.0,,
65,PT06M10.00S,2026-01-30T01:20:33.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,66.5735873850197,51.9607843137255,1610612748,16,21,2026-01-30T01:20:37Z,640000,False,10.0,262.0,1,right,A. Wiggins 26' 3PT  (5 PTS) (K. Jakučionis 4 AST),"[203952, 1642857]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,26.19,Made,5.0,K. Jakučionis,1642857.0,4.0,,,,,,,,,,,,,,
67,PT05M59.00S,2026-01-30T01:20:46.6Z,1,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612741,16,21,2026-01-30T01:20:56Z,660000,False,,,0,,K. Ware shooting personal FOUL (1 PF) (Vučević 2 FT),"[1642276, 202696]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,,1.0,0.0,Vučević,202696.0,,,,,,
69,PT05M59.00S,2026-01-30T01:21:17.8Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,17,21,2026-01-30T01:34:01Z,680000,False,,,0,,N. Vučević Free Throw 1 of 2 (3 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
347,PT05M59.00S,2026-01-30T01:21:36.9Z,1,REGULAR,substitution,out,[],1630188,,,1610612741,17,21,2026-01-30T02:12:42Z,705000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT05M59.00S,2026-01-30T01:21:36.9Z,1,REGULAR,substitution,out,[],1641796,,,1610612741,17,21,2026-01-30T02:12:42Z,717500,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT05M59.00S,2026-01-30T01:21:36.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,17,21,2026-01-30T02:12:42Z,723750,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT05M59.00S,2026-01-30T01:21:36.9Z,1,REGULAR,substitution,in,[],1631170,,,1610612741,17,21,2026-01-30T02:12:42Z,726875,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M59.00S,2026-01-30T01:21:17.8Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,18,21,2026-01-30T01:34:01Z,730000,False,,,0,,N. Vučević Free Throw 2 of 2 (4 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
76,PT05M45.00S,2026-01-30T01:22:10.0Z,1,REGULAR,2pt,Jump Shot,[],203952,84.57621550591328,10.53921568627451,1610612748,18,21,2026-01-30T01:22:39Z,750000,False,-197.0,92.0,1,right,MISS A. Wiggins 21' Jump Shot,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,21.79,Missed,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2026-01-30T01:22:11.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,18,21,2026-01-30T01:22:39Z,760000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,76.0,,,,,
78,PT05M44.00S,2026-01-30T01:22:16.1Z,1,REGULAR,foul,personal,[],1630245,,,1610612748,18,21,2026-01-30T01:30:27Z,770000,False,,,0,,A. Dosunmu loose ball personal FOUL (1 PF),"[1630245, 1642857]",1610612741.0,CHI,loose ball,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1629178.0,,,,1.0,0.0,Jakučionis,1642857.0,,,,,,
80,PT05M37.00S,2026-01-30T01:22:37.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626181,75.1149802890933,23.284313725490197,1610612748,18,21,2026-01-30T01:23:25Z,790000,False,-134.0,181.0,1,right,MISS N. Powell 22' bank Shot,[1626181],1610612748.0,MIA,bank,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,22.53,Missed,,,,,,,,,,,,,,,,,,
81,PT05M35.00S,2026-01-30T01:22:39.2Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,18,21,2026-01-30T01:23:35Z,800000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,80.0,1.0,1.0,0.0,,
82,PT05M31.00S,2026-01-30T01:22:45.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,7.046649145860711,50.73529411764706,1610612741,20,21,2026-01-30T01:22:54Z,810000,False,-4.0,14.0,1,left,M. Buzelis running Layup (2 PTS),[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.42,Made,2.0,,,,,,,,,,,,,,,,,
83,PT05M31.00S,2026-01-30T01:22:50.5Z,1,REGULAR,foul,personal,['1freethrow'],1642857,,,1610612741,20,21,2026-01-30T01:23:22Z,820000,False,,,0,,K. Jakučionis shooting personal FOUL (1 PF) (Buzelis 1 FT),"[1642857, 1641824]",1610612748.0,MIA,shooting,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,1629178.0,,,,1.0,0.0,Buzelis,1641824.0,,,,,,
85,PT05M31.00S,2026-01-30T01:23:23.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1641824,,,1610612741,20,21,2026-01-30T01:23:27Z,840000,False,,,0,,MISS M. Buzelis Free Throw 1 of 1,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
86,PT05M25.00S,2026-01-30T01:23:29.6Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,20,21,2026-01-30T01:23:27Z,850000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,85.0,1.0,1.0,0.0,,
