actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-01T20:40:19.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-01T20:40:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-01T20:40:21.7Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612741,0,0,2026-03-01T20:40:21Z,40000,False,,,0,,Jump Ball M. Buzelis vs. M. Turner: Tip to J. Giddey,"[1630581, 1641824, 1626167]",1610612741.0,CHI,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Buzelis,1641824.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-03-01T20:40:37.2Z,1,REGULAR,turnover,bad pass,[],1641824,,,1610612741,0,0,2026-03-01T20:40:41Z,70000,False,,,0,,M. Buzelis bad pass TURNOVER (1 TO),"[1641824, 1631157]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Right,1.0,Rollins,1631157.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-03-01T20:40:37.2Z,1,REGULAR,steal,,[],1631157,,,1610612749,0,0,2026-03-01T20:40:39Z,80000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2026-03-01T20:40:41.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631260,71.96123521681997,16.666666666666664,1610612749,0,0,2026-03-01T20:40:47Z,90000,False,-167.0,211.0,1,right,MISS A. Green 26' running 3PT,[1631260],1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,26.9,Missed,,,,,,,,,,,,,,,
10,PT11M33.00S,2026-03-01T20:40:45.1Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,0,0,2026-03-01T20:40:47Z,100000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M27.00S,2026-03-01T20:40:51.5Z,1,REGULAR,3pt,Jump Shot,[],1641824,28.728646517739815,76.22549019607843,1610612741,3,0,2026-03-01T20:40:55Z,110000,False,-131.0,218.0,1,left,M. Buzelis 25' 3PT  (3 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,25.4,Made,,,,,3.0,J. Giddey,1630581.0,1.0,,,,,,,
13,PT11M10.00S,2026-03-01T20:41:08.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,68.15045992115637,44.6078431372549,1610612749,3,3,2026-03-01T20:41:12Z,130000,False,-27.0,247.0,1,right,M. Turner 24' 3PT  (3 PTS) (K. Kuzma 1 AST),"[1626167, 1628398]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,24.84,Made,,,,,3.0,K. Kuzma,1628398.0,1.0,,,,,,,
15,PT10M47.00S,2026-03-01T20:41:31.7Z,1,REGULAR,3pt,Jump Shot,[],1630200,25.57490144546649,83.33333333333334,1610612741,3,3,2026-03-01T20:41:36Z,150000,False,-167.0,188.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,25.12,Missed,,,,,,,,,,,,,,,
16,PT10M44.00S,2026-03-01T20:41:34.7Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,3,3,2026-03-01T20:41:36Z,160000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
