actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
170,PT12M00.00S,2026-04-05T20:07:43.7Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612741,30,30,2026-04-05T20:08:02Z,1670000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-04-05T20:07:43.7Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612741,30,30,2026-04-05T20:08:02Z,1680000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-04-05T20:07:43.7Z,2,REGULAR,substitution,in,['startperiod'],1629012,,,1610612741,30,30,2026-04-05T20:08:02Z,1690000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-04-05T20:07:43.7Z,2,REGULAR,substitution,in,['startperiod'],1630692,,,1610612741,30,30,2026-04-05T20:08:02Z,1700000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-04-05T20:08:15.5Z,2,REGULAR,period,start,[],0,,,1610612741,30,30,2026-04-05T20:08:15Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M48.00S,2026-04-05T20:08:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.1268068331143235,47.794117647058826,1610612741,32,30,2026-04-05T20:08:34Z,1720000,False,11.0,5.0,1,left,T. Jones driving finger roll Layup (6 PTS),[1630200],1610612741.0,CHI,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,1.21,Made,,,,,,,,,6.0,,,,,
176,PT11M36.00S,2026-04-05T20:08:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.85479632063075,51.9607843137255,1610612756,32,32,2026-04-05T20:08:47Z,1730000,False,10.0,15.0,1,right,J. Green driving Layup (11 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,1.77,Made,,,,,,,,,11.0,,,,,
177,PT11M26.00S,2026-04-05T20:08:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,5.601182654402102,55.14705882352941,1610612741,34,32,2026-04-05T20:08:53Z,1740000,False,-26.0,0.0,1,left,C. Sexton driving Layup (6 PTS),[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,2.57,Made,,,,,,,,,6.0,,,,,
178,PT11M16.00S,2026-04-05T20:08:58.4Z,2,REGULAR,3pt,Jump Shot,[],1631221,93.24901445466492,98.2843137254902,1610612756,34,35,2026-04-05T20:09:02Z,1750000,False,241.0,11.0,1,right,C. Gillespie 24' 3PT  (9 PTS) (J. Green 1 AST),"[1631221, 1630224]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,,,,,24.17,Made,,,,,,,,,9.0,J. Green,1630224.0,1.0,,
180,PT10M55.00S,2026-04-05T20:09:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,5.469776609724048,51.470588235294116,1610612741,36,35,2026-04-05T20:10:09Z,1770000,False,-7.0,-1.0,1,left,P. Williams driving Layup (2 PTS),[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,0.75,Made,,,,,,,,,2.0,,,,,
182,PT10M40.00S,2026-04-05T20:09:34.0Z,2,REGULAR,3pt,Jump Shot,[],1630224,75.3777923784494,86.27450980392157,1610612756,36,35,2026-04-05T20:09:39Z,1790000,False,181.0,179.0,1,right,MISS J. Green 25' step back 3PT,[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,25.48,Missed,,,,,,,,,,,,,,
183,PT10M38.00S,2026-04-05T20:09:36.0Z,2,REGULAR,rebound,defensive,[],1631159,,,1610612741,36,35,2026-04-05T20:09:39Z,1800000,False,,,0,,L. Miller REBOUND (Off:2 Def:3),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,182.0,5.0,3.0,2.0,,,,,,,,,,
184,PT10M35.00S,2026-04-05T20:09:42.0Z,2,REGULAR,foul,personal,[],1630224,,,1610612741,36,35,2026-04-05T20:09:49Z,1810000,False,,,0,,J. Green personal FOUL (2 PF),"[1630224, 1630200]",1610612756.0,PHX,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,101283.0,,,,,,,2.0,0.0,Jones,1630200.0,,,,,,
186,PT10M35.00S,2026-04-05T20:09:53.6Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,36,35,2026-04-05T20:09:57Z,1830000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M35.00S,2026-04-05T20:09:53.6Z,2,REGULAR,substitution,in,[],1642265,,,1610612741,36,35,2026-04-05T20:09:57Z,1840000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M21.00S,2026-04-05T20:10:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.178055190538765,49.754901960784316,1610612741,36,35,2026-04-05T20:10:19Z,1850000,False,1.0,15.0,1,left,MISS C. Sexton driving Layup,[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,1.5,Missed,,,,,,,,,,,,,,
189,PT10M18.00S,2026-04-05T20:10:18.7Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612741,36,35,2026-04-05T20:10:18Z,1860000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,188.0,2.0,1.0,1.0,,,,,,,,,,
190,PT10M18.00S,2026-04-05T20:10:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,5.590000152587891,50.0,1610612741,36,35,2026-04-05T20:10:18Z,1870000,False,0.0,0.0,1,left,MISS C. Sexton tip Layup,[1629012],1610612741.0,CHI,tip,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,0.0,Missed,,,,,,,,,,,,,,
191,PT10M18.00S,2026-04-05T20:10:19.4Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,36,35,2026-04-05T20:10:19Z,1880000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Left,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,
192,PT10M03.00S,2026-04-05T20:10:34.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,93.11760840998686,50.49019607843137,1610612756,36,37,2026-04-05T20:10:41Z,1890000,False,2.0,12.0,1,right,O. Ighodaro cutting DUNK (2 PTS) (C. Gillespie 1 AST),"[1642345, 1631221]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,1.25,Made,,,,,,,,,2.0,C. Gillespie,1631221.0,1.0,,
194,PT09M56.00S,2026-04-05T20:10:44.3Z,2,REGULAR,turnover,lost ball,[],1629012,,,1610612741,36,37,2026-04-05T20:15:19Z,1910000,False,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 1642345]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,2.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,
195,PT09M56.00S,2026-04-05T20:10:44.3Z,2,REGULAR,steal,,[],1642345,,,1610612756,36,37,2026-04-05T20:15:19Z,1920000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
196,PT09M49.00S,2026-04-05T20:10:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,90.09526938239159,54.41176470588235,1610612756,36,37,2026-04-05T20:15:44Z,1930000,False,22.0,41.0,1,right,MISS J. Green running Layup - blocked,"[1630224, 1630172]",1610612756.0,PHX,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.62,Missed,,,,,,,,,,,,,Williams,1630172.0
197,PT09M49.00S,2026-04-05T20:10:48.8Z,2,REGULAR,block,,[],1630172,,,1610612756,36,37,2026-04-05T20:10:51Z,1940000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT09M46.00S,2026-04-05T20:10:51.8Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,36,37,2026-04-05T20:10:59Z,1950000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,
199,PT09M45.00S,2026-04-05T20:11:00.5Z,2,REGULAR,foul,personal,['2freethrow'],1642345,,,1610612741,36,37,2026-04-05T20:11:06Z,1960000,False,,,0,,O. Ighodaro shooting personal FOUL (2 PF) (Sexton 2 FT),"[1642345, 1629012]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,2.0,0.0,Sexton,1629012.0,,,,,,
201,PT09M45.00S,2026-04-05T20:11:25.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629012,,,1610612741,37,37,2026-04-05T20:11:25Z,1980000,False,,,0,,C. Sexton Free Throw 1 of 2 (7 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,Made,,,,,,,,,7.0,,,,,
202,PT09M45.00S,2026-04-05T20:11:27.9Z,2,REGULAR,substitution,out,[],1630224,,,1610612741,37,37,2026-04-05T20:11:33Z,1990000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M45.00S,2026-04-05T20:11:27.9Z,2,REGULAR,substitution,in,[],1628960,,,1610612741,37,37,2026-04-05T20:11:33Z,2000000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M45.00S,2026-04-05T20:11:25.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629012,,,1610612741,38,37,2026-04-05T20:17:09Z,2010000,False,,,0,,C. Sexton Free Throw 2 of 2 (8 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,Made,,,,,,,,,8.0,,,,,
205,PT09M35.00S,2026-04-05T20:11:58.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,93.24901445466492,51.225490196078425,1610612756,38,39,2026-04-05T20:13:33Z,2020000,False,6.0,11.0,1,right,O. Ighodaro cutting DUNK (4 PTS) (C. Gillespie 2 AST),"[1642345, 1631221]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,1.26,Made,,,,,,,,,4.0,C. Gillespie,1631221.0,2.0,,
207,PT09M35.00S,2026-04-05T20:12:06.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,38,39,2026-04-05T20:12:06Z,2040000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M13.00S,2026-04-05T20:15:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,6.389618922470433,47.549019607843135,1610612741,40,39,2026-04-05T20:15:24Z,2050000,False,12.0,8.0,1,left,R. Dillingham driving Layup (4 PTS),[1642265],1610612741.0,CHI,driving,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,1.45,Made,,,,,,,,,4.0,,,,,
209,PT09M00.00S,2026-04-05T20:15:34.1Z,2,REGULAR,3pt,Jump Shot,[],1626220,68.15045992115637,28.921568627450984,1610612756,40,39,2026-04-05T20:15:43Z,2060000,False,-105.0,247.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,26.85,Missed,,,,,,,,,,,,,,
210,PT08M57.00S,2026-04-05T20:15:37.1Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612756,40,39,2026-04-05T20:15:43Z,2070000,False,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,209.0,1.0,0.0,1.0,,,,,,,,,,
211,PT08M57.00S,2026-04-05T20:15:44.5Z,2,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612756,40,39,2026-04-05T20:15:48Z,2080000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Allen 2 FT),"[1630172, 1628960]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,1.0,0.0,Allen,1628960.0,,,,,,
213,PT08M57.00S,2026-04-05T20:16:04.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628960,,,1610612756,40,39,2026-04-05T20:16:04Z,2100000,False,,,0,,MISS G. Allen Free Throw 1 of 2,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
214,PT08M57.00S,2026-04-05T20:16:04.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,40,39,2026-04-05T20:16:04Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,
215,PT08M57.00S,2026-04-05T20:16:18.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628960,,,1610612756,40,40,2026-04-05T20:16:18Z,2120000,False,,,0,,G. Allen Free Throw 2 of 2 (1 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,Made,,,,,,,,,1.0,,,,,
216,PT08M41.00S,2026-04-05T20:16:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,6.1268068331143235,51.470588235294116,1610612741,40,40,2026-04-05T20:16:39Z,2130000,False,-7.0,5.0,1,left,MISS G. Yabusele alley-oop Layup,[1627824],1610612741.0,CHI,alley-oop,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,0.9,Missed,,,,,,,,,,,,,,
217,PT08M38.00S,2026-04-05T20:16:38.4Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,40,40,2026-04-05T20:23:18Z,2140000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,216.0,2.0,1.0,1.0,,,,,,,,,,
218,PT08M37.00S,2026-04-05T20:16:39.8Z,2,REGULAR,turnover,bad pass,[],1630692,,,1610612756,40,40,2026-04-05T20:16:43Z,2150000,False,,,0,,J. Goodwin bad pass TURNOVER (1 TO),"[1630692, 1629012]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,1.0,Sexton,1629012.0,,,,,,,,,,,,,,,,,
219,PT08M37.00S,2026-04-05T20:16:39.8Z,2,REGULAR,steal,,[],1629012,,,1610612741,40,40,2026-04-05T20:16:41Z,2160000,False,,,0,,C. Sexton STEAL (2 STL),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
220,PT08M21.00S,2026-04-05T20:16:56.2Z,2,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,40,40,2026-04-05T20:17:01Z,2170000,False,,,0,,P. Williams bad pass out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,bad pass,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1626301.0,,,,,,,,,,,,,,,,
221,PT08M11.00S,2026-04-05T20:17:17.1Z,2,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612756,40,40,2026-04-05T20:17:24Z,2180000,False,,,0,,G. Allen lost ball out-of-bounds TURNOVER (1 TO),[1628960],1610612756.0,PHX,lost ball,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1626301.0,,,,,,,,,,,,,,,,
222,PT07M58.00S,2026-04-05T20:17:38.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642265,30.56833114323259,32.35294117647059,1610612741,40,40,2026-04-05T20:17:42Z,2190000,False,88.0,235.0,1,left,MISS R. Dillingham 25' 3PT,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,,,,,25.08,Missed,,,,,,,,,,,,,,
223,PT07M55.00S,2026-04-05T20:17:41.5Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,40,40,2026-04-05T20:17:42Z,2200000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,
224,PT07M44.00S,2026-04-05T20:17:55.8Z,2,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612756,40,40,2026-04-05T20:18:04Z,2210000,False,,,0,,P. Williams shooting personal FOUL (2 PF) (Allen 2 FT),"[1630172, 1628960]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,2.0,0.0,Allen,1628960.0,,,,,,
226,PT07M44.00S,2026-04-05T20:18:23.6Z,2,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,40,41,2026-04-05T20:18:23Z,2230000,False,,,0,,G. Allen Free Throw 1 of 2 (2 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,Made,,,,,,,,,2.0,,,,,
227,PT07M44.00S,2026-04-05T20:18:27.5Z,2,REGULAR,substitution,out,[],1630692,,,1610612756,40,41,2026-04-05T20:18:32Z,2240000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M44.00S,2026-04-05T20:18:27.5Z,2,REGULAR,substitution,in,[],1628415,,,1610612756,40,41,2026-04-05T20:18:32Z,2250000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M44.00S,2026-04-05T20:18:39.8Z,2,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,40,42,2026-04-05T20:18:39Z,2260000,False,,,0,,G. Allen Free Throw 2 of 2 (3 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,Made,,,,,,,,,3.0,,,,,
230,PT07M21.00S,2026-04-05T20:19:04.1Z,2,REGULAR,3pt,Jump Shot,[],1629012,5.601182654402102,96.56862745098039,1610612741,40,42,2026-04-05T20:19:09Z,2270000,False,-233.0,0.0,1,left,MISS C. Sexton 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,,23.28,Missed,,,,,,,,,,,,,,
231,PT07M17.00S,2026-04-05T20:19:08.1Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,40,42,2026-04-05T20:19:09Z,2280000,False,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,230.0,3.0,2.0,1.0,,,,,,,,,,
232,PT07M08.00S,2026-04-05T20:19:16.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,93.77463863337714,51.9607843137255,1610612756,40,42,2026-04-05T20:19:20Z,2290000,False,10.0,6.0,1,right,MISS C. Gillespie driving Layup,[1631221],1610612756.0,PHX,driving,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,1.15,Missed,,,,,,,,,,,,,,
233,PT07M07.00S,2026-04-05T20:19:17.0Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,40,42,2026-04-05T20:20:20Z,2300000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:2),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,,
234,PT06M51.00S,2026-04-05T20:19:33.3Z,2,REGULAR,3pt,Jump Shot,[],1629012,16.245072273324574,4.411764705882353,1610612741,40,42,2026-04-05T20:19:36Z,2310000,False,228.0,100.0,1,left,MISS C. Sexton 24' 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,24.9,Missed,,,,,,,,,,,,,,
235,PT06M49.00S,2026-04-05T20:19:35.3Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,40,42,2026-04-05T20:19:36Z,2320000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,,,234.0,2.0,2.0,0.0,,,,,,,,,,
236,PT06M44.00S,2026-04-05T20:19:41.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,95.0886990801577,95.83333333333334,1610612756,40,42,2026-04-05T20:21:33Z,2330000,False,229.0,-6.0,1,right,MISS C. Gillespie running 3PT,[1631221],1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,,,,,22.93,Missed,,,,,,,,,,,,,,
237,PT06M41.00S,2026-04-05T20:19:44.6Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612756,40,42,2026-04-05T20:19:44Z,2340000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,,
238,PT06M39.00S,2026-04-05T20:19:45.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,69.07030223390277,19.852941176470587,1610612756,40,45,2026-04-05T20:19:50Z,2350000,False,-151.0,238.0,1,right,G. Allen 28' 3PT  (6 PTS) (R. O'Neale 1 AST),"[1628960, 1626220]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,28.19,Made,,,,,,,,,6.0,R. O'Neale,1626220.0,1.0,,
240,PT06M28.00S,2026-04-05T20:19:55.9Z,2,REGULAR,3pt,Jump Shot,[],1627824,29.517082785808146,26.47058823529412,1610612741,43,45,2026-04-05T20:20:00Z,2370000,False,118.0,225.0,1,left,G. Yabusele 25' 3PT  (3 PTS) (R. Dillingham 2 AST),"[1627824, 1642265]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,25.39,Made,,,,,,,,,3.0,R. Dillingham,1642265.0,2.0,,
242,PT06M19.00S,2026-04-05T20:20:05.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,94.03745072273325,48.28431372549019,1610612756,43,47,2026-04-05T22:50:14Z,2390000,False,-9.0,4.0,1,right,O. Ighodaro cutting DUNK (6 PTS) (G. Allen 1 AST),"[1642345, 1628960]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,0.93,Made,,,,,,,,,6.0,G. Allen,1628960.0,1.0,,
244,PT06M03.00S,2026-04-05T20:20:22.1Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612741,43,47,2026-04-05T20:20:25Z,2410000,False,,,0,,C. Sexton bad pass TURNOVER (3 TO),"[1629012, 1628960]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.0,Allen,1628960.0,,,,,,,,,,,,,,,,,
245,PT06M03.00S,2026-04-05T20:20:22.1Z,2,REGULAR,steal,,[],1628960,,,1610612756,43,47,2026-04-05T20:20:23Z,2420000,False,,,0,,G. Allen STEAL (2 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
246,PT05M57.00S,2026-04-05T20:20:28.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631221,70.38436268068331,73.2843137254902,1610612756,43,47,2026-04-05T20:26:45Z,2430000,False,116.0,226.0,1,right,MISS C. Gillespie 25' running 3PT,[1631221],1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,25.41,Missed,,,,,,,,,,,,,,
247,PT05M55.00S,2026-04-05T20:20:29.7Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612756,43,47,2026-04-05T20:20:29Z,2440000,False,,,0,,G. Allen REBOUND (Off:2 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,246.0,4.0,2.0,2.0,,,,,,,,,,
248,PT05M50.00S,2026-04-05T20:20:34.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631221,65.52233902759527,48.28431372549019,1610612756,43,47,2026-04-05T20:20:39Z,2450000,False,-9.0,272.0,1,right,MISS C. Gillespie 27' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,27.17,Missed,,,,,,,,,,,,,,
249,PT05M47.00S,2026-04-05T20:20:37.9Z,2,REGULAR,rebound,defensive,[],1631159,,,1610612741,43,47,2026-04-05T20:20:39Z,2460000,False,,,0,,L. Miller REBOUND (Off:2 Def:4),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Center,,,,,,,248.0,6.0,4.0,2.0,,,,,,,,,,
