actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
164,PT01M16.00S,2025-12-04T01:35:13.9Z,1,REGULAR,steal,,[],1630549,,,1610612751,20,24,2025-12-04T01:36:50Z,1590000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
165,PT01M11.00S,2025-12-04T01:35:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642962,91.93495400788436,50.245098039215684,1610612751,20,26,2025-12-04T01:35:24Z,1600000,False,1.0,23.0,1,right,D. Powell running Layup (2 PTS) (D. Sharpe 1 AST),"[1642962, 1630549]",1610612751.0,BKN,running,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,,2.0,,,,D. Sharpe,1630549.0,1.0,,,,
167,PT00M49.20S,2025-12-04T01:35:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,4.5499342969776615,49.50980392156863,1610612741,22,26,2025-12-04T01:35:46Z,1620000,False,2.0,-10.0,1,left,D. Terry driving finger roll Layup (2 PTS) (L. Olbrich 1 AST),"[1631207, 1642950]",1610612741.0,CHI,driving finger roll,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,2.0,,,,L. Olbrich,1642950.0,1.0,,,,
168,PT00M28.90S,2025-12-04T01:36:08.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642874,85.10183968462549,56.127450980392155,1610612751,22,26,2025-12-04T01:38:08Z,1630000,False,31.0,88.0,1,right,MISS D. Wolf 9' turnaround bank Hook,[1642874],1610612751.0,BKN,turnaround bank,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Center,9.27,Missed,,,,,,,,,,,,,,,,,,
169,PT00M28.90S,2025-12-04T01:36:08.4Z,1,REGULAR,rebound,offensive,[],1642874,,,1610612751,22,26,2025-12-04T01:36:19Z,1640000,False,,,0,,D. Wolf REBOUND (Off:1 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Center,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,,
170,PT00M16.80S,2025-12-04T01:36:22.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642879,68.28186596583443,67.64705882352942,1610612751,22,29,2025-12-04T01:38:40Z,1650000,False,88.0,246.0,1,right,B. Saraf 26' 3PT pullup (4 PTS),[1642879],1610612751.0,BKN,pullup,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,26.11,Made,,,,,,,,4.0,,,,,,,,,,
171,PT00M00.60S,2025-12-04T01:36:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,4.944152431011826,49.01960784313725,1610612741,24,29,2025-12-04T01:36:45Z,1660000,False,5.0,-6.0,1,left,J. Carter driving Layup (4 PTS),[1628975],1610612741.0,CHI,driving,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,4.0,,,,,,,,,,
173,PT00M00.20S,2025-12-04T01:36:45.8Z,1,REGULAR,heave,,[],0,,,1610612751,24,29,2025-12-04T01:39:28Z,1680000,False,,,0,,BKN Heave,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,70.63,,,,,,,,,,,,,,,,,,,
174,PT00M00.10S,2025-12-04T01:36:45.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,29,2025-12-04T01:37:11Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,173.0,,,,,,,,,,,,,,,,,
175,PT00M00.00S,2025-12-04T01:36:51.6Z,1,REGULAR,period,end,[],0,,,1610612751,24,29,2025-12-04T01:36:51Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,out,['startperiod'],1630581,,,1610612751,24,29,2025-12-04T01:39:20Z,1710000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612751,24,29,2025-12-04T01:39:20Z,1720000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,out,['startperiod'],1631207,,,1610612751,24,29,2025-12-04T01:39:20Z,1730000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,out,['startperiod'],1642950,,,1610612751,24,29,2025-12-04T01:39:20Z,1740000,False,,,0,,SUB out: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,in,['startperiod'],1641824,,,1610612751,24,29,2025-12-04T01:39:20Z,1750000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,in,['startperiod'],1641763,,,1610612751,24,29,2025-12-04T01:39:20Z,1760000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,in,['startperiod'],1641801,,,1610612751,24,29,2025-12-04T01:39:20Z,1770000,False,,,0,,SUB in: E. Miller,[1641801],1610612741.0,CHI,,,,Miller,E. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-12-04T01:38:52.6Z,2,REGULAR,substitution,in,['startperiod'],1630245,,,1610612751,24,29,2025-12-04T01:39:20Z,1780000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-12-04T01:39:29.2Z,2,REGULAR,period,start,[],0,,,1610612751,24,29,2025-12-04T01:39:29Z,1790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M49.00S,2025-12-04T01:39:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,91.5407358738502,49.754901960784316,1610612751,24,31,2025-12-04T01:39:45Z,1800000,False,-1.0,27.0,1,right,D. Sharpe driving Layup (4 PTS) (B. Saraf 1 AST),"[1630549, 1642879]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,,4.0,,,,B. Saraf,1642879.0,1.0,,,,
188,PT11M49.00S,2025-12-04T01:39:44.3Z,2,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612751,24,31,2025-12-04T01:39:51Z,1820000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1630172, 1630549]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Sharpe,1630549.0
190,PT11M49.00S,2025-12-04T01:40:13.1Z,2,REGULAR,freethrow,1 of 1,[],1630549,,,1610612751,24,32,2025-12-04T01:40:13Z,1840000,False,,,0,,D. Sharpe Free Throw 1 of 1 (5 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
191,PT11M31.00S,2025-12-04T01:40:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,4.418528252299605,52.450980392156865,1610612741,24,32,2025-12-04T01:40:37Z,1850000,False,-12.0,-11.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1630549]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,Sharpe,1630549.0,,,,,,,
216,PT11M31.00S,2025-12-04T01:40:33.2Z,2,REGULAR,block,,[],1630549,,,1610612741,24,32,2025-12-04T01:44:57Z,1855000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT11M28.00S,2025-12-04T01:40:36.2Z,2,REGULAR,rebound,defensive,[],1642874,,,1610612751,24,32,2025-12-04T01:40:37Z,1860000,False,,,0,,D. Wolf REBOUND (Off:1 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,191.0,3.0,2.0,1.0,,,,,,,,,,,,,,
193,PT11M22.00S,2025-12-04T01:41:13.5Z,2,REGULAR,jumpball,recovered,[],1641801,,,1610612751,24,32,2025-12-04T01:41:13Z,1870000,False,,,0,,Jump Ball P. Williams vs. D. Wolf: Tip to E. Miller,"[1641801, 1630172, 1642874]",1610612741.0,CHI,heldball,E. Miller,1641801.0,Miller,E. Miller,Williams,1630172.0,Wolf,1642874.0,,,,,,,,,,,,,,,,,,,,,,
196,PT11M22.00S,2025-12-04T01:41:13.5Z,2,REGULAR,turnover,lost ball,[],1642874,,,1610612751,24,32,2025-12-04T01:41:13Z,1900000,False,,,0,,D. Wolf lost ball TURNOVER (1 TO),"[1642874, 1630172]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,1.0,Williams,1630172.0,,,,,,,,,,,
197,PT11M22.00S,2025-12-04T01:41:13.5Z,2,REGULAR,steal,,[],1630172,,,1610612741,24,32,2025-12-04T01:41:13Z,1910000,False,,,0,,P. Williams STEAL (2 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M12.00S,2025-12-04T01:41:24.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641824,6.258212877792378,51.470588235294116,1610612741,24,32,2025-12-04T01:41:28Z,1920000,False,-7.0,6.0,1,left,MISS M. Buzelis Layup - blocked,"[1641824, 1630549]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,Sharpe,1630549.0,,,,,,,
199,PT11M12.00S,2025-12-04T01:41:24.2Z,2,REGULAR,block,,[],1630549,,,1610612741,24,32,2025-12-04T01:41:27Z,1930000,False,,,0,,D. Sharpe BLOCK (2 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT11M12.00S,2025-12-04T01:41:24.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,24,32,2025-12-04T01:41:28Z,1940000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,198.0,,,,,,,,,,,,,,,,,
201,PT10M49.00S,2025-12-04T01:41:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,89.83245729303549,35.049019607843135,1610612751,24,34,2025-12-04T01:42:07Z,1950000,False,-75.0,43.0,1,right,B. Saraf 8' driving floating bank Jump Shot (6 PTS),[1642879],1610612751.0,BKN,driving floating bank,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Left,8.63,Made,,,,,,,,6.0,,,,,,,,,,
202,PT10M44.00S,2025-12-04T01:42:16.9Z,2,REGULAR,turnover,lost ball,[],1630245,,,1610612741,24,34,2025-12-04T01:44:07Z,1960000,False,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 1630549]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Sharpe,1630549.0,,,,,,,,,,,
203,PT10M44.00S,2025-12-04T01:42:16.9Z,2,REGULAR,steal,,[],1630549,,,1610612751,24,34,2025-12-04T01:47:24Z,1970000,False,,,0,,D. Sharpe STEAL (2 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
204,PT10M41.00S,2025-12-04T01:42:23.7Z,2,REGULAR,turnover,bad pass,[],1642879,,,1610612751,24,34,2025-12-04T01:47:58Z,1980000,False,,,0,,B. Saraf bad pass TURNOVER (1 TO),"[1642879, 1641824]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Buzelis,1641824.0,,,,,,,,,,,
205,PT10M41.00S,2025-12-04T01:42:23.7Z,2,REGULAR,steal,,[],1641824,,,1610612741,24,34,2025-12-04T01:42:25Z,1990000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
206,PT10M31.00S,2025-12-04T01:42:28.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,5.601182654402102,4.411764705882353,1610612741,24,34,2025-12-04T01:46:07Z,2000000,False,228.0,0.0,1,left,MISS A. Dosunmu running 3PT,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
207,PT10M31.00S,2025-12-04T01:42:30.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,24,34,2025-12-04T01:42:30Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,206.0,,,,,,,,,,,,,,,,,
208,PT10M31.00S,2025-12-04T01:42:34.6Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,24,34,2025-12-04T01:42:49Z,2020000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M31.00S,2025-12-04T01:42:34.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612741,24,34,2025-12-04T01:42:49Z,2030000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M31.00S,2025-12-04T01:42:34.6Z,2,REGULAR,substitution,in,[],202696,,,1610612741,24,34,2025-12-04T01:42:49Z,2040000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M31.00S,2025-12-04T01:42:34.6Z,2,REGULAR,substitution,in,[],1629651,,,1610612741,24,34,2025-12-04T01:42:49Z,2050000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M24.00S,2025-12-04T01:43:11.7Z,2,REGULAR,turnover,traveling,[],1641824,,,1610612741,24,34,2025-12-04T01:43:17Z,2060000,False,,,0,,M. Buzelis traveling TURNOVER (1 TO),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,1201.0,,,,,,,,,
213,PT10M10.00S,2025-12-04T01:43:37.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642874,65.65374507227332,62.5,1610612751,24,37,2025-12-04T01:43:41Z,2070000,False,62.0,270.0,1,right,D. Wolf 27' 3PT  (3 PTS) (D. Powell 1 AST),"[1642874, 1642962]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,27.75,Made,,,,,,,,3.0,,,,D. Powell,1642962.0,1.0,,,,
215,PT10M08.00S,2025-12-04T01:43:43.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,24,37,2025-12-04T01:43:43Z,2090000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M48.00S,2025-12-04T01:46:56.5Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,24,37,2025-12-04T01:47:00Z,2100000,False,,,0,,N. Vučević bad pass TURNOVER (3 TO),"[202696, 1642879]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,Saraf,1642879.0,,,,,,,,,,,
218,PT09M48.00S,2025-12-04T01:46:56.5Z,2,REGULAR,steal,,[],1642879,,,1610612751,24,37,2025-12-04T01:49:50Z,2110000,False,,,0,,B. Saraf STEAL (1 STL),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
219,PT09M36.00S,2025-12-04T01:47:12.1Z,2,REGULAR,turnover,out-of-bounds,[],1642874,,,1610612751,24,37,2025-12-04T01:47:19Z,2120000,False,,,0,,D. Wolf bad pass out-of-bounds TURNOVER (2 TO),[1642874],1610612751.0,BKN,bad pass,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,1201.0,,,,,,,,,
220,PT09M36.00S,2025-12-04T01:47:15.9Z,2,REGULAR,substitution,out,[],1641801,,,1610612741,24,37,2025-12-04T01:47:20Z,2130000,False,,,0,,SUB out: E. Miller,[1641801],1610612741.0,CHI,,,,Miller,E. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M36.00S,2025-12-04T01:47:15.9Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,24,37,2025-12-04T01:47:20Z,2140000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M18.00S,2025-12-04T01:47:44.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,27.414586070959263,75.24509803921569,1610612741,24,37,2025-12-04T01:47:48Z,2150000,False,-126.0,205.0,1,left,MISS N. Vučević 24' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,24.09,Missed,,,,,,,,,,,,,,,,,,
223,PT09M16.00S,2025-12-04T01:47:46.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,24,37,2025-12-04T01:47:48Z,2160000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,222.0,,,,,,,,,,,,,,,,,
225,PT09M06.00S,2025-12-04T01:48:12.9Z,2,REGULAR,3pt,Jump Shot,[],1642879,92.72339027595268,2.696078431372549,1610612751,24,37,2025-12-04T01:48:17Z,2180000,False,-237.0,16.0,1,right,MISS B. Saraf 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
226,PT09M02.00S,2025-12-04T01:48:16.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,24,37,2025-12-04T01:48:17Z,2190000,False,,,0,,N. Vučević REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,225.0,6.0,4.0,2.0,,,,,,,,,,,,,,
227,PT08M48.00S,2025-12-04T01:48:31.2Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,24,37,2025-12-04T01:48:34Z,2200000,False,,,0,,N. Vučević bad pass TURNOVER (4 TO),"[202696, 1642879]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,4.0,Saraf,1642879.0,,,,,,,,,,,
228,PT08M48.00S,2025-12-04T01:48:31.2Z,2,REGULAR,steal,,[],1642879,,,1610612751,24,37,2025-12-04T01:48:33Z,2210000,False,,,0,,B. Saraf STEAL (2 STL),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
229,PT08M38.00S,2025-12-04T01:48:40.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,69.33311432325887,20.098039215686274,1610612751,24,37,2025-12-04T01:48:44Z,2220000,False,-150.0,236.0,1,right,MISS Z. Williams 27' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,27.92,Missed,,,,,,,,,,,,,,,,,,
230,PT08M35.00S,2025-12-04T01:48:43.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,24,37,2025-12-04T01:48:44Z,2230000,False,,,0,,N. Vučević REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,229.0,7.0,5.0,2.0,,,,,,,,,,,,,,
231,PT08M22.00S,2025-12-04T01:48:56.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,5.732588699080158,57.84313725490197,1610612741,24,37,2025-12-04T01:49:01Z,2240000,False,-39.0,1.0,1,left,MISS N. Vučević Hook,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
232,PT08M20.00S,2025-12-04T01:48:58.7Z,2,REGULAR,rebound,offensive,[],1641824,,,1610612741,24,37,2025-12-04T01:48:58Z,2250000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,,
233,PT08M16.00S,2025-12-04T01:49:02.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,10.33180026281209,44.36274509803921,1610612741,26,37,2025-12-04T01:52:43Z,2260000,False,28.0,45.0,1,left,J. Giddey driving finger roll Layup (6 PTS) (M. Buzelis 2 AST),"[1630581, 1641824]",1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,,,,,,,,6.0,,,,M. Buzelis,1641824.0,2.0,,,,
235,PT07M50.00S,2025-12-04T01:49:28.7Z,2,REGULAR,2pt,Jump Shot,[],1642962,82.86793692509855,19.11764705882353,1610612751,26,37,2025-12-04T01:49:34Z,2280000,False,-154.0,109.0,1,right,MISS D. Powell 18' step back Shot,[1642962],1610612751.0,BKN,step back,,,Powell,D. Powell,,,,,Mid-Range,16-24 Left,18.87,Missed,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2025-12-04T01:49:32.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,26,37,2025-12-04T01:49:34Z,2290000,False,,,0,,N. Vučević REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left,,,235.0,8.0,6.0,2.0,,,,,,,,,,,,,,
237,PT07M40.00S,2025-12-04T01:49:37.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,6.783837056504599,50.73529411764706,1610612741,28,37,2025-12-04T01:49:42Z,2300000,False,-4.0,11.0,1,left,M. Buzelis running Layup (6 PTS),[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,,,,6.0,,,,,,,,,,
238,PT07M39.00S,2025-12-04T01:49:43.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,28,37,2025-12-04T01:49:43Z,2310000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,28,37,2025-12-04T01:52:33Z,2320000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,out,[],1642874,,,1610612751,28,37,2025-12-04T01:52:33Z,2330000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,out,[],1642962,,,1610612751,28,37,2025-12-04T01:52:33Z,2340000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,out,[],1642879,,,1610612751,28,37,2025-12-04T01:52:33Z,2350000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,in,[],1631213,,,1610612751,28,37,2025-12-04T01:52:33Z,2360000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,in,[],1642856,,,1610612751,28,37,2025-12-04T01:52:33Z,2370000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,28,37,2025-12-04T01:52:33Z,2380000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M39.00S,2025-12-04T01:52:26.5Z,2,REGULAR,substitution,in,[],1629008,,,1610612751,28,37,2025-12-04T01:52:33Z,2390000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M22.00S,2025-12-04T01:53:00.1Z,2,REGULAR,3pt,Jump Shot,[],1629008,68.15045992115637,68.87254901960785,1610612751,28,37,2025-12-04T01:53:04Z,2400000,False,94.0,247.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
