actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT11M26.00S,2026-02-23T01:40:35.7Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,29,25,2026-02-23T01:40:52Z,1620000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:5),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,171.0,6.0,5.0,1.0,,,,,,,
173,PT11M21.00S,2026-02-23T01:40:40.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630188,7.835085413929041,47.794117647058826,1610612741,29,25,2026-02-23T01:40:57Z,1630000,False,11.0,21.0,1,left,MISS J. Smith running Layup,[1630188],1610612741.0,CHI,running,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,2.38,Missed,,,,,,,,,,,,,,,,
174,PT11M20.00S,2026-02-23T01:40:41.9Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,29,25,2026-02-23T01:41:31Z,1640000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,
175,PT11M14.00S,2026-02-23T01:40:48.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631110,94.69448094612353,54.166666666666664,1610612752,29,25,2026-02-23T01:43:37Z,1650000,False,21.0,-3.0,1,right,MISS J. Sochan running Layup,[1631110],1610612752.0,NYK,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,2.1,Missed,,,,,,,,,,,,,,,,
176,PT11M11.00S,2026-02-23T01:40:51.0Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,29,25,2026-02-23T01:41:00Z,1660000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,175.0,3.0,2.0,1.0,,,,,,,
177,PT11M11.00S,2026-02-23T01:40:51.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1626157,94.40999984741211,50.0,1610612752,29,27,2026-02-23T01:44:11Z,1670000,False,0.0,0.0,1,right,K. Towns tip Layup (10 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,0.0,Made,10.0,,,,,,,,,,,,,,,
178,PT10M56.00S,2026-02-23T01:41:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.783837056504599,46.81372549019608,1610612741,31,27,2026-02-23T01:44:21Z,1680000,False,16.0,11.0,1,left,J. Smith cutting Layup (5 PTS) (R. Dillingham 2 AST),"[1630188, 1642265]",1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,1.95,Made,5.0,,,,,,,,,R. Dillingham,1642265.0,2.0,,,,
180,PT10M42.00S,2026-02-23T01:41:26.6Z,2,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,31,27,2026-02-23T01:41:45Z,1700000,False,,,0,,M. Bridges step out-of-bounds TURNOVER (2 TO),[1628969],1610612752.0,NYK,step,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,1628953.0,2.0,,,,,,,,,,,,,,,,,,
181,PT10M42.00S,2026-02-23T01:41:32.1Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,31,27,2026-02-23T01:41:40Z,1710000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M42.00S,2026-02-23T01:41:32.1Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,31,27,2026-02-23T01:41:40Z,1720000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M32.00S,2026-02-23T01:41:59.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627824,32.933639947437584,54.65686274509803,1610612741,34,27,2026-02-23T01:42:03Z,1730000,False,-23.0,257.0,1,left,G. Yabusele 25' 3PT  (9 PTS) (P. Williams 3 AST),"[1627824, 1630172]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,25.82,Made,9.0,,,,,,,,,P. Williams,1630172.0,3.0,,,,
185,PT10M14.00S,2026-02-23T01:42:16.7Z,2,REGULAR,3pt,Jump Shot,[],1629013,94.56307490144546,94.85294117647058,1610612752,34,27,2026-02-23T01:42:22Z,1750000,False,224.0,-1.0,1,right,MISS L. Shamet 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,22.43,Missed,,,,,,,,,,,,,,,,
186,PT10M11.00S,2026-02-23T01:42:19.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,27,2026-02-23T01:42:22Z,1760000,False,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,,185.0,4.0,2.0,2.0,,,,,,,
187,PT10M05.00S,2026-02-23T01:42:25.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,95.6143232588699,96.81372549019608,1610612752,34,30,2026-02-23T01:42:29Z,1770000,False,234.0,-11.0,1,right,L. Shamet 3PT  (3 PTS) (M. Bridges 2 AST),"[1629013, 1628969]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,23.44,Made,3.0,,,,,,,,,M. Bridges,1628969.0,2.0,,,,
189,PT09M48.00S,2026-02-23T01:42:42.0Z,2,REGULAR,2pt,Jump Shot,[],1630172,21.632720105124836,46.32352941176471,1610612741,36,30,2026-02-23T01:42:45Z,1790000,False,18.0,151.0,1,left,P. Williams 15' pullup Jump Shot (5 PTS),[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Center,,,15.19,Made,5.0,,,,,,,,,,,,,,,
190,PT09M36.00S,2026-02-23T01:42:54.5Z,2,REGULAR,2pt,Jump Shot,[],1630631,79.31997371879106,43.38235294117647,1610612752,36,30,2026-02-23T01:42:59Z,1800000,False,-33.0,142.0,1,right,MISS J. Alvarado 14' driving floating Shot,[1630631],1610612752.0,NYK,driving floating,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Center,,,14.57,Missed,,,,,,,,,,,,,,,,
191,PT09M34.00S,2026-02-23T01:42:56.5Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,36,30,2026-02-23T01:42:59Z,1810000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,
192,PT09M29.00S,2026-02-23T01:43:01.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630188,6.389618922470433,49.754901960784316,1610612741,38,30,2026-02-23T01:43:12Z,1820000,False,1.0,8.0,1,left,J. Smith running DUNK (7 PTS) (P. Williams 4 AST),"[1630188, 1630172]",1610612741.0,CHI,running,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,0.77,Made,7.0,,,,,,,,,P. Williams,1630172.0,4.0,,,,
194,PT09M29.00S,2026-02-23T01:43:08.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,38,30,2026-02-23T01:43:10Z,1840000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M29.00S,2026-02-23T01:45:49.1Z,2,REGULAR,substitution,out,[],1630172,,,1610612752,38,30,2026-02-23T01:46:04Z,1850000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M29.00S,2026-02-23T01:45:49.1Z,2,REGULAR,substitution,in,[],1629012,,,1610612752,38,30,2026-02-23T01:46:04Z,1860000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M15.00S,2026-02-23T01:46:33.8Z,2,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612752,38,30,2026-02-23T01:46:42Z,1870000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Towns 2 FT),"[1629012, 1626157]",1610612741.0,CHI,shooting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,202027.0,,,,,1.0,0.0,Towns,1626157.0,,,,,,,,,,,
199,PT09M15.00S,2026-02-23T01:47:02.3Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,38,31,2026-02-23T01:47:02Z,1890000,False,,,0,,K. Towns Free Throw 1 of 2 (11 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
200,PT09M15.00S,2026-02-23T01:47:28.4Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,38,32,2026-02-23T01:47:28Z,1900000,False,,,0,,K. Towns Free Throw 2 of 2 (12 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
201,PT08M59.00S,2026-02-23T01:47:45.7Z,2,REGULAR,3pt,Jump Shot,[],1630188,5.469776609724048,4.166666666666666,1610612741,38,32,2026-02-23T01:47:50Z,1910000,False,229.0,-1.0,1,left,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,22.92,Missed,,,,,,,,,,,,,,,,
202,PT08M55.00S,2026-02-23T01:47:49.7Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,38,32,2026-02-23T01:47:50Z,1920000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,,,,,201.0,2.0,2.0,0.0,,,,,,,
203,PT08M50.00S,2026-02-23T01:47:55.4Z,2,REGULAR,turnover,lost ball,[],1628969,,,1610612752,38,32,2026-02-23T01:48:05Z,1930000,False,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628969, 1642265]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,Dillingham,1642265.0,,
204,PT08M50.00S,2026-02-23T01:47:55.4Z,2,REGULAR,steal,,[],1642265,,,1610612741,38,32,2026-02-23T01:47:57Z,1940000,False,,,0,,R. Dillingham STEAL (1 STL),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT08M45.00S,2026-02-23T01:48:00.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629012,10.85742444152431,4.6568627450980395,1610612741,38,32,2026-02-23T01:48:52Z,1950000,False,227.0,50.0,1,left,MISS C. Sexton running 3PT,[1629012],1610612741.0,CHI,running,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,,,23.21,Missed,,,,,,,,,,,,,,,,
206,PT08M44.00S,2026-02-23T01:48:01.1Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612741,38,32,2026-02-23T01:49:15Z,1960000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,,,,205.0,2.0,1.0,1.0,,,,,,,
207,PT08M43.00S,2026-02-23T01:48:05.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630188,5.590000152587891,50.0,1610612741,40,32,2026-02-23T01:49:19Z,1970000,False,0.0,0.0,1,left,J. Smith putback Layup (9 PTS),[1630188],1610612741.0,CHI,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,0.0,Made,9.0,,,,,,,,,,,,,,,
208,PT08M18.00S,2026-02-23T01:48:26.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,75.24638633377135,13.970588235294118,1610612752,40,32,2026-02-23T01:48:32Z,1980000,False,-180.0,180.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,25.48,Missed,,,,,,,,,,,,,,,,
209,PT08M15.00S,2026-02-23T01:48:29.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,40,32,2026-02-23T01:48:32Z,1990000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,208.0,3.0,2.0,1.0,,,,,,,
210,PT07M57.00S,2026-02-23T01:48:47.9Z,2,REGULAR,2pt,Jump Shot,[],1630581,20.71287779237845,74.75490196078431,1610612741,40,32,2026-02-23T01:50:03Z,2000000,False,-124.0,142.0,1,left,MISS J. Giddey 18' pullup Shot,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,,,18.85,Missed,,,,,,,,,,,,,,,,
211,PT07M54.00S,2026-02-23T01:48:50.9Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612752,40,32,2026-02-23T01:48:55Z,2010000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,
212,PT07M48.00S,2026-02-23T01:48:57.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,93.38042049934296,53.67647058823529,1610612752,40,34,2026-02-23T01:50:43Z,2020000,False,18.0,10.0,1,right,K. Towns driving floating bank Jump Shot (14 PTS) (J. Sochan 2 AST),"[1626157, 1631110]",1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,2.08,Made,14.0,,,,,,,,,J. Sochan,1631110.0,2.0,,,,
214,PT07M19.00S,2026-02-23T01:49:26.2Z,2,REGULAR,2pt,Jump Shot,[],1630581,16.90210249671485,71.07843137254902,1610612741,40,34,2026-02-23T01:51:12Z,2040000,False,-105.0,106.0,1,left,MISS J. Giddey 14' fadeaway Shot,[1630581],1610612741.0,CHI,fadeaway,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,14.98,Missed,,,,,,,,,,,,,,,,
215,PT07M17.00S,2026-02-23T01:49:28.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,40,34,2026-02-23T01:49:29Z,2050000,False,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,,,,214.0,5.0,3.0,2.0,,,,,,,
216,PT07M14.00S,2026-02-23T01:49:31.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,71.56701708278581,20.588235294117645,1610612752,40,34,2026-02-23T01:52:34Z,2060000,False,-147.0,215.0,1,right,MISS J. Alvarado 26' running 3PT,[1630631],1610612752.0,NYK,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,26.03,Missed,,,,,,,,,,,,,,,,
217,PT07M11.00S,2026-02-23T01:49:34.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,40,34,2026-02-23T01:49:38Z,2070000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,216.0,4.0,3.0,1.0,,,,,,,
218,PT07M11.00S,2026-02-23T01:49:38.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,40,34,2026-02-23T01:49:38Z,2080000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,out,[],1642265,,,1610612741,40,34,2026-02-23T01:52:42Z,2090000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,40,34,2026-02-23T01:52:42Z,2100000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,out,[],1631110,,,1610612741,40,34,2026-02-23T01:52:42Z,2110000,False,,,0,,SUB out: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,out,[],1628969,,,1610612741,40,34,2026-02-23T01:52:42Z,2120000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,out,[],1629013,,,1610612741,40,34,2026-02-23T01:52:42Z,2130000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,in,[],1630208,,,1610612741,40,34,2026-02-23T01:52:42Z,2140000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,40,34,2026-02-23T01:52:42Z,2150000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,in,[],1628384,,,1610612741,40,34,2026-02-23T01:52:42Z,2160000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,in,[],1628404,,,1610612741,40,34,2026-02-23T01:52:42Z,2170000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2026-02-23T01:52:19.5Z,2,REGULAR,substitution,in,[],1628973,,,1610612741,40,34,2026-02-23T01:52:42Z,2180000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M57.00S,2026-02-23T01:52:51.3Z,2,REGULAR,3pt,Jump Shot,[],1641824,25.443495400788436,16.42156862745098,1610612741,40,34,2026-02-23T01:53:11Z,2190000,False,168.0,187.0,1,left,MISS M. Buzelis 25' pullup 3PT,[1641824],1610612741.0,CHI,pullup,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,25.11,Missed,,,,,,,,,,,,,,,,
230,PT06M51.00S,2026-02-23T01:52:57.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,40,34,2026-02-23T01:52:59Z,2200000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,229.0,3.0,3.0,0.0,,,,,,,
231,PT06M44.00S,2026-02-23T01:53:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.38042049934296,49.754901960784316,1610612752,40,34,2026-02-23T01:53:46Z,2210000,False,-1.0,10.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,0.98,Missed,,,,,,,,,,,,,,,,
232,PT06M42.00S,2026-02-23T01:53:06.7Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,40,34,2026-02-23T01:53:11Z,2220000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:6),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,231.0,7.0,6.0,1.0,,,,,,,
233,PT06M40.00S,2026-02-23T01:53:10.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629012,7.178055190538765,52.450980392156865,1610612741,40,34,2026-02-23T01:55:17Z,2230000,False,-12.0,15.0,1,left,MISS C. Sexton running Layup,[1629012],1610612741.0,CHI,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,1.94,Missed,,,,,,,,,,,,,,,,
235,PT06M39.00S,2026-02-23T01:53:11.5Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612741,40,34,2026-02-23T01:55:17Z,2250000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,233.0,2.0,1.0,1.0,,,,,,,
236,PT06M39.00S,2026-02-23T01:53:15.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630581,5.590000152587891,50.0,1610612741,42,34,2026-02-23T01:55:25Z,2260000,False,0.0,0.0,1,left,J. Giddey tip Layup (2 PTS),[1630581],1610612741.0,CHI,tip,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,0.0,Made,2.0,,,,,,,,,,,,,,,
237,PT06M23.00S,2026-02-23T01:53:30.7Z,2,REGULAR,foul,personal,[],1630208,,,1610612752,42,34,2026-02-23T01:54:27Z,2270000,False,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1626157]",1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,202027.0,,,,,1.0,0.0,Towns,1626157.0,,,,,,,,,,,
239,PT06M23.00S,2026-02-23T01:53:37.0Z,2,REGULAR,substitution,out,[],1627824,,,1610612752,42,34,2026-02-23T01:53:40Z,2290000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M23.00S,2026-02-23T01:53:37.0Z,2,REGULAR,substitution,in,[],1630172,,,1610612752,42,34,2026-02-23T01:53:40Z,2300000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M18.00S,2026-02-23T01:53:55.0Z,2,REGULAR,3pt,Jump Shot,[],1626157,77.34888304862024,91.66666666666666,1610612752,42,37,2026-02-23T01:55:19Z,2310000,False,208.0,160.0,1,right,K. Towns 26' 3PT  (17 PTS) (J. Brunson 4 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,26.29,Made,17.0,,,,,,,,,J. Brunson,1628973.0,4.0,,,,
243,PT06M03.00S,2026-02-23T01:54:11.8Z,2,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612741,42,37,2026-02-23T01:54:18Z,2330000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1628384, 1641824]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2530.0,,,,,1.0,0.0,Buzelis,1641824.0,,,,,,,,,,,
245,PT06M03.00S,2026-02-23T01:54:39.1Z,2,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,43,37,2026-02-23T01:54:39Z,2350000,False,,,0,,M. Buzelis Free Throw 1 of 2 (1 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
246,PT06M03.00S,2026-02-23T01:54:39.9Z,2,REGULAR,substitution,out,[],1626157,,,1610612741,43,37,2026-02-23T01:54:47Z,2360000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M03.00S,2026-02-23T01:54:39.9Z,2,REGULAR,substitution,in,[],1630574,,,1610612741,43,37,2026-02-23T01:54:47Z,2370000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M03.00S,2026-02-23T01:55:02.9Z,2,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,43,37,2026-02-23T01:55:02Z,2380000,False,,,0,,MISS M. Buzelis Free Throw 2 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
249,PT06M01.00S,2026-02-23T01:55:03.6Z,2,REGULAR,rebound,defensive,[],1630574,,,1610612752,43,37,2026-02-23T01:55:03Z,2390000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:1),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,248.0,2.0,1.0,1.0,,,,,,,
250,PT05M46.00S,2026-02-23T01:55:18.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.3712220762155,63.725490196078425,1610612752,43,37,2026-02-23T01:57:06Z,2400000,False,69.0,132.0,1,right,MISS J. Brunson 14' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,14.88,Missed,,,,,,,,,,,,,,,,
251,PT05M44.00S,2026-02-23T01:55:20.8Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612752,43,37,2026-02-23T01:55:24Z,2410000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,250.0,4.0,3.0,1.0,,,,,,,
252,PT05M44.00S,2026-02-23T01:55:23.8Z,2,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612752,43,37,2026-02-23T01:55:30Z,2420000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Hart 2 FT),"[1641824, 1628404]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2530.0,,,,,1.0,0.0,Hart,1628404.0,,,,,,,,,,,
