actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-19T00:11:45.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-19T00:11:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-19T00:11:47.6Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2026-03-19T00:11:47Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Smith: Tip to I. Quickley,"[1630193, 1627751, 1630188]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Poeltl,1627751.0,Smith,1630188.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-03-19T00:11:58.4Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612761,0,0,2026-03-19T00:12:02Z,70000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 1630200]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,1.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2026-03-19T00:11:58.4Z,1,REGULAR,steal,,[],1630200,,,1610612741,0,0,2026-03-19T00:12:00Z,80000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2026-03-19T00:12:10.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,68.54467805519053,62.99019607843137,1610612741,0,0,2026-03-19T00:12:15Z,90000,False,65.0,243.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,25.17,Missed,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-03-19T00:12:15.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2026-03-19T00:12:15Z,100000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2026-03-19T00:12:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,11.251642575558476,55.88235294117647,1610612761,0,2,2026-03-19T00:14:07Z,110000,False,-29.0,53.0,1,left,R. Barrett 6' driving floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[1629628, 1627742]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,6.09,Made,,,,,2.0,B. Ingram,1627742.0,1.0,,,,,,,
13,PT10M51.00S,2026-03-19T00:13:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,92.72339027595268,48.77450980392157,1610612741,0,2,2026-03-19T00:13:13Z,130000,False,-6.0,16.0,1,right,MISS L. Miller driving finger roll Layup,[1631159],1610612741.0,CHI,driving finger roll,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,1.7,Missed,,,,,,,,,,,,,,,
14,PT10M49.00S,2026-03-19T00:13:11.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,2,2026-03-19T00:13:13Z,140000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M41.00S,2026-03-19T00:13:19.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,31.35676741130092,32.84313725490196,1610612761,0,5,2026-03-19T00:13:24Z,150000,False,86.0,242.0,1,left,R. Barrett 25' 3PT  (5 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,25.7,Made,,,,,5.0,I. Quickley,1630193.0,1.0,,,,,,,
