actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
88,PT04M20.00S,2025-11-05T01:24:11.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,20,31,2025-11-05T01:24:11Z,870000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,out,[],1630581,,,1610612755,20,31,2025-11-05T01:26:51Z,880000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,out,[],202696,,,1610612755,20,31,2025-11-05T01:26:51Z,890000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,out,[],1630171,,,1610612755,20,31,2025-11-05T01:26:51Z,900000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,out,[],203954,,,1610612755,20,31,2025-11-05T01:26:51Z,910000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,in,[],1641824,,,1610612755,20,31,2025-11-05T01:26:51Z,920000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,in,[],1630188,,,1610612755,20,31,2025-11-05T01:26:51Z,930000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612755,20,31,2025-11-05T01:26:51Z,940000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2025-11-05T01:26:23.5Z,1,REGULAR,substitution,in,[],1641737,,,1610612755,20,31,2025-11-05T01:26:51Z,950000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M12.00S,2025-11-05T01:27:16.7Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612755,20,31,2025-11-05T01:27:22Z,960000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1628989]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Huerter,1628989.0,,,,,,,,,,
98,PT04M12.00S,2025-11-05T01:27:16.7Z,1,REGULAR,steal,,[],1628989,,,1610612741,20,31,2025-11-05T01:27:18Z,970000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2025-11-05T01:27:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,6.783837056504599,52.94117647058824,1610612741,20,31,2025-11-05T01:27:27Z,980000,False,-15.0,11.0,1,left,MISS K. Huerter running Layup,[1628989],1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.85,,,,,,,,,
100,PT04M04.00S,2025-11-05T01:27:23.6Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,20,31,2025-11-05T01:27:23Z,990000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,
101,PT03M58.00S,2025-11-05T01:27:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.38042049934296,48.77450980392157,1610612755,20,33,2025-11-05T01:27:42Z,1000000,False,-6.0,10.0,1,right,T. Watford cutting Layup (2 PTS) (T. Maxey 3 AST),"[1630570, 1630178]",1610612755.0,PHI,cutting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.15,,,,,T. Maxey,1630178.0,3.0,,
103,PT03M37.00S,2025-11-05T01:27:51.8Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612741,20,33,2025-11-05T01:27:56Z,1020000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1626162]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,
104,PT03M37.00S,2025-11-05T01:27:51.8Z,1,REGULAR,steal,,[],1626162,,,1610612755,20,33,2025-11-05T01:27:53Z,1030000,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2025-11-05T01:27:56.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641737,94.30026281208936,50.73529411764706,1610612755,20,35,2025-11-05T01:28:03Z,1040000,False,4.0,1.0,1,right,A. Bona running alley-oop DUNK (2 PTS) (K. Oubre Jr. 1 AST),"[1641737, 1626162]",1610612755.0,PHI,running alley-oop,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.39,,,,,K. Oubre Jr.,1626162.0,1.0,,
107,PT03M19.00S,2025-11-05T01:28:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630188,26.757555847568987,77.69607843137256,1610612741,20,35,2025-11-05T01:28:14Z,1060000,False,-138.0,199.0,1,left,MISS J. Smith 24' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,24.25,,,,,,,,,
108,PT03M17.00S,2025-11-05T01:28:11.4Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,20,35,2025-11-05T01:28:14Z,1070000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,
109,PT03M12.00S,2025-11-05T01:28:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.64323258869908,51.71568627450981,1610612755,20,37,2025-11-05T01:29:01Z,1080000,False,9.0,7.0,1,right,T. Watford driving finger roll Layup (4 PTS) (T. Maxey 4 AST),"[1630570, 1630178]",1610612755.0,PHI,driving finger roll,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,1.13,,,,,T. Maxey,1630178.0,4.0,,
111,PT03M12.00S,2025-11-05T01:28:22.8Z,1,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612755,20,37,2025-11-05T01:29:00Z,1100000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Watford 1 FT),"[1641824, 1630570]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1629178.0,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
113,PT03M12.00S,2025-11-05T01:28:34.0Z,1,REGULAR,substitution,out,[],1628989,,,1610612755,20,37,2025-11-05T01:28:39Z,1120000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M12.00S,2025-11-05T01:28:34.0Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,20,37,2025-11-05T01:28:39Z,1130000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2025-11-05T01:28:34.0Z,1,REGULAR,substitution,in,[],1631207,,,1610612755,20,37,2025-11-05T01:28:39Z,1140000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M12.00S,2025-11-05T01:28:34.0Z,1,REGULAR,substitution,in,[],1642845,,,1610612755,20,37,2025-11-05T01:28:39Z,1150000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M12.00S,2025-11-05T01:28:42.4Z,1,REGULAR,substitution,out,[],1641824,,,1610612755,20,37,2025-11-05T01:28:46Z,1160000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M12.00S,2025-11-05T01:28:42.4Z,1,REGULAR,substitution,in,[],1630581,,,1610612755,20,37,2025-11-05T01:28:46Z,1170000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M12.00S,2025-11-05T01:29:01.1Z,1,REGULAR,freethrow,1 of 1,[],1630570,,,1610612755,20,38,2025-11-05T01:29:01Z,1180000,False,,,0,,T. Watford Free Throw 1 of 1 (5 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
120,PT02M52.00S,2025-11-05T01:29:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,7.046649145860711,55.63725490196079,1610612741,20,38,2025-11-05T01:29:35Z,1190000,False,-28.0,14.0,1,left,MISS P. Williams driving Layup,[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.14,,,,,,,,,
121,PT02M52.00S,2025-11-05T01:29:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,20,38,2025-11-05T02:22:08Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,120.0,,,,,,,,
124,PT02M52.00S,2025-11-05T01:29:36.4Z,1,REGULAR,foul,personal,[],1626162,,,1610612741,20,38,2025-11-05T01:37:55Z,1230000,False,,,0,,K. Oubre Jr. loose ball personal FOUL (2 PF),"[1626162, 1630188]",1610612755.0,PHI,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1629178.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
126,PT02M52.00S,2025-11-05T01:29:46.6Z,1,REGULAR,substitution,out,[],1626162,,,1610612741,20,38,2025-11-05T01:29:49Z,1250000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M52.00S,2025-11-05T01:29:46.6Z,1,REGULAR,substitution,in,[],1642272,,,1610612741,20,38,2025-11-05T01:29:49Z,1260000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M36.00S,2025-11-05T01:30:11.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630188,6.389618922470433,49.26470588235294,1610612741,22,38,2025-11-05T01:30:17Z,1270000,False,4.0,8.0,1,left,J. Smith cutting DUNK (2 PTS) (P. Williams 1 AST),"[1630188, 1630172]",1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.85,,,,,P. Williams,1630172.0,1.0,,
130,PT02M23.00S,2025-11-05T01:30:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,85.62746386333771,46.07843137254902,1610612755,22,38,2025-11-05T02:23:15Z,1290000,False,-20.0,83.0,1,right,MISS V. Edgecombe 8' turnaround fadeaway Shot,[1642845],1610612755.0,PHI,turnaround fadeaway,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,8.49,,,,,,,,,
131,PT02M19.00S,2025-11-05T01:30:29.7Z,1,REGULAR,rebound,offensive,[],1642845,,,1610612755,22,38,2025-11-05T01:30:32Z,1300000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,
132,PT02M15.00S,2025-11-05T01:30:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629656,94.43166885676742,51.470588235294116,1610612755,22,40,2025-11-05T01:41:26Z,1310000,False,7.0,0.0,1,right,Q. Grimes driving finger roll Layup (4 PTS) (J. McCain 1 AST),"[1629656, 1642272]",1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,0.74,,,,,J. McCain,1642272.0,1.0,,
134,PT01M57.00S,2025-11-05T01:30:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630188,4.812746386333772,3.9215686274509802,1610612741,22,40,2025-11-05T01:30:55Z,1330000,False,230.0,-7.0,1,left,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.05,,,,,,,,,
135,PT01M54.00S,2025-11-05T01:30:53.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,22,40,2025-11-05T01:30:55Z,1340000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,
136,PT01M50.00S,2025-11-05T01:30:58.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642845,72.35545335085413,20.098039215686274,1610612755,22,43,2025-11-05T01:31:04Z,1350000,False,-150.0,207.0,1,right,V. Edgecombe 25' 3PT running (6 PTS) (Q. Grimes 2 AST),"[1642845, 1629656]",1610612755.0,PHI,running,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,,,25.57,,,,,Q. Grimes,1629656.0,2.0,,
138,PT01M28.00S,2025-11-05T01:31:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,12.828515111695138,53.67647058823529,1610612741,22,43,2025-11-05T01:31:29Z,1370000,False,-18.0,68.0,1,left,MISS T. Jones 7' driving floating Shot,[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,7.05,,,,,,,,,
139,PT01M26.00S,2025-11-05T01:31:22.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,22,43,2025-11-05T01:31:29Z,1380000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,138.0,2.0,2.0,0.0,,,,,
140,PT01M20.00S,2025-11-05T01:31:28.3Z,1,REGULAR,2pt,Jump Shot,[],1629656,81.15965834428384,33.088235294117645,1610612755,22,43,2025-11-05T01:31:35Z,1390000,False,-85.0,125.0,1,right,MISS Q. Grimes 15' pullup Shot,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,15.06,,,,,,,,,
141,PT01M15.00S,2025-11-05T01:31:33.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,22,43,2025-11-05T01:31:35Z,1400000,False,,,0,,J. Giddey REBOUND (Off:2 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,140.0,3.0,1.0,2.0,,,,,
142,PT01M13.00S,2025-11-05T01:31:37.1Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612741,22,43,2025-11-05T01:31:49Z,1410000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Smith 2 FT),"[1629656, 1630188]",1610612755.0,PHI,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1627524.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
144,PT01M13.00S,2025-11-05T01:32:05.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630188,,,1610612741,22,43,2025-11-05T01:32:05Z,1430000,False,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
145,PT01M13.00S,2025-11-05T01:32:05.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,22,43,2025-11-05T01:32:05Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,
146,PT01M13.00S,2025-11-05T01:32:21.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630188,,,1610612741,23,43,2025-11-05T01:32:21Z,1450000,False,,,0,,J. Smith Free Throw 2 of 2 (3 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
147,PT00M50.40S,2025-11-05T01:32:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,90.62089356110381,52.20588235294118,1610612755,23,43,2025-11-05T01:41:38Z,1460000,False,11.0,36.0,1,right,MISS V. Edgecombe turnaround fadeaway Shot,[1642845],1610612755.0,PHI,turnaround fadeaway,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.74,,,,,,,,,
148,PT00M47.80S,2025-11-05T01:32:48.4Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,23,43,2025-11-05T01:41:38Z,1470000,False,,,0,,A. Bona REBOUND (Off:1 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,147.0,2.0,1.0,1.0,,,,,
149,PT00M47.80S,2025-11-05T01:32:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641737,94.40999984741211,50.0,1610612755,23,43,2025-11-05T01:32:48Z,1480000,False,0.0,0.0,1,right,MISS A. Bona tip Layup,[1641737],1610612755.0,PHI,tip,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,0.0,,,,,,,,,
150,PT00M47.30S,2025-11-05T01:32:48.9Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,23,43,2025-11-05T01:32:48Z,1490000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,
151,PT00M43.50S,2025-11-05T01:32:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.5722733245729295,55.88235294117647,1610612741,25,43,2025-11-05T01:32:59Z,1500000,False,-29.0,19.0,1,left,J. Giddey driving Layup (9 PTS),[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,3.48,,,,,,,,,
152,PT00M27.40S,2025-11-05T01:33:21.2Z,1,REGULAR,turnover,bad pass,[],1642845,,,1610612755,25,43,2025-11-05T01:33:25Z,1510000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),"[1642845, 1630200]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Jones,1630200.0,,,,,,,,,,
153,PT00M27.40S,2025-11-05T01:33:21.2Z,1,REGULAR,steal,,[],1630200,,,1610612741,25,43,2025-11-05T01:33:23Z,1520000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
154,PT00M24.50S,2025-11-05T01:33:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631207,6.389618922470433,49.50980392156863,1610612741,27,43,2025-11-05T01:33:37Z,1530000,False,2.0,8.0,1,left,D. Terry running Layup (2 PTS) (J. Giddey 3 AST),"[1631207, 1630581]",1610612741.0,CHI,running,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.8,,,,,J. Giddey,1630581.0,3.0,,
156,PT00M05.00S,2025-11-05T01:33:49.3Z,1,REGULAR,foul,personal,[],1631207,,,1610612755,27,43,2025-11-05T01:33:59Z,1550000,False,,,0,,D. Terry personal FOUL (1 PF),"[1631207, 1629656]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,1629178.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,,
158,PT00M05.00S,2025-11-05T01:33:57.2Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,27,43,2025-11-05T01:34:09Z,1570000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M05.00S,2025-11-05T01:33:57.2Z,1,REGULAR,substitution,out,[],1642272,,,1610612755,27,43,2025-11-05T01:34:09Z,1580000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M05.00S,2025-11-05T01:33:57.2Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,27,43,2025-11-05T01:34:09Z,1590000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M05.00S,2025-11-05T01:33:57.2Z,1,REGULAR,substitution,in,[],203954,,,1610612755,27,43,2025-11-05T01:34:09Z,1600000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M01.10S,2025-11-05T01:34:35.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612755,27,43,2025-11-05T01:35:02Z,1610000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630581, 203954]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,202058.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
164,PT00M01.10S,2025-11-05T01:35:02.8Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,27,44,2025-11-05T01:35:02Z,1630000,False,,,0,,J. Embiid Free Throw 1 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
165,PT00M01.10S,2025-11-05T01:35:03.3Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,27,44,2025-11-05T01:35:07Z,1640000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M01.10S,2025-11-05T01:35:03.3Z,1,REGULAR,substitution,in,[],1642272,,,1610612755,27,44,2025-11-05T01:35:07Z,1650000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M01.10S,2025-11-05T01:35:37.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,27,45,2025-11-05T01:35:37Z,1660000,False,,,0,,J. Embiid Free Throw 2 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
168,PT00M00.40S,2025-11-05T01:35:41.9Z,1,REGULAR,heave,,[],0,,,1610612741,27,45,2025-11-05T01:36:26Z,1670000,False,,,0,,CHI Heave - blocked,[203954],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,60.95,,,,,,,,Embiid,203954.0
169,PT00M00.40S,2025-11-05T01:35:41.9Z,1,REGULAR,block,,[],203954,,,1610612741,27,45,2025-11-05T01:35:46Z,1680000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
170,PT00M00.10S,2025-11-05T01:35:42.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,27,45,2025-11-05T01:36:11Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,168.0,,,,,,,,
171,PT00M00.00S,2025-11-05T01:35:48.3Z,1,REGULAR,period,end,[],0,,,1610612741,27,45,2025-11-05T01:35:48Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-05T01:37:52.9Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612741,27,45,2025-11-05T01:38:12Z,1710000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-11-05T01:37:52.9Z,2,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,27,45,2025-11-05T01:38:12Z,1720000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-11-05T01:37:52.9Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612741,27,45,2025-11-05T01:38:12Z,1730000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
