actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M51.00S,2025-12-28T01:11:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,11.908672798948752,51.470588235294116,1610612741,3,0,2025-12-28T01:11:44Z,170000,False,-7.0,59.0,1,left,MISS N. Vučević floating Shot,[202696],1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
18,PT10M50.00S,2025-12-28T01:11:41.9Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,3,0,2025-12-28T01:11:44Z,180000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M44.00S,2025-12-28T01:11:48.3Z,1,REGULAR,turnover,bad pass,[],1631157,,,1610612749,3,0,2025-12-28T01:11:52Z,190000,False,,,0,,R. Rollins bad pass TURNOVER (1 TO),"[1631157, 202696]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Vučević,202696.0,,,,,,,,,
20,PT10M44.00S,2025-12-28T01:11:48.3Z,1,REGULAR,steal,,[],202696,,,1610612741,3,0,2025-12-28T01:11:50Z,200000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
21,PT10M39.00S,2025-12-28T01:11:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,6.1268068331143235,49.01960784313725,1610612741,5,0,2025-12-28T01:11:56Z,210000,False,5.0,5.0,1,left,M. Buzelis running Layup (2 PTS) (N. Vučević 1 AST),"[1641824, 202696]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,,,,2.0,N. Vučević,202696.0,1.0,,,,,
23,PT10M39.00S,2025-12-28T01:11:57.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,5,0,2025-12-28T01:11:57Z,230000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M23.00S,2025-12-28T01:15:07.0Z,1,REGULAR,3pt,Jump Shot,[],1631157,69.33311432325887,25.0,1610612749,5,3,2025-12-28T01:15:11Z,240000,False,-125.0,236.0,1,right,R. Rollins 26' 3PT step back (3 PTS),[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,26.69,Made,,,,,,,,,,3.0,,,,,,,,
25,PT10M08.00S,2025-12-28T01:15:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629632,4.28712220762155,94.11764705882352,1610612741,8,3,2025-12-28T01:15:25Z,250000,False,-221.0,-12.0,1,left,C. White 3PT  (6 PTS) (J. Giddey 2 AST),"[1629632, 1630581]",1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,22.09,Made,,,,,,,,,,6.0,J. Giddey,1630581.0,2.0,,,,,
27,PT09M53.00S,2025-12-28T01:15:38.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,92.32917214191852,50.245098039215684,1610612749,8,3,2025-12-28T01:17:38Z,270000,False,1.0,20.0,1,right,MISS G. Antetokounmpo driving Hook,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
28,PT09M50.00S,2025-12-28T01:15:41.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,3,2025-12-28T01:17:38Z,280000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M42.00S,2025-12-28T01:15:47.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630171,6.701708278580814,47.575827205882355,1610612741,10,3,2025-12-28T01:19:17Z,290000,False,12.0,10.0,1,left,I. Okoro driving floating bank Jump Shot (2 PTS) (J. Giddey 3 AST),"[1630171, 1630581]",1610612741.0,CHI,driving floating bank,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,2.0,J. Giddey,1630581.0,3.0,,,,,
31,PT09M27.00S,2025-12-28T01:16:02.5Z,1,REGULAR,3pt,Jump Shot,[],203507,69.59592641261499,27.205882352941174,1610612749,10,3,2025-12-28T01:16:08Z,310000,False,-114.0,233.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2025-12-28T01:16:03.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,3,2025-12-28T02:14:49Z,320000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M10.00S,2025-12-28T01:16:21.8Z,1,REGULAR,turnover,traveling,[],1629632,,,1610612741,10,3,2025-12-28T01:16:33Z,330000,False,,,0,,C. White traveling TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,201246.0,,,,
34,PT08M59.00S,2025-12-28T01:16:43.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,85.49605781865965,59.068627450980394,1610612749,10,3,2025-12-28T01:16:47Z,340000,False,45.0,84.0,1,right,MISS K. Porter Jr. 9' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
35,PT08M56.00S,2025-12-28T01:16:46.7Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,10,3,2025-12-28T01:16:47Z,350000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT08M43.00S,2025-12-28T01:16:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.915243101182654,52.69607843137255,1610612741,10,3,2025-12-28T01:17:03Z,360000,False,-13.0,13.0,1,left,MISS N. Vučević driving Layup,[202696],1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
37,PT08M42.00S,2025-12-28T01:17:00.7Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,10,3,2025-12-28T01:17:03Z,370000,False,,,0,,R. Rollins REBOUND (Off:0 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT08M29.00S,2025-12-28T01:17:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.85479632063075,50.98039215686274,1610612749,10,3,2025-12-28T01:22:41Z,380000,False,5.0,15.0,1,right,MISS M. Turner driving Layup,[1626167],1610612749.0,MIL,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
39,PT08M27.00S,2025-12-28T01:17:17.7Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,10,3,2025-12-28T01:22:41Z,390000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,
40,PT08M27.00S,2025-12-28T01:17:18.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,10,5,2025-12-28T01:22:58Z,400000,False,0.0,0.0,1,right,G. Antetokounmpo tip Layup (2 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
41,PT08M14.00S,2025-12-28T01:17:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.046649145860711,47.549019607843135,1610612741,10,5,2025-12-28T01:23:49Z,410000,False,12.0,14.0,1,left,MISS I. Okoro driving Layup,[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2025-12-28T01:17:32.7Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612741,10,5,2025-12-28T01:23:49Z,420000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,
43,PT08M12.00S,2025-12-28T01:17:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,5.590000152587891,50.0,1610612741,10,5,2025-12-28T01:17:33Z,430000,False,0.0,0.0,1,left,MISS I. Okoro tip Layup,[1630171],1610612741.0,CHI,tip,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
44,PT08M12.00S,2025-12-28T01:17:34.5Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612741,10,5,2025-12-28T01:17:34Z,440000,False,,,0,,I. Okoro REBOUND (Off:2 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,,,43.0,2.0,0.0,2.0,,,,,,,,,,,,
45,PT08M12.00S,2025-12-28T01:17:39.0Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612741,10,5,2025-12-28T01:17:44Z,450000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Okoro 2 FT),"[1631157, 1630171]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Okoro,1630171.0
47,PT08M12.00S,2025-12-28T01:17:57.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612741,10,5,2025-12-28T01:17:57Z,470000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
48,PT08M12.00S,2025-12-28T01:17:57.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,10,5,2025-12-28T01:17:57Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,
49,PT08M12.00S,2025-12-28T01:18:11.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612741,11,5,2025-12-28T01:18:11Z,490000,False,,,0,,I. Okoro Free Throw 2 of 2 (3 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
50,PT07M55.00S,2025-12-28T01:18:29.8Z,1,REGULAR,3pt,Jump Shot,[],1631157,94.95729303547962,2.696078431372549,1610612749,11,8,2025-12-28T01:18:35Z,500000,False,-237.0,-5.0,1,right,R. Rollins 3PT  (6 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,23.66,Made,,,,,,,,,,6.0,,,,,,,,
52,PT07M50.00S,2025-12-28T01:18:36.8Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,11,8,2025-12-28T01:18:43Z,520000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (2 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,,,,,,,204058.0,,,,
53,PT07M50.00S,2025-12-28T01:18:41.2Z,1,REGULAR,substitution,out,[],202696,,,1610612749,11,8,2025-12-28T01:18:44Z,530000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M50.00S,2025-12-28T01:18:41.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612749,11,8,2025-12-28T01:18:44Z,540000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M28.00S,2025-12-28T01:19:11.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,95.6143232588699,95.34313725490196,1610612749,11,8,2025-12-28T01:19:15Z,550000,False,227.0,-11.0,1,right,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
56,PT07M25.00S,2025-12-28T01:19:14.4Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,11,8,2025-12-28T01:19:15Z,560000,False,,,0,,I. Okoro REBOUND (Off:2 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,
57,PT07M12.00S,2025-12-28T01:19:28.9Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,11,8,2025-12-28T01:19:34Z,570000,False,,,0,,C. White bad pass out-of-bounds TURNOVER (3 TO),[1629632],1610612741.0,CHI,bad pass,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,,,,,,,201246.0,,,,
58,PT07M01.00S,2025-12-28T01:19:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,94.69448094612353,51.9607843137255,1610612749,11,10,2025-12-28T01:19:57Z,580000,False,10.0,-3.0,1,right,K. Porter Jr. driving Layup (2 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,2.0,,,,,,,,
59,PT06M51.00S,2025-12-28T01:20:04.6Z,1,REGULAR,3pt,Jump Shot,[],1641824,31.882391590013142,62.254901960784316,1610612741,14,10,2025-12-28T01:20:08Z,590000,False,-61.0,247.0,1,left,M. Buzelis 25' 3PT  (5 PTS) (J. Giddey 4 AST),"[1641824, 1630581]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,25.47,Made,,,,,,,,,,5.0,J. Giddey,1630581.0,4.0,,,,,
61,PT06M35.00S,2025-12-28T01:20:20.3Z,1,REGULAR,3pt,Jump Shot,[],203507,86.67871222076215,1.9607843137254901,1610612749,14,13,2025-12-28T01:20:27Z,610000,False,-240.0,73.0,1,right,G. Antetokounmpo 25' 3PT  (5 PTS) (R. Rollins 1 AST),"[203507, 1631157]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,25.1,Made,,,,,,,,,,5.0,R. Rollins,1631157.0,1.0,,,,,
63,PT06M22.00S,2025-12-28T01:20:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,6.915243101182654,51.470588235294116,1610612741,16,13,2025-12-28T01:20:37Z,630000,False,-7.0,13.0,1,left,Z. Collins reverse Layup (2 PTS) (M. Buzelis 1 AST),"[1628380, 1641824]",1610612741.0,CHI,reverse,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,,2.0,M. Buzelis,1641824.0,1.0,,,,,
65,PT05M58.00S,2025-12-28T01:20:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,51.71568627450981,1610612749,16,15,2025-12-28T01:21:02Z,650000,False,9.0,11.0,1,right,G. Antetokounmpo driving Layup (7 PTS) (R. Rollins 2 AST),"[203507, 1631157]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,,,7.0,R. Rollins,1631157.0,2.0,,,,,
67,PT05M50.00S,2025-12-28T01:21:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.995400788436268,46.568627450980394,1610612741,16,15,2025-12-28T02:24:24Z,670000,False,17.0,4.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 1631157]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.76,Missed,Rollins,1631157.0,,,,,,,,,,,,,,,,
68,PT05M50.00S,2025-12-28T01:21:09.6Z,1,REGULAR,block,,[],1631157,,,1610612741,16,15,2025-12-28T01:30:31Z,680000,False,,,0,,R. Rollins BLOCK (1 BLK),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2025-12-28T01:21:11.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,16,15,2025-12-28T02:24:24Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,67.0,,,,,,,,,,,,,,,
71,PT05M48.00S,2025-12-28T01:21:15.9Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,16,15,2025-12-28T01:21:27Z,710000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2025-12-28T01:21:15.9Z,1,REGULAR,substitution,out,[],1629645,,,1610612741,16,15,2025-12-28T01:21:27Z,720000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2025-12-28T01:21:15.9Z,1,REGULAR,substitution,out,[],203507,,,1610612741,16,15,2025-12-28T01:21:27Z,730000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2025-12-28T01:21:15.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,16,15,2025-12-28T01:21:27Z,740000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2025-12-28T01:21:15.9Z,1,REGULAR,substitution,in,[],203914,,,1610612741,16,15,2025-12-28T01:21:27Z,750000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2025-12-28T01:21:15.9Z,1,REGULAR,substitution,in,[],1628398,,,1610612741,16,15,2025-12-28T01:21:27Z,760000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2025-12-28T01:21:32.5Z,1,REGULAR,foul,personal,[],203914,,,1610612741,16,15,2025-12-28T01:21:38Z,770000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1628989]",1610612749.0,MIL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Huerter,1628989.0
79,PT05M39.00S,2025-12-28T01:21:58.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628380,15.325229960578188,43.13725490196079,1610612741,16,15,2025-12-28T01:22:03Z,790000,False,34.0,92.0,1,left,MISS Z. Collins 9' driving floating Shot,[1628380],1610612741.0,CHI,driving floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,9.78,Missed,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2025-12-28T01:22:00.1Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,16,15,2025-12-28T01:22:00Z,800000,False,,,0,,R. Rollins REBOUND (Off:0 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,79.0,3.0,3.0,0.0,,,,,,,,,,,,
81,PT05M28.00S,2025-12-28T01:22:09.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,91.40932982917214,41.17647058823529,1610612749,16,15,2025-12-28T01:30:18Z,810000,False,-44.0,28.0,1,right,MISS K. Kuzma driving bank Hook,[1628398],1610612749.0,MIL,driving bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.24,Missed,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2025-12-28T01:22:11.8Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612741,16,15,2025-12-28T01:22:14Z,820000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,
83,PT05M21.00S,2025-12-28T01:22:17.1Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612741,16,15,2025-12-28T01:22:23Z,830000,False,,,0,,J. Giddey lost ball TURNOVER (1 TO),"[1630581, 1631157]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Rollins,1631157.0,,,,,,,,,
84,PT05M21.00S,2025-12-28T01:22:17.1Z,1,REGULAR,steal,,[],1631157,,,1610612749,16,15,2025-12-28T01:22:18Z,840000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
