actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-20T00:10:26.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-20T00:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-20T00:10:29.7Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612741,0,0,2026-03-20T00:10:29Z,40000,False,,,0,,Jump Ball N. Richards vs. E. Mobley: Tip to J. Giddey,"[1630581, 1630208, 1630596]",1610612741.0,CHI,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Richards,1630208.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2026-03-20T00:10:49.8Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,0,0,2026-03-20T00:10:53Z,70000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 201935]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,1.0,Harden,201935.0,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2026-03-20T00:10:49.8Z,1,REGULAR,steal,,[],201935,,,1610612739,0,0,2026-03-20T00:10:51Z,80000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2026-03-20T00:11:01.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630596,6.1268068331143235,3.6764705882352944,1610612739,0,0,2026-03-20T00:11:08Z,90000,False,232.0,5.0,1,left,MISS E. Mobley 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,23.17,Missed,,,,,,,,,,,,,,,
10,PT11M19.00S,2026-03-20T00:11:06.9Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612741,0,0,2026-03-20T00:11:08Z,100000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M14.00S,2026-03-20T00:11:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,94.43166885676742,50.49019607843137,1610612741,2,0,2026-03-20T00:11:17Z,110000,False,2.0,0.0,1,right,C. Sexton running Layup (2 PTS) (J. Giddey 1 AST),"[1629012, 1630581]",1610612741.0,CHI,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,0.25,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,
13,PT10M50.00S,2026-03-20T00:11:36.4Z,1,REGULAR,2pt,Jump Shot,[],1630241,5.995400788436268,80.63725490196079,1610612739,2,2,2026-03-20T00:11:40Z,130000,False,-153.0,4.0,1,left,S. Merrill 15' step back Jump Shot (2 PTS) (J. Tyson 1 AST),"[1630241, 1642281]",1610612739.0,CLE,step back,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Left,,,,15.32,Made,,,,,2.0,J. Tyson,1642281.0,1.0,,,,,,,
15,PT10M26.00S,2026-03-20T00:11:59.7Z,1,REGULAR,3pt,Jump Shot,[],1630581,68.41327201051249,26.225490196078432,1610612741,5,2,2026-03-20T00:12:04Z,150000,False,-119.0,244.0,1,right,J. Giddey 27' 3PT pullup (3 PTS),[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,27.18,Made,,,,,3.0,,,,,,,,,,
16,PT10M13.00S,2026-03-20T00:12:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630241,31.750985545335087,60.5392156862745,1610612739,5,2,2026-03-20T00:12:17Z,160000,False,-53.0,246.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,25.16,Missed,,,,,,,,,,,,,,,
