actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
183,PT11M25.00S,2026-02-22T01:41:45.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,5.732588699080158,50.98039215686274,1610612741,32,28,2026-02-22T01:51:40Z,1760000,False,-5.0,1.0,1,left,J. Smith DUNK (10 PTS) (P. Williams 1 AST),"[1630188, 1630172]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,,0.51,P. Williams,1630172.0,1.0,,,,,
185,PT11M09.00S,2026-02-22T01:42:01.5Z,2,REGULAR,3pt,Jump Shot,[],1630595,73.14388961892247,80.3921568627451,1610612765,32,31,2026-02-22T01:52:00Z,1780000,False,152.0,200.0,1,right,C. Cunningham 25' 3PT pullup (11 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,,,,,25.11,,,,,,,,
186,PT10M57.00S,2026-02-22T01:42:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,8.09789750328515,50.73529411764706,1610612741,32,31,2026-02-22T01:52:19Z,1790000,False,-4.0,24.0,1,left,MISS C. Sexton driving reverse Layup - blocked,"[1629012, 1630595]",1610612741.0,CHI,driving reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.39,,,,,Cunningham,1630595.0,,
187,PT10M57.00S,2026-02-22T01:42:13.4Z,2,REGULAR,block,,[],1630595,,,1610612741,32,31,2026-02-22T01:42:15Z,1800000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT10M54.00S,2026-02-22T01:42:16.4Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,32,31,2026-02-22T01:42:18Z,1810000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,186.0,5.0,5.0,0.0,,,,,,,,,
189,PT10M46.00S,2026-02-22T01:42:28.5Z,2,REGULAR,foul,personal,[],1629014,,,1610612765,32,31,2026-02-22T01:42:36Z,1820000,False,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 1630595]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,202041.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
191,PT10M46.00S,2026-02-22T01:42:42.9Z,2,REGULAR,substitution,out,[],1629012,,,1610612765,32,31,2026-02-22T01:42:54Z,1840000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M46.00S,2026-02-22T01:42:42.9Z,2,REGULAR,substitution,in,[],1641824,,,1610612765,32,31,2026-02-22T01:42:54Z,1850000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M40.00S,2026-02-22T01:43:06.1Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,32,31,2026-02-22T01:43:11Z,1860000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1630172]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Williams,1630172.0
194,PT10M40.00S,2026-02-22T01:43:06.1Z,2,REGULAR,steal,,[],1630172,,,1610612741,32,31,2026-02-22T01:44:01Z,1870000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
195,PT10M35.00S,2026-02-22T01:43:15.5Z,2,REGULAR,turnover,out-of-bounds,[],1642265,,,1610612741,32,31,2026-02-22T01:43:22Z,1880000,False,,,0,,R. Dillingham bad pass out-of-bounds TURNOVER (1 TO),[1642265],1610612741.0,CHI,bad pass,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Right,202041.0,,,,,,,,,,,,,,,1.0,,,,
196,PT10M18.00S,2026-02-22T01:43:34.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631105,93.51182654402102,48.77450980392157,1610612765,32,31,2026-02-22T01:54:46Z,1890000,False,-6.0,8.0,1,right,MISS J. Duren driving reverse Layup - blocked,"[1631105, 1641824]",1610612765.0,DET,driving reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.05,,,,,Buzelis,1641824.0,,
197,PT10M18.00S,2026-02-22T01:43:34.6Z,2,REGULAR,block,,[],1641824,,,1610612765,32,31,2026-02-22T01:43:37Z,1900000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT10M15.00S,2026-02-22T01:43:37.6Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,32,31,2026-02-22T01:43:44Z,1910000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,
199,PT10M11.00S,2026-02-22T01:43:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,6.915243101182654,47.05882352941176,1610612741,32,31,2026-02-22T01:43:50Z,1920000,False,15.0,13.0,1,left,MISS A. Simons running Layup,[1629014],1610612741.0,CHI,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.93,,,,,,,,
200,PT10M09.00S,2026-02-22T01:43:44.6Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,32,31,2026-02-22T01:43:50Z,1930000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,199.0,6.0,6.0,0.0,,,,,,,,,
201,PT10M06.00S,2026-02-22T01:43:47.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629130,93.24901445466492,51.225490196078425,1610612765,32,31,2026-02-22T01:55:32Z,1940000,False,6.0,11.0,1,right,MISS D. Robinson running Layup - blocked,"[1629130, 1630188]",1610612765.0,DET,running,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.26,,,,,Smith,1630188.0,,
202,PT10M06.00S,2026-02-22T01:43:47.4Z,2,REGULAR,block,,[],1630188,,,1610612765,32,31,2026-02-22T01:43:49Z,1950000,False,,,0,,J. Smith BLOCK (3 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT10M03.00S,2026-02-22T01:43:50.4Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612741,32,31,2026-02-22T01:43:55Z,1960000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,
204,PT09M59.00S,2026-02-22T01:43:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642265,6.521024967148489,53.431372549019606,1610612741,32,31,2026-02-22T01:43:58Z,1970000,False,-17.0,9.0,1,left,MISS R. Dillingham running Layup - blocked,"[1642265, 1630595]",1610612741.0,CHI,running,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.93,,,,,Cunningham,1630595.0,,
205,PT09M59.00S,2026-02-22T01:43:53.9Z,2,REGULAR,block,,[],1630595,,,1610612741,32,31,2026-02-22T01:43:56Z,1980000,False,,,0,,C. Cunningham BLOCK (2 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M59.00S,2026-02-22T01:43:53.9Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,32,31,2026-02-22T01:43:58Z,1990000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,,,
207,PT09M53.00S,2026-02-22T01:44:03.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642450,92.59198423127464,51.470588235294116,1610612765,32,31,2026-02-22T01:44:18Z,2000000,False,7.0,17.0,1,right,MISS D. Jenkins running Layup - blocked,"[1642450, 1641824]",1610612765.0,DET,running,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.86,,,,,Buzelis,1641824.0,,
208,PT09M53.00S,2026-02-22T01:44:03.5Z,2,REGULAR,block,,[],1641824,,,1610612765,32,31,2026-02-22T01:45:26Z,2010000,False,,,0,,M. Buzelis BLOCK (2 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT09M53.00S,2026-02-22T01:44:03.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,32,31,2026-02-22T01:44:18Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,207.0,,,,,,,,,,,,
211,PT09M53.00S,2026-02-22T01:44:14.2Z,2,REGULAR,substitution,out,[],1629014,,,1610612765,32,31,2026-02-22T01:44:21Z,2040000,False,,,0,,SUB out: A. Simons,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M53.00S,2026-02-22T01:44:14.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612765,32,31,2026-02-22T01:44:21Z,2050000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M53.00S,2026-02-22T01:44:14.2Z,2,REGULAR,substitution,in,[],1627824,,,1610612765,32,31,2026-02-22T01:44:21Z,2060000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M53.00S,2026-02-22T01:44:14.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612765,32,31,2026-02-22T01:44:21Z,2070000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M45.00S,2026-02-22T01:44:41.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630595,80.1084099868594,48.28431372549019,1610612765,32,31,2026-02-22T01:44:46Z,2080000,False,-9.0,134.0,1,right,MISS C. Cunningham 13' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,13.48,,,,,,,,
216,PT09M42.00S,2026-02-22T01:44:44.0Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,32,31,2026-02-22T01:44:46Z,2090000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,215.0,1.0,1.0,0.0,,,,,,,,,
217,PT09M35.00S,2026-02-22T01:44:51.2Z,2,REGULAR,turnover,bad pass,[],1630188,,,1610612741,32,31,2026-02-22T01:44:54Z,2100000,False,,,0,,J. Smith bad pass TURNOVER (1 TO),"[1630188, 1630595]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,,,Cunningham,1630595.0
218,PT09M35.00S,2026-02-22T01:44:51.2Z,2,REGULAR,steal,,[],1630595,,,1610612765,32,31,2026-02-22T01:44:52Z,2110000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
219,PT09M26.00S,2026-02-22T01:45:00.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630595,89.83245729303549,52.20588235294118,1610612765,32,33,2026-02-22T01:58:30Z,2120000,False,11.0,43.0,1,right,C. Cunningham turnaround Hook (13 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,13.0,,,,,4.45,,,,,,,,
220,PT09M18.00S,2026-02-22T01:45:19.6Z,2,REGULAR,foul,personal,[],1642450,,,1610612741,32,33,2026-02-22T01:45:28Z,2130000,False,,,0,,D. Jenkins personal FOUL (1 PF),"[1642450, 1642265]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Center,202041.0,1.0,0.0,Dillingham,1642265.0,,,,,,,,,,,,,,,
222,PT09M18.00S,2026-02-22T01:45:27.4Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,32,33,2026-02-22T01:45:36Z,2150000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M18.00S,2026-02-22T01:45:27.4Z,2,REGULAR,substitution,out,[],1642450,,,1610612741,32,33,2026-02-22T01:45:36Z,2160000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M18.00S,2026-02-22T01:45:27.4Z,2,REGULAR,substitution,in,[],1630208,,,1610612741,32,33,2026-02-22T01:45:36Z,2170000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M18.00S,2026-02-22T01:45:27.4Z,2,REGULAR,substitution,in,[],1641709,,,1610612741,32,33,2026-02-22T01:45:36Z,2180000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M06.00S,2026-02-22T01:45:51.8Z,2,REGULAR,3pt,Jump Shot,[],1627824,27.94021024967148,18.627450980392158,1610612741,32,33,2026-02-22T01:45:58Z,2190000,False,157.0,210.0,1,left,MISS G. Yabusele 26' 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.22,,,,,,,,
227,PT09M02.00S,2026-02-22T01:45:55.8Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,32,33,2026-02-22T01:45:58Z,2200000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,
228,PT08M56.00S,2026-02-22T01:46:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.29829172141918,45.565257352941174,1610612765,32,33,2026-02-22T02:01:04Z,2210000,False,-22.0,10.0,1,right,MISS J. Duren driving reverse Layup - blocked,"[1631105, 1627824]",1610612765.0,DET,driving reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.46,,,,,Yabusele,1627824.0,,
229,PT08M56.00S,2026-02-22T01:46:05.5Z,2,REGULAR,block,,[],1627824,,,1610612765,32,33,2026-02-22T01:46:07Z,2220000,False,,,0,,G. Yabusele BLOCK (1 BLK),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT08M53.00S,2026-02-22T01:46:08.5Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,32,33,2026-02-22T02:01:04Z,2230000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,
231,PT08M41.00S,2026-02-22T01:46:17.3Z,2,REGULAR,3pt,Jump Shot,[],1630171,26.231931668856767,83.08823529411765,1610612741,35,33,2026-02-22T01:46:21Z,2240000,False,-165.0,194.0,1,left,I. Okoro 25' 3PT  (6 PTS) (G. Yabusele 3 AST),"[1630171, 1627824]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,,,,25.5,G. Yabusele,1627824.0,3.0,,,,,
233,PT08M20.00S,2026-02-22T01:46:38.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,94.03745072273325,50.73529411764706,1610612765,35,35,2026-02-22T02:01:59Z,2260000,False,4.0,4.0,1,right,J. Duren driving DUNK (7 PTS) (C. Cunningham 3 AST),"[1631105, 1630595]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,0.51,C. Cunningham,1630595.0,3.0,,,,,
235,PT08M01.00S,2026-02-22T01:46:57.6Z,2,REGULAR,2pt,Jump Shot,[],1642265,27.283180026281208,68.38235294117648,1610612741,35,35,2026-02-22T01:47:07Z,2280000,False,-92.0,204.0,1,left,MISS R. Dillingham 22' pullup Shot,[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,22.37,,,,,,,,
236,PT07M59.00S,2026-02-22T01:46:59.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,35,35,2026-02-22T02:07:55Z,2290000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,235.0,,,,,,,,,,,,
238,PT07M59.00S,2026-02-22T01:47:16.9Z,2,REGULAR,substitution,out,[],1631105,,,1610612741,35,35,2026-02-22T01:47:23Z,2310000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M59.00S,2026-02-22T01:47:16.9Z,2,REGULAR,substitution,in,[],1630194,,,1610612741,35,35,2026-02-22T01:47:23Z,2320000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M56.00S,2026-02-22T01:47:35.5Z,2,REGULAR,turnover,bad pass,[],1641824,,,1610612741,35,35,2026-02-22T01:47:39Z,2330000,False,,,0,,M. Buzelis bad pass TURNOVER (2 TO),"[1641824, 1630194]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,2.0,,,Reed,1630194.0
241,PT07M56.00S,2026-02-22T01:47:35.5Z,2,REGULAR,steal,,[],1630194,,,1610612765,35,35,2026-02-22T01:48:00Z,2340000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
242,PT07M49.00S,2026-02-22T01:47:41.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630194,92.9862023653088,50.49019607843137,1610612765,35,37,2026-02-22T02:03:53Z,2350000,False,2.0,13.0,1,right,P. Reed running Layup (6 PTS),[1630194],1610612765.0,DET,running,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,1.36,,,,,,,,
243,PT07M41.00S,2026-02-22T01:47:49.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,6.258212877792378,52.69607843137255,1610612741,37,37,2026-02-22T01:47:58Z,2360000,False,-13.0,6.0,1,left,M. Buzelis driving Layup (6 PTS) (R. Dillingham 1 AST),"[1641824, 1642265]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,1.49,R. Dillingham,1642265.0,1.0,,,,,
245,PT07M30.00S,2026-02-22T01:48:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.51182654402102,52.69607843137255,1610612765,37,39,2026-02-22T01:48:07Z,2380000,False,13.0,8.0,1,right,P. Reed Layup (8 PTS) (C. Cunningham 4 AST),"[1630194, 1630595]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,1.6,C. Cunningham,1630595.0,4.0,,,,,
247,PT07M06.00S,2026-02-22T01:48:25.2Z,2,REGULAR,3pt,Jump Shot,[],1630208,25.969119579500656,82.84313725490196,1610612741,37,39,2026-02-22T01:48:31Z,2400000,False,-164.0,192.0,1,left,MISS N. Richards 25' 3PT,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.23,,,,,,,,
248,PT07M05.00S,2026-02-22T01:48:26.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,37,39,2026-02-22T01:48:31Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,247.0,,,,,,,,,,,,
250,PT07M05.00S,2026-02-22T01:48:35.8Z,2,REGULAR,foul,personal,[],1629130,,,1610612741,37,39,2026-02-22T01:48:42Z,2430000,False,,,0,,D. Robinson loose ball personal FOUL (3 PF),"[1629130, 1630208]",1610612765.0,DET,loose ball,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,202041.0,3.0,0.0,Richards,1630208.0,,,,,,,,,,,,,,,
252,PT07M05.00S,2026-02-22T01:48:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,37,39,2026-02-22T01:48:45Z,2450000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M05.00S,2026-02-22T01:51:27.6Z,2,REGULAR,substitution,out,[],1630595,,,1610612741,37,39,2026-02-22T01:51:39Z,2460000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M05.00S,2026-02-22T01:51:27.6Z,2,REGULAR,substitution,out,[],1629130,,,1610612741,37,39,2026-02-22T01:51:39Z,2470000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M05.00S,2026-02-22T01:51:27.6Z,2,REGULAR,substitution,in,[],202699,,,1610612741,37,39,2026-02-22T01:51:39Z,2480000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M05.00S,2026-02-22T01:51:27.6Z,2,REGULAR,substitution,in,[],1642450,,,1610612741,37,39,2026-02-22T01:51:39Z,2490000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M59.00S,2026-02-22T01:51:48.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627824,34.37910643889619,53.67647058823529,1610612741,37,39,2026-02-22T02:09:17Z,2510000,False,-18.0,271.0,1,left,MISS G. Yabusele 27' 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,27.13,,,,,,,,
261,PT06M57.00S,2026-02-22T01:51:50.3Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612741,37,39,2026-02-22T02:09:17Z,2520000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,,,,260.0,1.0,0.0,1.0,,,,,,,,,
262,PT06M56.00S,2026-02-22T01:51:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,8.360709592641262,49.50980392156863,1610612741,37,39,2026-02-22T02:08:51Z,2530000,False,2.0,26.0,1,left,MISS I. Okoro putback Layup - blocked,"[1630171, 1630194]",1610612741.0,CHI,putback,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.62,,,,,Reed,1630194.0,,
263,PT06M56.00S,2026-02-22T01:51:51.6Z,2,REGULAR,block,,[],1630194,,,1610612741,37,39,2026-02-22T01:51:54Z,2540000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
264,PT06M53.00S,2026-02-22T01:51:54.6Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,37,39,2026-02-22T02:08:51Z,2550000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,,
265,PT06M43.00S,2026-02-22T01:52:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,93.03547963206307,42.888327205882355,1610612765,37,39,2026-02-22T01:52:11Z,2560000,False,-36.0,13.0,1,right,MISS A. Thompson driving Layup - blocked,"[1641709, 1641824]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.79,,,,,Buzelis,1641824.0,,
266,PT06M43.00S,2026-02-22T01:52:04.0Z,2,REGULAR,block,,[],1641824,,,1610612765,37,39,2026-02-22T01:52:06Z,2570000,False,,,0,,M. Buzelis BLOCK (3 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT06M43.00S,2026-02-22T01:52:04.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,37,39,2026-02-22T01:52:11Z,2580000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,265.0,,,,,,,,,,,,
