actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M34.00S,2026-01-25T01:11:56.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.53942181340342,47.05882352941176,1610612741,6,6,2026-01-25T01:12:01Z,190000,False,15.0,253.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2026-01-25T01:11:56.3Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612741,6,6,2026-01-25T01:12:57Z,200000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M27.00S,2026-01-25T01:12:04.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,21.76412614980289,8.333333333333332,1610612741,9,6,2026-01-25T01:12:07Z,210000,False,208.0,152.0,1,left,C. White 25' 3PT  (6 PTS) (I. Okoro 1 AST),"[1629632, 1630171]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,6.0,I. Okoro,1630171.0,1.0,,,,,,,,,,
23,PT10M12.00S,2026-01-25T01:12:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,73.53810775295663,80.14705882352942,1610612738,9,6,2026-01-25T01:12:22Z,230000,False,151.0,196.0,1,right,MISS S. Hauser 24' 3PT - blocked,"[1630573, 1641824]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,Buzelis,1641824.0,,,,,,,,
24,PT10M12.00S,2026-01-25T01:12:18.3Z,1,REGULAR,block,,[],1641824,,,1610612738,9,6,2026-01-25T01:12:21Z,240000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2026-01-25T01:12:21.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,6,2026-01-25T01:12:22Z,250000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M00.00S,2026-01-25T01:12:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,32.53942181340342,48.529411764705884,1610612741,9,6,2026-01-25T01:12:35Z,260000,False,7.0,253.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2026-01-25T01:12:34.2Z,1,REGULAR,rebound,defensive,[],1642873,,,1610612738,9,6,2026-01-25T01:12:35Z,270000,False,,,0,,A. Williams REBOUND (Off:0 Def:1),[1642873],1610612738.0,BOS,,,,Williams,A. Williams,,,,,Above the Break 3,24+ Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M36.00S,2026-01-25T01:12:54.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,94.1688567674113,26.225490196078432,1610612738,9,8,2026-01-25T01:15:11Z,280000,False,-119.0,2.0,1,right,J. Brown 11' step back Jump Shot (5 PTS) (S. Hauser 1 AST),"[1627759, 1630573]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,11.89,Made,,,,,5.0,S. Hauser,1630573.0,1.0,,,,,,,,,,
29,PT09M25.00S,2026-01-25T01:13:07.0Z,1,REGULAR,3pt,Jump Shot,[],1641824,3.7614980289093296,2.941176470588235,1610612741,9,8,2026-01-25T01:13:10Z,290000,False,235.0,-17.0,1,left,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
30,PT09M21.00S,2026-01-25T01:13:11.0Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,9,8,2026-01-25T01:13:10Z,300000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M17.00S,2026-01-25T01:13:15.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630202,93.77463863337714,53.431372549019606,1610612738,9,8,2026-01-25T01:17:33Z,310000,False,17.0,6.0,1,right,MISS P. Pritchard running Layup,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2026-01-25T01:13:15.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,9,8,2026-01-25T01:17:33Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,31.0,,,,,,,,,,,,,,,,,
34,PT09M08.00S,2026-01-25T01:13:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,93.9060446780552,51.9607843137255,1610612738,9,10,2026-01-25T01:13:47Z,340000,False,10.0,5.0,1,right,J. Brown driving Layup (7 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,7.0,,,,,,,,,,,,,
35,PT08M51.00S,2026-01-25T01:13:59.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,26.62614980289093,13.480392156862745,1610612741,12,10,2026-01-25T01:14:04Z,350000,False,183.0,198.0,1,left,J. Smith 26' 3PT  (3 PTS) (N. Vučević 1 AST),"[1630188, 202696]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,26.92,Made,,,,,3.0,N. Vučević,202696.0,1.0,,,,,,,,,,
38,PT08M35.00S,2026-01-25T01:14:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630202,91.93495400788436,97.79411764705883,1610612738,12,13,2026-01-25T01:14:37Z,380000,False,239.0,23.0,1,right,P. Pritchard 24' 3PT  (3 PTS) (D. White 1 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,24.01,Made,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,,,
40,PT08M18.00S,2026-01-25T01:14:47.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,9.674770039421814,47.30392156862745,1610612741,14,13,2026-01-25T01:14:51Z,400000,False,13.0,38.0,1,left,J. Smith driving Hook (5 PTS) (M. Buzelis 2 AST),"[1630188, 1641824]",1610612741.0,CHI,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,5.0,M. Buzelis,1641824.0,2.0,,,,,,,,,,
42,PT08M07.00S,2026-01-25T01:14:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,66.3107752956636,42.8921568627451,1610612738,14,13,2026-01-25T01:15:04Z,420000,False,-36.0,264.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
43,PT08M04.00S,2026-01-25T01:15:02.6Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,14,13,2026-01-25T01:15:04Z,430000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M57.00S,2026-01-25T01:15:09.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,5.863994743758213,49.754901960784316,1610612741,16,13,2026-01-25T01:15:15Z,440000,False,1.0,3.0,1,left,M. Buzelis driving DUNK (5 PTS),[1641824],1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,5.0,,,,,,,,,,,,,
45,PT07M43.00S,2026-01-25T01:15:23.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,65.1281208935611,47.05882352941176,1610612738,16,13,2026-01-25T01:19:31Z,450000,False,-15.0,275.0,1,right,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
46,PT07M39.00S,2026-01-25T01:15:27.5Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,16,13,2026-01-25T01:15:37Z,460000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M33.00S,2026-01-25T01:15:33.3Z,1,REGULAR,3pt,Jump Shot,[],1629632,31.882391590013142,42.40196078431372,1610612741,16,13,2026-01-25T01:20:04Z,470000,False,38.0,247.0,1,left,MISS C. White 25' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
48,PT07M30.00S,2026-01-25T01:15:36.3Z,1,REGULAR,rebound,defensive,[],1642873,,,1610612738,16,13,2026-01-25T01:15:40Z,480000,False,,,0,,A. Williams REBOUND (Off:0 Def:2),[1642873],1610612738.0,BOS,,,,Williams,A. Williams,,,,,Above the Break 3,24+ Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT07M14.00S,2026-01-25T01:15:55.2Z,1,REGULAR,turnover,traveling,[],1630202,,,1610612738,16,13,2026-01-25T01:16:03Z,490000,False,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202056.0,1.0,,,,,,
50,PT07M14.00S,2026-01-25T01:16:02.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,16,13,2026-01-25T01:16:02Z,500000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M14.00S,2026-01-25T01:19:04.5Z,1,REGULAR,substitution,out,[],202696,,,1610612741,16,13,2026-01-25T01:19:21Z,510000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M14.00S,2026-01-25T01:19:04.5Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,16,13,2026-01-25T01:19:21Z,520000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2026-01-25T01:19:50.0Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,16,13,2026-01-25T01:19:56Z,530000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1630573]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,Hauser,1630573.0,,,,
55,PT07M01.00S,2026-01-25T01:19:50.0Z,1,REGULAR,steal,,[],1630573,,,1610612738,16,13,2026-01-25T01:19:51Z,540000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
56,PT06M56.00S,2026-01-25T01:19:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.77463863337714,49.26470588235294,1610612738,16,15,2026-01-25T01:20:02Z,550000,False,-4.0,6.0,1,right,J. Brown running Layup (9 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,9.0,D. White,1628401.0,2.0,,,,,,,,,,
58,PT06M43.00S,2026-01-25T01:20:07.3Z,1,REGULAR,2pt,Jump Shot,[],1628989,6.389618922470433,70.34313725490196,1610612741,18,15,2026-01-25T01:20:16Z,570000,False,-102.0,8.0,1,left,K. Huerter 10' driving floating Jump Shot (2 PTS) (C. White 2 AST),"[1628989, 1629632]",1610612741.0,CHI,driving floating,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,10.2,Made,,,,,2.0,C. White,1629632.0,2.0,,,,,,,,,,
60,PT06M22.00S,2026-01-25T01:20:29.5Z,1,REGULAR,2pt,Jump Shot,[],1627759,78.9257555847569,47.794117647058826,1610612738,18,15,2026-01-25T01:20:36Z,590000,False,-11.0,146.0,1,right,MISS J. Brown 14' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,14.6,Missed,,,,,,,,,,,,,,,,,,
61,PT06M21.00S,2026-01-25T01:20:30.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,18,15,2026-01-25T01:20:36Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Center,,,60.0,,,,,,,,,,,,,,,,,
62,PT06M21.00S,2026-01-25T01:20:36.9Z,1,REGULAR,foul,personal,[],1630188,,,1610612738,18,15,2026-01-25T01:20:54Z,610000,False,,,0,,J. Smith loose ball personal FOUL (1 PF),"[1630188, 1642873]",1610612741.0,CHI,loose ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,,,,1.0,0.0,Williams,1642873.0
64,PT06M21.00S,2026-01-25T01:20:49.8Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,18,15,2026-01-25T01:21:00Z,630000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2026-01-25T01:20:49.8Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,18,15,2026-01-25T01:21:00Z,640000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M21.00S,2026-01-25T01:20:49.8Z,1,REGULAR,substitution,out,[],1642873,,,1610612738,18,15,2026-01-25T01:21:00Z,650000,False,,,0,,SUB out: A. Williams,[1642873],1610612738.0,BOS,,,,Williams,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M21.00S,2026-01-25T01:20:49.8Z,1,REGULAR,substitution,in,[],1629014,,,1610612738,18,15,2026-01-25T01:21:00Z,660000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2026-01-25T01:20:49.8Z,1,REGULAR,substitution,in,[],1631248,,,1610612738,18,15,2026-01-25T01:21:00Z,670000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2026-01-25T01:20:49.8Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,18,15,2026-01-25T01:21:00Z,680000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2026-01-25T01:21:05.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,71.96123521681997,80.14705882352942,1610612738,18,15,2026-01-25T01:21:11Z,690000,False,151.0,211.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2026-01-25T01:21:10.5Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,18,15,2026-01-25T01:21:11Z,700000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT05M58.00S,2026-01-25T01:21:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,4.02431011826544,97.54901960784314,1610612741,18,15,2026-01-25T01:21:26Z,710000,False,-238.0,-15.0,1,left,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2026-01-25T01:21:24.8Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,18,15,2026-01-25T01:21:30Z,720000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Left Corner 3,24+ Left,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M38.00S,2026-01-25T01:21:47.1Z,1,REGULAR,foul,personal,[],1628989,,,1610612738,18,15,2026-01-25T01:21:55Z,730000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1630568]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,200832.0,,,,1.0,0.0,Garza,1630568.0
76,PT05M25.00S,2026-01-25T01:22:21.8Z,1,REGULAR,2pt,Jump Shot,[],1629014,78.0059132720105,49.26470588235294,1610612738,18,15,2026-01-25T01:22:33Z,750000,False,-4.0,154.0,1,right,MISS A. Simons 15' pullup Shot - blocked,"[1629014, 1630171]",1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Center,15.42,Missed,,,,,,,,,Okoro,1630171.0,,,,,,,,
77,PT05M25.00S,2026-01-25T01:22:21.8Z,1,REGULAR,block,,[],1630171,,,1610612738,18,15,2026-01-25T01:22:24Z,760000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2026-01-25T01:22:24.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,18,15,2026-01-25T01:22:33Z,770000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Center,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M12.00S,2026-01-25T01:22:36.8Z,1,REGULAR,foul,personal,['2freethrow'],1631248,,,1610612741,18,15,2026-01-25T01:22:47Z,780000,False,,,0,,B. Scheierman shooting personal FOUL (1 PF) (White 2 FT),"[1631248, 1629632]",1610612738.0,BOS,shooting,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,White,1629632.0
81,PT05M12.00S,2026-01-25T01:23:02.4Z,1,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,19,15,2026-01-25T01:23:02Z,800000,False,,,0,,C. White Free Throw 1 of 2 (7 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
82,PT05M12.00S,2026-01-25T01:23:03.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,19,15,2026-01-25T01:23:09Z,810000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2026-01-25T01:23:03.6Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,19,15,2026-01-25T01:23:09Z,820000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2026-01-25T01:23:18.5Z,1,REGULAR,substitution,out,[],1630568,,,1610612741,19,15,2026-01-25T01:23:45Z,830000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M12.00S,2026-01-25T01:23:18.5Z,1,REGULAR,substitution,in,[],1629674,,,1610612741,19,15,2026-01-25T01:23:45Z,840000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2026-01-25T01:23:46.6Z,1,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,20,15,2026-01-25T01:23:46Z,850000,False,,,0,,C. White Free Throw 2 of 2 (8 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
87,PT04M48.00S,2026-01-25T01:24:12.9Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612738,20,15,2026-01-25T01:24:19Z,860000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Brown 2 FT),"[1630245, 1627759]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Brown,1627759.0
89,PT04M48.00S,2026-01-25T01:24:48.5Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,20,16,2026-01-25T01:24:48Z,880000,False,,,0,,J. Brown Free Throw 1 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
