actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M38.00S,2024-10-27T00:14:04.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,4,0,2024-10-27T00:14:10Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Right,,,,15.0,,,,,,,,,,,,,,,,
17,PT10M38.00S,2024-10-27T00:14:10.8Z,1,REGULAR,foul,personal,[],1628991,,,1610612753,4,0,2024-10-27T00:14:30Z,170000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 1628976]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,,,,,1.0,0.0,Carter Jr.,1628976.0,,,,
19,PT10M28.00S,2024-10-27T00:14:39.3Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,4,0,2024-10-27T00:14:45Z,190000,False,,,0,,F. Wagner lost ball out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,lost ball,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,1148.0,1.0,,,,,,,,,,,
20,PT10M23.00S,2024-10-27T00:14:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,9.280551905387648,45.09803921568628,1610612763,4,0,2024-10-27T00:14:58Z,200000,False,25.0,35.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2024-10-27T00:14:50.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,4,0,2024-10-27T00:14:58Z,210000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT10M16.00S,2024-10-27T00:14:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,92.19776609724047,47.05882352941176,1610612753,4,0,2024-10-27T00:15:08Z,220000,False,-15.0,21.0,1,right,MISS K. Caldwell-Pope running Layup - blocked,"[203484, 203935]",1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,Smart,203935.0,,
23,PT10M16.00S,2024-10-27T00:14:53.8Z,1,REGULAR,block,,[],203935,,,1610612753,4,0,2024-10-27T00:14:57Z,230000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M16.00S,2024-10-27T00:14:53.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,4,0,2024-10-27T00:15:08Z,240000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT10M04.00S,2024-10-27T00:15:05.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,7.703679369250986,52.69607843137255,1610612763,6,0,2024-10-27T00:15:18Z,250000,False,-13.0,20.0,1,left,Z. Edey DUNK (2 PTS) (D. Bane 2 AST),"[1641744, 1630217]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,2.4,Made,2.0,,,,,,,D. Bane,1630217.0,2.0,,,,,,,,
27,PT09M50.00S,2024-10-27T00:15:22.8Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,6,0,2024-10-27T00:15:27Z,270000,False,,,0,,W. Carter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,lost ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,1.0,,,,,,,,,,,
28,PT09M38.00S,2024-10-27T00:15:37.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,14.273981603153747,38.48039215686275,1610612763,8,0,2024-10-27T00:15:41Z,280000,False,58.0,82.0,1,left,J. Jackson Jr. 10' turnaround Hook (4 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,10.0,Made,4.0,,,,,,,,,,,,,,,,,
29,PT09M17.00S,2024-10-27T00:15:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630591,77.4802890932983,10.784313725490197,1610612753,8,0,2024-10-27T00:16:15Z,290000,False,-196.0,159.0,1,right,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
30,PT09M16.00S,2024-10-27T00:15:59.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,8,0,2024-10-27T00:16:15Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,29.0,,,,,,,,,,,,,,,,
31,PT09M16.00S,2024-10-27T00:16:04.5Z,1,REGULAR,foul,personal,[],1641744,,,1610612753,8,0,2024-10-27T00:16:20Z,310000,False,,,0,,Z. Edey loose ball personal FOUL (1 PF),"[1641744, 1628976]",1610612763.0,MEM,loose ball,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,1.0,0.0,Carter Jr.,1628976.0,,,,
33,PT09M09.00S,2024-10-27T00:16:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,93.64323258869908,47.05882352941176,1610612753,8,2,2024-10-27T00:16:34Z,330000,False,-15.0,7.0,1,right,P. Banchero driving Layup (2 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,,,,,,,F. Wagner,1630532.0,1.0,,,,,,,,
34,PT08M55.00S,2024-10-27T00:16:44.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,11.383048620236531,35.049019607843135,1610612763,8,2,2024-10-27T00:18:55Z,340000,False,75.0,55.0,1,left,MISS J. Jackson Jr. 9' turnaround bank Hook,[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,9.25,Missed,,,,,,,,,,,,,,,,,,
35,PT08M54.00S,2024-10-27T00:16:45.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,8,2,2024-10-27T00:18:55Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,34.0,,,,,,,,,,,,,,,,
36,PT08M54.00S,2024-10-27T00:16:56.0Z,1,REGULAR,foul,personal,[],1641744,,,1610612753,8,2,2024-10-27T00:19:06Z,395000,False,,,0,,Z. Edey personal FOUL (2 PF),"[1641744, 1628976]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,,,,,2.0,0.0,Carter Jr.,1628976.0,,,,
38,PT08M54.00S,2024-10-27T00:17:08.5Z,1,REGULAR,substitution,out,[],1641744,,,1610612753,8,2,2024-10-27T00:17:10Z,398750,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M54.00S,2024-10-27T00:17:08.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612753,8,2,2024-10-27T00:17:10Z,399375,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2024-10-27T00:17:26.3Z,1,REGULAR,2pt,Jump Shot,[],1630591,88.78120893561103,13.480392156862745,1610612753,8,2,2024-10-27T00:17:31Z,400000,False,-183.0,53.0,1,right,MISS J. Suggs 19' fadeaway Shot,[1630591],1610612753.0,ORL,fadeaway,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left,19.01,Missed,,,,,,,,,,,,,,,,,,
41,PT08M38.00S,2024-10-27T00:17:30.3Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,8,2,2024-10-27T00:17:31Z,410000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Left,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,
44,PT08M31.00S,2024-10-27T00:18:07.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203935,10.200394218134035,51.470588235294116,1610612763,8,2,2024-10-27T00:18:14Z,430000,False,-7.0,43.0,1,left,MISS M. Smart Hook - blocked,"[203935, 203484]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,,,,,Caldwell-Pope,203484.0,,
45,PT08M31.00S,2024-10-27T00:18:07.0Z,1,REGULAR,block,,[],203484,,,1610612763,8,2,2024-10-27T00:18:09Z,440000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2024-10-27T00:18:10.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,8,2,2024-10-27T00:18:14Z,450000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,
47,PT08M25.00S,2024-10-27T00:18:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,86.94152431011827,55.392156862745104,1610612753,8,2,2024-10-27T00:18:24Z,460000,False,27.0,70.0,1,right,MISS F. Wagner 7' running Layup,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
48,PT08M24.00S,2024-10-27T00:18:14.5Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,8,2,2024-10-27T00:18:14Z,470000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,
49,PT08M24.00S,2024-10-27T00:18:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612753,8,2,2024-10-27T00:18:51Z,480000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Banchero 2 FT),"[1628991, 1631094]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,2.0,0.0,Banchero,1631094.0,,,,
51,PT08M24.00S,2024-10-27T00:18:48.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,8,2,2024-10-27T00:18:48Z,500000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M24.00S,2024-10-27T00:20:57.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,8,2,2024-10-27T00:21:30Z,520000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M24.00S,2024-10-27T00:20:57.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612753,8,2,2024-10-27T00:21:30Z,530000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M24.00S,2024-10-27T00:20:57.9Z,1,REGULAR,substitution,in,[],1630583,,,1610612753,8,2,2024-10-27T00:21:30Z,540000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M24.00S,2024-10-27T00:20:57.9Z,1,REGULAR,substitution,in,[],1630590,,,1610612753,8,2,2024-10-27T00:21:30Z,550000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M24.00S,2024-10-27T00:21:49.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,8,2,2024-10-27T00:21:49Z,560000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
58,PT08M24.00S,2024-10-27T00:21:49.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,8,2,2024-10-27T00:21:49Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,
59,PT08M24.00S,2024-10-27T00:22:04.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,8,3,2024-10-27T00:22:04Z,580000,False,,,0,,P. Banchero Free Throw 2 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
60,PT08M18.00S,2024-10-27T00:22:09.9Z,1,REGULAR,3pt,Jump Shot,[],203935,30.436925098554536,67.40196078431373,1610612763,8,3,2024-10-27T00:22:19Z,590000,False,-87.0,234.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
61,PT08M14.00S,2024-10-27T00:22:13.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,8,3,2024-10-27T00:22:19Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,60.0,,,,,,,,,,,,,,,,
63,PT08M13.00S,2024-10-27T00:22:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,7.703679369250986,46.81372549019608,1610612763,10,3,2024-10-27T00:22:46Z,620000,False,16.0,20.0,1,left,B. Clarke Layup (2 PTS) (J. Morant 1 AST),"[1629634, 1629630]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,2.55,Made,2.0,,,,,,,J. Morant,1629630.0,1.0,,,,,,,,
65,PT08M13.00S,2024-10-27T00:22:42.9Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612763,10,3,2024-10-27T00:22:55Z,640000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Clarke 1 FT),"[1628976, 1629634]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,,,,,1.0,0.0,Clarke,1629634.0,,,,
67,PT08M13.00S,2024-10-27T00:23:08.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629634,,,1610612763,11,3,2024-10-27T00:23:08Z,660000,False,,,0,,B. Clarke Free Throw 1 of 1 (3 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
68,PT07M50.00S,2024-10-27T00:23:34.7Z,1,REGULAR,2pt,Jump Shot,[],203484,91.27792378449409,11.519607843137255,1610612753,11,5,2024-10-27T00:23:40Z,670000,False,-192.0,29.0,1,right,K. Caldwell-Pope 19' pullup Jump Shot (2 PTS) (J. Suggs 1 AST),"[203484, 1630591]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left,19.46,Made,2.0,,,,,,,J. Suggs,1630591.0,1.0,,,,,,,,
70,PT07M33.00S,2024-10-27T00:23:50.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,12.040078843626807,45.588235294117645,1610612763,13,5,2024-10-27T00:23:56Z,690000,False,22.0,61.0,1,left,S. Aldama 6' driving Hook (2 PTS) (J. Morant 2 AST),"[1630583, 1629630]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,2.0,,,,,,,J. Morant,1629630.0,2.0,,,,,,,,
72,PT07M19.00S,2024-10-27T00:24:04.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,67.23061760840999,62.99019607843137,1610612753,13,8,2024-10-27T00:24:08Z,710000,False,65.0,256.0,1,right,J. Suggs 26' 3PT  (3 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.36,Made,3.0,,,,,,,F. Wagner,1630532.0,2.0,,,,,,,,
74,PT07M10.00S,2024-10-27T00:24:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,8.360709592641262,53.18627450980392,1610612763,15,8,2024-10-27T00:24:19Z,730000,False,-16.0,26.0,1,left,M. Smart driving floating Jump Shot (2 PTS),[203935],1610612763.0,MEM,driving floating,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.06,Made,2.0,,,,,,,,,,,,,,,,,
75,PT07M02.00S,2024-10-27T00:24:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.11760840998686,53.431372549019606,1610612753,15,8,2024-10-27T00:24:28Z,740000,False,17.0,12.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
76,PT07M00.00S,2024-10-27T00:24:23.6Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,15,8,2024-10-27T00:24:28Z,750000,False,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,
77,PT06M55.00S,2024-10-27T00:24:28.9Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,15,8,2024-10-27T00:24:34Z,760000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1630591]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,,,Suggs,1630591.0
78,PT06M55.00S,2024-10-27T00:24:28.9Z,1,REGULAR,steal,,[],1630591,,,1610612753,15,8,2024-10-27T00:24:32Z,770000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
79,PT06M45.00S,2024-10-27T00:24:39.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,65.1281208935611,50.0,1610612753,15,8,2024-10-27T00:24:43Z,780000,False,0.0,275.0,1,right,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
80,PT06M43.00S,2024-10-27T00:24:41.9Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,15,8,2024-10-27T00:24:41Z,790000,False,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,,
81,PT06M40.00S,2024-10-27T00:24:47.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612753,15,8,2024-10-27T00:25:02Z,800000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629634, 1631094]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,1.0,0.0,Banchero,1631094.0,,,,
83,PT06M40.00S,2024-10-27T00:25:22.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631094,,,1610612753,15,9,2024-10-27T00:25:22Z,820000,False,,,0,,P. Banchero Free Throw 1 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
84,PT06M40.00S,2024-10-27T00:25:23.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612753,15,9,2024-10-27T00:25:31Z,830000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M40.00S,2024-10-27T00:25:23.8Z,1,REGULAR,substitution,out,[],203935,,,1610612753,15,9,2024-10-27T00:25:31Z,840000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M40.00S,2024-10-27T00:25:23.8Z,1,REGULAR,substitution,in,[],1642377,,,1610612753,15,9,2024-10-27T00:25:31Z,850000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
