actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-17T23:10:24.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-17T23:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-17T23:10:43.8Z,1,REGULAR,jumpball,recovered,[],1629634,,,1610612763,0,0,2024-11-17T23:10:43Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. D. Šarić: Tip to B. Clarke,"[1629634, 1628991, 203967]",1610612763.0,MEM,startperiod,B. Clarke,1629634.0,Clarke,B. Clarke,Jackson Jr.,1628991.0,Šarić,203967.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-17T23:10:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,11.908672798948752,45.83333333333333,1610612763,0,0,2024-11-17T23:11:00Z,70000,False,21.0,59.0,1,left,MISS B. Clarke 6' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-11-17T23:10:55.1Z,1,REGULAR,rebound,defensive,[],203967,,,1610612743,0,0,2024-11-17T23:11:00Z,80000,False,,,0,,D. Šarić REBOUND (Off:0 Def:1),[203967],1610612743.0,DEN,,,,Šarić,D. Šarić,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2024-11-17T23:11:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,82.7365308804205,40.68627450980392,1610612743,0,2,2024-11-17T23:11:10Z,90000,False,-47.0,110.0,1,right,J. Murray 11' driving floating Jump Shot (2 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M12.00S,2024-11-17T23:11:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630590,31.35676741130092,48.529411764705884,1610612763,3,2,2024-11-17T23:11:32Z,100000,False,7.0,242.0,1,left,S. Pippen Jr. 24' 3PT  (3 PTS) (D. Bane 1 AST),"[1630590, 1630217]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,24.24,Made,,,,,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,
12,PT10M55.00S,2024-11-17T23:11:44.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,69.72733245729303,67.15686274509804,1610612743,3,2,2024-11-17T23:11:48Z,120000,False,86.0,232.0,1,right,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
13,PT10M52.00S,2024-11-17T23:11:47.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,3,2,2024-11-17T23:11:48Z,130000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M36.00S,2024-11-17T23:12:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,11.12023653088042,42.8921568627451,1610612763,3,2,2024-11-17T23:12:07Z,140000,False,36.0,52.0,1,left,MISS S. Pippen Jr. 6' driving floating bank Shot,[1630590],1610612763.0,MEM,driving floating bank,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2024-11-17T23:12:05.6Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,3,2,2024-11-17T23:12:07Z,150000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M28.00S,2024-11-17T23:12:12.0Z,1,REGULAR,2pt,Jump Shot,[],1629008,80.1084099868594,67.64705882352942,1610612743,3,2,2024-11-17T23:13:31Z,160000,False,88.0,134.0,1,right,MISS M. Porter Jr. 16' fadeaway Shot,[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,16.08,Missed,,,,,,,,,,,,,,,,,,
17,PT10M24.00S,2024-11-17T23:12:16.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,3,2,2024-11-17T23:12:18Z,170000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M19.00S,2024-11-17T23:12:20.6Z,1,REGULAR,turnover,bad pass,[],1630590,,,1610612763,3,2,2024-11-17T23:12:24Z,180000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1627750]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Murray,1627750.0,,,,,,,
19,PT10M19.00S,2024-11-17T23:12:20.6Z,1,REGULAR,steal,,[],1627750,,,1610612743,3,2,2024-11-17T23:12:22Z,190000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M06.00S,2024-11-17T23:12:33.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,94.03745072273325,4.166666666666666,1610612743,3,5,2024-11-17T23:12:37Z,200000,False,-229.0,4.0,1,right,P. Watson 3PT  (3 PTS) (J. Murray 1 AST),"[1631212, 1627750]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,3.0,J. Murray,1627750.0,1.0,,,,,,,,,,
