actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-01T20:40:40.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-01T20:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-12-01T20:40:43.4Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2024-12-01T20:40:43Z,40000,False,,,0,,Jump Ball M. Turner vs. J. Jackson Jr.: Tip to T. Haliburton,"[1630169, 1626167, 1628991]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Turner,1626167.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-12-01T20:40:54.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.53942181340342,42.64705882352941,1610612754,0,0,2024-12-01T20:41:00Z,70000,False,37.0,253.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-12-01T20:40:58.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,0,2024-12-01T20:41:00Z,80000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2024-12-01T20:41:01.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,74.72076215505913,15.686274509803921,1610612763,0,0,2024-12-01T20:41:07Z,90000,False,-172.0,185.0,1,right,MISS J. Morant 25' running 3PT,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2024-12-01T20:41:05.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2024-12-01T20:41:07Z,100000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M20.00S,2024-12-01T20:41:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629614,19.267411300919843,7.107843137254902,1610612754,0,0,2024-12-01T20:41:25Z,110000,False,214.0,129.0,1,left,MISS A. Nembhard 25' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2024-12-01T20:41:23.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,0,2024-12-01T20:41:25Z,120000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M12.00S,2024-12-01T20:41:27.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,71.30420499342969,75.73529411764706,1610612763,3,0,2024-12-01T20:43:09Z,130000,False,129.0,217.0,1,right,D. Bane 25' 3PT step back (3 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.25,Made,,,,,3.0,,,,,,,,,,,,,
16,PT10M53.00S,2024-12-01T20:41:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.440867279894875,60.049019607843135,1610612754,3,0,2024-12-01T20:41:52Z,160000,False,-50.0,17.0,1,left,MISS P. Siakam driving Layup - blocked,"[1627783, 1629634]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,Clarke,1629634.0,,,,,,,,,,,
34,PT10M53.00S,2024-12-01T20:41:46.6Z,1,REGULAR,block,,[],1629634,,,1610612754,3,0,2024-12-01T20:45:10Z,165000,False,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2024-12-01T20:41:49.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,3,0,2024-12-01T20:41:52Z,170000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,3.0,3.0,0.0,,,,,,,,,,,,,,
