actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT04M17.00S,2025-03-02T01:24:18.7Z,1,REGULAR,substitution,out,[],1628368,,,1610612763,20,18,2025-03-02T01:24:29Z,860000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M17.00S,2025-03-02T01:24:18.7Z,1,REGULAR,substitution,out,[],203084,,,1610612763,20,18,2025-03-02T01:24:29Z,870000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M17.00S,2025-03-02T01:24:18.7Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,20,18,2025-03-02T01:24:29Z,880000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M17.00S,2025-03-02T01:24:18.7Z,1,REGULAR,substitution,in,[],1629640,,,1610612763,20,18,2025-03-02T01:24:29Z,890000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2025-03-02T01:24:18.7Z,1,REGULAR,substitution,in,[],1642264,,,1610612763,20,18,2025-03-02T01:24:29Z,900000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M03.00S,2025-03-02T01:24:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630583,91.01511169513797,45.83333333333333,1610612763,22,18,2025-03-02T01:24:58Z,910000,False,-21.0,32.0,1,right,S. Aldama driving Layup (5 PTS) (G. Jackson 1 AST),"[1630583, 1641713]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,3.82,Made,,,,,5.0,G. Jackson,1641713.0,1.0,,,,
93,PT03M50.00S,2025-03-02T01:25:06.5Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,22,18,2025-03-02T01:25:11Z,930000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 1628379]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,,,1.0,,,,,,,,,,,Kennard,1628379.0,,
94,PT03M50.00S,2025-03-02T01:25:06.5Z,1,REGULAR,steal,,[],1628379,,,1610612763,22,18,2025-03-02T01:25:38Z,940000,False,,,0,,L. Kennard STEAL (2 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
95,PT03M48.00S,2025-03-02T01:25:10.8Z,1,REGULAR,foul,personal,['2freethrow'],101108,,,1610612763,22,18,2025-03-02T01:25:38Z,950000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Jackson 2 FT),"[101108, 1641713]",1610612759.0,SAS,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Jackson,1641713.0,,,,,,,,,,,,,,,
97,PT03M48.00S,2025-03-02T01:25:40.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641713,,,1610612763,23,18,2025-03-02T01:25:40Z,970000,False,,,0,,G. Jackson Free Throw 1 of 2 (1 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
98,PT03M48.00S,2025-03-02T01:26:00.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641713,,,1610612763,24,18,2025-03-02T01:26:00Z,980000,False,,,0,,G. Jackson Free Throw 2 of 2 (2 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
99,PT03M33.00S,2025-03-02T01:26:18.7Z,1,REGULAR,foul,personal,[],1641713,,,1610612759,24,18,2025-03-02T01:26:28Z,990000,False,,,0,,G. Jackson personal FOUL (1 PF),"[1641713, 1642264]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,1627529.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
101,PT03M33.00S,2025-03-02T01:26:28.1Z,1,REGULAR,substitution,out,[],101108,,,1610612759,24,18,2025-03-02T01:26:40Z,1010000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M33.00S,2025-03-02T01:26:28.1Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,24,18,2025-03-02T01:26:40Z,1020000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M29.00S,2025-03-02T01:26:58.7Z,1,REGULAR,3pt,Jump Shot,[],1642264,29.517082785808146,25.245098039215684,1610612759,24,21,2025-03-02T01:27:02Z,1030000,False,124.0,225.0,1,left,S. Castle 25' 3PT  (3 PTS) (B. Biyombo 1 AST),"[1642264, 202687]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,25.68,Made,,,,,3.0,B. Biyombo,202687.0,1.0,,,,
105,PT03M19.00S,2025-03-02T01:27:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,65.1281208935611,68.13725490196079,1610612763,24,21,2025-03-02T01:27:15Z,1050000,False,91.0,275.0,1,right,MISS S. Aldama 28' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,28.99,Missed,,,,,,,,,,,,
106,PT03M16.00S,2025-03-02T01:27:11.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,24,21,2025-03-02T01:27:15Z,1060000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,
108,PT02M59.00S,2025-03-02T01:27:51.7Z,1,REGULAR,2pt,Jump Shot,[],1630170,21.895532194480946,46.32352941176471,1610612759,24,23,2025-03-02T01:27:57Z,1080000,False,18.0,153.0,1,left,D. Vassell 15' pullup Jump Shot (10 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,,,,,,,15.44,Made,,,,,10.0,,,,,,,
109,PT02M58.00S,2025-03-02T01:27:56.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,24,23,2025-03-02T01:27:56Z,1090000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M58.00S,2025-03-02T01:30:25.3Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,24,23,2025-03-02T01:31:07Z,1100000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M58.00S,2025-03-02T01:30:25.3Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,24,23,2025-03-02T01:31:07Z,1110000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M58.00S,2025-03-02T01:30:25.3Z,1,REGULAR,substitution,out,[],202687,,,1610612763,24,23,2025-03-02T01:31:07Z,1120000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M58.00S,2025-03-02T01:30:25.3Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,24,23,2025-03-02T01:31:07Z,1130000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2025-03-02T01:30:25.3Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,24,23,2025-03-02T01:31:07Z,1140000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M58.00S,2025-03-02T01:30:25.3Z,1,REGULAR,substitution,in,[],1631110,,,1610612763,24,23,2025-03-02T01:31:07Z,1150000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M50.00S,2025-03-02T01:31:18.9Z,1,REGULAR,turnover,bad pass,[],1628379,,,1610612763,24,23,2025-03-02T04:27:57Z,1160000,False,,,0,,L. Kennard bad pass TURNOVER (2 TO),"[1628379, 1629640]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,2.0,,,,,,,,,,,Johnson,1629640.0,,
117,PT02M50.00S,2025-03-02T01:31:18.9Z,1,REGULAR,steal,,[],1629640,,,1610612759,24,23,2025-03-02T01:31:20Z,1170000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2025-03-02T01:31:22.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,5.995400788436268,47.549019607843135,1610612759,24,25,2025-03-02T01:32:50Z,1180000,False,12.0,4.0,1,left,K. Johnson running finger roll Layup (2 PTS),[1629640],1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1.29,Made,,,,,2.0,,,,,,,
119,PT02M31.00S,2025-03-02T01:31:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,92.59198423127464,54.166666666666664,1610612763,24,25,2025-03-02T01:31:57Z,1190000,False,21.0,17.0,1,right,MISS G. Jackson driving Layup - blocked,"[1641713, 1629640]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,2.69,Missed,,,,,,,,,,,Johnson,1629640.0
120,PT02M31.00S,2025-03-02T01:31:39.4Z,1,REGULAR,block,,[],1629640,,,1610612763,24,25,2025-03-02T01:31:41Z,1200000,False,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT02M31.00S,2025-03-02T01:31:39.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,24,25,2025-03-02T01:37:50Z,1210000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,119.0,,,,,,,,,,,
123,PT02M31.00S,2025-03-02T01:31:56.8Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612759,24,25,2025-03-02T02:36:46Z,1230000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2025-03-02T01:36:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1641744,,,1610612759,24,25,2025-03-02T01:36:23Z,1250000,False,,,0,,Z. Edey shooting personal FOUL (1 PF) (Castle 2 FT),"[1641744, 1642264]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
127,PT02M14.00S,2025-03-02T01:36:30.4Z,1,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,24,26,2025-03-02T01:36:30Z,1270000,False,,,0,,S. Castle Free Throw 1 of 2 (4 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
128,PT02M14.00S,2025-03-02T01:36:48.0Z,1,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,24,27,2025-03-02T01:36:48Z,1280000,False,,,0,,S. Castle Free Throw 2 of 2 (5 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
129,PT01M55.00S,2025-03-02T01:37:10.2Z,1,REGULAR,2pt,Jump Shot,[],1628379,88.25558475689881,25.245098039215684,1610612763,24,27,2025-03-02T04:26:28Z,1290000,False,-124.0,58.0,1,right,MISS L. Kennard 13' turnaround fadeaway Shot,[1628379],1610612763.0,MEM,turnaround fadeaway,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Left,,,,,,,13.67,Missed,,,,,,,,,,,,
130,PT01M55.00S,2025-03-02T01:37:10.2Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,24,27,2025-03-02T01:37:21Z,1300000,False,,,0,,Z. Edey REBOUND (Off:2 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,,,,,,,,,129.0,2.0,0.0,2.0,,,,,,,,
131,PT01M55.00S,2025-03-02T01:37:19.9Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612763,24,27,2025-03-02T01:37:41Z,1310000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Edey 2 FT),"[1630170, 1641744]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Edey,1641744.0,,,,,,,,,,,,,,,
133,PT01M55.00S,2025-03-02T01:37:43.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641744,,,1610612763,25,27,2025-03-02T01:37:43Z,1330000,False,,,0,,Z. Edey Free Throw 1 of 2 (3 PTS),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
134,PT01M55.00S,2025-03-02T01:37:51.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641744,,,1610612763,26,27,2025-03-02T01:37:51Z,1340000,False,,,0,,Z. Edey Free Throw 2 of 2 (4 PTS),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
135,PT01M51.00S,2025-03-02T01:37:57.9Z,1,REGULAR,3pt,Jump Shot,[],1630577,8.623521681997373,3.9215686274509802,1610612759,26,27,2025-03-02T01:38:02Z,1350000,False,230.0,29.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,,23.22,Missed,,,,,,,,,,,,
136,PT01M47.00S,2025-03-02T01:38:01.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,26,27,2025-03-02T01:38:02Z,1360000,False,,,0,,J. Konchar REBOUND (Off:0 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,,,,,,135.0,3.0,3.0,0.0,,,,,,,,
137,PT01M45.00S,2025-03-02T01:38:05.4Z,1,REGULAR,turnover,out-of-bounds,[],1629723,,,1610612763,26,27,2025-03-02T01:38:09Z,1370000,False,,,0,,J. Konchar bad pass out-of-bounds TURNOVER (2 TO),[1629723],1610612763.0,MEM,bad pass,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Left Center,1627529.0,,,,,2.0,,,,,,,,,,,,,,
138,PT01M32.00S,2025-03-02T01:38:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,6.915243101182654,51.9607843137255,1610612759,26,29,2025-03-02T01:38:32Z,1380000,False,-10.0,13.0,1,left,S. Castle driving finger roll Layup (7 PTS),[1642264],1610612759.0,SAS,driving finger roll,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,1.59,Made,,,,,7.0,,,,,,,
139,PT01M10.00S,2025-03-02T01:38:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1641713,91.80354796320631,47.05882352941176,1610612763,28,29,2025-03-02T01:38:57Z,1390000,False,-15.0,25.0,1,right,G. Jackson driving finger roll Layup (4 PTS),[1641713],1610612763.0,MEM,driving finger roll,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,2.86,Made,,,,,4.0,,,,,,,
140,PT01M10.00S,2025-03-02T01:38:50.9Z,1,REGULAR,violation,defensive goaltending,[],1630577,,,1610612763,28,29,2025-03-02T01:38:57Z,1400000,False,,,0,,J. Champagnie defensive goaltending VIOLATION,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,201245.0,,,,,,,,,,,,,,,,,,,
141,PT00M56.60S,2025-03-02T01:39:16.0Z,1,REGULAR,3pt,Jump Shot,[],1642264,27.283180026281208,19.607843137254903,1610612759,28,29,2025-03-02T01:39:19Z,1410000,False,152.0,204.0,1,left,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,25.44,Missed,,,,,,,,,,,,
142,PT00M54.40S,2025-03-02T01:39:18.2Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,28,29,2025-03-02T01:39:19Z,1420000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,
143,PT00M42.40S,2025-03-02T01:39:34.3Z,1,REGULAR,turnover,3-second-violation,[],1641744,,,1610612763,28,29,2025-03-02T01:39:41Z,1430000,False,,,0,,Z. Edey 3-second-violation TURNOVER (1 TO),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,1.0,,,,,,,,,,,,,,
144,PT00M36.90S,2025-03-02T01:39:58.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,29.77989487516426,30.637254901960787,1610612759,28,29,2025-03-02T01:40:08Z,1440000,False,97.0,227.0,1,left,MISS D. Vassell 24' pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,24.71,Missed,,,,,,,,,,,,
145,PT00M29.90S,2025-03-02T01:40:05.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,28,29,2025-03-02T01:40:08Z,1450000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
147,PT00M29.20S,2025-03-02T01:40:06.2Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,28,29,2025-03-02T01:40:11Z,1470000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1631110]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right,,,,,,1.0,,,,,,,,,,,Sochan,1631110.0,,
148,PT00M29.20S,2025-03-02T01:40:06.2Z,1,REGULAR,steal,,[],1631110,,,1610612759,28,29,2025-03-02T01:40:09Z,1480000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
149,PT00M09.70S,2025-03-02T01:40:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,10.5946123521682,47.05882352941176,1610612759,28,29,2025-03-02T01:40:30Z,1490000,False,15.0,47.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.93,Missed,,,,,,,,,,,,
150,PT00M08.10S,2025-03-02T01:40:27.6Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,28,29,2025-03-02T01:40:30Z,1500000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,
151,PT00M08.10S,2025-03-02T01:40:29.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630577,5.590000152587891,50.0,1610612759,28,31,2025-03-02T01:40:29Z,1510000,False,0.0,0.0,1,left,J. Champagnie tip DUNK (2 PTS),[1630577],1610612759.0,SAS,tip,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,0.0,Made,,,,,2.0,,,,,,,
152,PT00M06.10S,2025-03-02T01:40:34.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612763,28,31,2025-03-02T01:41:07Z,1520000,False,,,0,,D. Vassell personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1630170, 1628991]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,1627529.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
154,PT00M06.10S,2025-03-02T01:41:07.6Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,29,31,2025-03-02T01:41:07Z,1540000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,
155,PT00M06.10S,2025-03-02T01:41:08.4Z,1,REGULAR,substitution,out,[],1628379,,,1610612763,29,31,2025-03-02T01:41:30Z,1550000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M06.10S,2025-03-02T01:41:08.4Z,1,REGULAR,substitution,out,[],1641744,,,1610612763,29,31,2025-03-02T01:41:30Z,1560000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M06.10S,2025-03-02T01:41:08.4Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,29,31,2025-03-02T01:41:30Z,1570000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M06.10S,2025-03-02T01:41:08.4Z,1,REGULAR,substitution,in,[],1642377,,,1610612763,29,31,2025-03-02T01:41:30Z,1580000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M06.10S,2025-03-02T01:41:08.4Z,1,REGULAR,substitution,in,[],1630590,,,1610612763,29,31,2025-03-02T01:41:30Z,1590000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M06.10S,2025-03-02T01:41:08.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,29,31,2025-03-02T01:41:30Z,1600000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M06.10S,2025-03-02T01:41:35.3Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,30,31,2025-03-02T01:41:35Z,1610000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,
162,PT00M00.80S,2025-03-02T01:41:41.5Z,1,REGULAR,3pt,Jump Shot,[],1642264,35.167542706964525,16.911764705882355,1610612759,30,31,2025-03-02T01:41:47Z,1620000,False,165.0,278.0,1,left,MISS S. Castle 32' pullup 3PT,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,32.36,Missed,,,,,,,,,,,,
163,PT00M00.80S,2025-03-02T01:41:41.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,30,31,2025-03-02T01:41:47Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,162.0,,,,,,,,,,,
164,PT00M00.00S,2025-03-02T01:41:46.1Z,1,REGULAR,period,end,[],0,,,1610612759,30,31,2025-03-02T01:41:46Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-03-02T01:41:48.2Z,2,REGULAR,substitution,out,['startperiod'],1642377,,,1610612759,30,31,2025-03-02T01:44:21Z,1650000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-03-02T01:41:48.2Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612759,30,31,2025-03-02T01:44:21Z,1660000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-03-02T01:41:48.2Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,30,31,2025-03-02T01:44:21Z,1670000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-03-02T01:41:48.2Z,2,REGULAR,substitution,in,['startperiod'],1642285,,,1610612759,30,31,2025-03-02T01:44:21Z,1680000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-03-02T01:41:48.2Z,2,REGULAR,substitution,in,['startperiod'],1630643,,,1610612759,30,31,2025-03-02T01:44:21Z,1690000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-03-02T01:41:48.2Z,2,REGULAR,substitution,in,['startperiod'],1628368,,,1610612759,30,31,2025-03-02T01:44:21Z,1700000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
