actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
254,PT05M50.00S,2024-11-21T01:48:32.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627824,92.9862023653088,50.0,1610612755,45,43,2024-11-21T01:48:40Z,2540000,False,0.0,13.0,1,right,G. Yabusele running DUNK (5 PTS) (J. McCain 3 AST),"[1627824, 1642272]",1610612755.0,PHI,running,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,1.34,Made,,5.0,,,,,,J. McCain,1642272.0,3.0,,,,,
256,PT05M50.00S,2024-11-21T01:48:36.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,43,2024-11-21T01:48:36Z,2560000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M50.00S,2024-11-21T01:50:59.5Z,2,REGULAR,substitution,out,[],1630590,,,1610612763,45,43,2024-11-21T01:51:25Z,2570000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M50.00S,2024-11-21T01:50:59.5Z,2,REGULAR,substitution,out,[],1642285,,,1610612763,45,43,2024-11-21T01:51:25Z,2580000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M50.00S,2024-11-21T01:50:59.5Z,2,REGULAR,substitution,out,[],201569,,,1610612763,45,43,2024-11-21T01:51:25Z,2590000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M50.00S,2024-11-21T01:50:59.5Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,45,43,2024-11-21T01:51:25Z,2600000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M50.00S,2024-11-21T01:50:59.5Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,45,43,2024-11-21T01:51:25Z,2610000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M50.00S,2024-11-21T01:50:59.5Z,2,REGULAR,substitution,in,[],1641741,,,1610612763,45,43,2024-11-21T01:51:25Z,2620000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M37.00S,2024-11-21T01:51:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,7.703679369250986,58.333333333333336,1610612763,45,43,2024-11-21T01:51:54Z,2630000,False,-42.0,20.0,1,left,MISS J. Jackson Jr. driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Missed,,,,,,,,,,,,,,,
264,PT05M36.00S,2024-11-21T01:51:47.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,43,2024-11-21T01:51:54Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,263.0,,,,,,,,,,,,,,
266,PT05M30.00S,2024-11-21T01:52:18.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629634,14.273981603153747,39.950980392156865,1610612763,45,43,2024-11-21T01:52:23Z,2660000,False,50.0,82.0,1,left,MISS B. Clarke 9' pullup Shot,[1629634],1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,9.59,Missed,,,,,,,,,,,,,,,
267,PT05M27.00S,2024-11-21T01:52:21.2Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,45,43,2024-11-21T01:52:23Z,2670000,False,,,0,,B. Clarke REBOUND (Off:3 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,266.0,,,,,,,,,,4.0,1.0,3.0,,
268,PT05M20.00S,2024-11-21T01:52:27.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,34.90473061760841,57.84313725490197,1610612763,45,43,2024-11-21T01:52:37Z,2680000,False,-39.0,276.0,1,left,MISS D. Bane 27' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,27.84,Missed,,,,,,,,,,,,,,,
269,PT05M18.00S,2024-11-21T01:52:29.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,43,2024-11-21T01:52:37Z,2690000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,268.0,,,,,,,,,,,,,,
271,PT05M08.00S,2024-11-21T01:53:03.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,32.40801576872536,58.08823529411765,1610612763,45,43,2024-11-21T01:53:07Z,2710000,False,-40.0,252.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,25.53,Missed,,,,,,,,,,,,,,,
272,PT05M04.00S,2024-11-21T01:53:07.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,45,43,2024-11-21T01:53:07Z,2720000,False,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,271.0,,,,,,,,,,5.0,4.0,1.0,,
273,PT04M56.00S,2024-11-21T01:53:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,82.60512483574244,49.50980392156863,1610612755,45,43,2024-11-21T01:53:19Z,2730000,False,-2.0,111.0,1,right,MISS J. McCain 11' driving floating Shot,[1642272],1610612755.0,PHI,driving floating,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,,,,11.1,Missed,,,,,,,,,,,,,,,
274,PT04M54.00S,2024-11-21T01:53:15.9Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,45,43,2024-11-21T01:53:19Z,2740000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,273.0,,,,,,,,,,3.0,2.0,1.0,,
275,PT04M49.00S,2024-11-21T01:53:21.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,14.14257555847569,95.83333333333334,1610612763,48,43,2024-11-21T01:53:27Z,2750000,False,-229.0,80.0,1,left,D. Bane 24' 3PT step back (8 PTS) (S. Aldama 3 AST),"[1630217, 1630583]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,24.29,Made,,8.0,,,,,,S. Aldama,1630583.0,3.0,,,,,
277,PT04M29.00S,2024-11-21T01:53:43.2Z,2,REGULAR,turnover,traveling,[],1627824,,,1610612755,48,43,2024-11-21T01:53:47Z,2770000,False,,,0,,G. Yabusele traveling TURNOVER (1 TO),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,1162.0,,,,,,,,,,,,
278,PT04M17.00S,2024-11-21T01:54:10.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,14.4053876478318,40.931372549019606,1610612763,50,43,2024-11-21T01:54:15Z,2780000,False,45.0,83.0,1,left,B. Clarke 9' turnaround Jump Shot (6 PTS) (D. Bane 3 AST),"[1629634, 1630217]",1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,9.45,Made,,6.0,,,,,,D. Bane,1630217.0,3.0,,,,,
280,PT03M53.00S,2024-11-21T01:54:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.14651773981603,41.66666666666667,1610612755,50,43,2024-11-21T01:54:38Z,2800000,False,-42.0,31.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,5.18,Missed,,,,,,,,,,,,,,,
281,PT03M50.00S,2024-11-21T01:54:37.2Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612755,50,43,2024-11-21T01:54:38Z,2810000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,280.0,,,,,,,,,,2.0,0.0,2.0,,
282,PT03M48.00S,2024-11-21T01:54:38.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641741,93.38042049934296,51.71568627450981,1610612755,50,45,2024-11-21T01:54:42Z,2820000,False,9.0,10.0,1,right,R. Council IV driving DUNK (2 PTS) (G. Yabusele 2 AST),"[1641741, 1627824]",1610612755.0,PHI,driving,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,1.3,Made,,2.0,,,,,,G. Yabusele,1627824.0,2.0,,,,,
284,PT03M44.00S,2024-11-21T01:54:47.6Z,2,REGULAR,foul,personal,[],1642272,,,1610612763,50,45,2024-11-21T01:54:52Z,2840000,False,,,0,,J. McCain personal FOUL (1 PF),"[1642272, 1630217]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,1.0,0.0,Bane,1630217.0,,,,,,,,
286,PT03M39.00S,2024-11-21T01:55:05.5Z,2,REGULAR,2pt,Jump Shot,[],1630217,26.10052562417871,57.84313725490197,1610612763,52,45,2024-11-21T01:55:18Z,2860000,False,-39.0,193.0,1,left,D. Bane 19' step back Jump Shot (10 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,19.67,Made,,10.0,,,,,,,,,,,,,
287,PT03M24.00S,2024-11-21T01:55:19.5Z,2,REGULAR,3pt,Jump Shot,[],203954,69.46452036793693,74.01960784313727,1610612755,52,48,2024-11-21T01:55:23Z,2870000,False,120.0,235.0,1,right,J. Embiid 26' 3PT  (15 PTS) (C. Martin 1 AST),"[203954, 1628997]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,26.35,Made,,15.0,,,,,,C. Martin,1628997.0,1.0,,,,,
289,PT03M12.00S,2024-11-21T01:55:31.6Z,2,REGULAR,turnover,bad pass,[],1630583,,,1610612763,52,48,2024-11-21T01:55:34Z,2890000,False,,,0,,S. Aldama bad pass TURNOVER (2 TO),"[1630583, 1628997]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Right Center,2.0,Martin,1628997.0,,,,,,,,,,,,,,,,,
290,PT03M12.00S,2024-11-21T01:55:31.6Z,2,REGULAR,steal,,[],1628997,,,1610612755,52,48,2024-11-21T01:55:33Z,2900000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
291,PT03M08.00S,2024-11-21T01:55:36.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641741,92.72339027595268,50.98039215686274,1610612755,52,50,2024-11-21T01:55:40Z,2910000,False,5.0,16.0,1,right,R. Council IV running DUNK (4 PTS) (C. Martin 2 AST),"[1641741, 1628997]",1610612755.0,PHI,running,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,1.66,Made,,4.0,,,,,,C. Martin,1628997.0,2.0,,,,,
293,PT02M59.00S,2024-11-21T01:55:44.4Z,2,REGULAR,3pt,Jump Shot,[],1628991,30.436925098554536,69.11764705882352,1610612763,55,50,2024-11-21T01:55:48Z,2930000,False,-96.0,234.0,1,left,J. Jackson Jr. 25' 3PT  (8 PTS) (S. Aldama 4 AST),"[1628991, 1630583]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.24,Made,,8.0,,,,,,S. Aldama,1630583.0,4.0,,,,,
295,PT02M40.00S,2024-11-21T01:56:02.9Z,2,REGULAR,3pt,Jump Shot,[],1627824,91.40932982917214,3.6764705882352944,1610612755,55,53,2024-11-21T01:56:07Z,2950000,False,-232.0,28.0,1,right,G. Yabusele 3PT  (8 PTS) (C. Martin 3 AST),"[1627824, 1628997]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,,23.33,Made,,8.0,,,,,,C. Martin,1628997.0,3.0,,,,,
297,PT02M21.00S,2024-11-21T01:56:22.8Z,2,REGULAR,3pt,Jump Shot,[],1630217,22.946780551905388,10.53921568627451,1610612763,58,53,2024-11-21T01:56:27Z,2970000,False,197.0,163.0,1,left,D. Bane 25' 3PT  (13 PTS) (S. Aldama 5 AST),"[1630217, 1630583]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,25.6,Made,,13.0,,,,,,S. Aldama,1630583.0,5.0,,,,,
299,PT02M07.00S,2024-11-21T01:56:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.02825229960578,56.127450980392155,1610612755,58,53,2024-11-21T01:56:43Z,2990000,False,31.0,126.0,1,right,MISS J. Embiid 12' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,12.95,Missed,,,,,,,,,,,,,,,
300,PT02M05.00S,2024-11-21T01:56:42.1Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612755,58,53,2024-11-21T01:56:42Z,3000000,False,,,0,,G. Yabusele REBOUND (Off:3 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,299.0,,,,,,,,,,3.0,0.0,3.0,,
301,PT02M05.00S,2024-11-21T01:56:42.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627824,94.40999984741211,50.0,1610612755,58,53,2024-11-21T01:56:50Z,3010000,False,0.0,0.0,1,right,MISS G. Yabusele tip Layup,[1627824],1610612755.0,PHI,tip,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
302,PT02M05.00S,2024-11-21T01:56:42.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,58,53,2024-11-21T01:56:50Z,3020000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,301.0,,,,,,,,,,,,,,
303,PT02M05.00S,2024-11-21T01:56:45.7Z,2,REGULAR,foul,personal,[],1627824,,,1610612763,58,53,2024-11-21T01:56:53Z,3030000,False,,,0,,G. Yabusele loose ball personal FOUL (1 PF),"[1627824, 1629634]",1610612755.0,PHI,loose ball,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,1.0,0.0,Clarke,1629634.0,,,,,,,,
305,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,out,[],1642377,,,1610612763,58,53,2024-11-21T01:57:13Z,3050000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,58,53,2024-11-21T01:57:13Z,3060000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,out,[],1642272,,,1610612763,58,53,2024-11-21T01:57:13Z,3070000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,out,[],1627824,,,1610612763,58,53,2024-11-21T01:57:13Z,3080000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,in,[],1631222,,,1610612763,58,53,2024-11-21T01:57:13Z,3090000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,in,[],1628379,,,1610612763,58,53,2024-11-21T01:57:13Z,3100000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,in,[],202704,,,1610612763,58,53,2024-11-21T01:57:13Z,3110000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M05.00S,2024-11-21T01:56:53.6Z,2,REGULAR,substitution,in,[],202331,,,1610612763,58,53,2024-11-21T01:57:13Z,3120000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M53.00S,2024-11-21T01:57:22.0Z,2,REGULAR,3pt,Jump Shot,[],1630217,30.962549277266753,66.42156862745098,1610612763,61,53,2024-11-21T01:57:26Z,3130000,False,-82.0,239.0,1,left,D. Bane 25' 3PT step back (16 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,25.22,Made,,16.0,,,,,,,,,,,,,
316,PT01M51.00S,2024-11-21T01:58:08.8Z,2,REGULAR,foul,technical,[],1628997,,,1610612755,61,53,2024-11-21T01:58:21Z,3160000,False,,,0,,C. Martin double technical FOUL (1 Tech),[1628997],1610612755.0,PHI,double,,,Martin,C. Martin,,,,,,,,,,,,,,202037.0,0.0,1.0,,,,,,,,,,
317,PT01M51.00S,2024-11-21T01:58:08.8Z,2,REGULAR,foul,technical,[],1630217,,,1610612755,61,53,2024-11-21T01:58:13Z,3170000,False,,,0,,D. Bane double technical FOUL (1 Tech),[1630217],1610612763.0,MEM,double,,,Bane,D. Bane,,,,,,,,,,,,,,202037.0,1.0,1.0,,,,,,,,,,
318,PT01M37.00S,2024-11-21T01:58:34.7Z,2,REGULAR,turnover,out-of-bounds,[],202704,,,1610612755,61,53,2024-11-21T01:58:40Z,3180000,False,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (1 TO),[202704],1610612755.0,PHI,bad pass,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left,1.0,,,,,,,202037.0,,,,,,,,,,,,
319,PT01M22.00S,2024-11-21T01:58:57.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,5.995400788436268,52.69607843137255,1610612763,63,53,2024-11-21T01:59:01Z,3190000,False,-13.0,4.0,1,left,J. Jackson Jr. cutting Layup (10 PTS) (J. LaRavia 4 AST),"[1628991, 1631222]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,1.41,Made,,10.0,,,,,,J. LaRavia,1631222.0,4.0,,,,,
321,PT01M09.00S,2024-11-21T01:59:10.1Z,2,REGULAR,3pt,Jump Shot,[],202704,79.188567674113,8.088235294117647,1610612755,63,53,2024-11-21T01:59:14Z,3210000,False,-210.0,143.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,25.38,Missed,,,,,,,,,,,,,,,
322,PT01M06.00S,2024-11-21T01:59:13.1Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,63,53,2024-11-21T01:59:14Z,3220000,False,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,321.0,,,,,,,,,,4.0,3.0,1.0,,
323,PT00M58.60S,2024-11-21T01:59:21.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,10.33180026281209,96.81372549019608,1610612763,63,53,2024-11-21T01:59:27Z,3230000,False,-234.0,45.0,1,left,MISS L. Kennard pullup 3PT,[1628379],1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,,,,23.83,Missed,,,,,,,,,,,,,,,
324,PT00M57.80S,2024-11-21T01:59:21.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,63,53,2024-11-21T01:59:27Z,3240000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,323.0,,,,,,,,,,,,,,
326,PT00M41.70S,2024-11-21T01:59:54.9Z,2,REGULAR,3pt,Jump Shot,[],202331,88.64980289093299,4.901960784313726,1610612755,63,53,2024-11-21T01:59:58Z,3260000,False,-225.0,54.0,1,right,MISS P. George 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,23.19,Missed,,,,,,,,,,,,,,,
327,PT00M39.40S,2024-11-21T01:59:57.2Z,2,REGULAR,rebound,offensive,[],1641741,,,1610612755,63,53,2024-11-21T01:59:58Z,3270000,False,,,0,,R. Council IV REBOUND (Off:1 Def:0),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Left Corner 3,24+ Left,,,,,,326.0,,,,,,,,,,1.0,0.0,1.0,,
328,PT00M38.00S,2024-11-21T01:59:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641741,92.46057818659659,52.20588235294118,1610612755,63,53,2024-11-21T02:00:04Z,3280000,False,11.0,18.0,1,right,MISS R. Council IV putback Layup - blocked,"[1641741, 1628991]",1610612755.0,PHI,putback,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,2.14,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0
329,PT00M38.00S,2024-11-21T01:59:58.6Z,2,REGULAR,block,,[],1628991,,,1610612755,63,53,2024-11-21T02:00:00Z,3290000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT00M35.20S,2024-11-21T02:00:01.4Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,63,53,2024-11-21T02:00:04Z,3300000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,328.0,,,,,,,,,,4.0,4.0,0.0,,
331,PT00M18.30S,2024-11-21T02:00:19.6Z,2,REGULAR,foul,personal,[],203954,,,1610612763,63,53,2024-11-21T02:00:27Z,3310000,False,,,0,,J. Embiid take personal FOUL (1 PF),"[203954, 1630217]",1610612755.0,PHI,take,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,202037.0,1.0,0.0,Bane,1630217.0,,,,,,,,
333,PT00M02.30S,2024-11-21T02:00:58.2Z,2,REGULAR,turnover,lost ball,[],1630217,,,1610612763,63,53,2024-11-21T02:01:04Z,3330000,False,,,0,,D. Bane lost ball TURNOVER (3 TO),"[1630217, 203954]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,3.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
334,PT00M02.30S,2024-11-21T02:00:58.2Z,2,REGULAR,steal,,[],203954,,,1610612755,63,53,2024-11-21T02:01:43Z,3340000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
335,PT00M00.00S,2024-11-21T02:01:05.4Z,2,REGULAR,period,end,[],0,,,1610612755,63,53,2024-11-21T02:01:05Z,3350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612755,63,53,2024-11-21T02:16:12Z,3360000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612755,63,53,2024-11-21T02:16:12Z,3370000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612755,63,53,2024-11-21T02:16:12Z,3380000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,out,['startperiod'],1641741,,,1610612755,63,53,2024-11-21T02:16:12Z,3390000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,out,['startperiod'],202704,,,1610612755,63,53,2024-11-21T02:16:12Z,3400000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,in,['startperiod'],1642377,,,1610612755,63,53,2024-11-21T02:16:12Z,3410000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,in,['startperiod'],1630590,,,1610612755,63,53,2024-11-21T02:16:12Z,3420000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
