actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
374,PT12M00.00S,2024-10-31T01:26:58.2Z,3,REGULAR,substitution,in,['startperiod'],1641744,,,1610612751,62,67,2024-10-31T01:28:45Z,3730000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2024-10-31T01:26:58.2Z,3,REGULAR,substitution,in,['startperiod'],1627827,,,1610612751,62,67,2024-10-31T01:28:45Z,3740000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2024-10-31T01:26:58.2Z,3,REGULAR,substitution,in,['startperiod'],1627732,,,1610612751,62,67,2024-10-31T01:28:45Z,3750000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2024-10-31T01:26:58.2Z,3,REGULAR,substitution,in,['startperiod'],1630560,,,1610612751,62,67,2024-10-31T01:28:45Z,3760000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2024-10-31T01:28:51.5Z,3,REGULAR,period,start,[],0,,,1610612751,62,67,2024-10-31T01:28:51Z,3770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT11M40.00S,2024-10-31T01:29:11.5Z,3,REGULAR,3pt,Jump Shot,[],203471,26.49474375821288,78.92156862745098,1610612751,62,70,2024-10-31T01:29:16Z,3780000,False,-145.0,197.0,1,left,D. Schröder 24' 3PT  (13 PTS),[203471],1610612751.0,BKN,,Schröder,D. Schröder,,Above the Break 3,24+ Left Center,24.41,Made,,,,,13.0,,,,,,,,,,,,,,,,,,
380,PT11M30.00S,2024-10-31T01:29:21.6Z,3,REGULAR,2pt,Jump Shot,[],1630217,89.43823915900131,67.15686274509804,1610612763,62,70,2024-10-31T01:29:25Z,3790000,False,86.0,47.0,1,right,MISS D. Bane 9' driving floating Shot - blocked,"[1630217, 1629661]",1610612763.0,MEM,,Bane,D. Bane,driving floating,Mid-Range,8-16 Right,9.77,Missed,,,,,,,,,,,,,,,,Johnson,1629661.0,,,,,,
381,PT11M30.00S,2024-10-31T01:29:21.6Z,3,REGULAR,block,,[],1629661,,,1610612763,62,70,2024-10-31T01:29:24Z,3800000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT11M30.00S,2024-10-31T01:29:21.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,62,70,2024-10-31T01:29:25Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,Mid-Range,8-16 Right,,,380.0,,,,,,,,,,,,,,,,,,,,,,
384,PT11M23.00S,2024-10-31T01:29:47.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630217,86.5473061760841,23.774509803921568,1610612763,62,70,2024-10-31T01:29:52Z,3830000,False,-131.0,74.0,1,right,MISS D. Bane 15' pullup Shot,[1630217],1610612763.0,MEM,,Bane,D. Bane,pullup,Mid-Range,8-16 Left,15.05,Missed,,,,,,,,,,,,,,,,,,,,,,,
385,PT11M19.00S,2024-10-31T01:29:51.8Z,3,REGULAR,rebound,defensive,[],203471,,,1610612751,62,70,2024-10-31T01:29:52Z,3840000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,Schröder,D. Schröder,,Mid-Range,8-16 Left,,,384.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
386,PT10M57.00S,2024-10-31T01:30:16.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612751,62,70,2024-10-31T01:30:22Z,3850000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,202035.0,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT10M41.00S,2024-10-31T01:30:41.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,88.78120893561103,94.36274509803921,1610612763,62,70,2024-10-31T01:30:52Z,3860000,False,222.0,53.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,,,,,,
388,PT10M40.00S,2024-10-31T01:30:42.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,62,70,2024-10-31T01:30:56Z,3870000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,Right Corner 3,24+ Right,,,387.0,,,,,,,,,,,,,,,,,,,,,,
389,PT10M40.00S,2024-10-31T01:30:47.8Z,3,REGULAR,foul,personal,[],1627732,,,1610612763,62,70,2024-10-31T01:31:04Z,3880000,False,,,0,,B. Simmons loose ball personal FOUL (3 PF),"[1627732, 1641744]",1610612751.0,BKN,1626302.0,Simmons,B. Simmons,loose ball,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,0.0,Edey,1641744.0,,,,,,,,
391,PT10M39.00S,2024-10-31T01:31:18.2Z,3,REGULAR,foul,offensive,[],1641744,,,1610612763,62,70,2024-10-31T01:31:25Z,3900000,False,,,0,,Z. Edey offensive FOUL (1 PF),"[1641744, 1627732]",1610612763.0,MEM,1626302.0,Edey,Z. Edey,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,0.0,Simmons,1627732.0,,,,,,,,
393,PT10M39.00S,2024-10-31T01:31:18.2Z,3,REGULAR,turnover,offensive foul,[],1641744,,,1610612763,62,70,2024-10-31T01:31:18Z,3920000,False,,,0,,Z. Edey offensive foul TURNOVER (1 TO),[1641744],1610612763.0,MEM,1626302.0,Edey,Z. Edey,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,,,,,,,
394,PT10M21.00S,2024-10-31T01:31:49.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203471,29.911300919842315,70.09803921568627,1610612751,62,73,2024-10-31T01:31:53Z,3930000,False,-100.0,229.0,1,left,D. Schröder 24' 3PT  (16 PTS) (D. Finney-Smith 3 AST),"[203471, 1627827]",1610612751.0,BKN,,Schröder,D. Schröder,,Above the Break 3,24+ Left Center,24.98,Made,,,,,16.0,D. Finney-Smith,1627827.0,3.0,,,,,,,,,,,,,,,
396,PT10M10.00S,2024-10-31T01:32:00.5Z,3,REGULAR,3pt,Jump Shot,[],1629630,77.08607095926413,13.23529411764706,1610612763,62,73,2024-10-31T01:32:05Z,3950000,False,-184.0,163.0,1,right,MISS J. Morant 24' 3PT,[1629630],1610612763.0,MEM,,Morant,J. Morant,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,,,,,,
397,PT10M06.00S,2024-10-31T01:32:04.7Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,62,73,2024-10-31T01:32:04Z,3960000,False,,,0,,D. Bane REBOUND (Off:1 Def:5),[1630217],1610612763.0,MEM,,Bane,D. Bane,,Above the Break 3,24+ Left Center,,,396.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
398,PT10M04.00S,2024-10-31T01:32:05.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,69.46452036793693,20.588235294117645,1610612763,62,73,2024-10-31T01:32:10Z,3970000,False,-147.0,235.0,1,right,MISS J. Morant 27' 3PT,[1629630],1610612763.0,MEM,,Morant,J. Morant,,Above the Break 3,24+ Left Center,27.68,Missed,,,,,,,,,,,,,,,,,,,,,,,
399,PT10M01.00S,2024-10-31T01:32:08.9Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612751,62,73,2024-10-31T01:32:10Z,3980000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,Simmons,B. Simmons,,Above the Break 3,24+ Left Center,,,398.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
400,PT09M54.00S,2024-10-31T01:32:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,6.258212877792378,52.450980392156865,1610612751,62,75,2024-10-31T01:32:29Z,3990000,False,-12.0,6.0,1,left,D. Finney-Smith driving reverse Layup (4 PTS) (B. Simmons 2 AST),"[1627827, 1627732]",1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,driving reverse,Restricted Area,0-8 Center,1.38,Made,,,,,4.0,B. Simmons,1627732.0,2.0,,,,,,,,,,,,,,,
402,PT09M54.00S,2024-10-31T01:32:21.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,62,75,2024-10-31T01:32:21Z,4010000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT09M54.00S,2024-10-31T01:34:25.3Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,62,75,2024-10-31T01:34:45Z,4020000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT09M54.00S,2024-10-31T01:34:25.3Z,3,REGULAR,substitution,in,[],1630590,,,1610612763,62,75,2024-10-31T01:34:45Z,4030000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT09M38.00S,2024-10-31T01:35:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.23981603153744,39.21568627450981,1610612763,62,75,2024-10-31T01:35:31Z,4040000,False,-54.0,133.0,1,right,MISS J. Morant 14' fadeaway Shot,[1629630],1610612763.0,MEM,,Morant,J. Morant,fadeaway,In The Paint (Non-RA),8-16 Center,14.37,Missed,,,,,,,,,,,,,,,,,,,,,,,
406,PT09M36.00S,2024-10-31T01:35:30.2Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612751,62,75,2024-10-31T01:35:31Z,4050000,False,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,Simmons,B. Simmons,,In The Paint (Non-RA),8-16 Center,,,405.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
407,PT09M30.00S,2024-10-31T01:35:36.3Z,3,REGULAR,3pt,Jump Shot,[],1629661,27.414586070959263,15.686274509803921,1610612751,62,75,2024-10-31T01:35:40Z,4060000,False,172.0,205.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,,,,,,
408,PT09M26.00S,2024-10-31T01:35:40.3Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,62,75,2024-10-31T01:35:40Z,4070000,False,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],1610612763.0,MEM,,Morant,J. Morant,,Above the Break 3,24+ Right Center,,,407.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
409,PT09M17.00S,2024-10-31T01:35:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,92.06636005256242,43.627450980392155,1610612763,64,75,2024-10-31T01:35:54Z,4080000,False,-32.0,22.0,1,right,S. Pippen Jr. reverse Layup (5 PTS),[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,reverse,Restricted Area,0-8 Center,3.88,Made,,,,,5.0,,,,,,,,,,,,,,,,,,
410,PT08M54.00S,2024-10-31T01:36:12.4Z,3,REGULAR,turnover,lost ball,[],1627732,,,1610612751,64,75,2024-10-31T01:36:15Z,4090000,False,,,0,,B. Simmons lost ball TURNOVER (2 TO),"[1627732, 1630590]",1610612751.0,BKN,,Simmons,B. Simmons,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,Pippen Jr.,1630590.0,,,,,,,,,,,,
411,PT08M54.00S,2024-10-31T01:36:12.4Z,3,REGULAR,steal,,[],1630590,,,1610612763,64,75,2024-10-31T01:36:14Z,4100000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT08M50.00S,2024-10-31T01:36:22.3Z,3,REGULAR,turnover,bad pass,[],1630590,,,1610612763,64,75,2024-10-31T01:36:41Z,4110000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (3 TO),[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,Mid-Range,8-16 Left,,,,,,,,,,,3.0,,,,,,,,,,,,,,
413,PT08M50.00S,2024-10-31T01:36:32.6Z,3,REGULAR,foul,personal,[],1641744,,,1610612751,64,75,2024-10-31T01:37:37Z,4120000,False,,,0,,Z. Edey loose ball personal FOUL (2 PF),"[1641744, 1630560]",1610612763.0,MEM,202035.0,Edey,Z. Edey,loose ball,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,0.0,Thomas,1630560.0,,,,,,,,
415,PT08M38.00S,2024-10-31T01:36:54.7Z,3,REGULAR,foul,personal,['3freethrow'],1630590,,,1610612751,64,75,2024-10-31T01:37:05Z,4140000,False,,,0,,S. Pippen Jr. shooting personal FOUL (3 PF) (Schröder 3 FT),"[1630590, 203471]",1610612763.0,MEM,1626302.0,Pippen Jr.,S. Pippen Jr.,shooting,Left Corner 3,24+ Left,,,,,,,,,,,,,,3.0,0.0,Schröder,203471.0,,,,,,,,
417,PT08M38.00S,2024-10-31T01:37:36.5Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],203471,,,1610612751,64,76,2024-10-31T01:37:41Z,4160000,False,,,0,,D. Schröder Free Throw 1 of 3 (17 PTS),[203471],1610612751.0,BKN,,Schröder,D. Schröder,,,,,Made,,,,,17.0,,,,,,,,,,,,,,,,,,
419,PT08M38.00S,2024-10-31T01:37:36.9Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],203471,,,1610612751,64,77,2024-10-31T01:37:52Z,4180000,False,,,0,,D. Schröder Free Throw 2 of 3 (18 PTS),[203471],1610612751.0,BKN,,Schröder,D. Schröder,,,,,Made,,,,,18.0,,,,,,,,,,,,,,,,,,
421,PT08M38.00S,2024-10-31T01:37:53.6Z,3,REGULAR,substitution,out,[],1641744,,,1610612751,64,77,2024-10-31T01:38:11Z,4200000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT08M38.00S,2024-10-31T01:37:53.6Z,3,REGULAR,substitution,out,[],1630590,,,1610612751,64,77,2024-10-31T01:38:11Z,4210000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT08M38.00S,2024-10-31T01:37:53.6Z,3,REGULAR,substitution,in,[],1631222,,,1610612751,64,77,2024-10-31T01:38:11Z,4220000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT08M38.00S,2024-10-31T01:37:53.6Z,3,REGULAR,substitution,in,[],1629634,,,1610612751,64,77,2024-10-31T01:38:11Z,4230000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT08M38.00S,2024-10-31T01:38:13.5Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],203471,,,1610612751,64,78,2024-10-31T01:38:13Z,4240000,False,,,0,,D. Schröder Free Throw 3 of 3 (19 PTS),[203471],1610612751.0,BKN,,Schröder,D. Schröder,,,,,Made,,,,,19.0,,,,,,,,,,,,,,,,,,
426,PT08M30.00S,2024-10-31T01:38:24.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,88.78120893561103,46.32352941176471,1610612763,66,78,2024-10-31T01:38:27Z,4250000,False,-18.0,53.0,1,right,J. Morant driving finger roll Layup (8 PTS),[1629630],1610612763.0,MEM,,Morant,J. Morant,driving finger roll,In The Paint (Non-RA),0-8 Center,5.61,Made,,,,,8.0,,,,,,,,,,,,,,,,,,
427,PT08M13.00S,2024-10-31T01:38:41.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,19.004599211563733,52.69607843137255,1610612751,66,78,2024-10-31T01:38:45Z,4260000,False,-13.0,126.0,1,left,MISS C. Johnson 12' fadeaway Shot,[1629661],1610612751.0,BKN,,Johnson,C. Johnson,fadeaway,In The Paint (Non-RA),8-16 Center,12.68,Missed,,,,,,,,,,,,,,,,,,,,,,,
428,PT08M10.00S,2024-10-31T01:38:44.3Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612763,66,78,2024-10-31T01:38:45Z,4270000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612763.0,MEM,,LaRavia,J. LaRavia,,In The Paint (Non-RA),8-16 Center,,,427.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
429,PT08M04.00S,2024-10-31T01:38:54.9Z,3,REGULAR,foul,personal,[],1627732,,,1610612763,66,78,2024-10-31T01:39:16Z,4280000,False,,,0,,B. Simmons personal FOUL (4 PF),"[1627732, 1631222]",1610612751.0,BKN,101283.0,Simmons,B. Simmons,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,4.0,0.0,LaRavia,1631222.0,,,,,,,,
431,PT07M57.00S,2024-10-31T01:39:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,85.75886990801577,40.19607843137255,1610612763,68,78,2024-10-31T01:39:24Z,4300000,False,-49.0,81.0,1,right,J. Jackson Jr. 9' driving floating Jump Shot (20 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving floating,In The Paint (Non-RA),8-16 Center,9.5,Made,,,,,20.0,,,,,,,,,,,,,,,,,,
432,PT07M44.00S,2024-10-31T01:39:37.9Z,3,REGULAR,foul,offensive,[],1630560,,,1610612751,68,78,2024-10-31T01:39:43Z,4310000,False,,,0,,C. Thomas charge offensive FOUL (2 PF),"[1630560, 1629630]",1610612751.0,BKN,101283.0,Thomas,C. Thomas,charge,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Morant,1629630.0,,,,,,,,
434,PT07M44.00S,2024-10-31T01:39:37.9Z,3,REGULAR,turnover,offensive foul,[],1630560,,,1610612751,68,78,2024-10-31T01:39:37Z,4330000,False,,,0,,C. Thomas offensive foul TURNOVER (3 TO),[1630560],1610612751.0,BKN,101283.0,Thomas,C. Thomas,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,,,,,,,,,,,,,,
435,PT07M27.00S,2024-10-31T01:40:05.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,83.919185282523,54.41176470588235,1610612763,68,78,2024-10-31T01:40:10Z,4340000,False,22.0,99.0,1,right,MISS J. Morant 10' driving floating Shot,[1629630],1610612763.0,MEM,,Morant,J. Morant,driving floating,In The Paint (Non-RA),8-16 Center,10.11,Missed,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M23.00S,2024-10-31T01:40:09.3Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,68,78,2024-10-31T01:40:10Z,4350000,False,,,0,,B. Clarke REBOUND (Off:2 Def:0),[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,In The Paint (Non-RA),8-16 Center,,,435.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
437,PT07M23.00S,2024-10-31T01:40:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,94.40999984741211,50.0,1610612763,70,78,2024-10-31T01:40:09Z,4360000,False,0.0,0.0,1,right,B. Clarke tip Layup (5 PTS),[1629634],1610612763.0,MEM,,Clarke,B. Clarke,tip,Mid-Range,8-16 Left,0.0,Made,,,,,5.0,,,,,,,,,,,,,,,,,,
438,PT07M12.00S,2024-10-31T01:40:20.0Z,3,REGULAR,3pt,Jump Shot,[],203471,29.122864651773984,73.2843137254902,1610612751,70,81,2024-10-31T01:40:24Z,4370000,False,-116.0,221.0,1,left,D. Schröder 25' 3PT  (22 PTS) (C. Johnson 4 AST),"[203471, 1629661]",1610612751.0,BKN,,Schröder,D. Schröder,,Above the Break 3,24+ Left Center,25.0,Made,,,,,22.0,C. Johnson,1629661.0,4.0,,,,,,,,,,,,,,,
440,PT07M01.00S,2024-10-31T01:40:34.3Z,3,REGULAR,foul,personal,['2freethrow'],1627732,,,1610612763,70,81,2024-10-31T01:41:11Z,4390000,False,,,0,,B. Simmons shooting personal FOUL (5 PF) (Jackson Jr. 2 FT),"[1627732, 1628991]",1610612751.0,BKN,1626302.0,Simmons,B. Simmons,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,5.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
442,PT07M01.00S,2024-10-31T01:41:12.2Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,71,81,2024-10-31T01:41:12Z,4410000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (21 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,Made,,,,,21.0,,,,,,,,,,,,,,,,,,
443,PT07M01.00S,2024-10-31T01:41:12.6Z,3,REGULAR,substitution,out,[],1627732,,,1610612763,71,81,2024-10-31T01:41:27Z,4420000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT07M01.00S,2024-10-31T01:41:12.6Z,3,REGULAR,substitution,out,[],1627827,,,1610612763,71,81,2024-10-31T01:41:27Z,4430000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT07M01.00S,2024-10-31T01:41:12.6Z,3,REGULAR,substitution,in,[],1641730,,,1610612763,71,81,2024-10-31T01:41:27Z,4440000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT07M01.00S,2024-10-31T01:41:12.6Z,3,REGULAR,substitution,in,[],1630553,,,1610612763,71,81,2024-10-31T01:41:27Z,4450000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT07M01.00S,2024-10-31T01:41:39.2Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,72,81,2024-10-31T01:41:39Z,4460000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (22 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,Made,,,,,22.0,,,,,,,,,,,,,,,,,,
448,PT06M40.00S,2024-10-31T01:42:03.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,16.770696452036795,46.32352941176471,1610612751,72,81,2024-10-31T01:42:12Z,4470000,False,18.0,105.0,1,left,MISS C. Thomas 10' pullup bank Shot,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,pullup bank,In The Paint (Non-RA),8-16 Center,10.67,Missed,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M35.00S,2024-10-31T01:42:08.5Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,72,81,2024-10-31T01:42:12Z,4480000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,In The Paint (Non-RA),8-16 Center,,,448.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
450,PT06M32.00S,2024-10-31T01:42:12.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629634,92.59198423127464,47.549019607843135,1610612763,74,81,2024-10-31T01:42:44Z,4490000,False,-12.0,17.0,1,right,B. Clarke running DUNK (7 PTS) (J. Morant 7 AST),"[1629634, 1629630]",1610612763.0,MEM,,Clarke,B. Clarke,running,Restricted Area,0-8 Center,2.11,Made,,,,,7.0,J. Morant,1629630.0,7.0,,,,,,,,,,,,,,,
452,PT06M32.00S,2024-10-31T01:42:19.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,74,81,2024-10-31T01:42:19Z,4510000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M32.00S,2024-10-31T01:43:39.5Z,3,REGULAR,substitution,out,[],1628991,,,1610612751,74,81,2024-10-31T01:45:03Z,4520000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M32.00S,2024-10-31T01:43:39.5Z,3,REGULAR,substitution,in,[],1630583,,,1610612751,74,81,2024-10-31T01:45:03Z,4530000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M09.00S,2024-10-31T01:45:30.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641730,7.178055190538765,52.69607843137255,1610612751,74,81,2024-10-31T01:51:53Z,4540000,False,-13.0,15.0,1,left,MISS N. Clowney alley-oop DUNK,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,alley-oop,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M04.00S,2024-10-31T01:45:35.0Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,74,81,2024-10-31T01:45:35Z,4550000,False,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,Morant,J. Morant,,Restricted Area,0-8 Center,,,455.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
457,PT06M04.00S,2024-10-31T01:45:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,92.06636005256242,47.30392156862745,1610612763,76,81,2024-10-31T01:45:39Z,4560000,False,-13.0,22.0,1,right,B. Clarke running Layup (9 PTS) (J. Morant 8 AST),"[1629634, 1629630]",1610612763.0,MEM,,Clarke,B. Clarke,running,Restricted Area,0-8 Center,2.59,Made,,,,,9.0,J. Morant,1629630.0,8.0,,,,,,,,,,,,,,,
