actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
423,PT09M26.00S,2024-12-20T02:26:50.3Z,3,REGULAR,rebound,defensive,[],1641744,,,1610612763,81,43,2024-12-20T02:26:51Z,4160000,False,,,0,,Z. Edey REBOUND (Off:1 Def:1),[1641744],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Edey,Z. Edey,,,,,,,,,,,,422.0,2.0,1.0,1.0,,,
424,PT09M21.00S,2024-12-20T02:26:56.2Z,3,REGULAR,3pt,Jump Shot,[],1629630,31.882391590013142,60.78431372549019,1610612763,81,43,2024-12-20T02:27:00Z,4170000,False,-54.0,247.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,,,,Morant,J. Morant,,,25.3,Missed,,,,,,,,,,,,,,
425,PT09M17.00S,2024-12-20T02:26:59.5Z,3,REGULAR,rebound,offensive,[],1642377,,,1610612763,81,43,2024-12-20T02:26:59Z,4180000,False,,,0,,J. Wells REBOUND (Off:1 Def:1),[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Wells,J. Wells,,,,,,,,,,,,424.0,2.0,1.0,1.0,,,
430,PT09M09.00S,2024-12-20T02:27:02.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,6.783837056504599,55.392156862745104,1610612763,81,43,2024-12-20T02:30:48Z,4185000,False,-27.0,11.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,2.93,Missed,,,,,,,,,,,,,,
431,PT09M09.00S,2024-12-20T02:27:02.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,81,43,2024-12-20T02:30:48Z,4187500,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,430.0,,,,,,
428,PT09M09.00S,2024-12-20T02:27:41.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,81,43,2024-12-20T02:31:07Z,4210000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT09M09.00S,2024-12-20T02:30:48.1Z,3,REGULAR,substitution,out,[],1629630,,,1610612744,81,43,2024-12-20T02:31:07Z,4230000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
433,PT09M09.00S,2024-12-20T02:30:48.1Z,3,REGULAR,substitution,in,[],1630590,,,1610612744,81,43,2024-12-20T02:31:07Z,4240000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,
434,PT09M06.00S,2024-12-20T02:31:13.2Z,3,REGULAR,jumpball,recovered,[],201939,,,1610612744,81,43,2024-12-20T02:31:13Z,4250000,False,,,0,,Jump Ball K. Looney vs. Z. Edey: Tip to S. Curry,"[201939, 1626172, 1641744]",1610612744.0,GSW,challenge,S. Curry,Looney,1626172.0,Edey,1641744.0,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,201939.0
437,PT08M57.00S,2024-12-20T02:31:23.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,84.1819973718791,56.372549019607845,1610612744,81,43,2024-12-20T02:31:25Z,4280000,False,32.0,96.0,1,right,MISS D. Schröder 10' driving floating bank Shot,[203471],1610612744.0,GSW,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,,,,Schröder,D. Schröder,,,10.14,Missed,,,,,,,,,,,,,,
438,PT08M55.00S,2024-12-20T02:31:25.2Z,3,REGULAR,rebound,defensive,[],1641744,,,1610612763,81,43,2024-12-20T02:31:25Z,4290000,False,,,0,,Z. Edey REBOUND (Off:1 Def:2),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Edey,Z. Edey,,,,,,,,,,,,437.0,3.0,2.0,1.0,,,
439,PT08M47.00S,2024-12-20T02:31:37.7Z,3,REGULAR,foul,offensive,[],1630590,,,1610612763,81,43,2024-12-20T02:31:41Z,4300000,False,,,0,,S. Pippen Jr. offensive FOUL (2 PF),"[1630590, 201939]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,202035.0,2.0,0.0,Pippen Jr.,S. Pippen Jr.,Curry,201939.0,,,,,,,,,,,,,,,,
441,PT08M47.00S,2024-12-20T02:31:37.7Z,3,REGULAR,turnover,offensive foul,[],1630590,,,1610612763,81,43,2024-12-20T02:31:37Z,4320000,False,,,0,,S. Pippen Jr. offensive foul TURNOVER (1 TO),[1630590],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,202035.0,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,1.0,,,,,,,,,
442,PT08M31.00S,2024-12-20T02:32:05.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,67.7562417871222,59.55882352941176,1610612744,81,43,2024-12-20T02:32:08Z,4330000,False,48.0,251.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Curry,S. Curry,,,25.51,Missed,,,,,,,,,,,,,,
443,PT08M28.00S,2024-12-20T02:32:08.4Z,3,REGULAR,rebound,defensive,[],1641744,,,1610612763,81,43,2024-12-20T02:32:08Z,4340000,False,,,0,,Z. Edey REBOUND (Off:1 Def:3),[1641744],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Edey,Z. Edey,,,,,,,,,,,,442.0,4.0,3.0,1.0,,,
444,PT08M21.00S,2024-12-20T02:32:14.6Z,3,REGULAR,3pt,Jump Shot,[],1641744,32.14520367936925,45.34313725490196,1610612763,84,43,2024-12-20T02:32:17Z,4350000,False,23.0,250.0,1,left,Z. Edey 25' 3PT  (6 PTS) (J. Jackson Jr. 3 AST),"[1641744, 1628991]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Edey,Z. Edey,,,25.08,Made,6.0,J. Jackson Jr.,1628991.0,3.0,,,,,,,,,,
446,PT08M13.00S,2024-12-20T02:32:25.0Z,3,REGULAR,foul,personal,['2freethrow'],1641744,,,1610612744,84,43,2024-12-20T02:32:35Z,4370000,False,,,0,,Z. Edey shooting personal FOUL (4 PF) (Wiggins 2 FT),"[1641744, 203952]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,202035.0,4.0,0.0,Edey,Z. Edey,Wiggins,203952.0,,,,,,,,,,,,,,,,
448,PT08M13.00S,2024-12-20T02:32:53.8Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,84,44,2024-12-20T02:32:53Z,4390000,False,,,0,,A. Wiggins Free Throw 1 of 2 (16 PTS),[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,Made,16.0,,,,,,,,,,,,,
449,PT08M13.00S,2024-12-20T02:32:54.5Z,3,REGULAR,substitution,out,[],1641744,,,1610612744,84,44,2024-12-20T02:32:57Z,4400000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
450,PT08M13.00S,2024-12-20T02:32:54.5Z,3,REGULAR,substitution,in,[],1629634,,,1610612744,84,44,2024-12-20T02:32:57Z,4410000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
451,PT08M13.00S,2024-12-20T02:33:12.8Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,84,45,2024-12-20T02:33:12Z,4420000,False,,,0,,A. Wiggins Free Throw 2 of 2 (17 PTS),[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,Made,17.0,,,,,,,,,,,,,
452,PT08M04.00S,2024-12-20T02:33:23.6Z,3,REGULAR,3pt,Jump Shot,[],1642377,22.421156373193167,89.4607843137255,1610612763,87,45,2024-12-20T02:33:26Z,4430000,False,-197.0,158.0,1,left,J. Wells 25' 3PT  (8 PTS) (D. Bane 5 AST),"[1642377, 1630217]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Wells,J. Wells,,,25.3,Made,8.0,D. Bane,1630217.0,5.0,,,,,,,,,,
454,PT07M48.00S,2024-12-20T02:33:38.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,80.89684625492772,34.068627450980394,1610612744,87,47,2024-12-20T02:33:42Z,4450000,False,-80.0,127.0,1,right,A. Wiggins 15' pullup Jump Shot (19 PTS) (D. Schröder 5 AST),"[203952, 203471]",1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),8-16 Left,,,,Wiggins,A. Wiggins,,,15.0,Made,19.0,D. Schröder,203471.0,5.0,,,,,,,,,,
456,PT07M38.00S,2024-12-20T02:33:48.3Z,3,REGULAR,turnover,bad pass,[],1630590,,,1610612763,87,47,2024-12-20T02:33:51Z,4470000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (2 TO),"[1630590, 1626172]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Left,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,2.0,Looney,1626172.0,,,,,,,
457,PT07M38.00S,2024-12-20T02:33:48.3Z,3,REGULAR,steal,,[],1626172,,,1610612744,87,47,2024-12-20T02:33:50Z,4480000,False,,,0,,K. Looney STEAL (2 STL),[1626172],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
458,PT07M26.00S,2024-12-20T02:34:01.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626172,92.06636005256242,68.13725490196079,1610612744,87,47,2024-12-20T02:34:04Z,4490000,False,91.0,22.0,1,right,MISS K. Looney 9' Jump Shot,[1626172],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Looney,K. Looney,,,9.34,Missed,,,,,,,,,,,,,,
459,PT07M24.00S,2024-12-20T02:34:03.2Z,3,REGULAR,rebound,defensive,[],1642377,,,1610612763,87,47,2024-12-20T02:34:04Z,4500000,False,,,0,,J. Wells REBOUND (Off:1 Def:2),[1642377],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Wells,J. Wells,,,,,,,,,,,,458.0,3.0,2.0,1.0,,,
461,PT07M07.00S,2024-12-20T02:34:40.6Z,3,REGULAR,3pt,Jump Shot,[],1628991,32.14520367936925,47.794117647058826,1610612763,90,47,2024-12-20T02:34:43Z,4520000,False,11.0,250.0,1,left,J. Jackson Jr. 24' 3PT  (11 PTS) (D. Bane 6 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Jackson Jr.,J. Jackson Jr.,,,24.99,Made,11.0,D. Bane,1630217.0,6.0,,,,,,,,,,
463,PT06M49.00S,2024-12-20T02:34:58.0Z,3,REGULAR,2pt,Jump Shot,[],203471,84.31340341655716,81.12745098039215,1610612744,90,49,2024-12-20T02:35:01Z,4540000,False,156.0,95.0,1,right,D. Schröder 18' pullup Jump Shot (4 PTS),[203471],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Right,,,,Schröder,D. Schröder,,,18.23,Made,4.0,,,,,,,,,,,,,
464,PT06M32.00S,2024-12-20T02:35:14.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,16.770696452036795,51.71568627450981,1610612763,92,49,2024-12-20T02:35:29Z,4550000,False,-9.0,105.0,1,left,J. Jackson Jr. 10' driving floating Jump Shot (13 PTS) (S. Pippen Jr. 5 AST),"[1628991, 1630590]",1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jackson Jr.,J. Jackson Jr.,,,10.55,Made,13.0,S. Pippen Jr.,1630590.0,5.0,,,,,,,,,,
466,PT06M20.00S,2024-12-20T02:35:29.9Z,3,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612744,92,49,2024-12-20T02:35:38Z,4570000,False,,,0,,S. Pippen Jr. shooting personal FOUL (3 PF) (Schröder 2 FT),"[1630590, 203471]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),8-16 Center,202026.0,3.0,0.0,Pippen Jr.,S. Pippen Jr.,Schröder,203471.0,,,,,,,,,,,,,,,,
468,PT06M20.00S,2024-12-20T02:35:54.5Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612744,92,49,2024-12-20T02:35:54Z,4590000,False,,,0,,MISS D. Schröder Free Throw 1 of 2,[203471],1610612744.0,GSW,,,,,,,,,,,,Schröder,D. Schröder,,,,Missed,,,,,,,,,,,,,,
469,PT06M20.00S,2024-12-20T02:35:54.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,92,49,2024-12-20T02:35:54Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,468.0,,,,,,
470,PT06M20.00S,2024-12-20T02:36:12.1Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612744,92,50,2024-12-20T02:36:12Z,4610000,False,,,0,,D. Schröder Free Throw 2 of 2 (5 PTS),[203471],1610612744.0,GSW,,,,,,,,,,,,Schröder,D. Schröder,,,,Made,5.0,,,,,,,,,,,,,
471,PT06M02.00S,2024-12-20T02:36:33.5Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612763,92,50,2024-12-20T02:36:41Z,4620000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1626172, 1628991]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),8-16 Center,202035.0,2.0,0.0,Looney,K. Looney,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
473,PT06M02.00S,2024-12-20T02:37:03.6Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,93,50,2024-12-20T02:37:03Z,4640000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (14 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,14.0,,,,,,,,,,,,,
474,PT06M02.00S,2024-12-20T02:37:17.5Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,94,50,2024-12-20T02:37:17Z,4650000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (15 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,15.0,,,,,,,,,,,,,
475,PT05M54.00S,2024-12-20T02:37:29.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,91.67214191852825,55.63725490196079,1610612744,94,50,2024-12-20T02:40:07Z,4660000,False,28.0,26.0,1,right,MISS D. Schröder driving floating bank Shot,[203471],1610612744.0,GSW,driving floating bank,,,,,,Restricted Area,0-8 Center,,,,Schröder,D. Schröder,,,3.82,Missed,,,,,,,,,,,,,,
476,PT05M53.00S,2024-12-20T02:37:30.7Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,94,50,2024-12-20T02:40:07Z,4670000,False,,,0,,K. Looney REBOUND (Off:3 Def:0),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,,,,,,,,475.0,3.0,0.0,3.0,,,
477,PT05M53.00S,2024-12-20T02:37:33.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,94,50,2024-12-20T02:40:32Z,4680000,False,0.0,0.0,1,right,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,0.0,Missed,,,,,,,,,,,,,,
478,PT05M52.00S,2024-12-20T02:37:34.2Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,94,50,2024-12-20T02:40:32Z,4690000,False,,,0,,K. Looney REBOUND (Off:4 Def:0),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,,,,,,,,477.0,4.0,0.0,4.0,,,
479,PT05M49.00S,2024-12-20T02:37:36.1Z,3,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,94,50,2024-12-20T02:40:07Z,4700000,False,,,0,,D. Green lost ball out-of-bounds TURNOVER (4 TO),[203110],1610612744.0,GSW,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,202035.0,,,Green,D. Green,,,,,,,,,4.0,,,,,,,,,
480,PT05M29.00S,2024-12-20T02:38:04.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,27.414586070959263,56.127450980392155,1610612763,94,50,2024-12-20T02:38:08Z,4710000,False,-31.0,205.0,1,left,MISS D. Bane 20' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,,,,Mid-Range,16-24 Center,,,,Bane,D. Bane,,,20.75,Missed,,,,,,,,,,,,,,
481,PT05M26.00S,2024-12-20T02:38:07.8Z,3,REGULAR,rebound,defensive,[],203471,,,1610612744,94,50,2024-12-20T02:38:08Z,4720000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Schröder,D. Schröder,,,,,,,,,,,,480.0,2.0,2.0,0.0,,,
482,PT05M13.00S,2024-12-20T02:38:21.4Z,3,REGULAR,turnover,bad pass,[],203471,,,1610612744,94,50,2024-12-20T02:38:23Z,4730000,False,,,0,,D. Schröder bad pass TURNOVER (4 TO),"[203471, 1629634]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Schröder,D. Schröder,,,,,,,,,4.0,Clarke,1629634.0,,,,,,,
483,PT05M13.00S,2024-12-20T02:38:21.4Z,3,REGULAR,steal,,[],1629634,,,1610612763,94,50,2024-12-20T02:38:22Z,4740000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
484,PT05M10.00S,2024-12-20T02:38:24.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642377,6.389618922470433,50.73529411764706,1610612763,96,50,2024-12-20T02:38:31Z,4750000,False,-4.0,8.0,1,left,J. Wells running reverse DUNK (10 PTS) (J. Jackson Jr. 4 AST),"[1642377, 1628991]",1610612763.0,MEM,running reverse,,,,,,Restricted Area,0-8 Center,,,,Wells,J. Wells,,,0.85,Made,10.0,J. Jackson Jr.,1628991.0,4.0,,,,,,,,,,
486,PT05M09.00S,2024-12-20T02:38:29.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,96,50,2024-12-20T02:38:29Z,4770000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,96,50,2024-12-20T02:41:14Z,4780000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
488,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,out,[],203952,,,1610612744,96,50,2024-12-20T02:41:14Z,4790000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
489,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,out,[],203110,,,1610612744,96,50,2024-12-20T02:41:14Z,4800000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
490,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,out,[],201939,,,1610612744,96,50,2024-12-20T02:41:14Z,4810000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
491,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,out,[],203471,,,1610612744,96,50,2024-12-20T02:41:14Z,4820000,False,,,0,,SUB out: D. Schröder,[203471],1610612744.0,GSW,,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,
492,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,in,[],1641764,,,1610612744,96,50,2024-12-20T02:41:14Z,4830000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
493,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,in,[],1627741,,,1610612744,96,50,2024-12-20T02:41:14Z,4840000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
494,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,in,[],1630322,,,1610612744,96,50,2024-12-20T02:41:14Z,4850000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
495,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,in,[],203937,,,1610612744,96,50,2024-12-20T02:41:14Z,4860000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
496,PT05M09.00S,2024-12-20T02:40:41.2Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,96,50,2024-12-20T02:41:14Z,4870000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
497,PT04M55.00S,2024-12-20T02:41:38.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,82.47371879106439,58.57843137254902,1610612744,96,50,2024-12-20T02:41:43Z,4880000,False,43.0,112.0,1,right,MISS J. Kuminga 12' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,12.01,Missed,,,,,,,,,,,,,,
498,PT04M53.00S,2024-12-20T02:41:40.3Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,96,50,2024-12-20T02:41:43Z,4890000,False,,,0,,B. Clarke REBOUND (Off:3 Def:4),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,497.0,7.0,4.0,3.0,,,
499,PT04M50.00S,2024-12-20T02:41:45.1Z,3,REGULAR,turnover,lost ball,[],1630217,,,1610612763,96,50,2024-12-20T02:41:49Z,4900000,False,,,0,,D. Bane lost ball TURNOVER (3 TO),"[1630217, 1630228]",1610612763.0,MEM,,,,,,,Mid-Range,16-24 Center,,,,Bane,D. Bane,,,,,,,,,3.0,Kuminga,1630228.0,,,,,,,
500,PT04M50.00S,2024-12-20T02:41:45.1Z,3,REGULAR,steal,,[],1630228,,,1610612744,96,50,2024-12-20T02:46:14Z,4910000,False,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
501,PT04M33.00S,2024-12-20T02:42:01.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630228,75.24638633377135,40.931372549019606,1610612744,96,50,2024-12-20T02:42:04Z,4920000,False,-45.0,180.0,1,right,MISS J. Kuminga 18' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Center,,,,Kuminga,J. Kuminga,,,18.58,Missed,,,,,,,,,,,,,,
502,PT04M30.00S,2024-12-20T02:42:04.4Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,96,50,2024-12-20T02:42:04Z,4930000,False,,,0,,B. Clarke REBOUND (Off:3 Def:5),[1629634],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,501.0,8.0,5.0,3.0,,,
503,PT04M23.00S,2024-12-20T02:42:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.645860709592641,49.50980392156863,1610612763,98,50,2024-12-20T02:42:14Z,4940000,False,2.0,57.0,1,left,J. Jackson Jr. driving floating Jump Shot (17 PTS),[1628991],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,5.71,Made,17.0,,,,,,,,,,,,,
504,PT04M16.00S,2024-12-20T02:42:19.1Z,3,REGULAR,2pt,Jump Shot,[],1630322,73.53810775295663,75.24509803921569,1610612744,98,50,2024-12-20T02:42:31Z,4950000,False,126.0,196.0,1,right,MISS L. Waters III 23' Jump Shot,[1630322],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right Center,,,,Waters III,L. Waters III,,,23.33,Missed,,,,,,,,,,,,,,
505,PT04M16.00S,2024-12-20T02:42:19.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,98,50,2024-12-20T02:42:31Z,4960000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,504.0,,,,,,
507,PT04M02.00S,2024-12-20T02:42:44.7Z,3,REGULAR,foul,personal,['2freethrow'],1630322,,,1610612763,98,50,2024-12-20T02:42:54Z,4980000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[1630322, 1630590]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,101283.0,1.0,0.0,Waters III,L. Waters III,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,,
509,PT04M02.00S,2024-12-20T02:43:12.7Z,3,REGULAR,freethrow,1 of 2,[],1630590,,,1610612763,99,50,2024-12-20T02:43:12Z,5000000,False,,,0,,S. Pippen Jr. Free Throw 1 of 2 (8 PTS),[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,Made,8.0,,,,,,,,,,,,,
510,PT04M02.00S,2024-12-20T02:43:28.7Z,3,REGULAR,freethrow,2 of 2,[],1630590,,,1610612763,99,50,2024-12-20T02:43:28Z,5010000,False,,,0,,MISS S. Pippen Jr. Free Throw 2 of 2,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,Missed,,,,,,,,,,,,,,
