actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-04T01:50:02.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-04T01:50:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-04T01:50:06.1Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2025-02-04T01:50:06Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. Z. Edey: Tip to H. Barnes,"[203084, 1641705, 1641744]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Edey,1641744.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-04T01:50:15.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,30.436925098554536,68.13725490196079,1610612759,0,3,2025-02-04T01:50:19Z,70000,False,-91.0,234.0,1,left,V. Wembanyama 25' 3PT step back (3 PTS),[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.06,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2025-02-04T01:50:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.26215505913272,43.872549019607845,1610612763,2,3,2025-02-04T01:50:33Z,80000,False,-31.0,105.0,1,right,J. Morant 10' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,10.92,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2025-02-04T01:50:45.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,30.962549277266753,62.00980392156863,1610612759,2,6,2025-02-04T01:50:49Z,90000,False,-60.0,239.0,1,left,D. Vassell 24' 3PT  (3 PTS) (C. Paul 1 AST),"[1630170, 101108]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,24.59,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
11,PT10M58.00S,2025-02-04T01:51:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,93.24901445466492,44.36274509803921,1610612763,2,6,2025-02-04T01:51:07Z,110000,False,-28.0,11.0,1,right,MISS Z. Edey Layup - blocked,"[1641744, 1641705]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
12,PT10M58.00S,2025-02-04T01:51:03.0Z,1,REGULAR,block,,[],1641705,,,1610612763,2,6,2025-02-04T01:51:05Z,120000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2025-02-04T01:51:05.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,2,6,2025-02-04T01:51:07Z,130000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
14,PT10M51.00S,2025-02-04T01:51:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642264,10.33180026281209,40.44117647058824,1610612759,2,6,2025-02-04T01:51:17Z,140000,False,48.0,45.0,1,left,MISS S. Castle 6' running Layup - blocked,"[1642264, 1628991]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,,
15,PT10M51.00S,2025-02-04T01:51:10.7Z,1,REGULAR,block,,[],1628991,,,1610612759,2,6,2025-02-04T01:51:14Z,150000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2025-02-04T01:51:10.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,2,6,2025-02-04T01:51:17Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,14.0,,,,,,,,,,,
18,PT10M33.00S,2025-02-04T01:51:36.9Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,2,6,2025-02-04T01:51:40Z,180000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 101108]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Paul,101108.0,,,,,
