actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-09T01:11:49.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-09T01:11:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-02-09T01:11:51.5Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2025-02-09T01:11:51Z,40000,False,,,0,,Jump Ball Z. Edey vs. I. Hartenstein: Tip to J. Morant,"[1629630, 1641744, 1628392]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Edey,1641744.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-02-09T01:12:08.8Z,1,REGULAR,2pt,Jump Shot,[],1630217,4.02431011826544,79.65686274509804,1610612763,2,0,2025-02-09T01:12:12Z,70000,False,-148.0,-15.0,1,left,D. Bane 14' pullup Jump Shot (2 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,14.9,Made,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-02-09T01:12:30.4Z,1,REGULAR,3pt,Jump Shot,[],1630598,76.69185282522996,10.53921568627451,1610612760,2,0,2025-02-09T01:12:34Z,90000,False,-197.0,167.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-02-09T01:12:33.4Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,2,0,2025-02-09T01:12:34Z,100000,False,,,0,,Z. Edey REBOUND (Off:0 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M09.00S,2025-02-09T01:12:39.9Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,2,0,2025-02-09T01:12:43Z,110000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1627936]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,,,
12,PT11M09.00S,2025-02-09T01:12:39.9Z,1,REGULAR,steal,,[],1627936,,,1610612760,2,0,2025-02-09T01:12:41Z,120000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2025-02-09T01:12:45.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1631114,78.9257555847569,61.029411764705884,1610612760,2,2,2025-02-09T01:12:52Z,130000,False,55.0,146.0,1,right,J. Williams 15' running pullup Jump Shot (2 PTS) (A. Caruso 1 AST),"[1631114, 1627936]",1610612760.0,OKC,running pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,15.57,Made,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
14,PT10M51.00S,2025-02-09T01:12:57.5Z,1,REGULAR,2pt,Jump Shot,[],1629630,5.995400788436268,71.07843137254902,1610612763,2,2,2025-02-09T01:13:00Z,140000,False,-105.0,4.0,1,left,MISS J. Morant 10' fadeaway Shot,[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,10.55,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2025-02-09T01:12:59.5Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,2,2025-02-09T01:13:00Z,150000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
