actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
23,PT10M16.00S,2025-03-30T00:13:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612763,2,4,2025-03-30T00:14:10Z,230000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Morant 2 FT),"[1629637, 1629630]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1155.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,
25,PT10M16.00S,2025-03-30T00:14:14.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,3,4,2025-03-30T00:14:14Z,250000,False,,,0,,J. Morant Free Throw 1 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
26,PT10M16.00S,2025-03-30T00:14:30.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,4,4,2025-03-30T00:14:30Z,260000,False,,,0,,J. Morant Free Throw 2 of 2 (2 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
27,PT09M59.00S,2025-03-30T00:14:47.6Z,1,REGULAR,3pt,Jump Shot,[],2544,84.05059132720105,4.411764705882353,1610612747,4,7,2025-03-30T00:14:51Z,270000,False,-228.0,97.0,1,right,L. James 24' 3PT  (3 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,24.78,,,,,A. Reaves,1630559.0,1.0,,,,,
29,PT09M47.00S,2025-03-30T00:14:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.536793692509855,36.76470588235294,1610612763,4,7,2025-03-30T00:15:02Z,290000,False,66.0,84.0,1,left,MISS J. Morant 10' driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,10.7,,,,,,,,,,,,
30,PT09M45.00S,2025-03-30T00:15:01.5Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,4,7,2025-03-30T00:15:02Z,300000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,
31,PT09M37.00S,2025-03-30T00:15:10.0Z,1,REGULAR,turnover,lost ball,[],1629637,,,1610612747,4,7,2025-03-30T00:15:13Z,310000,False,,,0,,J. Hayes lost ball TURNOVER (1 TO),"[1629637, 1628991]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,
32,PT09M37.00S,2025-03-30T00:15:10.0Z,1,REGULAR,steal,,[],1628991,,,1610612763,4,7,2025-03-30T00:15:11Z,320000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M28.00S,2025-03-30T00:15:18.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,15.456636005256241,53.92156862745098,1610612763,4,7,2025-03-30T00:15:23Z,330000,False,-20.0,93.0,1,left,MISS J. Jackson Jr. 9' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,9.48,,,,,,,,,,,,
34,PT09M24.00S,2025-03-30T00:15:22.7Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,4,7,2025-03-30T00:15:23Z,340000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,
35,PT09M24.00S,2025-03-30T00:15:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641744,5.590000152587891,50.0,1610612763,4,7,2025-03-30T00:15:22Z,350000,False,0.0,0.0,1,left,MISS Z. Edey tip Layup,[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,,,,,,Missed,,0.0,,,,,,,,,,,,
36,PT09M24.00S,2025-03-30T00:15:22.6Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,4,7,2025-03-30T00:15:22Z,360000,False,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,
37,PT09M15.00S,2025-03-30T00:15:31.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,73.40670170827858,18.137254901960784,1610612747,4,7,2025-03-30T00:15:36Z,370000,False,-159.0,197.0,1,right,MISS L. Dončić 25' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.37,,,,,,,,,,,,
38,PT09M13.00S,2025-03-30T00:15:33.8Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,4,7,2025-03-30T00:15:36Z,380000,False,,,0,,Z. Edey REBOUND (Off:1 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,
39,PT09M06.00S,2025-03-30T00:15:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.828515111695138,45.09803921568628,1610612763,4,7,2025-03-30T00:15:45Z,390000,False,25.0,68.0,1,left,MISS J. Morant 7' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.24,,,,,,,,,,,,
40,PT09M03.00S,2025-03-30T00:15:44.7Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,4,7,2025-03-30T00:15:45Z,400000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
41,PT08M59.00S,2025-03-30T00:15:48.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,68.80749014454665,75.24509803921569,1610612747,4,7,2025-03-30T00:15:53Z,410000,False,126.0,241.0,1,right,MISS L. Dončić 27' running 3PT,[1629029],1610612747.0,LAL,running,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.18,,,,,,,,,,,,
42,PT08M55.00S,2025-03-30T00:15:52.6Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,7,2025-03-30T00:15:53Z,420000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,
43,PT08M51.00S,2025-03-30T00:15:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,6.389618922470433,48.77450980392157,1610612763,6,7,2025-03-30T00:16:02Z,430000,False,6.0,8.0,1,left,D. Bane running finger roll Layup (2 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.97,,,,,J. Morant,1629630.0,1.0,,,,,
45,PT08M41.00S,2025-03-30T00:16:06.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,94.30026281208936,47.794117647058826,1610612747,6,9,2025-03-30T00:16:11Z,450000,False,-11.0,1.0,1,right,L. James cutting DUNK (5 PTS) (A. Reaves 2 AST),"[2544, 1630559]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.11,,,,,A. Reaves,1630559.0,2.0,,,,,
47,PT08M26.00S,2025-03-30T00:16:20.7Z,1,REGULAR,2pt,Jump Shot,[],1629630,6.258212877792378,89.4607843137255,1610612763,8,9,2025-03-30T00:16:29Z,470000,False,-197.0,6.0,1,left,J. Morant 19' step back Jump Shot (4 PTS) (J. Wells 1 AST),"[1629630, 1642377]",1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left,,,,,,Made,4.0,19.74,,,,,J. Wells,1642377.0,1.0,,,,,
49,PT08M11.00S,2025-03-30T00:16:35.9Z,1,REGULAR,2pt,Jump Shot,[],1630559,89.56964520367937,66.91176470588235,1610612747,8,9,2025-03-30T00:16:39Z,490000,False,85.0,46.0,1,right,MISS A. Reaves 9' driving floating bank Shot,[1630559],1610612747.0,LAL,driving floating bank,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,Missed,,9.61,,,,,,,,,,,,
50,PT08M09.00S,2025-03-30T00:16:37.9Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,8,9,2025-03-30T00:16:39Z,500000,False,,,0,,Z. Edey REBOUND (Off:1 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Right,,,,,,,,,49.0,3.0,2.0,1.0,,,,,,,,
51,PT08M03.00S,2025-03-30T00:16:49.0Z,1,REGULAR,foul,offensive,[],1641744,,,1610612763,8,9,2025-03-30T00:16:57Z,510000,False,,,0,,Z. Edey charge offensive FOUL (1 PF),"[1641744, 2544]",1610612763.0,MEM,charge,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,1628159.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
53,PT08M03.00S,2025-03-30T00:16:49.0Z,1,REGULAR,turnover,offensive foul,[],1641744,,,1610612763,8,9,2025-03-30T00:16:49Z,530000,False,,,0,,Z. Edey offensive foul TURNOVER (1 TO),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,1628159.0,,,,,,,,,,,,,,,1.0,,,,
61,PT08M03.00S,2025-03-30T00:17:05.0Z,1,REGULAR,substitution,out,[],1629637,,,1610612747,8,9,2025-03-30T00:18:20Z,535000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT08M03.00S,2025-03-30T00:17:05.0Z,1,REGULAR,substitution,in,[],1627827,,,1610612747,8,9,2025-03-30T00:18:20Z,537500,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M51.00S,2025-03-30T00:17:21.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,93.51182654402102,4.166666666666666,1610612747,8,12,2025-03-30T00:17:25Z,540000,False,-229.0,8.0,1,right,R. Hachimura 3PT  (3 PTS) (A. Reaves 3 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,22.94,,,,,A. Reaves,1630559.0,3.0,,,,,
56,PT07M36.00S,2025-03-30T00:17:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,6.389618922470433,95.58823529411765,1610612763,11,12,2025-03-30T00:17:38Z,560000,False,-228.0,8.0,1,left,J. Morant 3PT  (7 PTS) (D. Bane 2 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,,,,Made,7.0,22.8,,,,,D. Bane,1630217.0,2.0,,,,,
58,PT07M25.00S,2025-03-30T00:17:46.5Z,1,REGULAR,3pt,Jump Shot,[],2544,70.51576872536137,20.833333333333336,1610612747,11,12,2025-03-30T00:17:50Z,580000,False,-146.0,225.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.79,,,,,,,,,,,,
59,PT07M24.00S,2025-03-30T00:17:47.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,11,12,2025-03-30T00:17:50Z,590000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT07M15.00S,2025-03-30T00:18:02.2Z,1,REGULAR,turnover,traveling,[],1629630,,,1610612763,11,12,2025-03-30T00:18:07Z,600000,False,,,0,,J. Morant traveling TURNOVER (1 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,,,1.0,,,,
63,PT07M04.00S,2025-03-30T00:18:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,70.64717477003943,73.2843137254902,1610612747,11,15,2025-03-30T00:18:30Z,610000,False,116.0,223.0,1,right,A. Reaves 25' 3PT  (5 PTS) (L. Dončić 1 AST),"[1630559, 1629029]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,25.19,,,,,L. Dončić,1629029.0,1.0,,,,,
65,PT06M48.00S,2025-03-30T00:18:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,15.850854139290407,41.911764705882355,1610612763,13,15,2025-03-30T00:18:45Z,630000,False,40.0,96.0,1,left,J. Jackson Jr. 10' driving floating Jump Shot (2 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,10.46,,,,,,,,,,,,
66,PT06M34.00S,2025-03-30T00:18:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.11760840998686,45.83333333333333,1610612747,13,15,2025-03-30T00:18:59Z,640000,False,-21.0,12.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.41,,,,,,,,,,,,
67,PT06M32.00S,2025-03-30T00:18:57.3Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,13,15,2025-03-30T00:18:59Z,650000,False,,,0,,Z. Edey REBOUND (Off:1 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,66.0,4.0,3.0,1.0,,,,,,,,
68,PT06M24.00S,2025-03-30T00:19:05.6Z,1,REGULAR,3pt,Jump Shot,[],1629630,32.14520367936925,41.66666666666667,1610612763,13,15,2025-03-30T00:19:17Z,660000,False,42.0,250.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.32,,,,,,,,,,,,
69,PT06M23.00S,2025-03-30T00:19:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,13,15,2025-03-30T00:19:17Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,68.0,,,,,,,,,,,
70,PT06M23.00S,2025-03-30T00:19:15.0Z,1,REGULAR,foul,personal,[],1627827,,,1610612763,13,15,2025-03-30T00:19:22Z,680000,False,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 1641744]",1610612747.0,LAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Edey,1641744.0,,,,,,,,,,,,,,,
72,PT06M23.00S,2025-03-30T00:19:23.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,13,15,2025-03-30T00:19:23Z,700000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,13,15,2025-03-30T00:22:18Z,710000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,out,[],1641744,,,1610612763,13,15,2025-03-30T00:22:18Z,720000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,13,15,2025-03-30T00:22:18Z,730000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,out,[],2544,,,1610612763,13,15,2025-03-30T00:22:18Z,740000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,in,[],1630590,,,1610612763,13,15,2025-03-30T00:22:18Z,750000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,13,15,2025-03-30T00:22:18Z,760000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,in,[],1630205,,,1610612763,13,15,2025-03-30T00:22:18Z,770000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M23.00S,2025-03-30T00:21:42.3Z,1,REGULAR,substitution,in,[],1629216,,,1610612763,13,15,2025-03-30T00:22:18Z,780000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M12.00S,2025-03-30T00:22:34.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,17.95335085413929,51.71568627450981,1610612763,13,15,2025-03-30T00:22:41Z,790000,False,-9.0,116.0,1,left,MISS D. Bane 11' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.66,,,,,,,,,,,,
82,PT06M09.00S,2025-03-30T00:22:37.2Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,13,15,2025-03-30T00:22:37Z,800000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,
83,PT06M02.00S,2025-03-30T00:22:44.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.38436268068331,21.568627450980394,1610612747,13,18,2025-03-30T00:22:48Z,810000,False,-142.0,226.0,1,right,L. Dončić 26' 3PT step back (5 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,26.69,,,,,,,,,,,,
