actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
554,PT00M06.30S,2025-03-13T01:47:19.6Z,3,REGULAR,substitution,in,[],1630205,,,1610612763,89,86,2025-03-13T01:47:23Z,5450000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT00M06.30S,2025-03-13T01:47:38.5Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,90,86,2025-03-13T01:47:38Z,5460000,False,,,0,,J. Morant Free Throw 2 of 2 (22 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
556,PT00M00.00S,2025-03-13T01:47:52.1Z,3,REGULAR,period,end,[],0,,,1610612762,90,86,2025-03-13T01:47:52Z,5470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT12M00.00S,2025-03-13T01:47:54.7Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612762,90,86,2025-03-13T01:50:38Z,5480000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2025-03-13T01:47:54.7Z,4,REGULAR,substitution,out,['startperiod'],1630205,,,1610612762,90,86,2025-03-13T01:50:38Z,5490000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2025-03-13T01:47:54.7Z,4,REGULAR,substitution,out,['startperiod'],1642262,,,1610612762,90,86,2025-03-13T01:50:38Z,5500000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2025-03-13T01:47:54.7Z,4,REGULAR,substitution,in,['startperiod'],1630590,,,1610612762,90,86,2025-03-13T01:50:38Z,5510000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT12M00.00S,2025-03-13T01:47:54.7Z,4,REGULAR,substitution,in,['startperiod'],1628379,,,1610612762,90,86,2025-03-13T01:50:38Z,5520000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT12M00.00S,2025-03-13T01:47:54.7Z,4,REGULAR,substitution,in,['startperiod'],1630231,,,1610612762,90,86,2025-03-13T01:50:38Z,5530000,False,,,0,,SUB in: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT12M00.00S,2025-03-13T01:50:44.6Z,4,REGULAR,period,start,[],0,,,1610612762,90,86,2025-03-13T01:50:44Z,5540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT11M48.00S,2025-03-13T01:50:56.0Z,4,REGULAR,turnover,bad pass,[],203903,,,1610612762,90,86,2025-03-13T01:51:02Z,5550000,False,,,0,,J. Clarkson bad pass TURNOVER (5 TO),"[203903, 1629634]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,5.0,,,,,,,Clarke,1629634.0
566,PT11M48.00S,2025-03-13T01:50:56.0Z,4,REGULAR,steal,,[],1629634,,,1610612763,90,86,2025-03-13T01:50:57Z,5560000,False,,,0,,B. Clarke STEAL (2 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
567,PT11M45.00S,2025-03-13T01:50:58.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629634,6.652431011826544,51.71568627450981,1610612763,92,86,2025-03-13T01:51:05Z,5570000,False,-9.0,10.0,1,left,B. Clarke running DUNK (6 PTS),[1629634],1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.32,Made,6.0,,,,,,,,,,,,,,,,,
568,PT11M28.00S,2025-03-13T01:51:17.4Z,4,REGULAR,turnover,lost ball,[],1642268,,,1610612762,92,86,2025-03-13T01:51:21Z,5580000,False,,,0,,I. Collier lost ball TURNOVER (6 TO),"[1642268, 1629634]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,6.0,,,,,,,Clarke,1629634.0
569,PT11M28.00S,2025-03-13T01:51:17.4Z,4,REGULAR,steal,,[],1629634,,,1610612763,92,86,2025-03-13T01:51:19Z,5590000,False,,,0,,B. Clarke STEAL (3 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
570,PT11M28.00S,2025-03-13T01:51:27.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,92,86,2025-03-13T01:51:27Z,5600000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT11M09.00S,2025-03-13T01:54:39.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628379,12.565703022339028,24.509803921568626,1610612763,92,86,2025-03-13T01:54:46Z,5610000,False,127.0,66.0,1,left,MISS L. Kennard 14' fadeaway Shot,[1628379],1610612763.0,MEM,fadeaway,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,14.34,Missed,,,,,,,,,,,,,,,,,,
572,PT11M08.00S,2025-03-13T01:54:40.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,92,86,2025-03-13T01:54:46Z,5620000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Right,,,,571.0,,,,,,,,,,,,,,,,
573,PT11M08.00S,2025-03-13T01:54:44.8Z,4,REGULAR,foul,personal,[],1629634,,,1610612762,92,86,2025-03-13T01:55:04Z,5630000,False,,,0,,B. Clarke loose ball personal FOUL (2 PF),"[1629634, 1642271]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628171.0,,2.0,0.0,Filipowski,1642271.0,,,,
575,PT10M49.00S,2025-03-13T01:55:17.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,90.75229960578186,49.50980392156863,1610612762,92,88,2025-03-13T01:55:24Z,5650000,False,-2.0,34.0,1,right,K. Filipowski driving finger roll Layup (5 PTS) (I. Collier 5 AST),"[1642271, 1642268]",1610612762.0,UTA,driving finger roll,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,3.45,Made,5.0,,,,,I. Collier,1642268.0,5.0,,,,,,,,,,
576,PT10M34.00S,2025-03-13T01:55:31.5Z,4,REGULAR,3pt,Jump Shot,[],1628379,11.514454664914586,4.166666666666666,1610612763,95,88,2025-03-13T01:55:35Z,5660000,False,229.0,56.0,1,left,L. Kennard 3PT  (20 PTS) (V. Williams Jr. 2 AST),"[1628379, 1631246]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,23.59,Made,20.0,,,,,V. Williams Jr.,1631246.0,2.0,,,,,,,,,,
579,PT10M17.00S,2025-03-13T01:55:51.1Z,4,REGULAR,foul,personal,[],1630590,,,1610612762,95,88,2025-03-13T01:55:59Z,5680000,False,,,0,,S. Pippen Jr. personal FOUL (3 PF),"[1630590, 1642268]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1628171.0,,3.0,0.0,Collier,1642268.0,,,,
581,PT10M17.00S,2025-03-13T01:55:56.8Z,4,REGULAR,substitution,out,[],1628374,,,1610612762,95,88,2025-03-13T01:56:03Z,5700000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT10M17.00S,2025-03-13T01:55:56.8Z,4,REGULAR,substitution,in,[],1641729,,,1610612762,95,88,2025-03-13T01:56:03Z,5710000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT10M07.00S,2025-03-13T01:56:22.6Z,4,REGULAR,3pt,Jump Shot,[],203903,69.59592641261499,72.79411764705883,1610612762,95,88,2025-03-13T01:56:59Z,5720000,False,114.0,233.0,1,right,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
584,PT10M02.00S,2025-03-13T01:56:27.6Z,4,REGULAR,rebound,defensive,[],1631246,,,1610612763,95,88,2025-03-13T01:56:27Z,5730000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:3),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,583.0,3.0,3.0,0.0,,,,,,,,,,,,,
585,PT10M01.00S,2025-03-13T01:56:28.3Z,4,REGULAR,turnover,bad pass,[],1631246,,,1610612763,95,88,2025-03-13T01:56:32Z,5740000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1642268]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Collier,1642268.0
586,PT10M01.00S,2025-03-13T01:56:28.3Z,4,REGULAR,steal,,[],1642268,,,1610612762,95,88,2025-03-13T01:56:30Z,5750000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
587,PT09M58.00S,2025-03-13T01:56:31.1Z,4,REGULAR,turnover,bad pass,[],1642268,,,1610612762,95,88,2025-03-13T01:57:38Z,5760000,False,,,0,,I. Collier bad pass TURNOVER (7 TO),"[1642268, 1631246]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,7.0,,,,,,,Williams Jr.,1631246.0
588,PT09M58.00S,2025-03-13T01:56:31.1Z,4,REGULAR,steal,,[],1631246,,,1610612763,95,88,2025-03-13T01:56:33Z,5770000,False,,,0,,V. Williams Jr. STEAL (2 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
589,PT09M55.00S,2025-03-13T01:56:34.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630590,12.697109067017081,2.696078431372549,1610612763,98,88,2025-03-13T01:56:39Z,5780000,False,237.0,67.0,1,left,S. Pippen Jr. 24' 3PT running (9 PTS) (B. Clarke 1 AST),"[1630590, 1629634]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Right Corner 3,24+ Right,24.58,Made,9.0,,,,,B. Clarke,1629634.0,1.0,,,,,,,,,,
591,PT09M36.00S,2025-03-13T01:56:56.0Z,4,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612762,98,88,2025-03-13T01:57:12Z,5800000,False,,,0,,D. Bane shooting personal FOUL (2 PF) (Clarkson 2 FT),"[1630217, 203903]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,,2.0,0.0,Clarkson,203903.0,,,,
593,PT09M36.00S,2025-03-13T01:57:23.2Z,4,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,98,89,2025-03-13T01:57:23Z,5820000,False,,,0,,J. Clarkson Free Throw 1 of 2 (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
594,PT09M36.00S,2025-03-13T01:57:41.5Z,4,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,98,90,2025-03-13T01:57:41Z,5830000,False,,,0,,J. Clarkson Free Throw 2 of 2 (10 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
595,PT09M30.00S,2025-03-13T01:57:48.7Z,4,REGULAR,3pt,Jump Shot,[],1631246,30.436925098554536,72.05882352941177,1610612763,98,90,2025-03-13T01:57:54Z,5840000,False,-110.0,234.0,1,left,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
596,PT09M25.00S,2025-03-13T01:57:53.3Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,98,90,2025-03-13T01:57:53Z,5850000,False,,,0,,B. Clarke REBOUND (Off:2 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,,595.0,4.0,2.0,2.0,,,,,,,,,,,,,
597,PT09M23.00S,2025-03-13T01:57:55.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,7.30946123521682,2.941176470588235,1610612763,98,90,2025-03-13T01:58:00Z,5860000,False,235.0,16.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
598,PT09M18.00S,2025-03-13T01:58:00.2Z,4,REGULAR,rebound,defensive,[],1642268,,,1610612762,98,90,2025-03-13T01:58:00Z,5870000,False,,,0,,I. Collier REBOUND (Off:0 Def:4),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Right Corner 3,24+ Right,,,,597.0,4.0,4.0,0.0,,,,,,,,,,,,,
599,PT09M12.00S,2025-03-13T01:58:06.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,91.40932982917214,46.32352941176471,1610612762,98,92,2025-03-13T01:58:11Z,5880000,False,-18.0,28.0,1,right,I. Collier driving Layup (11 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.38,Made,11.0,,,,,,,,,,,,,,,,,
600,PT08M55.00S,2025-03-13T01:58:23.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,10.463206307490145,51.71568627450981,1610612763,98,92,2025-03-13T01:58:27Z,5890000,False,-9.0,46.0,1,left,MISS B. Clarke turnaround Shot,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
601,PT08M52.00S,2025-03-13T01:58:26.5Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,98,92,2025-03-13T01:58:27Z,5900000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,600.0,8.0,5.0,3.0,,,,,,,,,,,,,
602,PT08M43.00S,2025-03-13T01:58:35.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,93.11760840998686,47.794117647058826,1610612762,98,94,2025-03-13T01:58:39Z,5910000,False,-11.0,12.0,1,right,K. Filipowski driving DUNK (7 PTS) (I. Collier 6 AST),"[1642271, 1642268]",1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.64,Made,7.0,,,,,I. Collier,1642268.0,6.0,,,,,,,,,,
604,PT08M22.00S,2025-03-13T01:58:56.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,12.959921156373195,37.745098039215684,1610612763,100,94,2025-03-13T01:59:01Z,5930000,False,61.0,69.0,1,left,D. Bane 9' floating Jump Shot (17 PTS) (S. Pippen Jr. 4 AST),"[1630217, 1630590]",1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Right,9.25,Made,17.0,,,,,S. Pippen Jr.,1630590.0,4.0,,,,,,,,,,
606,PT08M02.00S,2025-03-13T01:59:16.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.72339027595268,53.18627450980392,1610612762,100,96,2025-03-13T01:59:20Z,5950000,False,16.0,16.0,1,right,J. Clarkson driving Layup (12 PTS) (K. Filipowski 3 AST),"[203903, 1642271]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.25,Made,12.0,,,,,K. Filipowski,1642271.0,3.0,,,,,,,,,,
608,PT07M47.00S,2025-03-13T01:59:31.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,14.273981603153747,45.83333333333333,1610612763,102,96,2025-03-13T01:59:34Z,5970000,False,21.0,82.0,1,left,B. Clarke 8' floating Jump Shot (8 PTS) (V. Williams Jr. 3 AST),"[1629634, 1631246]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,8.43,Made,8.0,,,,,V. Williams Jr.,1631246.0,3.0,,,,,,,,,,
610,PT07M37.00S,2025-03-13T01:59:44.7Z,4,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612762,102,96,2025-03-13T01:59:56Z,5990000,False,,,0,,B. Clarke shooting personal FOUL (3 PF) (Filipowski 2 FT),"[1629634, 1642271]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,,3.0,0.0,Filipowski,1642271.0,,,,
612,PT07M37.00S,2025-03-13T02:00:16.7Z,4,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,102,97,2025-03-13T02:00:16Z,6010000,False,,,0,,K. Filipowski Free Throw 1 of 2 (8 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
613,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,out,[],1631246,,,1610612762,102,97,2025-03-13T02:00:43Z,6020000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,out,[],1629634,,,1610612762,102,97,2025-03-13T02:00:43Z,6030000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,out,[],1630217,,,1610612762,102,97,2025-03-13T02:00:43Z,6040000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,out,[],203903,,,1610612762,102,97,2025-03-13T02:00:43Z,6050000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,out,[],1642268,,,1610612762,102,97,2025-03-13T02:00:43Z,6060000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,in,[],1642377,,,1610612762,102,97,2025-03-13T02:00:43Z,6070000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,in,[],1629630,,,1610612762,102,97,2025-03-13T02:00:43Z,6080000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,in,[],1641744,,,1610612762,102,97,2025-03-13T02:00:43Z,6090000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,in,[],1629012,,,1610612762,102,97,2025-03-13T02:00:43Z,6100000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT07M37.00S,2025-03-13T02:00:18.6Z,4,REGULAR,substitution,in,[],1642262,,,1610612762,102,97,2025-03-13T02:00:43Z,6110000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M37.00S,2025-03-13T02:00:46.7Z,4,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,102,98,2025-03-13T02:00:46Z,6120000,False,,,0,,K. Filipowski Free Throw 2 of 2 (9 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
624,PT07M25.00S,2025-03-13T02:01:02.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,9.017739816031538,54.41176470588235,1610612763,102,98,2025-03-13T02:01:05Z,6130000,False,-22.0,32.0,1,left,MISS J. Morant driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
625,PT07M21.00S,2025-03-13T02:01:06.1Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,102,98,2025-03-13T02:01:05Z,6140000,False,,,0,,C. Williams REBOUND (Off:1 Def:4),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,624.0,5.0,4.0,1.0,,,,,,,,,,,,,
626,PT07M19.00S,2025-03-13T02:01:07.2Z,4,REGULAR,turnover,lost ball,[],1642262,,,1610612762,102,98,2025-03-13T02:01:18Z,6150000,False,,,0,,C. Williams lost ball TURNOVER (1 TO),"[1642262, 1628379]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,,,Kennard,1628379.0
627,PT07M19.00S,2025-03-13T02:01:07.2Z,4,REGULAR,steal,,[],1628379,,,1610612763,102,98,2025-03-13T02:01:10Z,6160000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
628,PT07M18.00S,2025-03-13T02:01:12.2Z,4,REGULAR,foul,offensive,[],1628379,,,1610612763,102,98,2025-03-13T02:01:26Z,6170000,False,,,0,,L. Kennard offensive FOUL (2 PF),"[1628379, 1642262]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,2.0,0.0,Williams,1642262.0,,,,
630,PT07M18.00S,2025-03-13T02:01:12.2Z,4,REGULAR,turnover,offensive foul,[],1628379,,,1610612763,102,98,2025-03-13T02:01:12Z,6190000,False,,,0,,L. Kennard offensive foul TURNOVER (3 TO),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,3.0,,,,,,,,
746,PT07M18.00S,2025-03-13T02:01:25.5Z,4,REGULAR,substitution,out,[],1642271,,,1610612762,102,98,2025-03-13T02:25:21Z,6195000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
747,PT07M18.00S,2025-03-13T02:01:25.5Z,4,REGULAR,substitution,in,[],1631117,,,1610612762,102,98,2025-03-13T02:25:21Z,6197500,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT07M07.00S,2025-03-13T02:01:38.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629012,83.39356110381078,48.77450980392157,1610612762,102,100,2025-03-13T02:01:42Z,6200000,False,-6.0,104.0,1,right,C. Sexton 10' driving floating Jump Shot (16 PTS),[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,16.0,,,,,,,,,,,,,,,,,
632,PT06M53.00S,2025-03-13T02:01:52.0Z,4,REGULAR,turnover,bad pass,[],1630590,,,1610612763,102,100,2025-03-13T02:01:57Z,6210000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1631117]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Kessler,1631117.0
633,PT06M53.00S,2025-03-13T02:01:52.0Z,4,REGULAR,steal,,[],1631117,,,1610612762,102,100,2025-03-13T02:01:55Z,6220000,False,,,0,,W. Kessler STEAL (2 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
634,PT06M48.00S,2025-03-13T02:01:57.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630231,92.06636005256242,54.41176470588235,1610612762,102,100,2025-03-13T02:10:24Z,6230000,False,22.0,22.0,1,right,MISS K. Martin running alley-oop Layup,[1630231],1610612762.0,UTA,running alley-oop,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
635,PT06M48.00S,2025-03-13T02:01:57.4Z,4,REGULAR,rebound,offensive,[],1629012,,,1610612762,102,100,2025-03-13T02:08:09Z,6240000,False,,,0,,C. Sexton REBOUND (Off:4 Def:3),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,634.0,7.0,3.0,4.0,,,,,,,,,,,,,
680,PT06M48.00S,2025-03-13T02:01:59.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629012,91.67214191852825,50.0,1610612762,102,100,2025-03-13T02:07:58Z,6245000,False,0.0,26.0,1,right,MISS C. Sexton tip Layup,[1629012],1610612762.0,UTA,tip,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
